Time,H2O,H+,OH-
2310,19999995379999520523,4620000480077,4620000480077
2320,19999995359999802440,4640000198160,4640000198160
2330,19999995339999794375,4660000206225,4660000206225
2340,19999995319999678398,4680000322202,4680000322202
2350,19999995300000048952,4699999951648,4699999951648
2360,19999995279999901933,4720000098667,4720000098667
2370,19999995259999919521,4740000081079,4740000081079
2380,19999995240000090796,4759999909804,4759999909804
2390,19999995220000210515,4779999790085,4779999790085
2400,19999995200000234938,4799999765662,4799999765662
2410,19999995180000400882,4819999599718,4819999599718
2420,19999995160000540771,4839999459829,4839999459829
2430,19999995140000425642,4859999574958,4859999574958
2440,19999995120000315024,4879999685576,4879999685576
2450,19999995100000198488,4899999802112,4899999802112
2460,19999995080000100899,4919999899701,4919999899701
2470,19999995059999925699,4940000074901,4940000074901
2480,19999995039999985076,4960000015524,4960000015524
2490,19999995020000113861,4979999886739,4979999886739
2500,19999995000000069157,4999999931443,4999999931443
2510,19999994980000087307,5019999913293,5019999913293
2520,19999994960000061601,5039999938999,5039999938999
2530,19999994940000067660,5059999932940,5059999932940
2540,19999994920000242182,5079999758418,5079999758418
2550,19999994900000430893,5099999569707,5099999569707
2560,19999994880000235168,5119999765432,5119999765432
2570,19999994860000148744,5139999851856,5139999851856
2580,19999994840000037883,5159999962717,5159999962717
2590,19999994820000257192,5179999743408,5179999743408
2600,19999994800000181715,5199999818885,5199999818885
2610,19999994780000105625,5219999894975,5219999894975
2620,19999994760000204006,5239999796594,5239999796594
2630,19999994740000099616,5259999900984,5259999900984
2640,19999994720000122200,5279999878400,5279999878400
2650,19999994700000115888,5299999884712,5299999884712
2660,19999994680000156615,5319999843985,5319999843985
2670,19999994660000228815,5339999771785,5339999771785
2680,19999994640000150356,5359999850244,5359999850244
2690,19999994620000047888,5379999952712,5379999952712
2700,19999994600000183179,5399999817421,5399999817421
2710,19999994580000346953,5419999653647,5419999653647
2720,19999994560000337129,5439999663471,5439999663471
2730,19999994540000413961,5459999586639,5459999586639
2740,19999994520000423369,5479999577231,5479999577231
2750,19999994500000318907,5499999681693,5499999681693
2760,19999994480000238897,5519999761703,5519999761703
2770,19999994460000436653,5539999563947,5539999563947
2780,19999994440000501053,5559999499547,5559999499547
2790,19999994420000565714,5579999434886,5579999434886
2800,19999994400000669687,5599999330913,5599999330913
2810,19999994380000267650,5619999732950,5619999732950
2820,19999994360000576534,5639999424066,5639999424066
2830,19999994340000523264,5659999477336,5659999477336
2840,19999994320000755530,5679999245070,5679999245070
2850,19999994300000802116,5699999198484,5699999198484
2860,19999994280001098681,5719998901919,5719998901919
2870,19999994260001205406,5739998795194,5739998795194
2880,19999994240001204086,5759998796514,5759998796514
2890,19999994220001401976,5779998598624,5779998598624
2900,19999994200001350457,5799998650143,5799998650143
2910,19999994180001500893,5819998499707,5819998499707
2920,19999994160001263560,5839998737040,5839998737040
2930,19999994140001500463,5859998500137,5859998500137
2940,19999994120001594660,5879998405940,5879998405940
2950,19999994100001253692,5899998746908,5899998746908
2960,19999994080001287746,5919998712854,5919998712854
2970,19999994060001123871,5939998876729,5939998876729
2980,19999994040001382393,5959998618207,5959998618207
2990,19999994020001317830,5979998682770,5979998682770
3000,19999994000001442420,5999998558180,5999998558180
3010,19999993980001446739,6019998553861,6019998553861
3020,19999993960001521814,6039998478786,6039998478786
3030,19999993940001408628,6059998591972,6059998591972
3040,19999993920001647148,6079998353452,6079998353452
3050,19999993900001654057,6099998346543,6099998346543
3060,19999993880001382593,6119998618007,6119998618007
3070,19999993860001602962,6139998397638,6139998397638
3080,19999993840001580378,6159998420222,6159998420222
3090,19999993820001633602,6179998366998,6179998366998
3100,19999993800001586565,6199998414035,6199998414035
3110,19999993780001490291,6219998510309,6219998510309
3120,19999993760001559906,6239998440694,6239998440694
3130,19999993740001857380,6259998143220,6259998143220
3140,19999993720001790891,6279998209709,6279998209709
3150,19999993700001764869,6299998235731,6299998235731
3160,19999993680002029810,6319997970790,6319997970790
3170,19999993660002171772,6339997828828,6339997828828
3180,19999993640002346022,6359997654578,6359997654578
3190,19999993620002508593,6379997492007,6379997492007
3200,19999993600002577581,6399997423019,6399997423019
3210,19999993580002599959,6419997400641,6419997400641
3220,19999993560002586719,6439997413881,6439997413881
3230,19999993540002581058,6459997419542,6459997419542
3240,19999993520002423681,6479997576919,6479997576919
3250,19999993500002151933,6499997848667,6499997848667
3260,19999993480002484409,6519997516191,6519997516191
3270,19999993460002522452,6539997478148,6539997478148
3280,19999993440002525709,6559997474891,6559997474891
3290,19999993420002507066,6579997493534,6579997493534
3300,19999993400002416392,6599997584208,6599997584208
3310,19999993380002417813,6619997582787,6619997582787
3320,19999993360002732584,6639997268016,6639997268016
3330,19999993340002794032,6659997206568,6659997206568
3340,19999993320002626787,6679997373813,6679997373813
3350,19999993300002608396,6699997392204,6699997392204
3360,19999993280002930518,6719997070082,6719997070082
3370,19999993260002995080,6739997005520,6739997005520
3380,19999993240002993541,6759997007059,6759997007059
3390,19999993220003144162,6779996856438,6779996856438
3400,19999993200003043534,6799996957066,6799996957066
3410,19999993180003062242,6819996938358,6819996938358
3420,19999993160002774857,6839997225743,6839997225743
3430,19999993140002800361,6859997200239,6859997200239
3440,19999993120002693613,6879997306987,6879997306987
3450,19999993100002562648,6899997437952,6899997437952
3460,19999993080002427886,6919997572714,6919997572714
3470,19999993060002515333,6939997485267,6939997485267
3480,19999993040002596932,6959997403668,6959997403668
3490,19999993020002571808,6979997428792,6979997428792
3500,19999993000002720932,6999997279668,6999997279668
3510,19999992980002752891,7019997247709,7019997247709
3520,19999992960002932276,7039997068324,7039997068324
3530,19999992940003006589,7059996994011,7059996994011
3540,19999992920002975652,7079997024948,7079997024948
3550,19999992900003348170,7099996652430,7099996652430
3560,19999992880003459791,7119996540809,7119996540809
3570,19999992860003162032,7139996838568,7139996838568
3580,19999992840003281305,7159996719295,7159996719295
3590,19999992820003339737,7179996660863,7179996660863
3600,19999992800003396829,7199996603771,7199996603771
3610,19999992780003327143,7219996673457,7219996673457
3620,19999992760003424992,7239996575608,7239996575608
3630,19999992740003435348,7259996565252,7259996565252
3640,19999992720003481263,7279996519337,7279996519337
3650,19999992700003280226,7299996720374,7299996720374
3660,19999992680003630877,7319996369723,7319996369723
3670,19999992660003686639,7339996313961,7339996313961
3680,19999992640003602546,7359996398054,7359996398054
3690,19999992620003843657,7379996156943,7379996156943
3700,19999992600004029291,7399995971309,7399995971309
3710,19999992580004088357,7419995912243,7419995912243
3720,19999992560004024087,7439995976513,7439995976513
3730,19999992540004168640,7459995831960,7459995831960
3740,19999992520004378986,7479995621614,7479995621614
3750,19999992500004016736,7499995983864,7499995983864
3760,19999992480004222760,7519995777840,7519995777840
3770,19999992460004144804,7539995855796,7539995855796
3780,19999992440004229295,7559995771305,7559995771305
3790,19999992420004408306,7579995592294,7579995592294
3800,19999992400004453556,7599995547044,7599995547044
3810,19999992380004313600,7619995687000,7619995687000
3820,19999992360003965721,7639996034879,7639996034879
3830,19999992340003756480,7659996244120,7659996244120
3840,19999992320003868458,7679996132142,7679996132142
3850,19999992300003906106,7699996094494,7699996094494
3860,19999992280004089481,7719995911119,7719995911119
3870,19999992260003887719,7739996112881,7739996112881
3880,19999992240003851871,7759996148729,7759996148729
3890,19999992220003928809,7779996071791,7779996071791
3900,19999992200003809440,7799996191160,7799996191160
3910,19999992180003594871,7819996405729,7819996405729
3920,19999992160003352986,7839996647614,7839996647614
3930,19999992140003471357,7859996529243,7859996529243
3940,19999992120003655298,7879996345302,7879996345302
3950,19999992100003587700,7899996412900,7899996412900
3960,19999992080003575544,7919996425056,7919996425056
3970,19999992060003778918,7939996221682,7939996221682
3980,19999992040003738651,7959996261949,7959996261949
3990,19999992020003756072,7979996244528,7979996244528
4000,19999992000003843971,7999996156629,7999996156629
4010,19999991980003786950,8019996213650,8019996213650
4020,19999991960003771946,8039996228654,8039996228654
4030,19999991940003826555,8059996174045,8059996174045
4040,19999991920003914676,8079996085924,8079996085924
4050,19999991900003871449,8099996129151,8099996129151
4060,19999991880003961176,8119996039424,8119996039424
4070,19999991860003977350,8139996023250,8139996023250
4080,19999991840003999355,8159996001245,8159996001245
4090,19999991820004216132,8179995784468,8179995784468
4100,19999991800004098319,8199995902281,8199995902281
4110,19999991780004380068,8219995620532,8219995620532
4120,19999991760004249034,8239995751566,8239995751566
4130,19999991740004335125,8259995665475,8259995665475
4140,19999991720004627160,8279995373440,8279995373440
4150,19999991700004668858,8299995331742,8299995331742
4160,19999991680004594197,8319995406403,8319995406403
4170,19999991660004791034,8339995209566,8339995209566
4180,19999991640004844855,8359995155745,8359995155745
4190,19999991620004819147,8379995181453,8379995181453
4200,19999991600004707895,8399995292705,8399995292705
4210,19999991580004789689,8419995210911,8419995210911
4220,19999991560004467468,8439995533132,8439995533132
4230,19999991540004696452,8459995304148,8459995304148
4240,19999991520004630379,8479995370221,8479995370221
4250,19999991500004695023,8499995305577,8499995305577
4260,19999991480004639681,8519995360919,8519995360919
4270,19999991460004803291,8539995197309,8539995197309
4280,19999991440004849951,8559995150649,8559995150649
4290,19999991420004952276,8579995048324,8579995048324
4300,19999991400004885546,8599995115054,8599995115054
4310,19999991380004921680,8619995078920,8619995078920
4320,19999991360004814584,8639995186016,8639995186016
4330,19999991340004879514,8659995121086,8659995121086
4340,19999991320004947631,8679995052969,8679995052969
4350,19999991300004917711,8699995082889,8699995082889
4360,19999991280005006633,8719994993967,8719994993967
4370,19999991260005089429,8739994911171,8739994911171
4380,19999991240005160277,8759994840323,8759994840323
4390,19999991220004940835,8779995059765,8779995059765
4400,19999991200005076695,8799994923905,8799994923905
4410,19999991180005214895,8819994785705,8819994785705
4420,19999991160005183815,8839994816785,8839994816785
4430,19999991140005007136,8859994993464,8859994993464
4440,19999991120005172296,8879994828304,8879994828304
4450,19999991100005193346,8899994807254,8899994807254
4460,19999991080005290708,8919994709892,8919994709892
4470,19999991060005509383,8939994491217,8939994491217
4480,19999991040005507602,8959994492998,8959994492998
4490,19999991020005528545,8979994472055,8979994472055
4500,19999991000005417479,8999994583121,8999994583121
4510,19999990980005198039,9019994802561,9019994802561
4520,19999990960005470390,9039994530210,9039994530210
4530,19999990940005433439,9059994567161,9059994567161
4540,19999990920005211072,9079994789528,9079994789528
4550,19999990900005136896,9099994863704,9099994863704
4560,19999990880005019477,9119994981123,9119994981123
4570,19999990860005126414,9139994874186,9139994874186
4580,19999990840005121085,9159994879515,9159994879515
4590,19999990820005103191,9179994897409,9179994897409
4600,19999990800005307833,9199994692767,9199994692767
4610,19999990780005204272,9219994796328,9219994796328
4620,19999990760005455767,9239994544833,9239994544833
4630,19999990740005211825,9259994788775,9259994788775
4640,19999990720005255835,9279994744765,9279994744765
4650,19999990700005259308,9299994741292,9299994741292
4660,19999990680005194720,9319994805880,9319994805880
4670,19999990660005346079,9339994654521,9339994654521
4680,19999990640005370022,9359994630578,9359994630578
4690,19999990620005492244,9379994508356,9379994508356
4700,19999990600005634942,9399994365658,9399994365658
4710,19999990580005600770,9419994399830,9419994399830
4720,19999990560005435357,9439994565243,9439994565243
4730,19999990540005451432,9459994549168,9459994549168
4740,19999990520005279237,9479994721363,9479994721363
4750,19999990500005378697,9499994621903,9499994621903
4760,19999990480005367535,9519994633065,9519994633065
4770,19999990460005729754,9539994270846,9539994270846
4780,19999990440005852316,9559994148284,9559994148284
4790,19999990420005767182,9579994233418,9579994233418
4800,19999990400005777632,9599994222968,9599994222968
4810,19999990380005775812,9619994224788,9619994224788
4820,19999990360005794136,9639994206464,9639994206464
4830,19999990340005804347,9659994196253,9659994196253
4840,19999990320005504977,9679994495623,9679994495623
4850,19999990300005537010,9699994463590,9699994463590
4860,19999990280005507094,9719994493506,9719994493506
4870,19999990260005576143,9739994424457,9739994424457
4880,19999990240005626336,9759994374264,9759994374264
4890,19999990220005529453,9779994471147,9779994471147
4900,19999990200005408139,9799994592461,9799994592461
4910,19999990180005398314,9819994602286,9819994602286
4920,19999990160005215012,9839994785588,9839994785588
4930,19999990140005044375,9859994956225,9859994956225
4940,19999990120004996395,9879995004205,9879995004205
4950,19999990100004859179,9899995141421,9899995141421
4960,19999990080004807257,9919995193343,9919995193343
4970,19999990060004906468,9939995094132,9939995094132
4980,19999990040004752490,9959995248110,9959995248110
4990,19999990020004648422,9979995352178,9979995352178
5000,19999990000004682918,9999995317682,9999995317682
5010,19999989980004497182,10019995503418,10019995503418
5020,19999989960004600600,10039995400000,10039995400000
5030,19999989940004706827,10059995293773,10059995293773
5040,19999989920004933984,10079995066616,10079995066616
5050,19999989900004603207,10099995397393,10099995397393
5060,19999989880004683719,10119995316881,10119995316881
5070,19999989860004785895,10139995214705,10139995214705
5080,19999989840004586540,10159995414060,10159995414060
5090,19999989820004759971,10179995240629,10179995240629
5100,19999989800004774279,10199995226321,10199995226321
5110,19999989780004586884,10219995413716,10219995413716
5120,19999989760004810386,10239995190214,10239995190214
5130,19999989740004730216,10259995270384,10259995270384
5140,19999989720004405607,10279995594993,10279995594993
5150,19999989700004304168,10299995696432,10299995696432
5160,19999989680004324580,10319995676020,10319995676020
5170,19999989660004191289,10339995809311,10339995809311
5180,19999989640004328503,10359995672097,10359995672097
5190,19999989620004384063,10379995616537,10379995616537
5200,19999989600004306998,10399995693602,10399995693602
5210,19999989580004361940,10419995638660,10419995638660
5220,19999989560004483876,10439995516724,10439995516724
5230,19999989540004471511,10459995529089,10459995529089
5240,19999989520004338343,10479995662257,10479995662257
5250,19999989500004249661,10499995750939,10499995750939
5260,19999989480004226416,10519995774184,10519995774184
5270,19999989460004104241,10539995896359,10539995896359
5280,19999989440003949424,10559996051176,10559996051176
5290,19999989420003951044,10579996049556,10579996049556
5300,19999989400003990000,10599996010600,10599996010600
5310,19999989380004015946,10619995984654,10619995984654
5320,19999989360003979993,10639996020607,10639996020607
5330,19999989340004059392,10659995941208,10659995941208
5340,19999989320003932550,10679996068050,10679996068050
5350,19999989300003970565,10699996030035,10699996030035
5360,19999989280004181088,10719995819512,10719995819512
5370,19999989260004161277,10739995839323,10739995839323
5380,19999989240004527864,10759995472736,10759995472736
5390,19999989220004384557,10779995616043,10779995616043
5400,19999989200004528487,10799995472113,10799995472113
5410,19999989180004449863,10819995550737,10819995550737
5420,19999989160004519172,10839995481428,10839995481428
5430,19999989140004417519,10859995583081,10859995583081
5440,19999989120004288110,10879995712490,10879995712490
5450,19999989100004241175,10899995759425,10899995759425
5460,19999989080004277660,10919995722940,10919995722940
5470,19999989060004184086,10939995816514,10939995816514
5480,19999989040004066222,10959995934378,10959995934378
5490,19999989020004031582,10979995969018,10979995969018
5500,19999989000004004759,10999995995841,10999995995841
5510,19999988980003919894,11019996080706,11019996080706
5520,19999988960003914271,11039996086329,11039996086329
5530,19999988940003923960,11059996076640,11059996076640
5540,19999988920003828385,11079996172215,11079996172215
5550,19999988900003830850,11099996169750,11099996169750
5560,19999988880003960688,11119996039912,11119996039912
5570,19999988860004104791,11139995895809,11139995895809
5580,19999988840004204139,11159995796461,11159995796461
5590,19999988820004295547,11179995705053,11179995705053
5600,19999988800004322537,11199995678063,11199995678063
5610,19999988780004314570,11219995686030,11219995686030
5620,19999988760004409987,11239995590613,11239995590613
5630,19999988740004353610,11259995646990,11259995646990
5640,19999988720004453350,11279995547250,11279995547250
5650,19999988700004523223,11299995477377,11299995477377
5660,19999988680004475088,11319995525512,11319995525512
5670,19999988660004407880,11339995592720,11339995592720
5680,19999988640004137437,11359995863163,11359995863163
5690,19999988620004193251,11379995807349,11379995807349
5700,19999988600004070849,11399995929751,11399995929751
5710,19999988580004061621,11419995938979,11419995938979
5720,19999988560004132133,11439995868467,11439995868467
5730,19999988540004061282,11459995939318,11459995939318
5740,19999988520004205273,11479995795327,11479995795327
5750,19999988500004277853,11499995722747,11499995722747
5760,19999988480004142794,11519995857806,11519995857806
5770,19999988460004130997,11539995869603,11539995869603
5780,19999988440004143562,11559995857038,11559995857038
5790,19999988420004328883,11579995671717,11579995671717
5800,19999988400004259463,11599995741137,11599995741137
5810,19999988380004132961,11619995867639,11619995867639
5820,19999988360004333921,11639995666679,11639995666679
5830,19999988340004365569,11659995635031,11659995635031
5840,19999988320004448887,11679995551713,11679995551713
5850,19999988300004496589,11699995504011,11699995504011
5860,19999988280004807175,11719995193425,11719995193425
5870,19999988260004952374,11739995048226,11739995048226
5880,19999988240005050062,11759994950538,11759994950538
5890,19999988220004972104,11779995028496,11779995028496
5900,19999988200004779057,11799995221543,11799995221543
5910,19999988180004597610,11819995402990,11819995402990
5920,19999988160004472740,11839995527860,11839995527860
5930,19999988140004427229,11859995573371,11859995573371
5940,19999988120004417339,11879995583261,11879995583261
5950,19999988100004266457,11899995734143,11899995734143
5960,19999988080004408587,11919995592013,11919995592013
5970,19999988060004436853,11939995563747,11939995563747
5980,19999988040004795119,11959995205481,11959995205481
5990,19999988020004711299,11979995289301,11979995289301
6000,19999988000004736181,11999995264419,11999995264419
6010,19999987980004835812,12019995164788,12019995164788
6020,19999987960004630005,12039995370595,12039995370595
6030,19999987940004708890,12059995291710,12059995291710
6040,19999987920004632004,12079995368596,12079995368596
6050,19999987900004751869,12099995248731,12099995248731
6060,19999987880004449713,12119995550887,12119995550887
6070,19999987860004289194,12139995711406,12139995711406
6080,19999987840004390180,12159995610420,12159995610420
6090,19999987820004239730,12179995760870,12179995760870
6100,19999987800004271647,12199995728953,12199995728953
6110,19999987780004439627,12219995560973,12219995560973
6120,19999987760004533089,12239995467511,12239995467511
6130,19999987740004454284,12259995546316,12259995546316
6140,19999987720004394711,12279995605889,12279995605889
6150,19999987700004381975,12299995618625,12299995618625
