Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3,H2O::Cell_1::Mitochondria_4,H2O_created::Cell_1::Mitochondria_4,OH-::Cell_1::Mitochondria_4,H+::Cell_1::Mitochondria_4,H+_inter::Cell_1::Mitochondria_4,H+_inter_created::Cell_1::Mitochondria_4,O2::Cell_1::Mitochondria_4,O2_in::Cell_1::Mitochondria_4,CO2::Cell_1::Mitochondria_4,ATP::Cell_1::Mitochondria_4,ATP_created::Cell_1::Mitochondria_4,ADP::Cell_1::Mitochondria_4,GDP::Cell_1::Mitochondria_4,GTP::Cell_1::Mitochondria_4,Pi::Cell_1::Mitochondria_4,NAD+::Cell_1::Mitochondria_4,NADH::Cell_1::Mitochondria_4,NADH_created::Cell_1::Mitochondria_4,NADH_in::Cell_1::Mitochondria_4,Pyruvate-::Cell_1::Mitochondria_4,Pyruvate-_in::Cell_1::Mitochondria_4,CoA-SH::Cell_1::Mitochondria_4,Acetyl_CoA::Cell_1::Mitochondria_4,FAD::Cell_1::Mitochondria_4,FADH2::Cell_1::Mitochondria_4,FADH2_created::Cell_1::Mitochondria_4,Pyruvate_transport::Cell_1::Mitochondria_4,ATP_synthase::Cell_1::Mitochondria_4,ADP_ATP_transport::Cell_1::Mitochondria_4,NADH_shuttle::Cell_1::Mitochondria_4,Pi_transport::Cell_1::Mitochondria_4,Commp1-3-4::Cell_1::Mitochondria_4,Commp2-3-4::Cell_1::Mitochondria_4
98000,13842860,634246,970000000,5820000000,10000,60000,9968414059142,92138344,106948722,1335,956157140,1000,42,1393568,1912311610,2586524886,17413475114,23407559714,9988222692,11777308,1639502,101428470101,3337111900,4221,476213119,1305900,29554182200,23172416,1453169816,1431523072,1472706,5542596900,998527294,999998880,1120,15374,999665902,334098,1908696898,474514900,5280,477180700,999998406,1594,999943274,56726,477173826,1000,1000,1000,1000,1000,1000,1000,101429085738,3338746400,103280,476512362,1328000,29568668800,28437197,1459135697,1432219888,1458321,5545167300,998541679,999999427,573,4906,999676818,323182,1909622882,474747900,0,477413900,999989094,10906,999946406,53594,477402994,1000,1000,1000,1000,1000,1000,1000,101428944157,3338147400,103210,476378802,1346100,29563582800,22895535,1453351035,1431874301,1465049,5544301200,998534951,999999738,262,24089,999676188,323812,1909162512,474835900,1,477297880,999990332,9668,999948189,51811,477288211,1000,1000,1000,1000,1000,1000,1000,101429135285,3338601300,2138,476522534,1233400,29567437000,23069514,1453709164,1432147977,1449408,5544975900,998550592,999987549,12451,11141,999632264,367736,1909528936,474796100,1,477386060,999994900,5100,999941041,58959,477380959,1000,1000,1000,1000,1000,1000,1000
99000,13915080,618236,980000000,5880000000,10000,60000,9968174918922,93291922,108058285,11061,966084920,1000,61603,1368445,1932147718,2586642744,17413357256,23407403456,9988259035,11740965,1656953,101443282968,3371866400,103490,481019311,1558400,29862016000,23227242,1468119942,1446410967,1414857,5597153400,998585143,999999643,357,71286,999670119,329881,1928544281,479490000,1,482144340,999988975,11025,999947686,52314,482133314,1000,1000,1000,1000,1000,1000,1000,101443993970,3373418800,4191,481322568,1407300,29875700000,28255804,1473809704,1447111244,1480464,5599609200,998519536,999999451,549,10487,999645143,354857,1929481457,479670200,2,482370820,999999395,605,999940787,59213,482370213,1000,1000,1000,1000,1000,1000,1000,101443815599,3372863100,101067,481393321,1304500,29871072600,22019614,1467353764,1446753376,1449911,5598865500,998550089,999990333,9667,20922,999659646,340354,1929004254,479809600,4780,482256400,999999258,742,999943922,56078,482250878,1000,1000,1000,1000,1000,1000,1000,101443960831,3373399400,101397,481388183,1421900,29875686800,24481251,1470036751,1447050602,1477156,5599633500,998522844,999998932,1068,17076,999642074,357926,1929400526,479780000,6,482350760,999999170,830,999938476,61524,482349924,1000,1000,1000,1000,1000,1000,1000
100000,13987120,626057,990000000,5940000000,10000,60000,9967940837332,89405311,104154039,10120,976012880,1000,529,1369008,1952005520,2586841343,17413158657,23407194157,9988294392,11705608,1674112,101458267523,3406633800,2101,485998195,1461900,30169962800,24010374,1483803824,1461320142,1418115,5651812200,998581885,999987323,12677,52408,999649966,350034,1948426234,484463800,2,487107960,999998134,1866,999940808,59192,487106092,1000,1000,1000,1000,1000,1000,1000,101458889494,3408095000,4084,486135005,1516000,30182858800,28299392,1488716192,1461950347,1436916,5654080500,998563084,999999942,58,58226,999676079,323921,1949264021,484632100,1,487323000,999990675,9325,999947726,52274,487313674,1000,1000,1000,1000,1000,1000,1000,101458686096,3407574200,103727,486050539,1626400,30178565200,22085480,1482299030,1461639533,1423145,5653355700,998576855,999990086,9914,64941,999640808,359192,1948852292,484786900,5,487214020,999998744,1256,999934341,65659,487212759,1000,1000,1000,1000,1000,1000,1000,101458877731,3408162200,101162,486242269,1508300,30183584400,24100618,1484554368,1461931918,1425259,5654235300,998574741,999998690,1310,61531,999668013,331987,1949241787,484743000,5240,487317420,999997689,2311,999944831,55169,487309869,1000,1000,1000,1000,1000,1000,1000
101000,14056810,628967,1000000000,6000000000,10000,60000,9967695705777,96551885,111322745,11180,985943190,1000,47,1372840,1971864020,2586894862,17413105138,23407154838,9988293360,11706640,1691380,101473095833,3441401200,101671,490982525,1511600,30477901600,23940235,1498633935,1476202442,1422848,5706436500,998577152,999999516,484,61068,999682726,317274,1968266074,489424800,2,492075180,999988454,11546,999950168,49832,492063632,1000,1000,1000,1000,1000,1000,1000,101473779380,3442850500,2133,491334960,1307400,30490689800,28859664,1504171464,1476843858,1480398,5708744400,998519602,999999369,631,17971,999646313,353687,1969124887,489625500,4740,492286540,999999229,771,999945871,54129,492281029,1000,1000,1000,1000,1000,1000,1000,101473641816,3442190100,2107,490966624,1525400,30485105800,22222213,1497267563,1476458238,1401783,5707755000,998598217,999997724,2276,59741,999669803,330197,1968607497,489714000,0,492159720,999989539,10461,999950141,49859,492149259,1000,1000,1000,1000,1000,1000,1000,101473734599,3442886100,103503,491182720,1560500,30491113800,23964174,1499298024,1476832091,1431168,5708781000,998568832,999989102,10898,61034,999638643,361357,1969108957,489701700,1,492278360,999998507,1493,999941534,58466,492276866,1000,1000,1000,1000,1000,1000,1000
102000,14127090,630448,1010000000,6060000000,10000,60000,9967464554750,89734901,104575737,1167,995872910,1000,62966,1389150,1991743486,2587002151,17412997849,23407037649,9988256970,11743030,1708656,101488089443,3476171700,4000,496018694,1371500,30785899400,24056313,1513653563,1491106955,1472093,5761122600,998527907,999996574,3426,17681,999652726,347274,1988140974,494423600,3,497038920,999995102,4898,999943181,56819,497034019,1000,1000,1000,1000,1000,1000,1000,101488614529,3477498600,4120,495954971,1625000,30797545200,29291271,1519450521,1491706634,1394872,5763109800,998605128,999994455,5545,56983,999663549,336451,1988940251,494534600,0,497239400,999994217,5783,999946483,53517,497233617,1000,1000,1000,1000,1000,1000,1000,101488417678,3476919700,102875,495933801,1636300,30792711400,22161635,1512091135,1491345437,1424356,5762305500,998575644,999999407,593,70251,999651914,348086,1988458586,494687800,1,497119140,999994010,5990,999947551,52449,497113149,1000,1000,1000,1000,1000,1000,1000,101488761524,3477652700,4043,496181113,1384900,30799052600,23877167,1514111367,1491717439,1502692,5763463200,998497308,999999581,419,11289,999686250,313750,1988952050,494645800,3,497248220,999986394,13606,999949689,50311,497234611,1000,1000,1000,1000,1000,1000,1000
103000,14196620,618544,1020000000,6120000000,10000,60000,9967224168041,92147713,106977153,11128,1005803380,1000,510,1370836,2011584504,2587204654,17412795346,23406838646,9988267284,11732716,1725888,101502849365,3510857700,103749,501153889,1304500,31093122600,24173200,1528636150,1505978098,1496101,5815645500,998503899,999991839,8161,8538,999640940,359060,2007969360,499383800,6,501995580,999995688,4312,999940538,59462,501991262,1000,1000,1000,1000,1000,1000,1000,101503527703,3512295400,2093,501328077,1220800,31105754800,29627275,1534700025,1506618896,1475832,5817882900,998524168,999994664,5336,14532,999665536,334464,2008824464,499505600,4560,502212320,999997808,2192,999944332,55668,502205568,1000,1000,1000,1000,1000,1000,1000,101503399593,3511586700,2117,501051305,1346200,31099776600,22831658,1527619358,1506185058,1455082,5816856300,998544918,999999352,648,22870,999673212,326788,2008243288,499647600,2,502068600,999989632,10368,999953070,46930,502058230,1000,1000,1000,1000,1000,1000,1000,101503525471,3512373600,103344,501206849,1421500,31106562400,23311963,1528425413,1506605330,1409333,5818000200,998590667,999999738,262,60005,999686275,313725,2008805025,499588900,5340,502211280,999993755,6245,999947005,52995,502199695,1000,1000,1000,1000,1000,1000,1000
104000,14266790,636121,1030000000,6180000000,10000,60000,9966986670968,91675504,106548220,10106,1015733210,1000,5306,1367808,2031446208,2587231872,17412768128,23406804928,9988238412,11761588,1743320,101517868754,3545642000,3980,506062925,1234500,31401192800,24633635,1544002935,1520872603,1484612,5870315100,998515388,999991290,8710,6778,999672975,327025,2027828225,504334000,5061,506966420,999994263,5737,999947778,52222,506955622,1000,1000,1000,1000,1000,1000,1000,101518286406,3546988000,101334,506229753,1389400,31413023200,30861831,1550802281,1521499819,1472716,5872361700,998527284,999998996,1004,17980,999652561,347439,2028664539,504456700,1,507170380,999994341,5659,999942380,57620,507164720,1000,1000,1000,1000,1000,1000,1000,101518266975,3546279900,1998,506005861,1358700,31407083000,21726436,1541384136,1521058034,1465203,5871380100,998534797,999998894,1106,20991,999663857,336143,2028073843,504613200,4,507026420,999989393,10607,999948691,51309,507015809,1000,1000,1000,1000,1000,1000,1000,101518363673,3547063600,101740,506397987,1226400,31413750400,23192771,1543169221,1521492758,1474175,5872537500,998525825,999999546,454,9471,999649213,350787,2028655587,504537400,4760,507171860,999995729,4271,999947871,52129,507162829,1000,1000,1000,1000,1000,1000,1000
105000,14336880,644740,1040000000,6240000000,10000,60000,9966744947362,95406326,110244443,10162,1025663120,1000,41,1371501,2051305916,2587435388,17412564612,23406560912,9988294159,11705841,1760775,101532661353,3580413400,103099,510859207,1509100,31709154000,25014261,1559284711,1535778212,1468518,5924886000,998531482,999999502,498,54084,999666172,333828,2047704028,509298200,4800,511931380,999999236,764,999946684,53316,511925816,1000,1000,1000,1000,1000,1000,1000,101533167641,3581676900,104006,511047156,1517900,31720277800,31873883,1566681633,1536355799,1433781,5926842000,998566219,999999130,870,66549,999664850,335150,2048470750,509418500,3,512125900,999989054,10946,999946449,53551,512114951,1000,1000,1000,1000,1000,1000,1000,101533189834,3581050100,2009,510862445,1461600,31715097000,21061087,1555623387,1535943477,1438900,5926009200,998561100,999998681,1319,58481,999665604,334396,2047921396,509612100,1,511987640,999990280,9720,999947581,52419,511977919,1000,1000,1000,1000,1000,1000,1000,101533254602,3581793400,103501,511284998,1292200,31721390800,22902738,1557765488,1536369278,1452614,5927110200,998547386,999989315,10685,17401,999655023,344977,2048492077,509510500,5040,512128720,999999119,881,999945101,54899,512122799,1000,1000,1000,1000,1000,1000,1000
106000,14405700,634167,1050000000,6300000000,10000,60000,9966507195933,95178423,110112323,2169,1035594300,1000,536,1396138,2071184262,2587532056,17412467944,23406545344,9988240202,11759798,1777964,101547559872,3615156300,103142,515862986,1468900,32016876600,24122960,1573283210,1550672302,1424020,5979489000,998575980,999999258,742,61738,999671236,328764,2067558464,514255000,2,516899980,999986184,13816,999949638,50362,516886162,1000,1000,1000,1000,1000,1000,1000,101548107870,3616320100,1923,516125309,1272400,32027093800,32612269,1582265619,1551202937,1446571,5981332800,998553429,999999502,498,11031,999679694,320306,2068268906,514344700,4481,517075480,999994970,5030,999947431,52569,517065969,1000,1000,1000,1000,1000,1000,1000,101548074872,3615780000,1949,515747828,1540500,32022704800,21730054,1571176604,1550818026,1397919,5980567200,998602081,999998626,1374,67807,999658081,341919,2067757119,514591000,4620,516944460,999999253,747,999947807,52193,516939093,1000,1000,1000,1000,1000,1000,1000,101548131096,3616513100,103716,516190884,1341100,32028924600,22896214,1572639864,1551259232,1492373,5981667300,998507627,999989177,10823,7704,999661972,338028,2068343728,514455800,0,517090240,999994256,5744,999941304,58696,517084496,1000,1000,1000,1000,1000,1000,1000
107000,14473280,628615,1060000000,6360000000,10000,60000,9966273109873,91243301,106173950,10175,1045526720,1000,462,1379859,2091033090,2587626374,17412373626,23406451426,9988244561,11755439,1795351,101562446990,3649889700,104280,520876049,1418800,32324526600,24538028,1588584728,1565548319,1381071,6034083600,998618929,999998661,1339,64290,999667471,332529,2087396029,519233600,5141,521858040,999994811,5189,999948590,51410,521847710,1000,1000,1000,1000,1000,1000,1000,101562896401,3651090800,103814,521000739,1491600,32335034400,33335779,1597889079,1566118010,1432732,6035908200,998567268,999999037,963,60805,999657895,342105,2088153805,519310700,0,522046420,999989375,10625,999948405,51595,522035795,1000,1000,1000,1000,1000,1000,1000,101562856739,3650540900,103187,521000761,1359000,32330587400,21424712,1585768812,1565729796,1489960,6035237700,998510040,999998602,1398,13942,999658346,341654,2087639554,519537600,4640,521914920,999999478,522,999942942,57058,521909758,1000,1000,1000,1000,1000,1000,1000,101563079557,3651141500,2004,520950603,1420000,32335599800,22546004,1587128304,1566089386,1415425,6036046200,998584575,999999112,888,59387,999669901,330099,2088117399,519400400,5140,522038500,999994653,5347,999948887,51113,522028013,1000,1000,1000,1000,1000,1000,1000
108000,14541210,623313,1070000000,6420000000,10000,60000,9966035351777,90986413,105924476,11164,1055458790,1000,5568,1375211,2110895252,2587731490,17412268510,23406278310,9988249809,11750191,1812661,101577441476,3684692600,3839,525907064,1279300,32632787600,26337341,1605299991,1580486510,1520408,6088814100,998479592,999990713,9287,7005,999649995,350005,2107313505,524194500,0,526832520,999994475,5525,999940305,59695,526826995,1000,1000,1000,1000,1000,1000,1000,101577773052,3685832700,103559,526165088,1276500,32642736600,33354914,1612796864,1581012306,1462071,6090551400,998537929,999994308,5692,7537,999673731,326269,2108015069,524246300,4980,527011760,999995983,4017,999946037,53963,527002763,1000,1000,1000,1000,1000,1000,1000,101577756173,3685208600,101873,525791446,1490600,32637669200,20709602,1599912852,1580558535,1421887,6089690100,998578113,999999869,131,65682,999684147,315853,2107408353,524511900,5421,526864320,999990919,9081,999952282,47718,526849818,1000,1000,1000,1000,1000,1000,1000,101577971642,3685881300,1889,525788718,1555700,32643310600,21889662,1601361412,1580979426,1427082,6090615000,998572918,999999359,641,62777,999656251,343749,2107969749,524379700,0,526998780,999991543,8457,999947477,52523,526990323,1000,1000,1000,1000,1000,1000,1000
109000,14608890,640384,1080000000,6480000000,10000,60000,9965794725083,93595733,108628883,1360,1065391110,1000,43,1390150,2130779500,2587931516,17412068484,23406141184,9988187070,11812930,1830070,101592346534,3719430400,1916,530865926,1261900,32940450400,25886211,1619735561,1595362580,1441466,6143400900,998558534,999999416,584,10050,999669170,330830,2127146330,529151500,0,531795080,999988670,11330,999947950,52050,531783750,1000,1000,1000,1000,1000,1000,1000,101592640400,3720535800,101493,530953059,1452900,32950062000,34781164,1629093064,1595893517,1382558,6145021500,998617442,999999389,611,68631,999667114,332886,2127854486,529190200,1,531971580,999989390,10610,999951031,48969,531960969,1000,1000,1000,1000,1000,1000,1000,101592729413,3719994900,3803,530902107,1278300,32945761000,21186978,1615297678,1595491496,1504313,6144400800,998495687,999998885,1115,7972,999660676,339324,2127321224,529466000,5240,531837280,999997688,2312,999943772,56228,531829728,1000,1000,1000,1000,1000,1000,1000,101592736757,3720567300,101901,531149183,1242900,32950525800,20896320,1615233270,1595841128,1493367,6145192200,998506633,999999453,547,16086,999665158,334842,2127786542,529328800,5040,531955340,999995114,4886,999947986,52014,531945414,1000,1000,1000,1000,1000,1000,1000
110000,14676950,628378,1090000000,6540000000,10000,60000,9965557513166,92761134,107744340,10103,1075323050,1000,4,1383312,2150625894,2588010200,17411989800,23406018600,9988247348,11752652,1847242,101607226580,3754164900,3666,535642180,1446400,33248106600,25357078,1634093128,1610249096,1449098,6197939700,998550902,999999580,420,57282,999674086,325914,2146996714,534108500,5140,536759000,999993758,6242,999945182,54818,536747618,1000,1000,1000,1000,1000,1000,1000,101607660567,3755338900,3745,535694032,1582200,33258352200,34138660,1643368310,1610801291,1400610,6199698600,998599390,999999514,486,67404,999664813,335187,2147733287,534181600,1,536937300,999994697,5303,999947604,52396,536931996,1000,1000,1000,1000,1000,1000,1000,101607536482,3754683900,101549,535945137,1271100,33253038200,21320730,1630300130,1610331705,1486291,6198924900,998513709,999999268,732,18077,999669172,330828,2147105628,534458900,1,536783860,999990064,9936,999951177,48823,536773923,1000,1000,1000,1000,1000,1000,1000,101607704910,3755280500,1984,535920909,1329800,33257990600,22395700,1631610050,1610725843,1470045,6199725600,998529955,999993643,6357,14398,999666455,333545,2147633445,534277000,4541,536915180,999996963,3037,999944198,55802,536907602,1000,1000,1000,1000,1000,1000,1000
111000,14745170,626426,1100000000,6600000000,10000,60000,9965319178631,93054477,108060926,2094,1085254830,1000,512,1393577,2170505472,2588195108,17411804892,23405865792,9988251683,11748317,1864555,101621972641,3788825100,103117,540810999,1330300,33555063000,25533763,1649122063,1625107108,1476830,6252424800,998523170,999998416,1584,17086,999672978,327022,2166807722,539047400,5280,541711160,999994734,5266,999947886,52114,541700614,1000,1000,1000,1000,1000,1000,1000,101622427649,3790024800,103337,540879869,1466000,33565604800,33768424,1657865624,1625670934,1419963,6254242500,998580037,999998925,1075,55762,999652128,347872,2167559072,539152800,2,541894660,999993480,6520,999942262,57738,541888138,1000,1000,1000,1000,1000,1000,1000,101622555052,3789474100,1918,540771967,1321800,33561233000,21935784,1645828584,1625236379,1458083,6253603800,998541917,999999573,427,17990,999658111,341889,2166979589,539459400,1,541749960,999993251,6749,999945290,54710,541743210,1000,1000,1000,1000,1000,1000,1000,101622499079,3790088300,102246,540862939,1485600,33566239000,22427891,1646556791,1625663208,1433554,6254365800,998566446,999998829,1171,55575,999645267,354733,2167549033,539233000,2,541891560,999994267,5733,999944675,55325,541885825,1000,1000,1000,1000,1000,1000,1000
112000,14813340,618123,1110000000,6660000000,10000,60000,9965078988206,95180996,110208390,2145,1095186660,1000,3,1391364,2190369030,2588396302,17411603698,23405725298,9988245716,11754284,1881746,101636968198,3823576000,3662,545464121,1548800,33862883200,25647689,1664130889,1639998639,1409177,6306988800,998590823,999997297,2703,67620,999663781,336219,2186663819,544029200,4761,546673040,999996901,3099,999944420,55580,546665180,1000,1000,1000,1000,1000,1000,1000,101637281935,3824690400,101409,545905644,1383300,33872622400,33438669,1672391269,1640523543,1453769,6308734800,998546231,999999417,583,12948,999659305,340695,2187364495,544096200,5201,546846840,999999313,687,999944248,55752,546840952,1000,1000,1000,1000,1000,1000,1000,101637353721,3824212200,103771,545604916,1529700,33868915600,21939141,1660719841,1640115089,1407118,6308141100,998592882,999999482,518,73964,999680975,319025,2186816725,544412900,3,546711820,999989819,10181,999949164,50836,546701636,1000,1000,1000,1000,1000,1000,1000,101637413359,3824893200,103707,545820561,1487900,33874511200,23094575,1662139875,1640575656,1378810,6309057300,998621190,999991832,8168,63022,999659466,340534,2187433834,544194700,4920,546864220,999998878,1122,999944422,55578,546858178,1000,1000,1000,1000,1000,1000,1000
113000,14879700,633080,1120000000,6720000000,10000,60000,9964843595662,92501512,107539995,2351,1105120300,1000,63041,1393885,2210235898,2588430674,17411569326,23405607526,9988254355,11745645,1898953,101651843848,3858242600,1780,550657592,1298200,34169964400,26033953,1679376403,1654841008,1451973,6361537200,998548027,999990749,9251,20576,999665068,334932,2206454432,549007700,4920,551619080,999999264,736,999944276,55724,551613424,1000,1000,1000,1000,1000,1000,1000,101652146708,3859406200,103242,550941411,1315800,34180089200,34801217,1688631017,1655414959,1493300,6363296400,998506700,999993250,6750,8250,999653891,346109,2207218509,549040600,1,551807860,999995691,4309,999943050,56950,551803550,1000,1000,1000,1000,1000,1000,1000,101652256651,3858995400,103504,550636268,1475000,34176982800,20860086,1674547086,1655025989,1435012,6362809200,998564988,999999597,403,61785,999674996,325004,2206697604,549380000,1,551682760,999988856,11144,999949785,50215,551671615,1000,1000,1000,1000,1000,1000,1000,101652415074,3859666800,1868,550784726,1397100,34182496800,22801673,1676749373,1655481112,1442241,6363724500,998557759,999990055,9945,22314,999653402,346598,2207307598,549163000,5220,551833360,999998346,1654,999944914,55086,551826486,1000,1000,1000,1000,1000,1000,1000
114000,14946120,629350,1130000000,6780000000,10000,60000,9964601909990,96113880,111138425,10090,1115053880,1000,63133,1378365,2230087580,2588604570,17411395430,23405472230,9988270135,11729865,1916315,101666612127,3892939300,102132,555531931,1484900,34477273000,26597983,1694810133,1669713072,1394573,6416011500,998605427,999987626,12374,70253,999662581,337419,2226283419,553963300,4902,556577280,999997969,2031,999944653,55347,556570347,1000,1000,1000,1000,1000,1000,1000,101667154311,3894146000,1884,555612889,1486000,34487784000,35482082,1704200332,1670281750,1424937,6417843600,998575063,999999802,198,62565,999669315,330685,2227042185,554015500,5440,556766320,999999555,445,999949065,50935,556760435,1000,1000,1000,1000,1000,1000,1000,101667240498,3893757900,3529,555511142,1475800,34484884600,19545741,1688131291,1669928462,1477071,6417445500,998522929,999994880,5120,17809,999664947,335053,2226571153,554348200,5280,556648360,999999611,389,999944109,55891,556642691,1000,1000,1000,1000,1000,1000,1000,101667311153,3894420900,3683,555708827,1428600,34490319400,23323411,1692165761,1670376616,1392471,6418323600,998607529,999999483,517,65312,999667196,332804,2227166904,554114400,4900,556800940,999994248,5752,999945912,54088,556790288,1000,1000,1000,1000,1000,1000,1000
115000,15012840,628994,1140000000,6840000000,10000,60000,9964368867445,91092797,106171815,1186,1124987160,1000,5862,1400770,2249971948,2588642242,17411357758,23405391158,9988255270,11744730,1933518,101681634582,3927700600,1793,560287256,1584100,34785179600,26578063,1709689213,1684597668,1424753,6470625900,998575247,999999878,122,67225,999670157,329843,2246126643,558947200,2,561539720,999989257,10743,999949325,50675,561528975,1000,1000,1000,1000,1000,1000,1000,101682035501,3928847400,1800,560805479,1245600,34795153200,35582107,1719173257,1685150006,1489305,6472438200,998510695,999999472,528,10667,999674761,325239,2246865339,558977100,4700,561724040,999995993,4007,999949767,50233,561715333,1000,1000,1000,1000,1000,1000,1000,101682014507,3928438000,101957,560749211,1302300,34792058400,19277404,1702726304,1684791782,1447274,6471979800,998552726,999999562,438,21788,999654006,345994,2246385894,559317700,2,561603560,999990554,9446,999946088,53912,561594112,1000,1000,1000,1000,1000,1000,1000,101682091604,3929185300,101960,560781976,1426800,34798197000,24037220,1707776370,1685294164,1439590,6472940400,998560410,999999378,622,64288,999663524,336476,2247056076,559051700,0,561770340,999991572,8428,999945088,54912,561761912,1000,1000,1000,1000,1000,1000,1000
