,Name,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
0,Hb,10000000000,3698936218,1381442177,520249322,197215199,75077153,28660290,10959301,4194738,1607099,616022
1,O2,1000000000000,990097199030,980928077819,973480670906,968140325461,964663210684,962558901541,961355263977,960696879011,960349471693,960171581350
2,Hb-O2,0,3678844216,2734569833,1537959630,774233704,367233626,167768289,74667963,32607322,14027892,5961157
3,Hb-(O2)2,0,1829257618,2706425446,2273067603,1519849839,898247978,491197669,254546937,126792529,61253850,28903407
4,Hb-(O2)3,0,606406274,1785748720,2239659522,1989063875,1464705238,958560176,578329010,328693035,178451921,93426977
5,Hb-(O2)4,0,186555674,1391813824,3429063923,5519637383,7194736005,8353813576,9081496789,9507712376,9744659238,9871092437
