Time,A,B,S
11520,2161,0,100007840
11530,2139,0,100007862
11540,2137,0,100007864
11550,2138,0,100007863
11560,2148,0,100007853
11570,2169,0,100007832
11580,2131,0,100007870
11590,2130,0,100007871
11600,2122,0,100007879
11610,2113,0,100007888
11620,2089,0,100007912
11630,2092,0,100007909
11640,2101,0,100007900
11650,2105,0,100007896
11660,2089,0,100007912
11670,2085,0,100007916
11680,2090,0,100007911
11690,2101,0,100007900
11700,2136,0,100007865
11710,2125,0,100007876
11720,2087,0,100007914
11730,2128,0,100007873
11740,2131,0,100007870
11750,2155,0,100007846
11760,2172,0,100007829
11770,2141,0,100007860
11780,2114,0,100007887
11790,2112,0,100007889
11800,2104,0,100007897
11810,2098,0,100007903
11820,2100,0,100007901
11830,2082,0,100007919
11840,2058,0,100007943
11850,2071,0,100007930
11860,2067,0,100007934
11870,2074,0,100007927
11880,2056,0,100007945
11890,2087,0,100007914
11900,2079,0,100007922
11910,2067,0,100007934
11920,2093,0,100007908
11930,2075,0,100007926
11940,2087,0,100007914
11950,2098,0,100007903
11960,2078,0,100007923
11970,2082,0,100007919
11980,2060,0,100007941
11990,2097,0,100007904
12000,2112,0,100007889
12010,2108,0,100007893
12020,2099,0,100007902
12030,2092,0,100007909
12040,2106,0,100007895
12050,2096,0,100007905
12060,2117,0,100007884
12070,2123,0,100007878
12080,2141,0,100007860
12090,2171,0,100007830
12100,2206,0,100007795
12110,2192,0,100007809
12120,2201,0,100007800
12130,2198,0,100007803
12140,2211,0,100007790
12150,2169,0,100007832
12160,2176,0,100007825
12170,2170,0,100007831
12180,2156,0,100007845
12190,2120,0,100007881
12200,2099,0,100007902
12210,2092,0,100007909
12220,2121,0,100007880
12230,2114,0,100007887
12240,2104,0,100007897
12250,2097,0,100007904
12260,2091,0,100007910
12270,2063,0,100007938
12280,2066,0,100007935
12290,2079,0,100007922
12300,2060,0,100007941
12310,2093,0,100007908
12320,2117,0,100007884
12330,2113,0,100007888
12340,2098,0,100007903
12350,2086,0,100007915
12360,2092,0,100007909
12370,2089,0,100007912
12380,2046,0,100007955
12390,2053,0,100007948
12400,2066,0,100007935
12410,2061,0,100007940
12420,2081,0,100007920
12430,2068,0,100007933
12440,2067,0,100007934
12450,2064,0,100007937
12460,2063,0,100007938
12470,2053,0,100007948
12480,2076,0,100007925
12490,2024,0,100007977
12500,2038,0,100007963
12510,2039,0,100007962
12520,2053,0,100007948
12530,2034,0,100007967
12540,2012,0,100007989
12550,1975,0,100008026
12560,2013,0,100007988
12570,1987,0,100008014
12580,1957,0,100008044
12590,1951,0,100008050
12600,1961,0,100008040
12610,1987,0,100008014
12620,2025,0,100007976
12630,2043,0,100007958
12640,2066,0,100007935
12650,2015,0,100007986
12660,2013,0,100007988
12670,1986,0,100008015
12680,1954,0,100008047
12690,1949,0,100008052
12700,1936,0,100008065
12710,1951,0,100008050
12720,1959,0,100008042
12730,1965,0,100008036
12740,1971,0,100008030
12750,1961,0,100008040
12760,1955,0,100008046
12770,1938,0,100008063
12780,1915,0,100008086
12790,1896,0,100008105
12800,1850,0,100008151
12810,1880,0,100008121
12820,1906,0,100008095
12830,1888,0,100008113
12840,1887,0,100008114
12850,1920,0,100008081
12860,1896,0,100008105
12870,1875,0,100008126
12880,1874,0,100008127
12890,1863,0,100008138
12900,1895,0,100008106
12910,1912,0,100008089
12920,1914,0,100008087
12930,1927,0,100008074
12940,1919,0,100008082
12950,1878,0,100008123
12960,1836,0,100008165
12970,1845,0,100008156
12980,1864,0,100008137
12990,1861,0,100008140
13000,1874,0,100008127
13010,1865,0,100008136
13020,1857,0,100008144
13030,1839,0,100008162
13040,1803,0,100008198
13050,1760,0,100008241
13060,1755,0,100008246
13070,1774,0,100008227
13080,1779,0,100008222
13090,1777,0,100008224
13100,1778,0,100008223
13110,1780,0,100008221
13120,1796,0,100008205
13130,1806,0,100008195
13140,1806,0,100008195
13150,1804,0,100008197
13160,1799,0,100008202
13170,1787,0,100008214
13180,1737,0,100008264
13190,1754,0,100008247
13200,1738,0,100008263
13210,1713,0,100008288
13220,1721,0,100008280
13230,1730,0,100008271
13240,1717,0,100008284
13250,1700,0,100008301
13260,1713,0,100008288
13270,1685,0,100008316
13280,1669,0,100008332
13290,1687,0,100008314
13300,1647,0,100008354
13310,1651,0,100008350
13320,1650,0,100008351
13330,1653,0,100008348
13340,1635,0,100008366
13350,1649,0,100008352
13360,1658,0,100008343
13370,1665,0,100008336
13380,1671,0,100008330
13390,1675,0,100008326
13400,1654,0,100008347
13410,1643,0,100008358
13420,1639,0,100008362
13430,1625,0,100008376
13440,1605,0,100008396
13450,1619,0,100008382
13460,1592,0,100008409
13470,1599,0,100008402
13480,1615,0,100008386
13490,1630,0,100008371
13500,1635,0,100008366
13510,1635,0,100008366
13520,1633,0,100008368
13530,1629,0,100008372
13540,1598,0,100008403
13550,1597,0,100008404
13560,1616,0,100008385
13570,1604,0,100008397
13580,1621,0,100008380
13590,1613,0,100008388
13600,1587,0,100008414
13610,1594,0,100008407
13620,1585,0,100008416
13630,1586,0,100008415
13640,1615,0,100008386
13650,1623,0,100008378
13660,1604,0,100008397
13670,1601,0,100008400
13680,1604,0,100008397
13690,1563,0,100008438
13700,1580,0,100008421
13710,1582,0,100008419
13720,1584,0,100008417
13730,1572,0,100008429
13740,1567,0,100008434
13750,1591,0,100008410
13760,1618,0,100008383
13770,1615,0,100008386
13780,1616,0,100008385
13790,1628,0,100008373
13800,1604,0,100008397
13810,1616,0,100008385
13820,1637,0,100008364
13830,1638,0,100008363
13840,1607,0,100008394
13850,1580,0,100008421
13860,1575,0,100008426
13870,1548,0,100008453
13880,1563,0,100008438
13890,1577,0,100008424
13900,1605,0,100008396
13910,1619,0,100008382
13920,1608,0,100008393
13930,1624,0,100008377
13940,1654,0,100008347
13950,1677,0,100008324
13960,1700,0,100008301
13970,1684,0,100008317
13980,1674,0,100008327
13990,1691,0,100008310
14000,1710,0,100008291
14010,1694,0,100008307
14020,1707,0,100008294
14030,1697,0,100008304
14040,1695,0,100008306
14050,1676,0,100008325
14060,1693,0,100008308
14070,1750,0,100008251
14080,1744,0,100008257
14090,1720,0,100008281
14100,1718,0,100008283
14110,1708,0,100008293
14120,1724,0,100008277
14130,1723,0,100008278
14140,1708,0,100008293
14150,1687,0,100008314
14160,1691,0,100008310
14170,1660,0,100008341
14180,1656,0,100008345
14190,1669,0,100008332
14200,1655,0,100008346
14210,1648,0,100008353
14220,1655,0,100008346
14230,1645,0,100008356
14240,1642,0,100008359
14250,1628,0,100008373
14260,1602,0,100008399
14270,1600,0,100008401
14280,1596,0,100008405
14290,1601,0,100008400
14300,1621,0,100008380
14310,1618,0,100008383
14320,1617,0,100008384
14330,1647,0,100008354
14340,1645,0,100008356
14350,1662,0,100008339
14360,1671,0,100008330
14370,1671,0,100008330
14380,1672,0,100008329
14390,1663,0,100008338
14400,1642,0,100008359
14410,1632,0,100008369
14420,1650,0,100008351
14430,1648,0,100008353
14440,1669,0,100008332
14450,1676,0,100008325
14460,1658,0,100008343
14470,1664,0,100008337
14480,1648,0,100008353
14490,1634,0,100008367
14500,1642,0,100008359
14510,1652,0,100008349
14520,1639,0,100008362
14530,1633,0,100008368
14540,1629,0,100008372
14550,1613,0,100008388
14560,1602,0,100008399
14570,1587,0,100008414
14580,1605,0,100008396
14590,1603,0,100008398
14600,1613,0,100008388
14610,1617,0,100008384
14620,1573,0,100008428
14630,1581,0,100008420
14640,1582,0,100008419
14650,1601,0,100008400
14660,1573,0,100008428
14670,1548,0,100008453
14680,1534,0,100008467
14690,1535,0,100008466
14700,1541,0,100008460
14710,1549,0,100008452
14720,1529,0,100008472
14730,1496,0,100008505
14740,1495,0,100008506
14750,1506,0,100008495
14760,1508,0,100008493
14770,1514,0,100008487
14780,1490,0,100008511
14790,1478,0,100008523
14800,1470,0,100008531
14810,1448,0,100008553
14820,1441,0,100008560
14830,1430,0,100008571
14840,1420,0,100008581
14850,1451,0,100008550
14860,1464,0,100008537
14870,1464,0,100008537
14880,1475,0,100008526
14890,1481,0,100008520
14900,1453,0,100008548
14910,1449,0,100008552
14920,1440,0,100008561
14930,1448,0,100008553
14940,1449,0,100008552
14950,1468,0,100008533
14960,1461,0,100008540
14970,1464,0,100008537
14980,1452,0,100008549
14990,1458,0,100008543
15000,1485,0,100008516
15010,1483,0,100008518
15020,1479,0,100008522
15030,1450,0,100008551
15040,1422,0,100008579
15050,1423,0,100008578
15060,1444,0,100008557
15070,1430,0,100008571
15080,1440,0,100008561
15090,1454,0,100008547
15100,1440,0,100008561
15110,1460,0,100008541
15120,1449,0,100008552
15130,1474,0,100008527
15140,1503,0,100008498
15150,1517,0,100008484
15160,1526,0,100008475
15170,1557,0,100008444
15180,1540,0,100008461
15190,1529,0,100008472
15200,1485,0,100008516
15210,1507,0,100008494
15220,1488,0,100008513
15230,1444,0,100008557
15240,1442,0,100008559
15250,1444,0,100008557
15260,1444,0,100008557
15270,1453,0,100008548
15280,1438,0,100008563
15290,1414,0,100008587
15300,1392,0,100008609
15310,1384,0,100008617
15320,1409,0,100008592
15330,1406,0,100008595
15340,1379,0,100008622
15350,1356,0,100008645
15360,1353,0,100008648
15370,1354,0,100008647
15380,1356,0,100008645
15390,1360,0,100008641
15400,1364,0,100008637
15410,1401,0,100008600
15420,1386,0,100008615
15430,1367,0,100008634
15440,1330,0,100008671
15450,1335,0,100008666
15460,1327,0,100008674
15470,1344,0,100008657
15480,1339,0,100008662
15490,1331,0,100008670
15500,1342,0,100008659
15510,1328,0,100008673
15520,1291,0,100008710
15530,1298,0,100008703
15540,1285,0,100008716
15550,1295,0,100008706
15560,1293,0,100008708
15570,1283,0,100008718
15580,1267,0,100008734
15590,1244,0,100008757
15600,1244,0,100008757
15610,1278,0,100008723
15620,1283,0,100008718
15630,1297,0,100008704
15640,1301,0,100008700
15650,1295,0,100008706
15660,1283,0,100008718
15670,1268,0,100008733
15680,1254,0,100008747
15690,1264,0,100008737
15700,1252,0,100008749
15710,1263,0,100008738
15720,1260,0,100008741
15730,1267,0,100008734
15740,1250,0,100008751
15750,1254,0,100008747
15760,1267,0,100008734
15770,1270,0,100008731
15780,1292,0,100008709
15790,1292,0,100008709
15800,1284,0,100008717
15810,1286,0,100008715
15820,1266,0,100008735
15830,1267,0,100008734
15840,1287,0,100008714
15850,1278,0,100008723
15860,1282,0,100008719
15870,1298,0,100008703
15880,1332,0,100008669
15890,1345,0,100008656
15900,1335,0,100008666
15910,1337,0,100008664
15920,1321,0,100008680
15930,1333,0,100008668
15940,1298,0,100008703
15950,1276,0,100008725
15960,1301,0,100008700
15970,1319,0,100008682
15980,1298,0,100008703
15990,1320,0,100008681
16000,1321,0,100008680
16010,1318,0,100008683
16020,1328,0,100008673
16030,1328,0,100008673
16040,1351,0,100008650
16050,1394,0,100008607
16060,1394,0,100008607
16070,1400,0,100008601
16080,1383,0,100008618
16090,1389,0,100008612
16100,1419,0,100008582
16110,1413,0,100008588
16120,1428,0,100008573
16130,1437,0,100008564
16140,1429,0,100008572
16150,1416,0,100008585
16160,1434,0,100008567
16170,1428,0,100008573
16180,1416,0,100008585
16190,1402,0,100008599
16200,1419,0,100008582
16210,1414,0,100008587
16220,1419,0,100008582
16230,1419,0,100008582
16240,1420,0,100008581
16250,1406,0,100008595
16260,1413,0,100008588
16270,1430,0,100008571
16280,1424,0,100008577
16290,1432,0,100008569
16300,1428,0,100008573
16310,1445,0,100008556
16320,1442,0,100008559
16330,1412,0,100008589
16340,1403,0,100008598
16350,1429,0,100008572
16360,1418,0,100008583
16370,1406,0,100008595
16380,1426,0,100008575
16390,1421,0,100008580
16400,1454,0,100008547
16410,1446,0,100008555
16420,1463,0,100008538
16430,1468,0,100008533
16440,1469,0,100008532
16450,1448,0,100008553
16460,1457,0,100008544
16470,1469,0,100008532
16480,1471,0,100008530
16490,1477,0,100008524
16500,1467,0,100008534
16510,1487,0,100008514
16520,1497,0,100008504
16530,1480,0,100008521
16540,1446,0,100008555
16550,1457,0,100008544
16560,1447,0,100008554
16570,1424,0,100008577
16580,1398,0,100008603
16590,1379,0,100008622
16600,1373,0,100008628
16610,1390,0,100008611
16620,1381,0,100008620
16630,1361,0,100008640
16640,1389,0,100008612
16650,1385,0,100008616
16660,1374,0,100008627
16670,1384,0,100008617
16680,1384,0,100008617
16690,1372,0,100008629
16700,1375,0,100008626
16710,1361,0,100008640
16720,1348,0,100008653
16730,1356,0,100008645
16740,1353,0,100008648
16750,1340,0,100008661
16760,1349,0,100008652
16770,1365,0,100008636
16780,1362,0,100008639
16790,1370,0,100008631
16800,1387,0,100008614
16810,1371,0,100008630
16820,1386,0,100008615
16830,1393,0,100008608
16840,1381,0,100008620
16850,1409,0,100008592
16860,1404,0,100008597
16870,1409,0,100008592
16880,1417,0,100008584
16890,1439,0,100008562
16900,1445,0,100008556
16910,1432,0,100008569
16920,1427,0,100008574
16930,1421,0,100008580
16940,1411,0,100008590
16950,1436,0,100008565
16960,1429,0,100008572
16970,1425,0,100008576
16980,1434,0,100008567
16990,1441,0,100008560
17000,1408,0,100008593
17010,1391,0,100008610
17020,1408,0,100008593
17030,1384,0,100008617
17040,1393,0,100008608
17050,1368,0,100008633
17060,1353,0,100008648
17070,1359,0,100008642
17080,1380,0,100008621
17090,1390,0,100008611
17100,1415,0,100008586
17110,1407,0,100008594
17120,1396,0,100008605
17130,1341,0,100008660
17140,1361,0,100008640
17150,1338,0,100008663
17160,1327,0,100008674
17170,1315,0,100008686
17180,1307,0,100008694
17190,1340,0,100008661
17200,1323,0,100008678
17210,1330,0,100008671
17220,1317,0,100008684
17230,1312,0,100008689
17240,1307,0,100008694
17250,1308,0,100008693
17260,1302,0,100008699
17270,1302,0,100008699
17280,1312,0,100008689
17290,1313,0,100008688
17300,1325,0,100008676
17310,1340,0,100008661
17320,1348,0,100008653
17330,1347,0,100008654
17340,1344,0,100008657
17350,1340,0,100008661
17360,1347,0,100008654
17370,1332,0,100008669
17380,1350,0,100008651
17390,1362,0,100008639
17400,1380,0,100008621
17410,1369,0,100008632
17420,1357,0,100008644
17430,1373,0,100008628
17440,1367,0,100008634
17450,1362,0,100008639
17460,1344,0,100008657
17470,1348,0,100008653
17480,1368,0,100008633
17490,1360,0,100008641
17500,1359,0,100008642
17510,1387,0,100008614
17520,1400,0,100008601
17530,1372,0,100008629
17540,1360,0,100008641
17550,1383,0,100008618
17560,1399,0,100008602
17570,1374,0,100008627
17580,1342,0,100008659
17590,1334,0,100008667
17600,1343,0,100008658
17610,1321,0,100008680
17620,1368,0,100008633
17630,1321,0,100008680
17640,1318,0,100008683
17650,1318,0,100008683
17660,1310,0,100008691
17670,1330,0,100008671
17680,1307,0,100008694
17690,1311,0,100008690
17700,1303,0,100008698
17710,1311,0,100008690
17720,1308,0,100008693
17730,1299,0,100008702
17740,1295,0,100008706
17750,1310,0,100008691
17760,1316,0,100008685
17770,1341,0,100008660
17780,1341,0,100008660
17790,1321,0,100008680
17800,1318,0,100008683
17810,1318,0,100008683
17820,1316,0,100008685
17830,1293,0,100008708
17840,1260,0,100008741
17850,1255,0,100008746
17860,1254,0,100008747
17870,1261,0,100008740
17880,1274,0,100008727
17890,1261,0,100008740
17900,1242,0,100008759
17910,1243,0,100008758
17920,1242,0,100008759
17930,1242,0,100008759
17940,1234,0,100008767
17950,1226,0,100008775
17960,1212,0,100008789
17970,1198,0,100008803
17980,1198,0,100008803
17990,1205,0,100008796
18000,1197,0,100008804
18010,1192,0,100008809
18020,1214,0,100008787
18030,1234,0,100008767
18040,1217,0,100008784
18050,1205,0,100008796
18060,1192,0,100008809
18070,1212,0,100008789
18080,1221,0,100008780
18090,1200,0,100008801
18100,1208,0,100008793
18110,1209,0,100008792
18120,1197,0,100008804
18130,1166,0,100008835
18140,1160,0,100008841
18150,1153,0,100008848
18160,1143,0,100008858
18170,1138,0,100008863
18180,1134,0,100008867
18190,1121,0,100008880
18200,1116,0,100008885
18210,1095,0,100008906
18220,1091,0,100008910
18230,1092,0,100008909
18240,1089,0,100008912
18250,1070,0,100008931
18260,1060,0,100008941
18270,1058,0,100008943
18280,1088,0,100008913
18290,1087,0,100008914
18300,1097,0,100008904
18310,1097,0,100008904
18320,1099,0,100008902
18330,1077,0,100008924
18340,1088,0,100008913
18350,1069,0,100008932
18360,1073,0,100008928
18370,1074,0,100008927
18380,1080,0,100008921
18390,1085,0,100008916
18400,1105,0,100008896
18410,1108,0,100008893
18420,1102,0,100008899
18430,1096,0,100008905
18440,1088,0,100008913
18450,1079,0,100008922
18460,1063,0,100008938
18470,1037,0,100008964
18480,1038,0,100008963
18490,1037,0,100008964
18500,1032,0,100008969
18510,1050,0,100008951
18520,1023,0,100008978
18530,1028,0,100008973
18540,1036,0,100008965
18550,1041,0,100008960
18560,1039,0,100008962
18570,1048,0,100008953
18580,1042,0,100008959
18590,1047,0,100008954
18600,1054,0,100008947
18610,1061,0,100008940
18620,1077,0,100008924
18630,1087,0,100008914
18640,1076,0,100008925
18650,1063,0,100008938
18660,1101,0,100008900
18670,1122,0,100008879
18680,1110,0,100008891
18690,1110,0,100008891
18700,1129,0,100008872
18710,1132,0,100008869
18720,1140,0,100008861
18730,1122,0,100008879
18740,1132,0,100008869
18750,1130,0,100008871
18760,1118,0,100008883
18770,1103,0,100008898
18780,1100,0,100008901
18790,1081,0,100008920
18800,1079,0,100008922
18810,1098,0,100008903
18820,1099,0,100008902
18830,1122,0,100008879
18840,1129,0,100008872
18850,1148,0,100008853
18860,1140,0,100008861
18870,1115,0,100008886
18880,1149,0,100008852
18890,1158,0,100008843
18900,1167,0,100008834
18910,1144,0,100008857
18920,1157,0,100008844
18930,1152,0,100008849
18940,1160,0,100008841
18950,1201,0,100008800
18960,1227,0,100008774
18970,1233,0,100008768
18980,1258,0,100008743
18990,1276,0,100008725
19000,1267,0,100008734
19010,1256,0,100008745
19020,1251,0,100008750
19030,1239,0,100008762
19040,1234,0,100008767
19050,1221,0,100008780
19060,1213,0,100008788
19070,1199,0,100008802
19080,1231,0,100008770
19090,1239,0,100008762
19100,1227,0,100008774
19110,1227,0,100008774
19120,1243,0,100008758
19130,1240,0,100008761
19140,1229,0,100008772
19150,1226,0,100008775
19160,1241,0,100008760
19170,1247,0,100008754
19180,1260,0,100008741
19190,1242,0,100008759
19200,1238,0,100008763
19210,1241,0,100008760
19220,1234,0,100008767
19230,1240,0,100008761
19240,1242,0,100008759
19250,1260,0,100008741
19260,1251,0,100008750
19270,1251,0,100008750
19280,1268,0,100008733
19290,1272,0,100008729
19300,1277,0,100008724
19310,1284,0,100008717
19320,1269,0,100008732
19330,1253,0,100008748
19340,1264,0,100008737
19350,1283,0,100008718
19360,1299,0,100008702
19370,1293,0,100008708
19380,1302,0,100008699
19390,1270,0,100008731
19400,1270,0,100008731
19410,1259,0,100008742
19420,1265,0,100008736
19430,1255,0,100008746
19440,1247,0,100008754
19450,1257,0,100008744
19460,1282,0,100008719
19470,1238,0,100008763
19480,1212,0,100008789
19490,1202,0,100008799
19500,1220,0,100008781
19510,1196,0,100008805
19520,1196,0,100008805
19530,1161,0,100008840
19540,1149,0,100008852
19550,1130,0,100008871
19560,1105,0,100008896
19570,1085,0,100008916
19580,1103,0,100008898
19590,1105,0,100008896
19600,1098,0,100008903
19610,1113,0,100008888
19620,1136,0,100008865
19630,1140,0,100008861
19640,1157,0,100008844
19650,1150,0,100008851
19660,1145,0,100008856
19670,1174,0,100008827
19680,1162,0,100008839
19690,1166,0,100008835
19700,1170,0,100008831
19710,1165,0,100008836
19720,1177,0,100008824
19730,1160,0,100008841
19740,1162,0,100008839
19750,1180,0,100008821
19760,1198,0,100008803
19770,1216,0,100008785
19780,1212,0,100008789
19790,1197,0,100008804
19800,1184,0,100008817
19810,1169,0,100008832
19820,1170,0,100008831
19830,1158,0,100008843
19840,1161,0,100008840
19850,1158,0,100008843
19860,1162,0,100008839
19870,1171,0,100008830
19880,1153,0,100008848
19890,1186,0,100008815
19900,1186,0,100008815
19910,1176,0,100008825
19920,1189,0,100008812
19930,1178,0,100008823
19940,1164,0,100008837
19950,1158,0,100008843
19960,1161,0,100008840
19970,1149,0,100008852
19980,1141,0,100008860
19990,1128,0,100008873
20000,1136,0,100008865
20010,1128,0,100008873
20020,1120,0,100008881
20030,1126,0,100008875
20040,1092,0,100008909
20050,1093,0,100008908
20060,1094,0,100008907
20070,1109,0,100008892
20080,1093,0,100008908
20090,1072,0,100008929
20100,1049,0,100008952
20110,1036,0,100008965
20120,1044,0,100008957
20130,1045,0,100008956
20140,1067,0,100008934
20150,1070,0,100008931
20160,1059,0,100008942
20170,1032,0,100008969
20180,1017,0,100008984
20190,1016,0,100008985
20200,1006,0,100008995
20210,992,0,100009009
20220,1014,0,100008987
20230,1027,0,100008974
20240,1021,0,100008980
20250,1036,0,100008965
20260,1041,0,100008960
20270,1052,0,100008949
20280,1060,0,100008941
20290,1055,0,100008946
20300,1059,0,100008942
20310,1059,0,100008942
20320,1049,0,100008952
20330,1037,0,100008964
20340,1038,0,100008963
20350,1049,0,100008952
20360,1038,0,100008963
20370,1046,0,100008955
20380,1035,0,100008966
20390,1017,0,100008984
20400,1021,0,100008980
20410,1016,0,100008985
20420,987,0,100009014
20430,974,0,100009027
20440,944,0,100009057
20450,935,0,100009066
20460,958,0,100009043
20470,945,0,100009056
20480,932,0,100009069
20490,911,0,100009090
20500,920,0,100009081
20510,911,0,100009090
20520,899,0,100009102
20530,883,0,100009118
20540,880,0,100009121
20550,896,0,100009105
20560,900,0,100009101
20570,921,0,100009080
20580,931,0,100009070
20590,939,0,100009062
20600,950,0,100009051
20610,938,0,100009063
20620,925,0,100009076
20630,928,0,100009073
20640,927,0,100009074
20650,923,0,100009078
20660,931,0,100009070
20670,935,0,100009066
20680,932,0,100009069
20690,937,0,100009064
20700,901,0,100009100
20710,898,0,100009103
20720,874,0,100009127
20730,872,0,100009129
20740,880,0,100009121
20750,878,0,100009123
20760,892,0,100009109
20770,904,0,100009097
20780,889,0,100009112
20790,887,0,100009114
20800,903,0,100009098
20810,912,0,100009089
20820,896,0,100009105
20830,906,0,100009095
20840,917,0,100009084
20850,928,0,100009073
20860,963,0,100009038
20870,943,0,100009058
20880,937,0,100009064
20890,926,0,100009075
20900,935,0,100009066
20910,948,0,100009053
20920,959,0,100009042
20930,974,0,100009027
20940,977,0,100009024
20950,951,0,100009050
20960,962,0,100009039
20970,964,0,100009037
20980,958,0,100009043
20990,977,0,100009024
21000,956,0,100009045
21010,940,0,100009061
21020,924,0,100009077
21030,945,0,100009056
21040,949,0,100009052
21050,968,0,100009033
21060,981,0,100009020
21070,985,0,100009016
21080,983,0,100009018
21090,957,0,100009044
21100,967,0,100009034
21110,971,0,100009030
21120,957,0,100009044
21130,957,0,100009044
21140,964,0,100009037
21150,955,0,100009046
21160,943,0,100009058
21170,952,0,100009049
21180,944,0,100009057
21190,929,0,100009072
21200,935,0,100009066
21210,926,0,100009075
21220,933,0,100009068
21230,915,0,100009086
21240,922,0,100009079
21250,917,0,100009084
21260,920,0,100009081
21270,936,0,100009065
21280,955,0,100009046
21290,966,0,100009035
21300,979,0,100009022
21310,981,0,100009020
21320,993,0,100009008
21330,978,0,100009023
21340,979,0,100009022
21350,988,0,100009013
21360,983,0,100009018
21370,964,0,100009037
21380,952,0,100009049
21390,967,0,100009034
21400,946,0,100009055
21410,942,0,100009059
21420,943,0,100009058
21430,919,0,100009082
21440,934,0,100009067
21450,929,0,100009072
21460,934,0,100009067
21470,917,0,100009084
21480,912,0,100009089
21490,906,0,100009095
21500,906,0,100009095
21510,902,0,100009099
21520,913,0,100009088
21530,914,0,100009087
21540,918,0,100009083
21550,918,0,100009083
21560,903,0,100009098
21570,906,0,100009095
21580,898,0,100009103
21590,906,0,100009095
21600,906,0,100009095
21610,906,0,100009095
21620,900,0,100009101
21630,902,0,100009099
21640,927,0,100009074
21650,914,0,100009087
21660,912,0,100009089
21670,903,0,100009098
21680,889,0,100009112
21690,882,0,100009119
21700,871,0,100009130
21710,856,0,100009145
21720,864,0,100009137
21730,873,0,100009128
21740,864,0,100009137
21750,876,0,100009125
21760,867,0,100009134
21770,855,0,100009146
21780,861,0,100009140
21790,888,0,100009113
21800,873,0,100009128
21810,866,0,100009135
21820,874,0,100009127
21830,871,0,100009130
21840,883,0,100009118
21850,886,0,100009115
21860,870,0,100009131
21870,875,0,100009126
21880,868,0,100009133
21890,861,0,100009140
21900,882,0,100009119
21910,884,0,100009117
21920,904,0,100009097
21930,923,0,100009078
21940,922,0,100009079
21950,941,0,100009060
21960,946,0,100009055
21970,955,0,100009046
21980,955,0,100009046
21990,942,0,100009059
22000,948,0,100009053
22010,907,0,100009094
22020,912,0,100009089
22030,912,0,100009089
22040,899,0,100009102
22050,905,0,100009096
22060,916,0,100009085
22070,919,0,100009082
22080,907,0,100009094
22090,922,0,100009079
22100,921,0,100009080
22110,901,0,100009100
22120,904,0,100009097
22130,915,0,100009086
22140,926,0,100009075
22150,919,0,100009082
22160,918,0,100009083
22170,904,0,100009097
22180,913,0,100009088
22190,901,0,100009100
22200,884,0,100009117
22210,890,0,100009111
22220,881,0,100009120
22230,867,0,100009134
22240,869,0,100009132
22250,868,0,100009133
22260,858,0,100009143
22270,845,0,100009156
22280,842,0,100009159
22290,855,0,100009146
22300,855,0,100009146
22310,863,0,100009138
22320,869,0,100009132
22330,869,0,100009132
22340,872,0,100009129
22350,862,0,100009139
22360,854,0,100009147
22370,860,0,100009141
22380,871,0,100009130
22390,876,0,100009125
22400,863,0,100009138
22410,882,0,100009119
22420,876,0,100009125
22430,850,0,100009151
22440,839,0,100009162
22450,847,0,100009154
22460,864,0,100009137
22470,869,0,100009132
22480,851,0,100009150
22490,843,0,100009158
22500,836,0,100009165
22510,825,0,100009176
22520,828,0,100009173
22530,837,0,100009164
22540,828,0,100009173
22550,827,0,100009174
22560,809,0,100009192
22570,805,0,100009196
22580,809,0,100009192
22590,796,0,100009205
22600,794,0,100009207
22610,798,0,100009203
22620,819,0,100009182
22630,802,0,100009199
22640,806,0,100009195
22650,800,0,100009201
22660,792,0,100009209
22670,788,0,100009213
22680,760,0,100009241
22690,748,0,100009253
22700,739,0,100009262
22710,727,0,100009274
22720,709,0,100009292
22730,696,0,100009305
22740,685,0,100009316
22750,685,0,100009316
22760,686,0,100009315
22770,699,0,100009302
22780,704,0,100009297
22790,690,0,100009311
22800,702,0,100009299
22810,709,0,100009292
22820,716,0,100009285
22830,697,0,100009304
22840,686,0,100009315
22850,689,0,100009312
22860,681,0,100009320
22870,677,0,100009324
22880,691,0,100009310
22890,727,0,100009274
22900,717,0,100009284
22910,716,0,100009285
22920,725,0,100009276
22930,741,0,100009260
22940,751,0,100009250
22950,748,0,100009253
22960,747,0,100009254
22970,734,0,100009267
22980,722,0,100009279
22990,707,0,100009294
23000,712,0,100009289
23010,712,0,100009289
23020,715,0,100009286
23030,701,0,100009300
23040,710,0,100009291
23050,726,0,100009275
23060,718,0,100009283
23070,720,0,100009281
23080,710,0,100009291
23090,711,0,100009290
23100,715,0,100009286
23110,708,0,100009293
23120,705,0,100009296
23130,708,0,100009293
23140,706,0,100009295
23150,704,0,100009297
23160,714,0,100009287
23170,705,0,100009296
23180,727,0,100009274
23190,735,0,100009266
23200,744,0,100009257
23210,748,0,100009253
23220,748,0,100009253
23230,741,0,100009260
23240,724,0,100009277
23250,700,0,100009301
23260,691,0,100009310
23270,683,0,100009318
23280,686,0,100009315
23290,687,0,100009314
23300,703,0,100009298
23310,696,0,100009305
23320,698,0,100009303
23330,675,0,100009326
23340,690,0,100009311
23350,701,0,100009300
23360,705,0,100009296
23370,713,0,100009288
23380,694,0,100009307
23390,697,0,100009304
23400,694,0,100009307
23410,695,0,100009306
23420,687,0,100009314
