Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3
45000,94550,630231,440000000,2640000000,10000,60000,9981272219158,89797238,109675897,10862,439905450,2000,63447,2090283,879789176,2728652796,17271347204,21759472804,9983812997,16187003,1601373,100870669117,2038755800,101137,288864179,3834100,18052001200,7304347,880709947,876056960,3863590,3500880000,996136410,999999208,792,85518,999431858,568142,1168070942,287363800,4,292029000,999984986,15014,999930618,69382,292013982,1000,1000,1000,1000,1000,1000,1000,100870662759,2038566900,103595,288581441,4062300,18050550600,9046034,882384584,875912604,3925678,3500619600,996074322,999997996,2004,80918,999438314,561686,1167883186,287465800,7020,291978460,999999142,858,999919218,80782,291970582,1000,1000,1000,1000,1000,1000,1000,100870566506,2038806400,3470,288759511,4019200,18052120800,2805041,876211791,876253073,3825867,3500796000,996174133,999992659,7341,82692,999314819,685181,1168334581,287171200,3,292090060,999991451,8549,999911392,88608,292081508,1000,1000,1000,1000,1000,1000,1000
46000,92370,623470,450000000,2700000000,10000,60000,9981022720844,87558285,107420324,11484,449907630,2000,5793,2091947,899792292,2716526829,17283473171,21771508471,9983868353,16131647,1638445,100890640600,2085384700,101328,295657219,3716600,18465065400,7357695,900751195,896046967,3967776,3574212900,996032224,999998352,1648,16076,999416909,583091,1194728991,294043400,6481,298689400,999999105,895,999915676,84324,298682024,1000,1000,1000,1000,1000,1000,1000,100890638998,2085117100,101005,295598681,3691500,18462867800,8842378,902131978,895847337,3962753,3573865200,996037247,999999154,846,9501,999431364,568636,1194460736,294149200,1,298620540,999992860,7140,999924501,75499,298613399,1000,1000,1000,1000,1000,1000,1000,100890465355,2085464300,104706,295623805,3898700,18465363800,3085364,896487564,896235626,3984474,3574148100,996015526,999998461,1539,20087,999334161,665839,1194980739,293829600,6560,298751960,999999713,287,999914787,85213,298745113,1000,1000,1000,1000,1000,1000,1000
47000,94590,628904,460000000,2760000000,10000,60000,9980769496326,90228847,110195748,1202,459905410,2000,505,2112285,919808416,2705437073,17294562927,21782605127,9983820975,16179025,1675591,100910672189,2132084500,104027,302317810,3714100,18878675400,7496816,920903466,916044295,3991523,3647596500,996008477,999999295,705,5572,999430877,569123,1221390323,300720900,6521,305358760,999993789,6211,999925172,74828,305346028,1000,1000,1000,1000,1000,1000,1000,100910649591,2131579200,3393,302024387,3791400,18874383200,8539377,921740927,915757402,3906347,3646853700,996093653,999999775,225,16328,999450726,549274,1221007774,300768500,6462,305263120,999993714,6286,999925728,74272,305250372,1000,1000,1000,1000,1000,1000,1000,100910548349,2131988500,3385,302086330,3926600,18877438600,3384848,916726198,916146063,3957121,3647244000,996042879,999999899,101,79878,999389115,610885,1221523385,300464400,7241,305398660,999985903,14097,999928478,71522,305377322,1000,1000,1000,1000,1000,1000,1000
48000,93930,627633,470000000,2820000000,10000,60000,9980517671158,92538969,112571479,2129,469906070,2000,56880,2114128,939807882,2695433527,17304566473,21792644773,9983794572,16205428,1712954,100930750467,2178691200,3295,308905873,3668400,19291499200,8911114,942293414,936017272,3985866,3720851700,996014134,999999220,780,8754,999445282,554718,1248021218,307371500,6880,312016260,999994566,5434,999922654,77346,312003946,1000,1000,1000,1000,1000,1000,1000,100930554440,2178045000,6182,308984219,3491800,19285939600,7293450,940409050,935683231,3953703,3719934000,996046297,999990777,9223,4474,999432343,567657,1247573757,307411300,1,311902180,999988347,11653,999923274,76726,311890526,1000,1000,1000,1000,1000,1000,1000,100930384409,2178605900,103704,308894371,3918100,19290287800,3295773,936613023,936153678,3946871,3720497400,996053129,999993142,6858,5171,999353593,646407,1248202807,307106700,6940,312062360,999993709,6291,999922271,77729,312049129,1000,1000,1000,1000,1000,1000,1000
49000,94390,619878,480000000,2880000000,10000,60000,9980270389067,91288450,111339208,2254,479905610,2000,573,2119846,959806712,2686386717,17313613283,21801706683,9983819614,16180386,1750526,100950700471,2225301200,3364,315332222,3939600,19704323200,9742656,963100206,956013903,3871539,3794025900,996128461,999986284,13716,66745,999403942,596058,1274684658,314040400,7,318672400,999998362,1638,999915345,84655,318670755,1000,1000,1000,1000,1000,1000,1000,100950461005,2224660500,104485,315098447,4120700,19698839400,7574798,960669698,955638212,3903001,3793053000,996096999,999999031,969,87730,999440018,559982,1274179982,314099100,8,318554680,999987098,12902,999928930,71070,318541770,1000,1000,1000,1000,1000,1000,1000,100950252176,2225067100,101415,315844324,3661900,19701795800,2380795,955609645,956105846,3940106,3793551900,996059894,999993503,6497,16297,999304451,695549,1274807549,313736300,6820,318709260,999999263,737,999907697,92303,318701703,1000,1000,1000,1000,1000,1000,1000
50000,94770,635318,490000000,2940000000,10000,60000,9980023688043,90261163,110286367,10202,489905230,2000,534,2083548,979790056,2678540006,17321459994,21809500594,9983845912,16154088,1787568,100970705636,2271911900,3292,322174823,3719700,20117182200,8845962,982180862,975971527,3989936,3867336900,996010064,999991412,8588,4776,999439049,560951,1301292151,320696500,1,325330280,999990345,9655,999921476,78524,325320624,1000,1000,1000,1000,1000,1000,1000,100970480317,2271215500,6109,321816343,3979400,20111166200,7180018,980225968,975611056,3845997,3866232600,996154003,999995239,4761,80042,999424186,575814,1300813214,320730900,7080,325213820,999995418,4582,999921442,78558,325202158,1000,1000,1000,1000,1000,1000,1000,100970372633,2271839500,100994,322466847,3613700,20116143000,3678318,976957318,976098422,4005626,3867091800,995994374,999999835,165,19509,999395287,604713,1301460213,320421000,0,325374840,999986951,13049,999919709,80291,325361791,1000,1000,1000,1000,1000,1000,1000
51000,95560,623955,500000000,3000000000,10000,60000,9979776067565,90995538,111116170,2295,499904440,2000,62732,2108042,999804290,2671033803,17328966197,21817056997,9983812458,16187542,1825048,100990532687,2318402400,104016,328639893,3989200,20528947200,9912776,1003171676,995883398,3880445,3940322400,996119555,999988246,11754,77701,999443603,556397,1327844097,327345500,6680,331968680,999998699,1301,999923901,76099,331960699,1000,1000,1000,1000,1000,1000,1000,100990339521,2317837300,101074,328757777,3804800,20524065000,6877509,999901909,995614768,3975096,3939529500,996024904,999992961,7039,11965,999413797,586203,1327484503,327362000,2,331875300,999994437,5563,999918765,81235,331869735,1000,1000,1000,1000,1000,1000,1000,100990377840,2318376200,6185,328727380,3963700,20528275600,3019528,996239728,996058950,3866702,3940122300,996133298,999987977,12023,66475,999342325,657675,1328078075,327084200,6520,332027220,999998425,1575,999916675,83325,332019125,1000,1000,1000,1000,1000,1000,1000
52000,94620,615526,510000000,3060000000,10000,60000,9979530620323,90220580,110373505,2223,509905380,2000,94,2110211,1019806314,2664272503,17335727497,21823800097,9983819129,16180871,1861843,101010507649,2364997000,103863,335476684,3800500,20941635600,9644149,1022871749,1015862005,3979752,4013591700,996020248,999996556,3444,10904,999458899,541101,1354476901,333977600,7,338632220,999982683,17317,999926904,73096,338614896,1000,1000,1000,1000,1000,1000,1000,101010346069,2364375200,101753,335052689,4112000,20936340000,7347483,1020321833,1015509550,3841458,4012617900,996158542,999999132,868,78874,999451824,548176,1354010176,334060200,6462,338514760,999992328,7672,999925874,74126,338500626,1000,1000,1000,1000,1000,1000,1000,101010300429,2364949000,2998,335544630,3845500,20940776400,3010898,1016190798,1016058861,3988729,4013337900,996011271,999997038,2962,20409,999300148,699852,1354744652,333725800,1,338687280,999998512,1488,999903409,96591,338685791,1000,1000,1000,1000,1000,1000,1000
53000,95340,629847,520000000,3120000000,10000,60000,9979282474803,92757223,112881507,10434,519904660,2000,447,2090932,1039788452,2658376626,17341623374,21829605674,9983865668,16134332,1899020,101030603444,2411675800,2970,341764812,4099600,21355058000,8101256,1041332906,1035871700,3959385,4086863400,996040615,999997023,2977,80438,999438338,561662,1381157662,340654800,4,345299780,999986186,13814,999926538,73462,345285962,1000,1000,1000,1000,1000,1000,1000,101030373296,2410839800,3073,341813602,3887400,21347900400,8232466,1041121266,1035415752,3844353,4085685300,996155647,999999176,824,79223,999449671,550329,1380549829,340715900,2,345147600,999986479,13521,999928123,71877,345134077,1000,1000,1000,1000,1000,1000,1000,101030278172,2411653600,100975,342402765,3666500,21354457600,3718634,1036915534,1036028219,4029420,4086774600,995970580,999999669,331,20749,999382830,617170,1381366770,340384400,3,345351120,999987434,12566,999921249,78751,345338551,1000,1000,1000,1000,1000,1000,1000
54000,94010,626181,530000000,3180000000,10000,60000,9979039365561,90896643,111140890,2280,529905990,2000,510,2108327,1059807420,2653022804,17346977196,21835042396,9983800273,16199727,1936193,101050433698,2458218800,103978,348530981,4094200,21767288800,7860773,1061038973,1055826855,3861214,4159998300,996138786,999998906,1094,88792,999425837,574163,1407766763,347301400,1,351947040,999992869,7131,999922492,77508,351939908,1000,1000,1000,1000,1000,1000,1000,101050205983,2457389200,103722,348839455,3600300,21760130400,8226296,1061060796,1055375848,3943522,4158882300,996056478,999999457,543,10635,999466287,533713,1407162613,347319900,2,351802320,999984447,15553,999933435,66565,351786765,1000,1000,1000,1000,1000,1000,1000,101050278352,2458307400,103708,348961685,3753700,21767701200,4080640,1057273540,1056010557,4018226,4160082300,995981774,999994046,5954,4820,999401863,598137,1408012137,347050200,6143,352013540,999994183,5817,999920020,79980,352001580,1000,1000,1000,1000,1000,1000,1000
55000,96480,639718,540000000,3240000000,10000,60000,9978793807951,91996382,112293766,1347,539903520,2000,63759,2106238,1079804346,2648100133,17351899867,21840037567,9983782382,16217618,1973528,101070399794,2504811900,101038,355460486,3803800,22179951800,7799248,1080944748,1075793112,3952676,4233283500,996047324,999983420,16580,8044,999442332,557668,1434390168,353937600,6580,358605580,999998056,1944,999923844,76156,358597056,1000,1000,1000,1000,1000,1000,1000,101070118483,2503910500,104067,355172836,3947400,22172190600,8718379,1081491479,1075334359,3868985,4231906500,996131015,999998335,1665,83350,999435091,564909,1433775909,353970900,1,358451260,999990291,9709,999922750,77250,358441550,1000,1000,1000,1000,1000,1000,1000,101070322859,2504869800,5412,355662281,3623900,22180102800,3712596,1076860296,1075973286,3913893,4233273600,996086107,999991350,8650,8457,999386971,613029,1434629329,353704700,6540,358667740,999994843,5157,999918357,81643,358656043,1000,1000,1000,1000,1000,1000,1000
56000,94310,642320,550000000,3300000000,10000,60000,9978549989100,91798012,112074548,11059,549905690,2000,502,2095574,1099789262,2643576612,17356423388,21844556888,9983829926,16170074,2010888,101090463059,2551404300,5456,361734121,4087100,22592647000,8192520,1101307420,1095763390,3923343,4306435800,996076657,999989648,10352,79805,999446115,553885,1461017485,360591700,6680,365261880,999998895,1105,999920405,79595,365254095,1000,1000,1000,1000,1000,1000,1000,101090081209,2550432400,104036,361900870,3838800,22584253600,8930975,1101642775,1095246109,3928662,4305052200,996071338,999999577,423,21215,999457806,542194,1460325894,360631100,6901,365093440,999993246,6754,999929015,70985,365079785,1000,1000,1000,1000,1000,1000,1000,101090301868,2551487100,2789,362293891,3681500,22592984600,3281333,1096406983,1095959241,3892990,4306513800,996107010,999993709,6291,3419,999354878,645122,1461275122,360385500,1,365327480,999988402,11598,999919919,80081,365315881,1000,1000,1000,1000,1000,1000,1000
57000,94470,626398,560000000,3360000000,10000,60000,9978308103621,90107268,110378716,11255,559905530,2000,5647,2088798,1119788550,2639681289,17360318711,21848417211,9983865582,16134418,2048232,101110513619,2598105600,2797,368319720,4157500,23006302400,8487869,1121618569,1115760875,3953273,4379816100,996046727,999998145,1855,83872,999455797,544203,1487676203,367285200,1,371930220,999985109,14891,999928872,71128,371915328,1000,1000,1000,1000,1000,1000,1000,101110067119,2596884200,2787,368265940,4022000,22995678800,7678232,1120297632,1115171335,3760517,4377996900,996239483,999986919,13081,76602,999446667,553333,1486894633,367252100,7081,371731820,999998559,1441,999922102,77898,371723298,1000,1000,1000,1000,1000,1000,1000,101110377625,2598171800,5329,368527672,4033400,23006546800,4314054,1117451754,1115912181,3935678,4379818800,996064322,999999896,104,76518,999433737,566263,1487876663,367068600,6263,371989480,999981265,18735,999931918,68082,371964482,1000,1000,1000,1000,1000,1000,1000
58000,95510,626339,570000000,3420000000,10000,60000,9978066641787,88398474,108711009,9907,569904490,2000,62624,2095769,1139789166,2636033061,17363966939,21851946039,9983868651,16131349,2085417,101130363174,2644669800,101751,375678304,3564800,23418736400,8514107,1141601407,1135725888,3968326,4453124100,996031674,999997101,2899,9675,999444087,555913,1514296113,373939200,2,378585440,999984787,15213,999924975,75025,378570225,1000,1000,1000,1000,1000,1000,1000,101130001712,2643433600,2787,375083706,3900600,23407992800,6727335,1139297685,1135138792,3952456,4451176500,996047544,999986789,13211,73233,999399141,600859,1513517859,373930800,2,378380660,999998409,1591,999913833,86167,378379067,1000,1000,1000,1000,1000,1000,1000,101130307508,2644768700,5208,375611032,3616500,23419250200,5304895,1138411945,1135903416,3984792,4453131300,996015208,999999164,836,15472,999419556,580444,1514537544,373702400,6720,378641880,999998968,1032,999920472,79528,378634128,1000,1000,1000,1000,1000,1000,1000
59000,93380,627790,580000000,3480000000,10000,60000,9977819333481,92857701,113213264,11088,579906620,2000,33,2094599,1159791064,2632802582,17367197418,21855269518,9983861861,16138139,2122825,101150320510,2691224600,104200,382292550,3579400,23831064400,8888280,1161926730,1155664300,3922301,4526274300,996077699,999999571,429,9570,999468070,531930,1540882030,380579100,6980,385235820,999988890,11110,999929970,70030,385217730,1000,1000,1000,1000,1000,1000,1000,101149941225,2690013200,101653,381820033,3851100,23820600800,5774809,1158310709,1155051426,3892996,4524402000,996107004,999998722,1278,81326,999462000,538000,1540061400,380607000,2,385031480,999978496,21504,999931426,68574,385009974,1000,1000,1000,1000,1000,1000,1000,101150200432,2691394300,101188,382063743,3911600,23832198200,6046638,1159134738,1155890055,4000332,4526333400,995999668,999999472,528,19140,999432185,567815,1541181915,380344000,5,385306340,999985525,14475,999926240,73760,385291860,1000,1000,1000,1000,1000,1000,1000
60000,94340,640160,590000000,3540000000,10000,60000,9977581430897,88252212,108677214,2378,589905660,2000,472,2119438,1179806564,2629764209,17370235791,21858303791,9983854362,16145638,2159926,101170297932,2737837200,103595,388832927,3689100,24243931200,9749452,1182765502,1175644361,3998327,4599504300,996001673,999998036,1964,12809,999471548,528452,1567521552,387233900,1,391889980,999987212,12788,999927909,72091,391877191,1000,1000,1000,1000,1000,1000,1000,101169838227,2736581300,104064,388475813,3911800,24232986600,5041232,1177530232,1175042626,3903093,4597538700,996096907,999998590,1410,82597,999408271,591729,1566721529,387244900,7000,391691820,999994083,5917,999924397,75603,391678903,1000,1000,1000,1000,1000,1000,1000,101170249228,2737900600,2546,388828071,3695200,24244138000,6042584,1179063634,1175806283,3911338,4599468300,996088662,999999396,604,19858,999424675,575325,1567736725,387022200,1,391945400,999985043,14957,999928058,71942,391930442,1000,1000,1000,1000,1000,1000,1000
61000,94760,632145,600000000,3600000000,10000,60000,9977336612295,90805767,111239115,9606,599905240,2000,532,2100480,1199791268,2627075462,17372924538,21860970138,9983864500,16135500,2197368,101190331555,2784381800,5136,395402564,3696300,24656162000,8348563,1201310963,1195603365,3999307,4672636500,996000693,999999504,496,11497,999450232,549768,1594133068,393884500,1,398543960,999985744,14256,999927297,72703,398529703,1000,1000,1000,1000,1000,1000,1000,101189936513,2783205800,2609,394836164,4084800,24645962000,5740281,1198212181,1195019889,3893145,4670775900,996106855,999999419,581,90474,999431085,568915,1593355115,393895600,3,398349440,999985789,14211,999926774,73226,398335226,1000,1000,1000,1000,1000,1000,1000,101190245735,2784523100,4990,395129404,4019500,24657108600,6840279,1199844179,1195772069,3878498,4672666200,996121502,999999873,127,80275,999456106,543894,1594358094,393678300,1,398600020,999986006,13994,999929275,70725,398586025,1000,1000,1000,1000,1000,1000,1000
62000,95210,633371,610000000,3660000000,10000,60000,9977096071966,89389222,109893462,1264,609904790,2000,87,2107088,1219807052,2624699988,17375300012,21863339712,9983837392,16162608,2234544,101210268423,2830947800,4921,402018395,3740200,25068623600,8851940,1221772440,1215576462,3961741,4745808900,996038259,999998689,1311,8548,999443686,556314,1620766014,400524500,2,405197360,999992194,7806,999917248,82752,405189552,1000,1000,1000,1000,1000,1000,1000,101209773576,2829742000,101154,401546600,4122100,25058144800,5848412,1218264712,1214960176,3872939,4743902100,996127061,999989549,10451,69510,999426834,573166,1619946466,400549900,6784,404994380,999998694,1306,999923110,76890,404986290,1000,1000,1000,1000,1000,1000,1000,101210118020,2831204200,101924,402048518,3897000,25070547600,6320690,1219329390,1215798862,4010093,4746048900,995989907,999993441,6559,19148,999430086,569914,1621065014,400335500,7122,405273680,999999594,406,999920648,79352,405266152,1000,1000,1000,1000,1000,1000,1000
63000,94020,623928,620000000,3720000000,10000,60000,9976854191390,89543585,110051972,2359,619905980,2000,62449,2107445,1239807242,2622650375,17377349625,21865393625,9983870735,16129265,2271677,101230249239,2877560300,4772,408857621,3553600,25481431000,8479680,1241374080,1235540586,3940975,4819078800,996059025,999993612,6388,9137,999450751,549249,1647385849,407180700,7140,411857200,999995203,4797,999926237,73763,411845263,1000,1000,1000,1000,1000,1000,1000,101229729465,2876240200,100889,408621193,3686200,25470045200,6683859,1239031659,1234876342,3980611,4817092500,996019389,999999129,871,6818,999425676,574324,1646498424,407226900,2,411632180,999989904,10096,999922518,77482,411622082,1000,1000,1000,1000,1000,1000,1000,101230108703,2877852100,103961,408817516,3795400,25483717800,5907034,1238907884,1235792803,3996309,4819375800,996003691,999996097,3903,10988,999429785,570215,1647722815,406998700,5961,411938740,999997233,2767,999920388,79612,411930012,1000,1000,1000,1000,1000,1000,1000
64000,95950,624238,630000000,3780000000,10000,60000,9976610259531,91943369,112486230,11250,629904050,2000,526,2091161,1259785600,2620486100,17379513900,21867583800,9983857219,16142781,2308919,101250206502,2924202500,2466,415217478,3859900,25894509000,10229263,1263110763,1255560528,4003421,4892297400,995996579,999998077,1923,6756,999448928,551072,1674078872,413795700,0,418523840,999994504,5496,999921156,78844,418518344,1000,1000,1000,1000,1000,1000,1000,101249654830,2922782000,103613,415051870,3920400,25882233600,5066324,1257358174,1254829778,3982521,4890168300,996017479,999995202,4798,6481,999417003,582997,1673105197,413863200,6720,418285660,999996479,3521,999922881,77119,418275419,1000,1000,1000,1000,1000,1000,1000,101250056528,2924357900,101177,415427610,3833400,25895663000,5972099,1258906299,1255717148,3916320,4892463000,996083680,999999155,845,7035,999416187,583813,1674287713,413675000,2,418576020,999994547,5453,999918935,81065,418570565,1000,1000,1000,1000,1000,1000,1000
65000,94910,630932,640000000,3840000000,10000,60000,9976369678012,91202320,111804659,2148,639905090,2000,63204,2108355,1279805884,2618716232,17381283768,21869332468,9983852185,16147815,2346169,101270209279,2970830900,4622,421942540,3791400,26307515400,9987869,1282853719,1275523025,4009478,4965589200,995990522,999999045,955,9867,999454342,545658,1700695958,420482200,6501,425183660,999995774,4226,999926267,73733,425172933,1000,1000,1000,1000,1000,1000,1000,101269629093,2969212700,2484,421737347,3787900,26293471800,4519501,1276709901,1274750722,3896262,4963151400,996103738,999997921,2079,18759,999400937,599063,1699667463,420480500,6460,424923700,999999501,499,999915159,84841,424916741,1000,1000,1000,1000,1000,1000,1000,101270043288,2971025600,103669,422009509,3940300,26309016800,6806894,1279742244,1275727159,4004391,4965779700,995995609,999997510,2490,7019,999397860,602140,1700968740,420349200,3,425244000,999997584,2416,999913319,86681,425241581,1000,1000,1000,1000,1000,1000,1000
66000,95770,635659,650000000,3900000000,10000,60000,9976127802441,91916555,112520885,10937,649904230,2000,490,2083944,1299786586,2617225896,17382774104,21870803104,9983863276,16136724,2383662,101290168193,3017424500,2474,428472486,3926700,26720205800,9398705,1302233505,1295507761,3893308,5038764900,996106692,999998197,1803,91889,999444428,555572,1727341072,427129200,1,431841140,999992172,7828,999921589,78411,431833311,1000,1000,1000,1000,1000,1000,1000,101289505385,3015825400,101329,428170352,4107000,26706319600,5460680,1297627480,1294736341,3898286,5036322300,996101714,999983224,16776,74338,999408397,591603,1726312303,427121100,3,431584420,999991545,8455,999915838,84162,431575962,1000,1000,1000,1000,1000,1000,1000,101290066501,3017608500,103769,428809018,3729200,26721621800,6602566,1299502866,1295640719,3987883,5039032500,996012117,999998873,1127,5590,999458971,541029,1727517829,427015900,6921,431893420,999990611,9389,999930790,69210,431877110,1000,1000,1000,1000,1000,1000,1000
67000,94330,617994,660000000,3960000000,10000,60000,9975889695400,89007096,109665484,11220,659905670,2000,519,2091588,1319788900,2615589196,17384410804,21872345404,9983854232,16145768,2421032,101310054593,3063981500,103586,435257667,3882800,27132567800,6599280,1319387080,1315438494,3923202,5111939100,996076798,999999395,605,81293,999455999,544001,1753911301,433802400,0,438492880,999979927,20073,999933093,66907,438472807,1000,1000,1000,1000,1000,1000,1000,101309475512,3062375700,101337,434727184,4142800,27118557000,7807263,1319920113,1314666630,3928904,5109441600,996071096,999999587,413,89583,999464753,535247,1752883247,433727700,4,438233400,999983221,16779,999933383,66617,438216617,1000,1000,1000,1000,1000,1000,1000,101310013883,3064221200,101596,435297317,3942700,27134524800,7194144,1320074294,1315647214,4016564,5112251400,995983436,999986257,13743,11093,999411579,588421,1754195821,433692000,0,438550000,999998607,1393,999912293,87707,438548607,1000,1000,1000,1000,1000,1000,1000
68000,93890,625483,670000000,4020000000,10000,60000,9975650947798,86878898,107509535,10132,669906110,2000,62621,2096581,1339791956,2614450796,17385549204,21873539204,9983924019,16075981,2458075,101330052323,3110670800,104044,442128094,3701000,27546120000,6131373,1338930023,1335456879,4000489,5185364700,995999511,999997578,2422,7189,999437210,562790,1780604190,440482400,3,445162260,999985054,14946,999926189,73811,445147311,1000,1000,1000,1000,1000,1000,1000,101329525038,3108932900,4608,441672300,3765000,27530944200,7134766,1339202166,1334614334,3988400,5182700700,996011600,999988882,11118,18382,999450548,549452,1779483052,440403100,6342,444883240,999991820,8180,999929382,70618,444868718,1000,1000,1000,1000,1000,1000,1000,101330020997,3110746500,101593,442165842,3664700,27546655400,8357057,1341179707,1335534279,3967416,5185439100,996032584,999998846,1154,13430,999462851,537149,1780708849,440372400,6661,445191800,999989431,10569,999926630,73370,445174570,1000,1000,1000,1000,1000,1000,1000
69000,96140,645580,680000000,4080000000,10000,60000,9975402986412,94109584,114824599,10234,679903860,2000,472,2091063,1359787252,2613326596,17386673404,21874790904,9983871357,16128643,2495309,101350082876,3157250200,2227,448780860,3609600,27958584400,5592451,1358347701,1355443114,3907751,5258543700,996092249,999999552,448,9301,999437287,562713,1807251913,447081600,4,451825520,999983283,16717,999930901,69099,451808799,1000,1000,1000,1000,1000,1000,1000,101349360368,3155469900,101544,448184449,4019800,27943138200,7377051,1359389451,1354573349,3904044,5255768100,996095956,999998148,1852,86004,999428055,571945,1806094645,447057000,3,451530760,999990539,9461,999923804,76196,451521296,1000,1000,1000,1000,1000,1000,1000,101350068657,3157328300,4404,448724603,3672100,27959223000,8831396,1361616796,1355503386,3953283,5258632500,996046717,999990670,9330,10487,999452301,547699,1807336299,447024700,7040,451844600,999995353,4647,999924587,75413,451832913,1000,1000,1000,1000,1000,1000,1000
