Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2
66000,16025370,1282725,1300000000,7800000000,20000,120000,9979461201505,12410116,1668440154,20174,1283974630,2000,1048,2208526,2567908912,2411171521,17588828479,18537930379,9128048454,871951546,781869966,101207216993,4641782900,192817,6871785,1885237000,39550487400,1993584209,3885266809,2609237718,999898608,6630083700,101392,980006978,19993022,5673570,39852,999960148,3467889848,457017800,22362,891955820,966718672,33281328,999765570,234430,858652130,1000,1000,1000,1000,1000,1000,1000,101207020735,4641582800,232449,7125545,1884981400,39548741600,2021850918,3913449418,2609093224,999990002,6629824200,9998,980333230,19666770,5676128,104,999999896,3467741496,457069600,77920,891874600,966851592,33148408,999737528,262472,858648272,1000,1000,1000,1000,1000,1000,1000
67000,16147330,1266301,1320000000,7920000000,20000,120000,9979257463451,15331636,1711023292,20260,1303852670,2000,114815,2149736,2607664820,2410139887,17589860113,18538866513,9114017164,885982836,807559084,101225069392,4703316100,213856,7294642,1891939000,40078629800,2028520325,3945520175,2638074022,999992299,6719110500,7701,980049915,19950085,5667416,94,999999906,3507646506,457036700,90826,899019880,970643430,29356570,999743916,256084,869572484,1000,1000,1000,1000,1000,1000,1000,101225125432,4703240200,155339,6902917,1892188400,40078056400,2056125209,3973098709,2638011715,999899296,6719005200,100704,980042553,19957447,5527057,142,999999858,3507567458,457086200,35891,898936120,970655514,29344486,999737457,262543,869555743,1000,1000,1000,1000,1000,1000,1000
68000,16268490,1262726,1340000000,8040000000,20000,120000,9979063208577,8935182,1744365929,2622,1323731510,2000,2010,2131671,2647457776,2409277359,17590722641,18539633841,9100187729,899812271,833486805,101242998104,4764874400,219666,7083724,1899096700,40606876000,2061439144,4003759594,2666878648,999984931,6808021200,15069,980124021,19875979,5797590,142,999999858,3547353358,457053900,31672,905960900,974545482,25454518,999758790,241210,880474710,1000,1000,1000,1000,1000,1000,1000,101243036895,4764927300,161673,7277635,1898762300,40607328200,2092633570,4034975670,2666840618,999991739,6808269600,8261,979825195,20174805,5263756,138,999999862,3547336162,457104800,28870,905878400,974646014,25353986,999747556,252444,880495544,1000,1000,1000,1000,1000,1000,1000
69000,16389230,1277297,1360000000,8160000000,20000,120000,9978864831527,6692194,1781793327,2867,1343610770,2000,922,2078727,2687215806,2408448221,17591551779,18540377379,9086596273,913403727,859618679,101260823571,4826407100,185629,6863732,1906099500,41134789400,2093160408,4060783858,2695576083,999892572,6896874900,107428,980137272,19862728,5941300,25017,999974983,3586988983,457072700,52337,912802620,978662617,21337383,999747300,252700,891412900,1000,1000,1000,1000,1000,1000,1000,101260801481,4826374700,206384,6734464,1906148800,41134441400,2130332173,4097937923,2695487155,999891359,6896835900,108641,980145914,19854086,5732355,38900,999961100,3586888700,457120700,31715,912715780,978717480,21282520,999761655,238345,891401545,1000,1000,1000,1000,1000,1000,1000
70000,16511870,1263487,1380000000,8280000000,20000,120000,9978662882446,8099145,1822803925,20189,1363488130,2000,2086,1998198,2726935882,2407691191,17592308809,18541036009,9073260462,926739538,885967044,101278547236,4888053000,189713,7290482,1912432600,41663394800,2127498244,4120453794,2724287332,999991055,6985985100,8945,980038538,19961462,5793583,151,999999849,3626679049,457090000,29622,919533520,982887819,17112181,999750183,249817,902391717,1000,1000,1000,1000,1000,1000,1000,101278463521,4888086600,238331,7024473,1912650800,41663618000,2165315333,4158280633,2724225206,999987285,6986029800,12715,979932869,20067131,5472284,178,999999822,3626635122,457139300,31746,919437120,983004542,16995458,999746084,253916,902409916,1000,1000,1000,1000,1000,1000,1000
71000,16633550,1251524,1400000000,8400000000,20000,120000,9978456140939,14425532,1868866004,2904,1383366450,2000,12411,1976580,2766727092,2407068771,17592931229,18541565229,9060056940,939943060,912520832,101296183666,4949833600,221108,7043861,1919346800,42193043200,2163451217,4181787217,2752979871,999981202,7075153500,18798,979727760,20272240,5536558,87,999999913,3666402613,457107700,35253,926169640,987288355,12711645,999738858,261142,913422742,1000,1000,1000,1000,1000,1000,1000,101296075892,4949340300,193978,7325918,1918886900,42188749400,2198819548,4216948848,2752650290,999991406,7074379200,8594,980561796,19438204,6146390,41200,999958800,3665980200,457155500,69570,926060040,987339440,12660560,999751790,248210,913329910,1000,1000,1000,1000,1000,1000,1000
72000,16751570,1255810,1420000000,8520000000,20000,120000,9978257602031,12550666,1906601803,22516,1403248430,2000,12369,1896009,2806451828,2406442497,17593557503,18542094803,9047124211,952875789,939279339,101313800398,5011344100,169780,7164920,1925659300,42720163400,2198650516,4242242716,2781463926,999986635,7163872500,13365,979929061,20070939,5778326,29000,999971000,3705869000,457126700,29662,932683440,991751296,8248704,999754626,245374,924405074,1000,1000,1000,1000,1000,1000,1000,101313644950,5011137600,189650,6967783,1925814800,42718330400,2232985655,4276489105,2781314993,999989560,7163483700,10440,980284560,19715440,5921800,107,999999893,3705706093,457170000,60247,932593040,991858307,8141693,999739600,260400,924391100,1000,1000,1000,1000,1000,1000,1000
73000,16869720,1268237,1440000000,8640000000,20000,120000,9978063917656,5911723,1939649647,22180,1423130280,2000,882,1853124,2846216200,2405910179,17594089821,18542533921,9034350776,965649224,966235576,101331241636,5073010800,225161,6904065,1932392100,43248440000,2232223696,4301124846,2809964963,999911267,7252700400,88733,979881566,20118434,5849399,40236,999959764,3745410464,457143100,37279,939111240,996371540,3628460,999762999,237001,935445501,1000,1000,1000,1000,1000,1000,1000,101331133668,5072917500,229563,6829446,1932416200,43247583800,2268746735,4337606035,2809879100,999897913,7252558200,102087,979952190,20047810,5731077,177,999999823,3745331223,457188300,41406,939016260,996477269,3522731,999746777,253223,935452123,1000,1000,1000,1000,1000,1000,1000
74000,16986740,1268122,1460000000,8760000000,20000,120000,9977861250459,8322298,1981178435,2902,1443013260,2000,127157,1853121,2886020716,2405447357,17594552643,18542902043,9022379319,977620681,993382335,101351128845,5132937900,211542,7569413,1934929800,43766919800,2265566504,4359381754,2836291380,999980237,7341551700,19763,981014966,18985034,6956729,3149049,996850951,3781721751,457452300,6082,945436720,999999733,267,999877029,122971,945430371,1000,1000,1000,1000,1000,1000,1000,101351481514,5132883700,161872,7170134,1934821600,43767108200,2305389167,4399222967,2836025684,999914344,7341825900,85656,980704506,19295494,6518762,3518678,996481322,3781367422,457565400,6332,945348540,999999530,470,999874362,125638,945341738,1000,1000,1000,1000,1000,1000,1000
75000,17102590,1250155,1480000000,8880000000,20000,120000,9977664138319,5202159,2003979853,20470,1462897410,2000,125440,1806514,2925753880,2405005178,17594994822,18543245622,9023682466,976317534,1020653646,101380586243,5187407200,226257,7728737,1930871700,44261636000,2299761160,4417687510,2855041200,999898610,7431888600,101390,984243010,15756990,10313900,13312300,986687700,3806721600,464264300,6080,951686480,1000000000,0,999874100,125900,951680400,1000,1000,1000,1000,1000,1000,1000,101380612010,5187054600,149521,8021715,1930572800,44258764400,2343145945,4460936895,2854821431,999984533,7431431100,15467,984797610,15202390,10592777,13162246,986837754,3806428554,464518400,55,951607240,999999938,62,999865577,134423,951607123,1000,1000,1000,1000,1000,1000,1000
76000,17216630,1268814,1500000000,9000000000,20000,120000,9977457493073,11682653,2025966281,22498,1482783370,2000,997,1806784,2965521744,2404622726,17595377274,18543522474,9035449336,964550664,1047926180,101411009724,5242761600,154156,8365409,1930683700,44765099200,2331733941,4474207441,2873796213,999981043,7523425500,18957,986432903,13567097,12472360,19045247,980954753,3831724253,476362900,67,957940200,999987907,12093,999886560,113440,957928040,1000,1000,1000,1000,1000,1000,1000,101411096907,5242476500,135490,8131284,1930864500,44763012200,2382144048,4524522748,2873526013,999899827,7523064300,100173,986735126,13264874,12669599,18988286,981011714,3831368014,476682000,6569,957848580,999999990,10,999877099,122901,957842001,1000,1000,1000,1000,1000,1000,1000
77000,17332300,1275803,1520000000,9120000000,20000,120000,9977260946284,8140784,2032440839,22229,1502667700,2000,116762,1825113,3005290942,2404316668,17595683332,18543722832,9052645887,947354113,1075120829,101441886848,5298783000,168385,8525920,1933345700,45275054000,2366096105,4533439105,2892638046,999910577,7615839000,89423,987556688,12443312,13720711,22513665,977486335,3856848635,491226700,32,964216900,999993721,6279,999886411,113589,964210589,1000,1000,1000,1000,1000,1000,1000,101442059200,5298557900,134753,8460883,1933320000,45273579000,2417889380,4585168330,2892364981,999984399,7615684800,15601,987811850,12188150,13713351,22481970,977518030,3856486630,491589300,6417,964128100,999999966,34,999878351,121649,964121649,1000,1000,1000,1000,1000,1000,1000
78000,17445940,1250565,1540000000,9240000000,20000,120000,9977054308358,14748801,2045958167,2923,1522554060,2000,12355,1889592,3045102274,2404067159,17595932841,18543868541,9072911968,927088032,1102231742,101473011622,5355227700,198883,8562506,1937655400,45788989800,2403053348,4595461748,2911607318,999990619,7708790100,9381,988249254,11750746,14382735,24516817,975483183,3882143083,507746000,52,970535840,999999977,23,999875135,124865,970535765,1000,1000,1000,1000,1000,1000,1000,101473202056,5354960900,144604,8515801,1937526700,45787073800,2450953332,4643275332,2911310617,999982807,7708545000,17193,988530527,11469473,14487920,24547203,975452797,3881743397,508036500,43,970445100,999987723,12277,999884120,115880,970432780,1000,1000,1000,1000,1000,1000,1000
79000,17557600,1262336,1560000000,9360000000,20000,120000,9976856693975,12329228,2048774927,2688,1542442400,2000,1034,1913475,3084879424,2403817503,17596182497,18544014297,9094676465,905323535,1129208689,101504177707,5411919000,187693,8198805,1943285500,46304778000,2437199562,4654758312,2930759572,999901243,7801757700,98757,988701343,11298657,14977300,25634128,974365872,3907677272,525004600,6568,976930740,999993528,6472,999883800,116200,976917700,1000,1000,1000,1000,1000,1000,1000,101504332927,5411688200,174660,8719294,1942646600,46303264400,2486485318,4703978318,2930479443,999990784,7801748700,9216,988834413,11165587,14834629,25635286,974364714,3907305914,525342600,19,976826520,999999970,30,999875729,124271,976826471,1000,1000,1000,1000,1000,1000,1000
80000,17669940,1252767,1580000000,9480000000,20000,120000,9976655254542,13768487,2054695686,2920,1562330060,2000,1104,1945019,3124654280,2403598629,17596401371,18544127171,9117055001,882944999,1156037181,101535380126,5468913900,137223,8571614,1948723900,46823071800,2473889290,4716717040,2950139194,999980674,7895300400,19326,988665757,11334243,14915783,26227889,973772111,3933518911,542650300,6420,983386180,999999957,43,999878683,121317,983379717,1000,1000,1000,1000,1000,1000,1000,101535463998,5468658400,201569,8336842,1948943300,46821334400,2519277989,4762029089,2949837662,999902842,7895025000,97158,988909031,11090969,15049689,26207327,973792673,3933116873,543021800,6660,983285900,999999971,29,999876989,123011,983279211,1000,1000,1000,1000,1000,1000,1000
81000,17783620,1275542,1600000000,9600000000,20000,120000,9976463913804,5084359,2050224134,2909,1582216380,2000,11779,1979133,3164426942,2403364663,17596635337,18544260637,9139573347,860426653,1182733989,101566236860,5525859900,162590,8684711,1955112100,47340431800,2512360785,4780405285,2969697171,999989755,7988288700,10245,989063105,10936895,15353950,26269279,973730721,3959594021,560454800,29,989903500,999993379,6621,999874050,125950,989896850,1000,1000,1000,1000,1000,1000,1000,101566513309,5525731200,144611,8268774,1955332900,47339856800,2550282744,4818307394,2969405183,999890003,7988282700,109997,989017443,10982557,15221540,26353257,973646743,3959202643,560811500,57,989810320,999987197,12803,999884440,115560,989797460,1000,1000,1000,1000,1000,1000,1000
82000,17894560,1263516,1620000000,9720000000,20000,120000,9976263847897,5161896,2054498638,20160,1602105440,2000,1030,1977782,3204170560,2403167493,17596832507,18544366707,9161913838,838086162,1209272798,101597032047,5583094000,172842,8157694,1962414600,47859899200,2545706689,4839063639,2989510035,999909308,8081430900,90692,989128871,10871129,15546163,26110928,973889072,3986013372,578209500,7019,996510380,999999976,24,999876763,123237,996503337,1000,1000,1000,1000,1000,1000,1000,101597302006,5582991200,202826,8248262,1962149900,47859688800,2586315165,4879671815,2989215880,999909823,8081657100,90177,988953467,11046533,15182844,26214264,973785736,3985619036,578602100,32,996409600,999993588,6412,999874744,125256,996403156,1000,1000,1000,1000,1000,1000,1000
83000,18007080,1251304,1640000000,9840000000,20000,120000,9976054387277,14722026,2068814289,2841,1621992920,2000,11314,2050505,3243980158,2403064703,17596935297,18544380797,9183626595,816373405,1235668353,101627690755,5640469700,169504,8277940,1969217600,48380221000,2580394161,4899099261,3009557629,999909047,8174805300,90953,988976300,11023700,15436253,25864324,974135676,4012741276,595745100,25,1003190360,999993312,6688,999875853,124147,1003183647,1000,1000,1000,1000,1000,1000,1000,101628008499,5640292500,171981,8862842,1968402500,48379423400,2620960721,4939638121,3009187781,999986170,8175052500,13830,988874430,11125570,15073760,25977579,974022421,4012246221,596193300,39,1003070940,999987539,12461,999879260,120740,1003058440,1000,1000,1000,1000,1000,1000,1000
84000,18116400,1275190,1660000000,9960000000,20000,120000,9975854469668,14681776,2073767961,20451,1641883600,2000,10737,2048787,3283726298,2402890644,17597109356,18544454156,9204877493,795122507,1261914891,101658172468,5697924300,147016,8504265,1976149600,48900751800,2615471014,4959527464,3029808137,999981747,8268091500,18253,988903375,11096625,15344828,25438391,974561609,4039739609,613123500,47,1009945240,999986279,13721,999879928,120072,1009931472,1000,1000,1000,1000,1000,1000,1000,101658405432,5697645200,131112,7902302,1976573800,48899008800,2655204209,4999186609,3029436858,999898543,8267806500,101457,989176891,10823109,15510348,25472390,974527610,4039246610,613565400,26,1009817380,999992398,7602,999870648,129352,1009809752,1000,1000,1000,1000,1000,1000,1000
85000,18226420,1263940,1680000000,10080000000,20000,120000,9975664161836,5110766,2069935209,4711,1661773580,2000,12345,2115205,3323537738,2402797002,17597202998,18544435698,9225313875,774686125,1288023113,101688472893,5755500100,126092,8441061,1983440300,49421995400,2648421747,5017858947,3050276424,999985059,8361370800,14941,988691054,11308946,15188095,25003571,974996429,4067035229,630209900,26,1016758840,999999991,9,999866895,133105,1016758805,1000,1000,1000,1000,1000,1000,1000,101688744548,5755292300,162575,8712461,1982947200,49420895000,2691470368,5060864768,3049895647,999989367,8361463200,10633,988687408,11312592,14983241,25143494,974856506,4066523206,630618600,51,1016640580,999987030,12970,999875941,124059,1016627559,1000,1000,1000,1000,1000,1000,1000
86000,18337600,1235631,1700000000,10200000000,20000,120000,9975454911202,14451839,2085479297,4632,1681662400,2000,124335,2145822,3363315536,2402677241,17597322759,18544453459,9245091378,754908622,1313973014,101718464578,5813111800,208826,8433558,1990950900,49942970800,2682216873,5077013573,3070934800,999909828,8454411600,90172,988588196,11411804,15211168,24478568,975521432,4094575132,647021300,64,1023654200,999986196,13804,999878068,121932,1023640332,1000,1000,1000,1000,1000,1000,1000,101718725707,5812929000,220036,8480538,1990692200,49942090800,2726861911,5121626461,3070598683,999989555,8454494700,10445,988650636,11349364,14997581,24589798,975410202,4094126802,647412600,55,1023542500,999985674,14326,999871781,128219,1023528119,1000,1000,1000,1000,1000,1000,1000
87000,18446630,1259843,1720000000,10320000000,20000,120000,9975261776647,7662839,2085616813,20182,1701553370,2000,10475,2141798,3403066376,2402539486,17597460514,18544487614,9263942982,736057018,1339755158,101748175469,5870783100,194447,8590213,1998414600,50463875800,2718624360,5138768710,3091919818,999989050,8547321900,10950,988653222,11346778,15245372,23829654,976170346,4122559746,663404900,58,1030640020,999999966,34,999854472,145528,1030639928,1000,1000,1000,1000,1000,1000,1000,101748603161,5870739000,176519,8308879,1998382500,50464253200,2759787522,5179960972,3091568220,999981225,8547638100,18775,988394385,11605615,14804860,24014540,975985460,4122090960,663849300,6660,1030529400,1000000000,0,999869360,130640,1030522740,1000,1000,1000,1000,1000,1000,1000
88000,18555500,1259227,1740000000,10440000000,20000,120000,9975054887398,14704925,2100350211,20507,1721444500,2000,10396,2176800,3442847986,2402476023,17597523977,18544445177,9281950700,718049300,1365419186,101777896781,5928602000,154339,8647279,2005808200,50985688800,2754588338,5200118638,3113010480,999982510,8640370500,17490,988458050,11541950,15109540,23376360,976623640,4150680640,679462200,7340,1037677500,1000000000,0,999871240,128760,1037670160,1000,1000,1000,1000,1000,1000,1000,101778179600,5928511000,195861,8659054,2005655100,50985645200,2793072789,5238611739,3112703480,999985107,8640619800,14893,988264994,11735006,14724687,23456207,976543793,4150271293,679917300,6646,1037574500,999999959,41,999865287,134713,1037567813,1000,1000,1000,1000,1000,1000,1000
89000,18663840,1261814,1760000000,10560000000,20000,120000,9974858198487,11531175,2105521788,22526,1741336160,2000,1080,2210245,3482627268,2402409462,17597590538,18544415138,9299185835,700814165,1390966203,101807250405,5986354400,142992,8415155,2013693400,51506457600,2790617444,5261476744,3134326222,999890002,8732963100,109998,988566901,11433099,15358499,22816677,977183323,4179101623,695164500,6820,1044782240,999999981,19,999860399,139601,1044775401,1000,1000,1000,1000,1000,1000,1000,101807738325,5986373100,130309,8626735,2013170600,51507549400,2826335162,5297260362,3133982824,999979812,8733596100,20188,988087190,11912810,14601178,23001554,976998446,4178643746,695682400,7600,1044668580,999999942,58,999861778,138222,1044660922,1000,1000,1000,1000,1000,1000,1000
90000,18772270,1266125,1780000000,10680000000,20000,120000,9974664904823,5035456,2107995601,4808,1761227730,2000,1138,2272101,3522445844,2402411079,17597588921,18544315721,9315691639,684308361,1416379683,101836682813,6044425400,140627,8476910,2021100800,52029810800,2824629423,5320939423,3155811963,999988022,8826209100,11978,988156702,11843298,14899580,22509917,977490083,4207744483,710560200,77,1051947000,999985597,14403,999872880,127120,1051932520,1000,1000,1000,1000,1000,1000,1000,101836992819,6044415700,200317,8188642,2021408600,52030518600,2861437864,5357793314,3155518777,999898778,8826519600,101222,987800090,12199910,14443612,22450135,977549865,4207358365,711197600,7459,1051847060,999999987,13,999865212,134788,1051839588,1000,1000,1000,1000,1000,1000,1000
91000,18878620,1258848,1800000000,10800000000,20000,120000,9974465311299,4768641,2117299700,20395,1781121380,2000,11575,2276089,3562201970,2402337740,17597662260,18544284460,9331428811,668571189,1441683781,101865751581,6102416500,149611,7979109,2029284000,52551997800,2859857727,5381555527,3177502402,999899715,8918899800,100285,988037279,11962721,14924264,22058662,977941338,4236667538,725648500,30,1059172160,999993006,6994,999855764,144236,1059165136,1000,1000,1000,1000,1000,1000,1000,101866039208,6102294900,172772,8401594,2028916400,52551605800,2895485550,5417174050,3177180542,999990151,8919108900,9849,987981211,12018789,14582160,21924718,978075282,4236235882,726298500,78,1059069940,999985478,14522,999862560,137440,1059055340,1000,1000,1000,1000,1000,1000,1000
92000,18983340,1281724,1820000000,10920000000,20000,120000,9974265539140,4741883,2127490758,20220,1801016660,2000,117631,2301795,3601992880,2402325323,17597674677,18544189577,9346392605,653607395,1466839685,101894703714,6160519200,129451,8114888,2036905100,53074621600,2895874601,5442973551,3199380852,999899754,9011713500,100246,987827509,12172491,14765955,21579903,978420097,4265836097,740460600,78,1066470440,999984883,15117,999866055,133945,1066455245,1000,1000,1000,1000,1000,1000,1000,101894881590,6160364700,158052,7996866,2037198900,53073812600,2928559394,5475627094,3199112068,999899457,9011635800,100543,987945871,12054129,14693314,21343246,978656754,4265477654,741085200,64,1066380960,999984690,15310,999863714,136286,1066365586,1000,1000,1000,1000,1000,1000,1000
93000,19086450,1249515,1840000000,11040000000,20000,120000,9974063436209,7034248,2140561871,20216,1820913550,2000,112865,2332255,3641786668,2402303157,17597696843,18544114143,9360694245,639305755,1491889613,101923457411,6218819100,212577,7973589,2044969500,53598732600,2929634934,5502203334,3221467848,999900140,9104697000,99860,987370136,12629864,14361696,21099148,978900852,4295290452,755064900,7020,1073829660,999999964,36,999859696,140304,1073822604,1000,1000,1000,1000,1000,1000,1000,101923605286,6218495000,154305,7981606,2044984700,53596358000,2963973786,5536434286,3221176658,999889928,9104323800,110072,987788425,12211575,14589497,20923139,979076861,4294897461,755526400,88,1073735140,999985751,14249,999853197,146803,1073720803,1000,1000,1000,1000,1000,1000,1000
94000,19191250,1264778,1860000000,11160000000,20000,120000,9973858527807,12123971,2157053021,22461,1840808750,2000,990,2357072,3681572578,2402279478,17597720522,18544037322,9374266468,625733532,1516838446,101952070868,6276988100,172373,8172565,2052579500,54121209800,2963666039,5561618139,3243676739,999891783,9197325000,108217,987233830,12766170,14281247,20655808,979344192,4324897392,769267100,67,1081235500,999985220,14780,999863247,136753,1081220653,1000,1000,1000,1000,1000,1000,1000,101952232156,6276812800,192765,8434328,2052338600,54120228000,2999203443,5597116093,3243409110,999990594,9197345100,9406,987351701,12648299,14105107,20561397,979438603,4324542903,769733500,36,1081141560,999992269,7731,999853707,146293,1081133793,1000,1000,1000,1000,1000,1000,1000
95000,19294650,1249234,1880000000,11280000000,20000,120000,9973663437921,7410601,2164270413,22154,1860705350,2000,126282,2385620,3721366392,2402266922,17597733078,18543945578,9387223340,612776660,1541697532,101980424444,6335161400,137365,8439426,2060275000,54643285200,2996267951,5619578101,3266059504,999985694,9289747200,14306,987335097,12664903,14341103,20116899,979883101,4354746001,783216300,7450,1088693960,999999987,13,999854603,145397,1088686497,1000,1000,1000,1000,1000,1000,1000,101980598090,6334932100,151558,8074041,2060621100,54641818600,3035799233,5659046383,3265753019,999889448,9289509900,110552,987532964,12467036,14439316,20045697,979954303,4354334903,783675900,29,1088589280,999992633,7367,999855916,144084,1088581884,1000,1000,1000,1000,1000,1000,1000
96000,19396880,1262753,1900000000,11400000000,20000,120000,9973464077266,6984580,2176475470,22250,1880603120,2000,125744,2409650,3761161740,2402269846,17597730154,18543842254,9399377890,600622110,1566459130,102008552334,6393311500,179212,8286023,2068385900,55164797400,3031679450,5680315350,3288556873,999984473,9381863400,15527,987618055,12381945,14675882,19703409,980296591,4384737291,796791400,83,1096196120,999984381,15619,999859282,140718,1096180418,1000,1000,1000,1000,1000,1000,1000,102008855032,6393268300,208460,8170288,2068389800,55165168600,3069631653,5718296153,3288266552,999909745,9382166700,90255,987284809,12715191,14220664,19745212,980254788,4384355388,797289100,7960,1096096840,999999956,44,999850464,149536,1096088836,1000,1000,1000,1000,1000,1000,1000
97000,19496950,1261576,1920000000,11520000000,20000,120000,9973264559817,6761209,2189458172,2611,1900503050,2000,10403,2472785,3801000878,2402310026,17597689974,18543693474,9410883475,589116525,1591107653,102036701227,6451720000,146179,8362890,2076242600,55688304800,3065061674,5739115724,3311276373,999984839,9474432000,15161,987370341,12629659,14476902,19309329,980690671,4415030271,810156600,63,1103768640,999985321,14679,999858002,141998,1103753898,1000,1000,1000,1000,1000,1000,1000,102036879153,6451512200,206146,8074831,2076458100,55687163600,3105603597,5779612297,3310933118,999890796,9474328500,109204,987435529,12564471,14449833,19325015,980674985,4414577485,810620100,7416,1103651800,999999983,17,999850433,149567,1103644367,1000,1000,1000,1000,1000,1000,1000
98000,19597880,1248029,1940000000,11640000000,20000,120000,9973057363949,14188219,2210479210,4684,1920402120,2000,10402,2485019,3840794872,2402328068,17597671932,18543574732,9421864821,578135179,1615670793,102064526598,6510060200,206222,7877262,2084771600,56210844400,3100540375,5799960625,3334108680,999893096,9566537100,106904,987452236,12547764,14699540,18934260,981065740,4445478240,823208300,7340,1111376900,1000000000,0,999850140,149860,1111369560,1000,1000,1000,1000,1000,1000,1000,102064862122,6509920900,192015,7994358,2084555100,56210363400,3139373344,5838780944,3333770162,999892533,9566701800,107467,987346812,12653188,14411079,18904717,981095283,4445024183,823780600,40,1111262160,999991901,8099,999851679,148321,1111254021,1000,1000,1000,1000,1000,1000,1000
99000,19699470,1267938,1960000000,11760000000,20000,120000,9972859427731,12317458,2222589825,20209,1940300530,2000,127157,2476025,3880560642,2402306189,17597693811,18543491211,9432351135,567648865,1640147477,102092492326,6568582100,161938,8127887,2092416600,56734805800,3135974475,5860827075,3357066537,999898178,9659144400,101822,987095166,12904834,14388488,18649451,981350549,4476083849,836095000,87,1119032000,999985399,14601,999859588,140412,1119017312,1000,1000,1000,1000,1000,1000,1000,102092773062,6568391900,202827,8200335,2092255800,56733929400,3172956230,5897777830,3356683931,999986897,9659217000,13103,987182760,12817240,14206963,18651832,981348168,4475573368,836669300,83,1118905140,999984380,15620,999859263,140737,1118889437,1000,1000,1000,1000,1000,1000,1000
100000,19799980,1269318,1980000000,11880000000,20000,120000,9972666631350,5392858,2230177156,4566,1960200020,2000,11551,2530290,3920390908,2402370508,17597629492,18543319692,9442278490,557721510,1664532498,102120353164,6627224900,179789,8382495,2100052300,57259749000,3169563517,5919894717,3380130457,999983102,9751956300,16898,986567153,13432847,13830051,18463594,981536406,4506840606,848795700,8441,1126718600,999999990,10,999852351,147649,1126710149,1000,1000,1000,1000,1000,1000,1000,102120474185,6626950700,200723,8412814,2100122600,57257919800,3208573264,5958824414,3379828407,999984589,9751711800,15411,986859125,13140875,13938336,18274829,981725171,4506437871,849341200,41,1126609520,999999985,15,999838936,161064,1126609464,1000,1000,1000,1000,1000,1000,1000
