Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2
160000,1590892760,1242050,3180000000,19080000000,20000,120000,9960503885097,36993654,308930961,11166,1589107240,1000,12416,3289059,3178192148,2204523751,17795476249,19712595649,9776695161,223304839,45343409,103596481345,9855684000,174202,7782109,2544577600,86039942400,5390093560,9535629460,4694428496,541483495,14808573300,458516505,999961844,38156,19349,12631553,987368447,6259234247,1454593800,66,1564817060,999988757,11243,999806449,193551,1564805751,1000,1000,1000,1000,1000,1000,1000,103596640653,9855535200,171632,7864203,2544473400,86038946400,5397623824,9543116074,4694182646,541319969,14808485400,458680031,999997764,2236,17395,12576649,987423351,6258907051,1454950100,8784,1564742620,999990569,9431,999826295,173705,1564724405,1000,1000,1000,1000,1000,1000,1000
161000,1600893300,1259325,3200000000,19200000000,20000,120000,9960305278336,36064480,316095118,2583,1599106700,1000,10431,3276104,3198208234,2204609816,17795390184,19712219184,9770796096,229203904,47550630,103620529638,9915441600,227670,7901696,2553140200,86566174400,5425278861,9596234561,4721159482,541666593,14899624500,458333407,999992329,7671,12136,12917354,987082646,6294877846,1460586000,8826,1573731580,999995610,4390,999811836,188164,1573718364,1000,1000,1000,1000,1000,1000,1000,103620767524,9915271500,136424,7846345,2553009200,86565078200,5431587233,9602495683,4720925817,541464649,14899539600,458535351,999985465,14535,5416,12930799,987069201,6294563801,1460867700,71,1573649920,999988135,11865,999816616,183384,1573637984,1000,1000,1000,1000,1000,1000,1000
162000,1610893740,1248998,3220000000,19320000000,20000,120000,9960108765527,32972536,320608636,11343,1609106260,1000,125176,3230966,3218189834,2204623263,17795376737,19711916037,9765431114,234568886,49836248,103644862622,9975138300,131142,7937950,2561541200,87092158200,5460054243,9656421843,4747747396,541820961,14990721900,458179039,999998149,1851,8088,13246192,986753808,6330328208,1466757700,8428,1582594200,999995040,4960,999822288,177712,1582580812,1000,1000,1000,1000,1000,1000,1000,103644931447,9974981000,201777,7600888,2561877900,87091137200,5465880533,9662203983,4747529499,541526384,14990529900,458473616,999996892,3108,100308,13251409,986748591,6330034391,1467027000,8705,1582528420,999985177,14823,999829208,170792,1582504892,1000,1000,1000,1000,1000,1000,1000
163000,1620894420,1253888,3240000000,19440000000,20000,120000,9959909664493,32533826,327488246,2392,1619105580,1000,125206,3232544,3238206376,2204701219,17795298781,19711542081,9760482596,239517404,52204472,103669221724,10034782900,169504,7591195,2570338600,87618043400,5492257652,9714037502,4774186847,541869720,15081774600,458130280,999992996,7004,102776,13655429,986344571,6365576671,1473104400,8521,1591415720,999982625,17375,999833376,166624,1591389824,1000,1000,1000,1000,1000,1000,1000,103669245906,10034642700,205269,7566958,2570428800,87617125400,5502843404,9724583404,4774030774,541675170,15081657000,458324830,999990095,9905,92125,13563151,986436849,6365374049,1473380100,9416,1591353640,999999051,949,999819425,180575,1591343275,1000,1000,1000,1000,1000,1000,1000
164000,1630894940,1265053,3260000000,19560000000,20000,120000,9959708405213,34225194,335941273,10160,1629105060,1000,12590,3193979,3258189800,2204754707,17795245293,19711195593,9756122641,243877359,54644741,103693647361,10094399000,174232,7657797,2578849000,88143893200,5528077421,9775270871,4800583896,542026789,15172936500,457973211,999999420,580,100331,13873935,986126065,6400772665,1479728200,142,1600206500,999982411,17589,999823331,176669,1600188769,1000,1000,1000,1000,1000,1000,1000,103693726501,10094263100,205859,7874059,2578573400,88143005400,5536296536,9783451486,4800388040,541901593,15172916100,458098407,999985713,14287,6120,13902980,986097020,6400514220,1479939500,8900,1600144580,999990500,9500,999827020,172980,1600126180,1000,1000,1000,1000,1000,1000,1000
165000,1640895510,1268844,3280000000,19680000000,20000,120000,9959509754737,33275470,341483712,10162,1639104490,1000,11660,3169386,3278188656,2204771207,17795228793,19710884093,9752114134,247885866,57152990,103718274007,10153989300,152349,7394718,2587462500,88669793800,5564827559,9837441009,4826825821,542169525,15264144600,457830475,999998377,1623,100052,14253331,985746669,6435759669,1486451500,75,1608958200,999975723,24277,999828552,171448,1608933848,1000,1000,1000,1000,1000,1000,1000,103718240745,10153830700,216529,7665018,2587310600,88668627000,5568718137,9841278487,4826675267,541963144,15264012300,458036856,999996402,3598,106758,14148991,985851009,6435563409,1486698300,9097,1608908080,999989159,10841,999821858,178142,1608888142,1000,1000,1000,1000,1000,1000,1000
166000,1650896110,1278287,3300000000,19800000000,20000,120000,9959310248358,33210236,347616776,2562,1649103890,1000,10583,3151184,3298202656,2204821494,17795178506,19710546406,9748457276,251542724,59712632,103742830047,10213524400,183244,7680686,2595761900,89195296800,5602289634,9900305134,4853033639,542308671,15355360200,457691329,999997968,2032,100597,14428558,985571442,6470706542,1493402500,67,1617687900,999985070,14930,999820497,179503,1617672903,1000,1000,1000,1000,1000,1000,1000,103742842940,10213392800,194036,8139003,2595322500,89194272800,5600438046,9898405996,4852917419,542202884,15355311900,457797116,999998176,1824,16092,14383473,985616527,6470550727,1493544800,137,1617650940,999982505,17495,999823592,176408,1617633308,1000,1000,1000,1000,1000,1000,1000
167000,1660896770,1277392,3320000000,19920000000,20000,120000,9959109945542,33947804,354174966,10290,1659103230,1000,1009,3117082,3318185880,2204872446,17795127554,19710199854,9745226058,254773942,62336138,103767509620,10273051400,238866,8002580,2603895000,89720975600,5640246039,9963675589,4879115916,542542314,15446709900,457457686,999993176,6824,6762,14724846,985275154,6505486454,1500455500,8720,1626383560,999995698,4302,999821762,178238,1626370538,1000,1000,1000,1000,1000,1000,1000,103767583213,10272931300,204313,7662265,2604231200,89720054600,5631659010,9955046010,4879007294,542270611,15446490000,457729389,999999253,747,100442,14659948,985340052,6505336452,1500620300,122,1626349100,999980180,19820,999828142,171858,1626329158,1000,1000,1000,1000,1000,1000,1000
168000,1670897470,1268587,3340000000,20040000000,20000,120000,9958910463407,33856646,359519526,11253,1669102530,1000,10462,3100126,3338182554,2204918953,17795081047,19709857547,9742451814,257548186,65014568,103792350450,10332546200,233171,7655110,2612691500,90246562000,5675563991,10024405841,4905109906,542605208,15537912300,457394792,999999215,785,100307,14938001,985061999,6540143599,1507739600,8920,1635051440,999991173,8827,999828807,171193,1635033693,1000,1000,1000,1000,1000,1000,1000,103792408122,10332424000,204788,7659246,2612664700,90245624000,5665516610,10014315110,4904997508,542415305,15537780300,457584695,999998875,1125,100770,14897262,985102738,6539992538,1507880200,8972,1635016420,999987582,12418,999831970,168030,1634995030,1000,1000,1000,1000,1000,1000,1000
169000,1680898140,1257604,3360000000,20160000000,20000,120000,9958715505089,29215807,360091719,11254,1679101860,1000,11395,3083400,3358181212,2204937096,17795062904,19709544304,9739947760,260052240,67740272,103817309792,10392016900,165561,7588629,2621124600,90772106600,5709052277,10083306827,4931043799,542748350,15629232900,457251650,999991201,8799,92451,15148552,984851448,6574722048,1515130700,8919,1643696220,999990948,9052,999829551,170449,1643678249,1000,1000,1000,1000,1000,1000,1000,103817272143,10391886800,209107,8058572,2620721600,90771101600,5701216174,10075424174,4930951695,542660379,15629181000,457339621,999996329,3671,4950,15090255,984909745,6574596945,1515258000,125,1643661320,999984055,15945,999825550,174450,1643645250,1000,1000,1000,1000,1000,1000,1000
170000,1690898870,1260481,3380000000,20280000000,20000,120000,9958513628438,31518908,367415008,11369,1689101130,1000,1042,3062878,3378179522,2204985446,17795014554,19709203554,9737668722,262331278,70501944,103842169685,10451453300,205542,7747586,2629489800,91297450600,5743106706,10142765706,4956961553,542891014,15720546600,457108986,999997823,2177,101409,15300656,984699344,6609276144,1522605900,129,1652332500,999982220,17780,999820709,179291,1652314591,1000,1000,1000,1000,1000,1000,1000,103842255398,10451326800,157734,8047044,2629101500,91296482400,5736358471,10135972771,4956826454,542800434,15720501300,457199566,999997078,2922,13044,15291390,984708610,6609098610,1522740400,58,1652282200,999990014,9986,999826044,173956,1652272156,1000,1000,1000,1000,1000,1000,1000
171000,1700899420,1274660,3400000000,20400000000,20000,120000,9958311860135,33722904,374416722,1458,1699100580,1000,1042,3074074,3398198244,2205047439,17794952561,19708853461,9735693526,264306474,73313270,103867243289,10510896100,146328,7941429,2637607200,91822987400,5778765776,10203840476,4982766520,543131955,15811995000,456868045,999998194,1806,4739,15532019,984467981,6643686781,1530183900,8322,1660934320,999994263,5737,999826439,173561,1660920261,1000,1000,1000,1000,1000,1000,1000,103867323410,10510746100,166388,7569297,2637943700,91821959400,5769854622,10194883822,4982589595,542859317,15811786500,457140683,999999183,817,100466,15529971,984470029,6643446129,1530394600,53,1660876580,999980007,19993,999831166,168834,1660856534,1000,1000,1000,1000,1000,1000,1000
172000,1710900240,1235257,3420000000,20520000000,20000,120000,9958114131706,31850614,376979836,11371,1709099760,1000,123970,3045744,3418176778,2205066220,17794933780,19708539980,9734085276,265914724,76168754,103892333776,10570295400,145349,7999527,2645955700,92348315600,5815216727,10265699527,5008506373,543275712,15903375900,456724288,999997187,2813,5775,15704902,984295098,6678002198,1537928700,57,1669514780,999981102,18898,999833975,166025,1669495825,1000,1000,1000,1000,1000,1000,1000,103892350869,10570121300,221557,7805416,2646166000,92347118600,5802511496,10252941246,5008306101,543008489,15903170400,456991511,999999431,569,100442,15697641,984302359,6677735459,1538164600,115,1669447500,999981973,18027,999832442,167558,1669429358,1000,1000,1000,1000,1000,1000,1000
173000,1720900870,1273510,3440000000,20640000000,20000,120000,9957914961805,31471973,380916847,2611,1719099130,1000,10459,3053636,3438193038,2205145978,17794854022,19708173722,9732664724,267335276,79055962,103917494618,10629642000,145330,7823877,2654475400,92873367200,5846785999,10322666199,5034145483,543323943,15994692300,456676057,999996359,3641,100216,15910633,984089367,6712185967,1545782200,65,1678064580,999975969,24031,999841116,158884,1678040484,1000,1000,1000,1000,1000,1000,1000,103917518022,10629536900,170872,7887888,2654482700,92872725800,5840196582,10316049832,5034031154,543242183,15994650300,456757817,999992681,7319,2998,15819144,984180856,6712037356,1546019600,110,1678018860,999987452,12548,999824198,175802,1678006202,1000,1000,1000,1000,1000,1000,1000
174000,1730901520,1275832,3460000000,20760000000,20000,120000,9957718407370,28436356,382067044,2435,1729098480,1000,930,3037498,3458192090,2205185526,17794814474,19707848174,9731381002,268618998,81974192,103942589272,10689013800,198650,8013414,2662745100,93398757200,5882973349,10384268949,5059813218,543551021,16086171300,456448979,999995695,4305,18574,16050556,983949444,6746414644,1553703400,54,1686610420,999991060,8940,999821174,178826,1686601426,1000,1000,1000,1000,1000,1000,1000,103942585802,10688906000,226586,7730156,2663111600,93397930400,5873196889,10374454289,5059705486,543284222,16085963700,456715778,999977118,22882,85296,15954810,984045190,6746273290,1553895500,102,1686569980,999997926,2074,999823396,176604,1686567804,1000,1000,1000,1000,1000,1000,1000
175000,1740902070,1250923,3480000000,20880000000,20000,120000,9957520098815,27161476,384693861,2455,1739097930,1000,1871,3034735,3478190950,2205229991,17794770009,19707520009,9730430285,269569715,84927935,103967919375,10748355700,128191,7729712,2671329800,93923913000,5917896954,10444597054,5085374403,543612176,16177526400,456387824,999997198,2802,100322,16207419,983792581,6780492281,1561745000,93,1695138740,999979231,20769,999837622,162378,1695117878,1000,1000,1000,1000,1000,1000,1000,103967925498,10748217000,148752,8060236,2671043500,93922962800,5907492102,10434150152,5085251394,543521890,16177484700,456478110,999996640,3360,9450,16134556,983865444,6780332344,1561948300,46,1695089540,999991456,8544,999819950,180050,1695080950,1000,1000,1000,1000,1000,1000,1000
176000,1750902570,1255341,3500000000,21000000000,20000,120000,9957317742638,29924646,391199403,2381,1749097430,1000,11285,3027459,3498190098,2205265784,17794734216,19707195416,9729659761,270340239,87907059,103993123126,10807680500,222701,8103765,2679398100,94449143400,5950086617,10502198017,5110896353,543848330,16269074100,456151670,999993339,6661,2609,16365256,983634744,6814522344,1569877500,49,1703644420,999981620,18380,999831709,168291,1703625991,1000,1000,1000,1000,1000,1000,1000,103993118152,10807560900,230815,8145457,2679446200,94448238600,5944465557,10496535357,5110805471,543663242,16268932500,456336758,999986931,13069,4889,16250318,983749682,6814402682,1570065300,111,1703611160,999986162,13838,999824089,175911,1703597211,1000,1000,1000,1000,1000,1000,1000
177000,1760903220,1258814,3520000000,21120000000,20000,120000,9957118690734,29379441,394215625,11370,1759096780,1000,1992,2994764,3518170820,2205285275,17794714725,19706870725,9729070936,270929064,90912356,104018463663,10867001800,161532,7950830,2687903000,94974355600,5986865670,10564387670,5136420583,543993515,16360510200,456006485,999996880,3120,14865,16456982,983543018,6848560518,1578068700,8567,1712149280,999999222,778,999817865,182135,1712139935,1000,1000,1000,1000,1000,1000,1000,104018476159,10866898300,156900,7628537,2688314700,94973551800,5976866824,10554351524,5136339270,543738804,16360292400,456261196,999995557,4443,89253,16328083,983671917,6848451717,1578260700,44,1712114420,999998071,1929,999816453,183547,1712112447,1000,1000,1000,1000,1000,1000,1000
178000,1770903790,1287598,3540000000,21240000000,20000,120000,9956918422584,30055999,398383943,11203,1769096210,1000,1969,2981030,3538170014,2205312683,17794687317,19706544317,9728586850,271413150,93933764,104043868326,10926306700,139842,7726693,2696488600,95499455800,6020530618,10623458268,5161873727,544064398,16451908500,455935602,999998754,1246,100256,16566229,983433771,6882489771,1586347900,41,1720641680,999974405,25595,999835356,164644,1720616044,1000,1000,1000,1000,1000,1000,1000,104043790947,10926194700,170117,8171093,2696160300,95498523000,6012368815,10615252165,5161809024,543957978,16451835600,456042022,999995366,4634,14488,16452264,983547736,6882411236,1586475200,8940,1720613540,999997612,2388,999825788,174212,1720602212,1000,1000,1000,1000,1000,1000,1000
179000,1780904380,1265206,3560000000,21360000000,20000,120000,9956717751856,31161249,402862791,10266,1779095620,1000,115257,2982034,3558170708,2205359405,17794640595,19706188795,9728252166,271747834,96971674,104069231968,10985613100,154479,7615988,2704996500,96024694200,6056288066,10684629816,5187317878,544204583,16543383600,455795417,999991132,8868,102749,16661271,983338729,6916417229,1594675400,104,1729119280,999980175,19825,999830249,169751,1729099351,1000,1000,1000,1000,1000,1000,1000,104069163120,10985497300,168901,8194020,2704518200,96023680200,6045696871,10673989721,5187259006,544126468,16543320000,455873532,999998375,1625,7507,16554401,983445599,6916343899,1594775800,8500,1729097720,999995673,4327,999826707,173293,1729084893,1000,1000,1000,1000,1000,1000,1000
180000,1790904960,1281239,3580000000,21480000000,20000,120000,9956521102511,28208671,403164881,11367,1789095040,1000,991,2971664,3578167346,2205377782,17794622218,19705874018,9728049616,271950384,100034162,104094626796,11044899800,161070,7689065,2713333200,96549786000,6091736457,10745485607,5212733237,544373658,16634874600,455626342,999999280,720,100322,16731185,983268815,6950303715,1603061900,99,1737592380,999978197,21803,999831022,168978,1737570478,1000,1000,1000,1000,1000,1000,1000,104094544785,11044782400,180490,8165753,2712930200,96548779200,6079531263,10733232163,5212687448,544243190,16634799000,455756810,999980915,19085,11225,16653677,983346323,6950246623,1603120900,42,1737569140,999990077,9923,999821425,178575,1737559175,1000,1000,1000,1000,1000,1000,1000
181000,1800905600,1258777,3600000000,21600000000,20000,120000,9956320734579,29017847,407118415,1406,1799094400,1000,12388,2986680,3598185988,2205444626,17794555374,19705514274,9728000880,271999120,103114768,104120014178,11104187100,192383,7742461,2721728000,97074959800,6125932852,10805094452,5238119585,544527537,16726385700,455472463,999979624,20376,80687,16771502,983228498,6984158798,1611529000,8421,1746049580,999998054,1946,999824687,175313,1746039213,1000,1000,1000,1000,1000,1000,1000,104120047096,11104077300,139280,8031429,2721372300,97074007400,6114518583,10793634383,5238056881,544406931,16726308300,455593069,999998423,1577,3992,16770511,983229489,6984072289,1611543100,8895,1746034960,999989343,10657,999830292,169708,1746015408,1000,1000,1000,1000,1000,1000,1000
182000,1810906120,1265054,3620000000,21720000000,20000,120000,9956122399439,27793683,408968988,1341,1809093880,1000,2030,2978327,3618185078,2205505522,17794494478,19705154978,9728009793,271990207,106206771,104145457409,11163456100,201277,7874034,2730023200,97599965800,6158835153,10863401003,5263492899,544684800,16817883000,455315200,999996662,3338,89862,16814363,983185637,7017984237,1620008700,97,1754510320,999981115,18885,999833062,166938,1754491338,1000,1000,1000,1000,1000,1000,1000,104145431780,11163358300,180239,7975390,2729858500,97599135000,6150805763,10855331913,5263450464,544539386,16817788200,455460614,999996959,3041,19073,16836009,983163991,7017930891,1619979400,50,1754489660,999990817,9183,999825573,174427,1754480427,1000,1000,1000,1000,1000,1000,1000
183000,1820906530,1238558,3640000000,21840000000,20000,120000,9955920219612,30379954,414625768,1382,1819093470,1000,124002,2982438,3638184176,2205533666,17794466334,19704835034,9728053442,271946558,109316818,104170951433,11222720400,157183,7721491,2738474200,98125078400,6193497678,10923475028,5288849520,544843092,16909396800,455156908,999992664,7336,76972,16913052,983086948,7051798548,1628477400,96,1762951560,999997564,2436,999816672,183328,1762949028,1000,1000,1000,1000,1000,1000,1000,104170877921,11222603000,211858,8150190,2738032000,98124037200,6185235462,10915162412,5288776665,544698090,16909317000,455301910,999998083,1917,3893,16963028,983036972,7051698372,1628443400,109,1762933360,999988456,11544,999827393,172607,1762921707,1000,1000,1000,1000,1000,1000,1000
184000,1830907120,1245737,3660000000,21960000000,20000,120000,9955721347401,29652274,416800559,11202,1829092880,1000,1024,2956729,3658163356,2205552575,17794447425,19704518525,9728251891,271748109,112443447,104196502912,11281969800,138388,7660308,2746809300,98650042800,6226992199,10982373649,5314133120,544966099,17000902800,455033901,999993199,6801,103900,17061780,982938220,7085507320,1636986900,8280,1771393000,999989480,10520,999832700,167300,1771374200,1000,1000,1000,1000,1000,1000,1000,104196369090,11281853700,217213,8125248,2746410700,98649037000,6221046490,10976379590,5314082056,544813207,17000825100,455186793,999976608,23392,15501,17051445,982948555,7085442355,1636984900,8722,1771370180,999998841,1159,999827201,172799,1771360299,1000,1000,1000,1000,1000,1000,1000
185000,1840907800,1269890,3680000000,22080000000,20000,120000,9955522943863,28506800,418508919,1329,1839092200,1000,12586,2966677,3678181742,2205626063,17794373937,19704151637,9728543963,271456037,115579405,104221972162,11341228600,203533,7671738,2755200300,99175137200,6261926198,11042718698,5339426390,545123495,17092434300,454876505,999997360,2640,100365,17159175,982840825,7119229825,1645552400,8160,1779827680,999983915,16085,999840165,159835,1779803435,1000,1000,1000,1000,1000,1000,1000,104221977575,11341114300,148874,7676244,2755180600,99174154200,6255253476,11035998826,5339384773,544891209,17092268100,455108791,999998492,1508,103083,17100010,982899990,7119173190,1645593900,41,1779807980,999980478,19522,999835183,164817,1779788417,1000,1000,1000,1000,1000,1000,1000
186000,1850908420,1266277,3700000000,22200000000,20000,120000,9955322988963,28888913,421637382,11257,1849091580,1000,126638,2949323,3698160646,2205669676,17794330324,19703806324,9728927897,271072103,118727043,104247502113,11400474800,189252,7956594,2763285200,99700200000,6298873008,11105076158,5364731017,545364284,17184051300,454635716,999998639,1361,8655,17201238,982798762,7152969662,1654166900,53,1788253780,999984918,15082,999829855,170145,1788238645,1000,1000,1000,1000,1000,1000,1000,104247453336,11400355700,191615,8092224,2763153800,99699147400,6287378677,11093530927,5364662426,545140955,17183892300,454859045,999995972,4028,4717,17176091,982823909,7152882609,1654194600,8440,1788230500,999998123,1877,999831017,168983,1788220183,1000,1000,1000,1000,1000,1000,1000
187000,1860909030,1258477,3720000000,22320000000,20000,120000,9955121982013,30334971,425726862,10317,1859090970,1000,12452,2957685,3718161306,2205725184,17794274816,19703448716,9729453475,270546525,121887681,104273059790,11459730900,175206,7973744,2771689400,100225278600,6333836666,11165450216,5390010150,545507901,17275576800,454492099,999999333,667,18032,17193582,982806418,7186674518,1662855200,106,1796681520,999982954,17046,999839432,160568,1796664368,1000,1000,1000,1000,1000,1000,1000,104273064679,11459551800,163611,7757767,2771761100,100223914000,6321728205,11153278855,5389875066,545187485,17275343700,454812515,999994715,5285,106730,17279164,982720836,7186499736,1662871900,8694,1796634420,999998944,1056,999825830,174170,1796624670,1000,1000,1000,1000,1000,1000,1000
188000,1870909590,1222906,3740000000,22440000000,20000,120000,9954924526876,28201055,426216347,10276,1869090410,1000,2062,2939024,3738160268,2205760931,17794239069,19703115869,9729981836,270018164,125058104,104298529495,11518955700,224553,8164808,2779977900,100750172200,6368423377,11225439677,5415296371,545658475,17367108900,454341525,999996391,3609,18016,17191945,982808055,7220389555,1671528000,97,1805110100,999983181,16819,999829916,170084,1805093184,1000,1000,1000,1000,1000,1000,1000,104298652882,11518799500,188596,8041037,2779828700,100749051800,6356369555,11213335355,5415105427,545430883,17366994900,454569117,999998609,1391,10826,17371899,982628101,7220135801,1671556000,8361,1805053040,999985695,14305,999837526,162474,1805030374,1000,1000,1000,1000,1000,1000,1000
189000,1880910040,1277849,3760000000,22560000000,20000,120000,9954722047417,31109839,431741831,2508,1879089960,1000,115757,2953188,3758174904,2205818656,17794181344,19702769444,9730556872,269443128,128235676,104324161078,11578184400,197760,8040423,2788360400,101275182400,6403345188,11285771038,5440502769,545804359,17458661700,454195641,999998105,1895,19346,17311977,982688023,7254000723,1680206300,8179,1813515040,999991093,8907,999834746,165254,1813497954,1000,1000,1000,1000,1000,1000,1000,104324139207,11578031000,225777,8125212,2788244100,101274039600,6390461756,11272835356,5440385063,545557347,17458524600,454442653,999979675,20325,8628,17327465,982672535,7253846135,1680289800,8081,1813471000,999998153,1847,999822728,177272,1813461072,1000,1000,1000,1000,1000,1000,1000
190000,1890910580,1247861,3780000000,22680000000,20000,120000,9954524946945,28613616,431718326,10284,1889089420,1000,2115,2938638,3778158272,2205837261,17794162739,19702448839,9731254462,268745538,131420534,104349719715,11637386300,231436,7800485,2796970100,101800023800,6441090441,11348918641,5465711966,545874689,17550134400,454125311,999996406,3594,100217,17376851,982623149,7287614049,1688935600,8200,1821916000,999994283,5717,999827817,172183,1821902083,1000,1000,1000,1000,1000,1000,1000,104349764588,11637258000,209768,7839546,2796908300,101799006400,6422050733,11329831383,5465600330,545632252,17549991000,454367748,999997104,2896,100252,17345022,982654978,7287462978,1689056600,8066,1821883100,999987614,12386,999834052,165948,1821862648,1000,1000,1000,1000,1000,1000,1000
191000,1900911110,1278507,3800000000,22800000000,20000,120000,9954329546150,24431886,430003010,10290,1899088890,1000,10661,2926924,3798157200,2205875336,17794124664,19702114764,9731961736,268038264,134605936,104375285259,11696634600,213723,8147175,2805071200,102325132400,6480312133,11413553583,5490986606,546103518,17641763400,453896482,999982912,17088,5694,17325388,982674612,7321314912,1697690900,46,1830330040,999998312,1688,999823394,176606,1830328306,1000,1000,1000,1000,1000,1000,1000,104375350085,11696499500,204495,8151030,2805023800,102324088600,6451964149,11385157249,5490849295,545869392,17641618800,454130608,999999252,748,13460,17323965,982676035,7321126835,1697822100,85,1830294300,999983325,16675,999835760,164240,1830277540,1000,1000,1000,1000,1000,1000,1000
192000,1910911540,1259897,3820000000,22920000000,20000,120000,9954124103268,30316429,438416161,2404,1909088460,1000,11377,2947220,3818172112,2205936797,17794063203,19701756903,9732646360,267353640,137798872,104400947029,11755833900,215822,8032220,2813465500,102850055000,6516515256,11475164456,5516139835,546256008,17733330000,453743992,999995825,4175,14317,17442082,982557918,7354852018,1706468800,8511,1838723980,999996714,3286,999823317,176683,1838712183,1000,1000,1000,1000,1000,1000,1000,104400946613,11755722400,179149,7724512,2813804700,102849064000,6484963070,11443564270,5516087077,545924604,17733068100,454075396,999999058,942,106254,17351977,982648023,7354779623,1706550800,55,1838702040,999990561,9439,999827454,172546,1838692546,1000,1000,1000,1000,1000,1000,1000
193000,1920912000,1245950,3840000000,23040000000,20000,120000,9953925069481,29778459,440255292,2550,1919088000,1000,11440,2944133,3838170900,2205992040,17794007960,19701406060,9733472407,266527593,141005107,104426644994,11815049500,150917,8108806,2821686600,103374982200,6553160641,11537215841,5541330766,546421580,17824910700,453578420,999998917,1083,2337,17484271,982515729,7388435929,1715251100,8320,1847128760,999984723,15277,999833937,166063,1847105163,1000,1000,1000,1000,1000,1000,1000,104426585492,11814934400,188422,7679628,2822210000,103374064800,6517514519,11501526769,5541251944,546071337,17824641900,453928663,999996475,3525,102038,17391694,982608306,7388335806,1715387100,8680,1847092900,999999642,358,999826038,173962,1847083862,1000,1000,1000,1000,1000,1000,1000
194000,1930912480,1254575,3860000000,23160000000,20000,120000,9953725471727,29768453,442587616,11351,1929087520,1000,12385,2923025,3858152338,2206007180,17793992820,19701097420,9734311555,265688445,144207693,104452152658,11874269600,215887,8166862,2830117100,103899940000,6589901713,11599364263,5566557770,546550297,17916444300,453449703,999993512,6488,15215,17459445,982540555,7422076955,1724044200,8120,1855527520,999999785,215,999825315,174685,1855519185,1000,1000,1000,1000,1000,1000,1000,104452249931,11874153200,157091,7703285,2830554300,103899015200,6549949477,11559368777,5566440868,546211672,17916197400,453788328,999997046,2954,108774,17393606,982606394,7421918394,1724212000,8284,1855494100,999991710,8290,999837074,162926,1855477526,1000,1000,1000,1000,1000,1000,1000
