Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3,H2O::Cell_1::Mitochondria_4,H2O_created::Cell_1::Mitochondria_4,OH-::Cell_1::Mitochondria_4,H+::Cell_1::Mitochondria_4,H+_inter::Cell_1::Mitochondria_4,H+_inter_created::Cell_1::Mitochondria_4,O2::Cell_1::Mitochondria_4,O2_in::Cell_1::Mitochondria_4,CO2::Cell_1::Mitochondria_4,ATP::Cell_1::Mitochondria_4,ATP_created::Cell_1::Mitochondria_4,ADP::Cell_1::Mitochondria_4,GDP::Cell_1::Mitochondria_4,GTP::Cell_1::Mitochondria_4,Pi::Cell_1::Mitochondria_4,NAD+::Cell_1::Mitochondria_4,NADH::Cell_1::Mitochondria_4,NADH_created::Cell_1::Mitochondria_4,NADH_in::Cell_1::Mitochondria_4,Pyruvate-::Cell_1::Mitochondria_4,Pyruvate-_in::Cell_1::Mitochondria_4,CoA-SH::Cell_1::Mitochondria_4,Acetyl_CoA::Cell_1::Mitochondria_4,FAD::Cell_1::Mitochondria_4,FADH2::Cell_1::Mitochondria_4,FADH2_created::Cell_1::Mitochondria_4,Pyruvate_transport::Cell_1::Mitochondria_4,ATP_synthase::Cell_1::Mitochondria_4,ADP_ATP_transport::Cell_1::Mitochondria_4,NADH_shuttle::Cell_1::Mitochondria_4,Pi_transport::Cell_1::Mitochondria_4,Commp1-3-4::Cell_1::Mitochondria_4,Commp2-3-4::Cell_1::Mitochondria_4,H2O::Cell_1::Mitochondria_5,H2O_created::Cell_1::Mitochondria_5,OH-::Cell_1::Mitochondria_5,H+::Cell_1::Mitochondria_5,H+_inter::Cell_1::Mitochondria_5,H+_inter_created::Cell_1::Mitochondria_5,O2::Cell_1::Mitochondria_5,O2_in::Cell_1::Mitochondria_5,CO2::Cell_1::Mitochondria_5,ATP::Cell_1::Mitochondria_5,ATP_created::Cell_1::Mitochondria_5,ADP::Cell_1::Mitochondria_5,GDP::Cell_1::Mitochondria_5,GTP::Cell_1::Mitochondria_5,Pi::Cell_1::Mitochondria_5,NAD+::Cell_1::Mitochondria_5,NADH::Cell_1::Mitochondria_5,NADH_created::Cell_1::Mitochondria_5,NADH_in::Cell_1::Mitochondria_5,Pyruvate-::Cell_1::Mitochondria_5,Pyruvate-_in::Cell_1::Mitochondria_5,CoA-SH::Cell_1::Mitochondria_5,Acetyl_CoA::Cell_1::Mitochondria_5,FAD::Cell_1::Mitochondria_5,FADH2::Cell_1::Mitochondria_5,FADH2_created::Cell_1::Mitochondria_5,Pyruvate_transport::Cell_1::Mitochondria_5,ATP_synthase::Cell_1::Mitochondria_5,ADP_ATP_transport::Cell_1::Mitochondria_5,NADH_shuttle::Cell_1::Mitochondria_5,Pi_transport::Cell_1::Mitochondria_5,Commp1-3-4::Cell_1::Mitochondria_5,Commp2-3-4::Cell_1::Mitochondria_5
37000,11899860,1272168,720000000,4320000000,20000,120000,9977723120399,86860052,111390745,1712,708100140,2000,0,2797337,1416196856,5495612151,14504387849,21315500049,9980382183,19617817,2115539,100842514280,1971431900,101318,264183638,18893900,17457236600,17769057,862417357,846689826,137770622,3392657400,862229378,999997788,2212,16566,999258940,741060,1128917160,278985200,2,282235160,999992176,7824,999907966,92034,282227334,1000,1000,1000,1000,1000,1000,1000,100842614171,1971236800,4084,263608947,19292800,17455636000,16642859,861215509,846544488,137596395,3392304600,862403605,999998380,1620,95185,999294797,705203,1128720503,279038500,2,282192460,999983557,16443,999915485,84515,282176015,1000,1000,1000,1000,1000,1000,1000,100842590483,1971864900,3910,264362591,18698400,17460605000,17769813,862574513,847039572,138246043,3393206400,861753957,999989574,10426,2931,999305159,694841,1129378241,278670500,6,282362240,999976435,23565,999916831,83169,282338669,1000,1000,1000,1000,1000,1000,1000,100842411247,1971329500,3875,264324691,18690000,17456020600,18627685,863212785,846765270,137609308,3392422800,862390692,999999582,418,8774,999250404,749596,1129017296,278743200,2,282261220,999990808,9192,999907274,92726,282252026,1000,1000,1000,1000,1000,1000,1000,100842673459,1971480400,3934,263281401,19662600,17457742400,24633818,869307668,846672298,137431776,3392593200,862568224,999998307,1693,93831,999292833,707167,1128896067,279026100,8140,282232900,999999009,991,999908931,91069,282223769,1000,1000,1000,1000,1000,1000,1000
38000,12064210,1249197,740000000,4440000000,20000,120000,9977214897451,87029839,111551241,21521,727935790,2000,11,2767264,1455828538,5483855990,14516144010,21348244010,9980422136,19577864,2176274,100866386514,2026821900,3848,272157066,18703300,17947899000,20956223,889347173,870393712,133536206,3479763600,866463794,999998160,1840,6854,999283042,716958,1160524558,286934300,7540,290139560,999998826,1174,999909154,90846,290130846,1000,1000,1000,1000,1000,1000,1000,100866346223,2026744800,7121,271752095,19126000,17947292800,17028812,885391512,870374562,133555001,3479583000,866444999,999997849,2151,11048,999254886,745114,1160498914,286952200,2,290125860,999998494,1506,999895048,104952,290124352,1000,1000,1000,1000,1000,1000,1000,100866311775,2027297500,7186,271882865,19106100,17951547000,17703212,886262712,870802546,133899386,3480204300,866100614,999985273,14727,81387,999294541,705459,1161069559,286576400,7800,290276320,999998493,1507,999911487,88513,290267013,1000,1000,1000,1000,1000,1000,1000,100866217310,2026795600,3787,272100407,18792500,17947324000,16753295,885111595,870511059,133412848,3479577600,866587152,999990047,9953,3999,999290940,709060,1160676560,286670100,3,290180060,999985444,14556,999913499,86501,290165501,1000,1000,1000,1000,1000,1000,1000,100866345474,2026963000,104372,271689686,19290400,17949110000,24188800,892637800,870454396,133355845,3479855100,866644155,999995627,4373,4382,999287486,712514,1160604114,286941400,8240,290163200,999994758,5242,999915282,84718,290149718,1000,1000,1000,1000,1000,1000,1000
39000,12227790,1225298,760000000,4560000000,20000,120000,9976704689232,90309524,114913605,21330,747772210,2000,122366,2770521,1495501760,5473099256,14526900744,21379923244,9980403959,19596041,2237519,100890050533,2082186500,100986,279958907,18889500,18438276200,18333410,910452360,894110974,129152376,3566714100,870847624,999999749,251,95473,999305299,694701,1192140101,294843900,0,298052720,999976407,23593,999919473,80527,298029127,1000,1000,1000,1000,1000,1000,1000,100890106830,2082282700,100700,279280350,19564800,18439117400,17455585,909615085,894138420,129381812,3566726700,870618188,999999222,778,99410,999318990,681010,1192175910,294860400,0,298063440,999974050,25950,999926210,73790,298037490,1000,1000,1000,1000,1000,1000,1000,100889956175,2082764500,104590,280157521,18890900,18442820200,17437979,909768679,894606386,129802088,3567419700,870197912,999988943,11057,11655,999261469,738531,1192806931,294489900,4,298205300,999995249,4751,999902555,97445,298200545,1000,1000,1000,1000,1000,1000,1000,100889934166,2082179400,7067,280180633,18644700,18437841200,17397595,909490245,894247877,129161195,3566627400,870838805,999994606,5394,13211,999273934,726066,1192329566,294587700,7701,298092200,999997190,2810,999912411,87589,298081689,1000,1000,1000,1000,1000,1000,1000,100890149750,2082425700,101152,279319667,19558900,18440409800,27103567,919325967,894209989,129145115,3566961000,870854885,999997849,2151,95534,999302645,697355,1192274955,294886300,3,298080060,999984909,15091,999915934,84066,298064966,1000,1000,1000,1000,1000,1000,1000
40000,12387240,1267421,780000000,4680000000,20000,120000,9976203803369,85353663,109975326,21511,767612760,2000,0,2762265,1535182498,5463324632,14536675368,21410344268,9980439195,19560805,2298593,100913780053,2137592400,104343,287910047,18860900,18929048800,19205059,935071559,917850256,124965452,3653814600,875034548,999998384,1616,8632,999291876,708124,1223800124,302781600,7960,305958480,999999348,652,999909532,90468,305949868,1000,1000,1000,1000,1000,1000,1000,100914009082,2137879100,3582,286889558,19830800,18931607000,16830164,932820714,917970444,125444927,3654075600,874555073,999981115,18885,20388,999281544,718456,1223960256,302841300,7500,305998320,999998992,1008,999908188,91812,305989812,1000,1000,1000,1000,1000,1000,1000,100913783044,2138296700,104242,287231335,19695400,18934646200,18048031,934176331,918378095,125598222,3654496800,874401778,999999684,316,102762,999316967,683033,1224501533,302398000,8241,306139460,999992219,7781,999916662,83338,306123438,1000,1000,1000,1000,1000,1000,1000,100913699190,2137808000,101536,286791367,20062100,18930564800,16866958,932801258,918084593,125013076,3653749200,874986924,999999218,782,97342,999286749,713251,1224107551,302534900,3,306038680,999984281,15719,999916442,83558,306022958,1000,1000,1000,1000,1000,1000,1000,100913977860,2137743600,6729,288471337,18176300,18930365600,27932817,943862717,917904171,125053768,3654184800,874946232,999998831,1169,3763,999345792,654208,1223862908,302767300,3,305986700,999972040,27960,999925063,74937,305958737,1000,1000,1000,1000,1000,1000,1000
41000,12543600,1274325,800000000,4800000000,20000,120000,9975693014427,91271973,115987887,21410,787456400,2000,1011,2765934,1574869980,5454410700,14545589300,21439745300,9980409726,19590274,2359706,100937521649,2192985500,101125,295953869,18740100,19419643800,15955818,955560368,941595382,120755071,3740872500,879244929,999999029,971,20358,999285376,714624,1255457824,310689500,7722,313878220,999991944,8056,999913958,86042,313862442,1000,1000,1000,1000,1000,1000,1000,100937709718,2193366900,104151,295473662,19262600,19423109800,18048902,957822402,941735014,121511125,3741399300,878488875,999998248,1752,19923,999287809,712191,1255646391,310792900,7660,313919920,999999117,883,999908523,91477,313911377,1000,1000,1000,1000,1000,1000,1000,100937657029,2193757000,3417,295290611,19471300,19425879600,19650331,959548181,942145096,121529533,3741701400,878470467,999992115,7885,88082,999303386,696614,1256190514,310340500,7620,314061880,999991158,8842,999915882,84118,314045418,1000,1000,1000,1000,1000,1000,1000,100937405661,2193240600,104469,295724038,19064500,19421488400,17485656,957173606,941876979,121054651,3741055200,878945349,999997061,2939,4110,999281731,718269,1255832569,310396900,1,313965800,999989791,10209,999909110,90890,313955590,1000,1000,1000,1000,1000,1000,1000,100937618543,2193271200,104747,295444695,19286600,19422155200,28894307,968620107,941730058,120820906,3741204600,879179094,999991536,8464,18230,999291972,708028,1255639828,310700200,8002,313918520,999999252,748,999909830,90170,313909770,1000,1000,1000,1000,1000,1000,1000
42000,12699580,1238587,820000000,4920000000,20000,120000,9975191009371,89338474,114147767,1595,807300420,2000,1005,2800143,1614597650,5446265845,14553734155,21468235855,9980411957,19588043,2421107,100961301478,2248503600,103732,303647339,19005100,19911355200,15916010,979312760,965406617,116708616,3828056700,883291384,999999586,414,9570,999265053,734947,1287203047,318615300,3,321813760,999982673,17327,999913670,86330,321796430,1000,1000,1000,1000,1000,1000,1000,100961576076,2248852200,3415,303120443,19457500,19914533200,16696424,980248224,965525625,117423938,3828544800,882576062,999990135,9865,18397,999275472,724528,1287367328,318712200,7781,321850000,999999484,516,999906897,93103,321841703,1000,1000,1000,1000,1000,1000,1000,100961305397,2249174100,100995,303455641,19337500,19916769000,19788210,983439510,965898510,117414271,3828830700,882585729,999998435,1565,83264,999282554,717446,1287864246,318284300,7662,321974700,999998698,1302,999905764,94236,321965736,1000,1000,1000,1000,1000,1000,1000,100961303911,2248712300,3456,303068627,19538700,19912827800,18672872,982135572,965629380,116884563,3828118500,883115437,999997552,2448,102189,999288009,711991,1287502391,318348100,8522,321891880,999989653,10347,999913889,86111,321873011,1000,1000,1000,1000,1000,1000,1000,100961504569,2248768000,3428,303315391,19242100,19913696800,30114292,993624342,965513902,116823004,3828423000,883176996,999998403,1597,14599,999291997,708003,1287351603,318628600,7560,321846060,999999201,799,999910199,89801,321837701,1000,1000,1000,1000,1000,1000,1000
43000,12856040,1276300,840000000,5040000000,20000,120000,9974688672588,88488607,113370311,20092,827143960,2000,11431,2758668,1654247736,5438747695,14561252305,21495829705,9980359492,19640508,2482528,100985224674,2304074500,6215,311016326,19432800,20403561800,16028559,1003241859,989205354,112744822,3915298800,887255178,999987385,12615,15363,999306009,693991,1318937591,326535100,8040,329748920,999991357,8643,999915663,84337,329732237,1000,1000,1000,1000,1000,1000,1000,100985206651,2304259000,101605,311574768,19033100,20405267600,19237283,1006534133,989296155,113348588,3915675600,886651412,999998340,1660,102552,999265597,734403,1319058303,326604500,1,329771860,999990289,9711,999903152,96848,329762148,1000,1000,1000,1000,1000,1000,1000,100985089721,2304587600,103982,311767417,18925300,20407604000,22439312,1009841112,989628116,113358302,3916018200,886641698,999986803,13197,13401,999298785,701215,1319498415,326222400,2,329887520,999982781,17219,999913701,86299,329870299,1000,1000,1000,1000,1000,1000,1000,100985087823,2304262200,6191,311169877,19351800,20404803600,17280597,1004548047,989447344,113013636,3915453000,886986364,999988374,11626,9038,999311594,688406,1319261306,326234700,7660,329827080,999994542,5458,999913338,86662,329813962,1000,1000,1000,1000,1000,1000,1000,100985216578,2304197500,3231,311151641,19373300,20404613400,27283468,1014547118,989310153,112669594,3915468600,887330406,999998197,1803,106403,999249450,750550,1319079650,326528000,1,329771160,999998338,1662,999900703,99297,329769497,1000,1000,1000,1000,1000,1000,1000
44000,13008930,1269703,860000000,5160000000,20000,120000,9974184933039,89808218,114799078,3146,846991070,2000,101,2799712,1693975848,5431816157,14568183843,21522814543,9980353148,19646852,2544296,101008886994,2359525900,101113,319271246,19214500,20894748600,17708194,1028689244,1012976282,108771647,4002496200,891228353,999976116,23884,11969,999283387,716613,1350634613,334480300,8400,337668020,999998711,1289,999905469,94531,337658331,1000,1000,1000,1000,1000,1000,1000,101009109141,2359734700,3254,319368199,19033800,20896638200,18629271,1029702321,1013037610,109358874,4002876000,890641126,999993839,6161,14565,999290555,709445,1350715845,334551100,8160,337689300,999997095,2905,999910365,89635,337678235,1000,1000,1000,1000,1000,1000,1000,101009008921,2360162200,3294,318927434,19589300,20899839600,21863679,1033083379,1013444165,109405948,4003217400,890594052,999999253,747,17105,999311940,688060,1351253560,334151100,5,337825380,999984020,15980,999913405,86595,337809395,1000,1000,1000,1000,1000,1000,1000,101008734790,2359675100,100687,319167087,19403500,20895556600,17251933,1028264833,1013208119,108874353,4002486300,891125647,999999712,288,95359,999277340,722660,1350938560,334160600,3,337747240,999983204,16796,999918859,81141,337730441,1000,1000,1000,1000,1000,1000,1000,101008927683,2359711000,103458,318993113,19521300,20896282000,27936669,1038990419,1013079002,108682313,4002671700,891317687,999982660,17340,88747,999290945,709055,1350771455,334441600,7804,337701900,999998357,1643,999911047,88953,337692453,1000,1000,1000,1000,1000,1000,1000
45000,13162350,1264849,880000000,5280000000,20000,120000,9973687147374,85804082,110786608,21552,866837650,2000,92,2769330,1733632196,5425393656,14574606344,21548966244,9980392370,19607630,2605566,101032827118,2415058100,3108,326699822,19593300,21386633000,18433137,1053215437,1036747016,104815745,4089680400,895184255,999994387,5613,98242,999307826,692174,1382325474,342437800,7740,345597840,999988358,11642,999915042,84958,345578458,1000,1000,1000,1000,1000,1000,1000,101032882453,2415187600,6127,327099246,19210900,21387778400,17056235,1051893935,1036796399,105297405,4089960300,894702595,999999565,435,96860,999308661,691339,1382392339,342462200,8161,345612680,999991421,8579,999916260,83740,345595940,1000,1000,1000,1000,1000,1000,1000,101032815965,2415676500,3211,326506792,19923800,21391507400,20947609,1055957259,1037222193,105411424,4090362000,894588576,999998916,1084,96692,999327399,672601,1382955901,342078800,3,345754780,999978931,21069,999923492,76508,345733708,1000,1000,1000,1000,1000,1000,1000,101032541735,2415072500,3234,327685883,18732700,21386257000,18405804,1053162804,1036973412,104935466,4089700800,895064534,999997689,2311,12623,999244711,755289,1382630089,342080700,2,345660060,999996619,3381,999901823,98177,345656677,1000,1000,1000,1000,1000,1000,1000,101032746402,2415221000,104591,326859377,19550400,21387955600,29661024,1064505624,1036858077,104764455,4089901200,895235545,999993586,6414,95331,999326754,673246,1382471146,342359500,1,345631940,999981130,18870,999918731,81269,345613069,1000,1000,1000,1000,1000,1000,1000
46000,13312410,1274835,900000000,5400000000,20000,120000,9973182927089,88933285,113945051,20009,886687590,2000,1,2764604,1773335162,5419478874,14580521126,21574425926,9980419356,19580644,2666518,101056589313,2470524000,3065,335322381,18897000,21877867200,19555996,1078107196,1060530442,101006988,4176984900,898993012,999999114,886,12426,999306784,693216,1414034116,350339900,6,353523100,999980580,19420,999917926,82074,353503674,1000,1000,1000,1000,1000,1000,1000,101056743618,2470822500,5922,334313360,19939500,21880593800,16487646,1075171946,1060629458,101518681,4177274400,898481319,999998761,1239,18880,999310622,689378,1414169478,350434600,8142,353557560,999990602,9398,999913880,86120,353540020,1000,1000,1000,1000,1000,1000,1000,101056526664,2471110300,3097,335253556,19155200,21882502200,21352859,1080120459,1061007326,101574108,4177642200,898425892,999983695,16305,16587,999272561,727439,1414676139,350011400,8520,353678220,999999113,887,999906287,93713,353668813,1000,1000,1000,1000,1000,1000,1000,101056260985,2470609000,104091,334710774,19717300,21878151600,18810672,1077369022,1060760995,100882912,4176758400,899117088,999998404,1596,104292,999268597,731403,1414345203,350010600,1,353592580,999991629,8371,999908092,91908,353584208,1000,1000,1000,1000,1000,1000,1000,101056478967,2470652700,103905,335489092,18879900,21878924600,29355341,1087956541,1060632931,100928804,4177159500,899071196,999993728,6272,5224,999287493,712507,1414173107,350291500,1,353552580,999987597,12403,999910124,89876,353540176,1000,1000,1000,1000,1000,1000,1000
47000,13460300,1255637,920000000,5520000000,20000,120000,9972683704471,87707224,112841550,3192,906539700,2000,1002,2799410,1813073016,5413998695,14586001305,21599180805,9980393050,19606950,2727966,101080404475,2526046400,5762,342475364,19663300,22369665600,20179868,1102528168,1084308461,97019374,4264075800,902980626,999999753,247,95379,999317318,682682,1445737582,358291900,1,361450220,999978902,21098,999920679,79321,361429121,1000,1000,1000,1000,1000,1000,1000,101080431896,2526313300,100995,342788599,19501300,22372075400,16695976,1099161526,1084415101,97743302,4264561200,902256698,999998999,1001,8497,999293396,706604,1445881504,358374000,5,361482300,999984108,15892,999915797,84203,361466403,1000,1000,1000,1000,1000,1000,1000,101080297853,2526597400,5839,343363127,18953500,22373918800,19921547,1102466797,1084788512,97749100,4264863300,902250900,999997464,2536,11464,999293352,706648,1446384448,357905800,7500,361604140,999999296,704,999910964,89036,361595936,1000,1000,1000,1000,1000,1000,1000,101080161663,2526116700,2983,342814575,19432700,22369775800,18016472,1100362872,1084541454,97098167,4264055400,902901833,999989249,10751,12982,999277728,722272,1446051172,357940000,2,361522020,999987700,12300,999914182,85818,361509718,1000,1000,1000,1000,1000,1000,1000,101080305237,2526221900,104089,342667602,19608900,22371109400,31807398,1114223998,1084428595,97047914,4264336500,902952086,999991056,8944,10842,999314547,685453,1445903553,358226400,8281,361486960,999996279,3721,999913742,86258,361474958,1000,1000,1000,1000,1000,1000,1000
48000,13608270,1255734,940000000,5640000000,20000,120000,9972182879641,88564806,113719758,20105,926391730,2000,125482,2772102,1852743250,5408793647,14591206353,21623339253,9980406798,19593202,2789648,101104154616,2581564700,5651,350453881,19656000,22861411000,21515725,1127658325,1108127059,93248197,4351323600,906751803,999988886,11114,84689,999279730,720270,1477502370,366223600,7523,369383960,999998874,1126,999904189,95811,369375311,1000,1000,1000,1000,1000,1000,1000,101104310733,2581846400,5672,350763167,19369500,22863971200,17586938,1123854338,1108229530,94031472,4351862100,905968528,999998007,1993,15135,999289605,710395,1477635995,366297600,0,369416600,999989865,10135,999905135,94865,369406465,1000,1000,1000,1000,1000,1000,1000,101104039099,2582096800,104012,350801599,19493500,22865538400,18009041,1124343091,1108542244,93818082,4351973700,906181918,999999719,281,95537,999341993,658007,1478050907,365846500,8162,369533080,999983745,16255,999920037,79963,369508663,1000,1000,1000,1000,1000,1000,1000,101103934986,2581563800,2891,350965072,19188600,22860960400,17128896,1123243446,1108292740,93277456,4351263000,906722544,999990215,9785,17859,999288719,711281,1477723481,365882200,8242,369439500,999999483,517,999903959,96041,369430741,1000,1000,1000,1000,1000,1000,1000,101104150779,2581618000,5624,351420238,18663900,22861726400,33363934,1139519584,1108178955,93246721,4351565700,906753279,999999722,278,8501,999329846,670154,1477564254,366110500,3,369408360,999976942,23058,999921401,78599,369385299,1000,1000,1000,1000,1000,1000,1000
49000,13753760,1256036,960000000,5760000000,20000,120000,9971685304049,86816406,112101119,3043,946246240,2000,125487,2796919,1892486394,5404027755,14595972245,21646937245,9980363221,19636779,2851015,101127844362,2637061000,101376,359067517,19040100,23352902800,22550123,1152473923,1131918447,89605240,4438652400,910394760,999997986,2014,19346,999310299,689701,1509219401,374104500,1,377316540,999984415,15585,999912446,87554,377300954,1000,1000,1000,1000,1000,1000,1000,101127978778,2637292100,104394,358917000,19233200,23354985800,20410984,1150436084,1131983790,90139193,4438976700,909860807,999998417,1583,95024,999292634,707366,1509306466,374209200,2,377338440,999984238,15762,999919224,80776,377322676,1000,1000,1000,1000,1000,1000,1000,101127803556,2637618700,101066,358635242,19657000,23357327000,15353182,1145483782,1132358430,90057663,4439195700,909942337,999990437,9563,93974,999269844,730156,1509810956,373822900,7642,377461020,999999148,852,999904974,95026,377452526,1000,1000,1000,1000,1000,1000,1000,101127654626,2637133300,103631,358306494,19895300,23353156200,16785278,1146715878,1132104262,89474303,4438431600,910525697,999994722,5278,102319,999277857,722143,1509472243,373839000,7720,377376020,999999681,319,999904119,95881,377367981,1000,1000,1000,1000,1000,1000,1000,101127809130,2637167500,101429,358342590,19804700,23353695800,33548760,1163508810,1132012274,89327497,4438593900,910672503,999998350,1650,100353,999300579,699421,1509349121,374023000,7860,377346440,999998267,1733,999910553,89447,377336847,1000,1000,1000,1000,1000,1000,1000
50000,13898190,1274832,980000000,5880000000,20000,120000,9971185723122,87482688,112764862,20110,966101810,2000,1,2768874,1932163400,5399481410,14600518590,21670162190,9980399046,19600954,2912346,101151658606,2692583300,103635,366226250,19797500,23844684200,20573513,1174293363,1155687542,85736315,4525738500,914263685,999999162,838,106447,999323105,676895,1540913695,382059300,7984,385243220,999990917,9083,999917447,82553,385226153,1000,1000,1000,1000,1000,1000,1000,101151727042,2692747100,103868,366713697,19367200,23846158200,18963380,1172754880,1155768079,86307807,4526091900,913692193,999998677,1323,95870,999288991,711009,1541019109,382110800,1,385266020,999985011,14989,999913070,86930,385251030,1000,1000,1000,1000,1000,1000,1000,101151645093,2693197500,101529,366252127,19953500,23849619800,17592341,1171543891,1156159332,86406591,4526487600,913593409,999998165,1835,76074,999291242,708758,1541545158,381772300,7660,385395340,999998146,1854,999908574,91426,385385826,1000,1000,1000,1000,1000,1000,1000,101151506374,2692570500,2945,367192246,18833600,23844153800,17810153,1171498453,1155870694,85878880,4525770300,914121120,999999153,847,15873,999276879,723121,1541160121,381745700,7940,385299780,999997587,2413,999904473,95527,385289427,1000,1000,1000,1000,1000,1000,1000,101151631012,2692695100,103623,366151528,19915000,23845519800,34876480,1188634580,1155799530,85623692,4525833600,914376308,999998537,1463,102545,999314915,685085,1541060385,381962000,0,385277820,999983035,16965,999918045,81955,385260855,1000,1000,1000,1000,1000,1000,1000
