Time,N,P
279300,1560835996,45211187
279400,1561688684,45465714
279500,1562538714,45721291
279600,1563382008,45981625
279700,1564223190,46241464
279800,1565061472,46503427
279900,1565896181,46769014
280000,1566726008,47034334
280100,1567552538,47302454
280200,1568376973,47571839
280300,1569197097,47843432
280400,1570013852,48117528
280500,1570829038,48391739
280600,1571638001,48667505
280700,1572443678,48946143
280800,1573244944,49227010
280900,1574040293,49509542
281000,1574833214,49794037
281100,1575620367,50082832
281200,1576404037,50373395
281300,1577187103,50663255
281400,1577961149,50956388
281500,1578732731,51253772
281600,1579500229,51552006
281700,1580262946,51850601
281800,1581022811,52151544
281900,1581779170,52453978
282000,1582526026,52762277
282100,1583272433,53072012
282200,1584013720,53382258
282300,1584751598,53692507
282400,1585482131,54008465
282500,1586213153,54325220
282600,1586932940,54646698
282700,1587651316,54968654
282800,1588362097,55294287
282900,1589070909,55621079
283000,1589774398,55949377
283100,1590471162,56280685
283200,1591162373,56615299
283300,1591847486,56951484
283400,1592527869,57291071
283500,1593207875,57630283
283600,1593880725,57973995
283700,1594547094,58320556
283800,1595209967,58668924
283900,1595865177,59020496
284000,1596519088,59373204
284100,1597166448,59726738
284200,1597808874,60083386
284300,1598444988,60443545
284400,1599070876,60808876
284500,1599696958,61173219
284600,1600314663,61539771
284700,1600925983,61910285
284800,1601533505,62281744
284900,1602133684,62659186
285000,1602728891,63038374
285100,1603321129,63418315
285200,1603907528,63801038
285300,1604485247,64186468
285400,1605055439,64575913
285500,1605623370,64967166
285600,1606181123,65363173
285700,1606734683,65760079
285800,1607280336,66160746
285900,1607821374,66563582
286000,1608354534,66968543
286100,1608880504,67378182
286200,1609399455,67791514
286300,1609912971,68205768
286400,1610421362,68624429
286500,1610920769,69046288
286600,1611414273,69469160
286700,1611901794,69894207
286800,1612383796,70323565
286900,1612858629,70756741
287000,1613327271,71191723
287100,1613788942,71628021
287200,1614243687,72067350
287300,1614691711,72508664
287400,1615133264,72955578
287500,1615567101,73405653
287600,1615995548,73856641
287700,1616410452,74314248
287800,1616818981,74775843
287900,1617221527,75239658
288000,1617620781,75704226
288100,1618013818,76171987
288200,1618395618,76644314
288300,1618771410,77116183
288400,1619138586,77593575
288500,1619498699,78074925
288600,1619848055,78560502
288700,1620193161,79050345
288800,1620528341,79542695
288900,1620857942,80036617
289000,1621177392,80537475
289100,1621492815,81037287
289200,1621796876,81540746
289300,1622089687,82049133
289400,1622376370,82561475
289500,1622657950,83074891
289600,1622932452,83590592
289700,1623194834,84112382
289800,1623448993,84635420
289900,1623692753,85163941
290000,1623928715,85695066
290100,1624154064,86230302
290200,1624373870,86770565
290300,1624583351,87316111
290400,1624787556,87860845
290500,1624981463,88410910
290600,1625163469,88968718
290700,1625339262,89527081
290800,1625504601,90091315
290900,1625662409,90654663
291000,1625809943,91223032
291100,1625948236,91793503
291200,1626074270,92370065
291300,1626196904,92946806
291400,1626302400,93532276
291500,1626404415,94117707
291600,1626495372,94710638
291700,1626572006,95307606
291800,1626642884,95908861
291900,1626704086,96510573
292000,1626756138,97117093
292100,1626801574,97723270
292200,1626831884,98338732
292300,1626856745,98954166
292400,1626869028,99576552
292500,1626870712,100202554
292600,1626861824,100832220
292700,1626841809,101463563
292800,1626814393,102099417
292900,1626773294,102741521
293000,1626721426,103389372
293100,1626662737,104038012
293200,1626591558,104692206
293300,1626509760,105350200
293400,1626416174,106012328
293500,1626314506,106678909
293600,1626201051,107348938
293700,1626078573,108021792
293800,1625944427,108698647
293900,1625798167,109379369
294000,1625639479,110065923
294100,1625469738,110755927
294200,1625291718,111447782
294300,1625101296,112146500
294400,1624897375,112850902
294500,1624682350,113557120
294600,1624457677,114268317
294700,1624219630,114983183
294800,1623973473,115700763
294900,1623711613,116427675
295000,1623439765,117154578
295100,1623157666,117883808
295200,1622861593,118621508
295300,1622555251,119359719
295400,1622238019,120104122
295500,1621904701,120853208
295600,1621560039,121608420
295700,1621203744,122366033
295800,1620837645,123124891
295900,1620455718,123891225
296000,1620060571,124661521
296100,1619655359,125434808
296200,1619235574,126217283
296300,1618806518,127001123
296400,1618358857,127790931
296500,1617903082,128582716
296600,1617436855,129376394
296700,1616955425,130178480
296800,1616460343,130983079
296900,1615952349,131793457
297000,1615434246,132607823
297100,1614901236,133426191
297200,1614352407,134250586
297300,1613792837,135075761
297400,1613219405,135907670
297500,1612637066,136738147
297600,1612038871,137574835
297700,1611430739,138417134
297800,1610811842,139265736
297900,1610171777,140117794
298000,1609518236,140974628
298100,1608848995,141838695
298200,1608167775,142705311
298300,1607474222,143571950
298400,1606766428,144445508
298500,1606046769,145324685
298600,1605315524,146204465
298700,1604566488,147090997
298800,1603804163,147983424
298900,1603029162,148876730
299000,1602241183,149775461
299100,1601435523,150678353
299200,1600615251,151587093
299300,1599781356,152502143
299400,1598936331,153417993
299500,1598074919,154340474
299600,1597198085,155266052
299700,1596308491,156196954
299800,1595406248,157128442
299900,1594487002,158066816
300000,1593558735,159008514
300100,1592613127,159949884
300200,1591651124,160900277
300300,1590676041,161851647
300400,1589683797,162811036
300500,1588677597,163775501
300600,1587657880,164739859
300700,1586624061,165707721
300800,1585575124,166682712
300900,1584510878,167660580
301000,1583429571,168642488
301100,1582336008,169628228
301200,1581226251,170619221
301300,1580100926,171612290
301400,1578960492,172608499
301500,1577808975,173611247
301600,1576638728,174618182
301700,1575454793,175627571
301800,1574255329,176642344
301900,1573044209,177656762
302000,1571817293,178676720
302100,1570572278,179697923
302200,1569312523,180723264
302300,1568035589,181756085
302400,1566744336,182795352
302500,1565438453,183831571
302600,1564120685,184869974
302700,1562787952,185914218
302800,1561436105,186964948
302900,1560071631,188016460
303000,1558693004,189070850
303100,1557294335,190129723
303200,1555885218,191190480
303300,1554460818,192252562
303400,1553021815,193317754
303500,1551566420,194389329
303600,1550096010,195460909
303700,1548607600,196539862
303800,1547103188,197620861
303900,1545583977,198705647
304000,1544052416,199788757
304100,1542503846,200879248
304200,1540939759,201972417
304300,1539362100,203068519
304400,1537766556,204166157
304500,1536156913,205261839
304600,1534530756,206365355
304700,1532890212,207469735
304800,1531238424,208574006
304900,1529569120,209687752
305000,1527883375,210798237
305100,1526185396,211908208
305200,1524473141,213020901
305300,1522746228,214137638
305400,1521002356,215256092
305500,1519244758,216376815
305600,1517469940,217498316
305700,1515680949,218620925
305800,1513881105,219748188
305900,1512062606,220882078
306000,1510226456,222015241
306100,1508379794,223149277
306200,1506515977,224284259
306300,1504632747,225426614
306400,1502738189,226568220
306500,1500827197,227709840
306600,1498906206,228848696
306700,1496965225,229988603
306800,1495012918,231132358
306900,1493044313,232274968
307000,1491066812,233416097
307100,1489072841,234559378
307200,1487065350,235704107
307300,1485041195,236853888
307400,1482999186,238005640
307500,1480946410,239155560
307600,1478875322,240307150
307700,1476797783,241451792
307800,1474704281,242600746
307900,1472591956,243751955
308000,1470465706,244904309
308100,1468331518,246055145
308200,1466177823,247207876
308300,1464012831,248359190
308400,1461841245,249506860
308500,1459649009,250657849
308600,1457440949,251812627
308700,1455222477,252961128
308800,1452991066,254110676
308900,1450748074,255260418
309000,1448486619,256409650
309100,1446215051,257557702
309200,1443926895,258710172
309300,1441627557,259858051
309400,1439315891,261001683
309500,1436992472,262144850
309600,1434654898,263291535
309700,1432304487,264437216
309800,1429946278,265577360
309900,1427573146,266716652
310000,1425187724,267854576
310100,1422790638,268990614
310200,1420382037,270128152
310300,1417962750,271261807
310400,1415527473,272394483
310500,1413079059,273523478
310600,1410619220,274654742
310700,1408150513,275776724
310800,1405672624,276896765
310900,1403181234,278017328
311000,1400676704,279138388
311100,1398166157,280253338
311200,1395641837,281371291
311300,1393103405,282486519
311400,1390555060,283594958
311500,1387998826,284700511
311600,1385430364,285802518
311700,1382853324,286899787
311800,1380263246,287999890
311900,1377666790,289095578
312000,1375059113,290182234
312100,1372436794,291272482
312200,1369807566,292354399
312300,1367168776,293431926
312400,1364516573,294507430
312500,1361855242,295579852
312600,1359187251,296647015
312700,1356508055,297713435
312800,1353821081,298768036
312900,1351124703,299826061
313000,1348421693,300874309
313100,1345707988,301918244
313200,1342986796,302958199
313300,1340254818,303998344
313400,1337519008,305028356
313500,1334773017,306056857
313600,1332022547,307077584
313700,1329260158,308094755
313800,1326488712,309107485
313900,1323711354,310113552
314000,1320927059,311114544
314100,1318136705,312110102
314200,1315339404,313098907
314300,1312536841,314079004
314400,1309726924,315054929
314500,1306908107,316024118
314600,1304083588,316989798
314700,1301253541,317948582
314800,1298417738,318900574
314900,1295575234,319845919
315000,1292721411,320789149
315100,1289868776,321724218
315200,1287006792,322655146
315300,1284139692,323578505
315400,1281265175,324497569
315500,1278384393,325409817
315600,1275501068,326307469
315700,1272615226,327198889
315800,1269720108,328087854
315900,1266822119,328970393
316000,1263921059,329841739
316100,1261013914,330707220
316200,1258098745,331571632
316300,1255183436,332425742
316400,1252268039,333265932
316500,1249348072,334104286
316600,1246424762,334932492
316700,1243496239,335752527
316800,1240567559,336564379
316900,1237633058,337366358
317000,1234695386,338162329
317100,1231754965,338949474
317200,1228811054,339726743
317300,1225866556,340495708
317400,1222919156,341259462
317500,1219972239,342014628
317600,1217014628,342768193
317700,1214062566,343505107
317800,1211109129,344231886
317900,1208151274,344951950
318000,1205192322,345665502
318100,1202233408,346366976
318200,1199271488,347064447
318300,1196309007,347753798
318400,1193343078,348436977
318500,1190377243,349109570
318600,1187416439,349763405
318700,1184449920,350417371
318800,1181485851,351058284
318900,1178518788,351692949
319000,1175552617,352319334
319100,1172588071,352932085
319200,1169626167,353531553
319300,1166663858,354122777
319400,1163699127,354707192
319500,1160737357,355283409
319600,1157773611,355848496
319700,1154810448,356408620
319800,1151852909,356954814
319900,1148893260,357489753
320000,1145938081,358015307
320100,1142981802,358531505
320200,1140028954,359039308
320300,1137076063,359535938
320400,1134128961,360018565
320500,1131179126,360499553
320600,1128225528,360971977
320700,1125283160,361429707
320800,1122344457,361874456
320900,1119404560,362312213
321000,1116473001,362735671
321100,1113541821,363152981
321200,1110616441,363555298
321300,1107694591,363948666
321400,1104774374,364332763
321500,1101857939,364708154
321600,1098944246,365071211
321700,1096029225,365430509
321800,1093121821,365777161
321900,1090217727,366113828
322000,1087320189,366437239
322100,1084429597,366749528
322200,1081538667,367057248
322300,1078655963,367349002
322400,1075774681,367629395
322500,1072900052,367898406
322600,1070028085,368161205
322700,1067162177,368408508
322800,1064301701,368645744
322900,1061443964,368876613
323000,1058592145,369102609
323100,1055747349,369312440
323200,1052909282,369511055
323300,1050076660,369698660
323400,1047249485,369876447
323500,1044422404,370051350
323600,1041600044,370210747
323700,1038790358,370360252
323800,1035983743,370496784
323900,1033183747,370627294
324000,1030392318,370741945
324100,1027606968,370848659
324200,1024825254,370944200
324300,1022053360,371028574
324400,1019287150,371105637
324500,1016527121,371171646
324600,1013773552,371230521
324700,1011027153,371276245
324800,1008290374,371310207
324900,1005557289,371336535
325000,1002829859,371353909
325100,1000111483,371359204
325200,997402926,371354228
325300,994701098,371339655
325400,992007433,371310303
325500,989319743,371275419
325600,986638180,371235560
325700,983965845,371181822
325800,981298263,371119807
325900,978640031,371047096
326000,975988373,370965689
326100,973346053,370874236
326200,970714519,370770452
326300,968088411,370658558
326400,965472465,370534781
326500,962864134,370404646
326600,960264660,370262033
326700,957677228,370104350
326800,955093881,369945136
326900,952517824,369773875
327000,949952205,369599486
327100,947397839,369406771
327200,944848340,369205358
327300,942307899,369001400
327400,939774706,368783769
327500,937253813,368557269
327600,934744134,368317329
327700,932238206,368075594
327800,929747113,367819007
327900,927260345,367558536
328000,924785016,367287057
328100,922317953,367004835
328200,919861259,366718403
328300,917414749,366418505
328400,914975261,366109330
328500,912547857,365788879
328600,910123338,365467627
328700,907714005,365132897
328800,905310448,364789211
328900,902916936,364439840
329000,900534265,364076730
329100,898160535,363713814
329200,895796813,363337140
329300,893444502,362952665
329400,891101038,362560311
329500,888766966,362162420
329600,886441272,361754053
329700,884127232,361337225
329800,881820741,360915107
329900,879528042,360480921
330000,877240122,360044889
330100,874963790,359601699
330200,872695020,359151531
330300,870438523,358689735
330400,868194474,358219555
330500,865957739,357742669
330600,863731949,357259924
330700,861513639,356771620
330800,859307211,356273812
330900,857110039,355767741
331000,854921247,355259235
331100,852745503,354737682
331200,850575086,354214586
331300,848417275,353681886
331400,846270482,353141788
331500,844133681,352590444
331600,842008610,352035051
331700,839892080,351471862
331800,837787251,350901087
331900,835692831,350325486
332000,833604862,349748959
332100,831528354,349167647
332200,829463493,348574453
332300,827407317,347969518
332400,825363274,347367769
332500,823326414,346755433
332600,821298827,346139460
332700,819283846,345517204
332800,817279666,344888212
332900,815280148,344260411
333000,813296922,343620251
333100,811319328,342975772
333200,809354499,342326810
333300,807399363,341669793
333400,805455596,341004988
333500,803519279,340337716
333600,801589333,339669930
333700,799674687,338993639
333800,797771418,338313264
333900,795876365,337630444
334000,793991466,336937418
334100,792114017,336243693
334200,790249160,335538532
334300,788398244,334833146
334400,786554623,334123326
334500,784718663,333408050
334600,782890515,332690361
334700,781071340,331970888
334800,779265595,331241875
334900,777469588,330508841
335000,775682616,329772595
335100,773905450,329028784
335200,772139339,328280579
335300,770382567,327528497
335400,768636526,326773490
335500,766900381,326014227
335600,765174358,325251675
335700,763456260,324486323
335800,761750014,323713514
335900,760051547,322940720
336000,758363829,322161866
336100,756682405,321381502
336200,755010861,320596050
336300,753352202,319812762
336400,751702457,319022077
336500,750063790,318225169
336600,748432340,317423890
336700,746811771,316622321
336800,745199455,315815644
336900,743598117,315005201
337000,742002513,314197769
337100,740417532,313387102
337200,738844760,312567969
337300,737279313,311754088
337400,735721176,310934800
337500,734175322,310112295
337600,732636157,309284437
337700,731109900,308455281
337800,729590825,307626368
337900,728076306,306796757
338000,726576831,305959491
338100,725085994,305118934
338200,723605403,304276756
338300,722132171,303433617
338400,720666037,302592887
338500,719212265,301747022
338600,717765248,300899179
338700,716327477,300052459
338800,714897429,299199360
338900,713476926,298343768
339000,712066741,297486268
339100,710666401,296628330
339200,709274479,295769639
339300,707891416,294905607
339400,706515547,294040062
339500,705150511,293174701
339600,703795093,292306588
339700,702447186,291442410
339800,701105559,290575480
339900,699773985,289708856
340000,698449729,288841549
340100,697134978,287971817
340200,695832361,287095468
340300,694536705,286219414
340400,693246768,285345974
340500,691965325,284468993
340600,690693110,283593126
340700,689428963,282717153
340800,688172076,281836891
340900,686925018,280959722
341000,685684825,280081850
341100,684452366,279206216
341200,683229137,278324599
341300,682015678,277442672
341400,680811484,276559768
341500,679611458,275676903
341600,678423490,274790908
341700,677243566,273905554
341800,676070875,273018781
341900,674904195,272132315
342000,673744719,271250577
342100,672597533,270362951
342200,671456379,269475417
342300,670323138,268587210
342400,669201029,267699205
342500,668081785,266814170
342600,666973268,265927788
342700,665869501,265041487
342800,664775872,264157052
342900,663689725,263268712
343000,662609410,262380392
343100,661537547,261494227
343200,660471098,260611365
343300,659413343,259726989
343400,658364642,258842945
343500,657322849,257958750
343600,656286686,257077046
343700,655258920,256193107
343800,654239029,255314437
343900,653227326,254430574
344000,652222509,253546341
344100,651225697,252665103
344200,650236473,251783928
344300,649255821,250905992
344400,648278236,250031126
344500,647310986,249150512
344600,646347029,248272312
344700,645390592,247396804
344800,644445802,246516553
344900,643508192,245634914
345000,642572855,244763556
345100,641643251,243888922
345200,640723103,243015505
345300,639806484,242146160
345400,638898968,241273866
345500,637998634,240403519
345600,637106403,239533558
345700,636218066,238668083
345800,635344046,237797157
345900,634472649,236932011
346000,633607497,236067948
346100,632749102,235203100
346200,631898930,234337746
346300,631056662,233473888
346400,630216823,232614544
346500,629384075,231757793
346600,628557936,230901465
346700,627740728,230044404
346800,626927326,229189467
346900,626119877,228339486
347000,625318565,227486417
347100,624523298,226635868
347200,623734628,225786761
347300,622952119,224938062
347400,622179428,224089745
347500,621412649,223243780
347600,620649801,222401175
347700,619893309,221557023
347800,619143780,220712079
347900,618397714,219873871
348000,617657016,219038011
348100,616925117,218200212
348200,616197940,217368079
348300,615477725,216533711
348400,614761386,215704975
348500,614052624,214878880
348600,613350410,214053102
348700,612652656,213225393
348800,611961611,212400716
348900,611276367,211578918
349000,610594272,210761506
349100,609921234,209939665
349200,609252620,209122293
349300,608592949,208306407
349400,607939096,207492451
349500,607290076,206678060
349600,606645252,205868317
349700,606006471,205060610
349800,605370562,204255543
349900,604744504,203447961
350000,604121133,202640924
350100,603504042,201839272
350200,602892811,201041108
350300,602285964,200241589
350400,601683319,199443196
350500,601088959,198646846
350600,600501107,197853474
350700,599918758,197064792
350800,599339753,196278912
350900,598765773,195491584
351000,598196955,194706103
351100,597633705,193926413
351200,597075263,193145207
351300,596521047,192372036
351400,595974219,191596878
351500,595431559,190822436
351600,594891089,190053309
351700,594357141,189284883
351800,593829200,188521662
351900,593306194,187755391
352000,592790110,186993577
352100,592278132,186231663
352200,591769913,185473048
352300,591267299,184715908
352400,590768896,183962538
352500,590275554,183210489
352600,589789138,182457889
352700,589304710,181711834
352800,588824122,180966715
352900,588351930,180222986
353000,587883648,179482621
353100,587418772,178742765
353200,586960627,178004154
353300,586505721,177269773
353400,586053876,176538164
353500,585610283,175805336
353600,585168435,175076275
353700,584729072,174353303
353800,584296065,173629144
353900,583868638,172907923
354000,583447433,172189186
354100,583027630,171475859
354200,582612671,170763001
354300,582203638,170050641
354400,581800086,169339180
354500,581398036,168632097
354600,581002567,167926633
354700,580613828,167220578
354800,580223720,166523208
354900,579839781,165827211
355000,579459615,165131684
355100,579085323,164435986
355200,578713564,163744999
355300,578345461,163056958
355400,577981784,162371552
355500,577622966,161689533
355600,577269220,161005128
355700,576918318,160325076
355800,576572514,159643866
355900,576230857,158970876
356000,575891377,158301305
356100,575556894,157632701
356200,575225900,156967967
356300,574897940,156304853
356400,574577884,155642134
356500,574260289,154981166
356600,573945273,154321638
356700,573633625,153667260
356800,573329768,153014015
356900,573028557,152360828
357000,572731551,151712135
357100,572438996,151063053
357200,572148927,150416258
357300,571863548,149773667
357400,571578769,149133881
357500,571298923,148497577
357600,571024915,147859421
357700,570753430,147227006
357800,570484824,146595572
357900,570221110,145964841
358000,569960682,145338166
358100,569704635,144714113
358200,569450898,144093515
358300,569203333,143473062
358400,568959167,142853352
358500,568716829,142237296
358600,568478393,141625411
358700,568242871,141014080
358800,568011564,140407526
358900,567784116,139801387
359000,567560326,139197297
359100,567341667,138598150
359200,567123010,138002742
359300,566909140,137407155
359400,566697832,136815084
359500,566490139,136223699
359600,566285395,135632297
359700,566084649,135046448
359800,565885526,134463468
359900,565691515,133881440
360000,565502140,133300198
360100,565315950,132721133
360200,565133750,132143304
360300,564952331,131571453
360400,564777566,130997896
360500,564603025,130427554
360600,564432415,129861272
360700,564265531,129297513
360800,564103725,128733364
360900,563943710,128173456
361000,563784067,127615898
361100,563627319,127060443
361200,563476182,126508234
361300,563327168,125956467
361400,563181182,125408046
361500,563039868,124862378
361600,562901415,124318908
361700,562764990,123779391
361800,562631413,123240130
361900,562501458,122701090
362000,562374845,122164646
362100,562252439,121629932
362200,562132562,121099871
362300,562015911,120571429
362400,561901912,120043739
362500,561790417,119516808
362600,561682621,118994913
362700,561575722,118476339
362800,561473941,117957769
362900,561374212,117443136
363000,561279235,116929792
363100,561185717,116419130
363200,561094493,115910497
363300,561006160,115403198
363400,560921378,114898449
363500,560837649,114394552
363600,560758522,113892608
363700,560682527,113391969
363800,560609515,112892944
363900,560539199,112399930
364000,560471954,111906830
364100,560407012,111413530
364200,560344689,110924927
364300,560284836,110439149
364400,560227584,109953994
364500,560172857,109471211
364600,560122009,108989707
364700,560074028,108511250
364800,560029197,108032401
364900,559984455,107558248
365000,559942855,107086804
365100,559904529,106616738
365200,559869578,106146238
365300,559835241,105680640
365400,559805664,105215344
365500,559778593,104750995
365600,559752067,104291512
365700,559730442,103832371
365800,559710108,103377017
365900,559693142,102921952
366000,559676596,102469796
366100,559664289,102020121
366200,559654721,101572523
366300,559647947,101125275
366400,559643529,100679924
366500,559641031,100237729
366600,559640944,99796841
366700,559642450,99359342
366800,559648260,98922633
366900,559654953,98489102
367000,559665124,98055497
367100,559677233,97625386
367200,559690290,97199502
367300,559706859,96771712
367400,559726449,96346919
367500,559748690,95923402
367600,559771777,95502200
367700,559799858,95082484
367800,559829610,94664633
367900,559861245,94246637
368000,559894851,93832696
368100,559931334,93421849
368200,559970186,93010531
368300,560009425,92603717
368400,560052001,92194593
368500,560092795,91792588
368600,560139845,91391283
368700,560188445,90989143
368800,560240284,90590488
368900,560293408,90194472
369000,560348954,89798822
369100,560407347,89404684
369200,560468333,89010989
369300,560531358,88621144
369400,560595369,88233290
369500,560663472,87847378
369600,560732788,87462720
369700,560803643,87081285
369800,560876623,86699480
369900,560951617,86319314
370000,561029633,85941917
370100,561108379,85565768
370200,561191425,85189659
370300,561274613,84815666
370400,561362360,84442891
370500,561451700,84072684
370600,561543136,83706043
370700,561635181,83338550
370800,561729200,82974872
370900,561826841,82611502
371000,561924793,82250964
371100,562024185,81892157
371200,562126669,81535670
371300,562232004,81180480
371400,562339030,80825078
371500,562448258,80472841
371600,562557356,80123273
371700,562669281,79775426
371800,562783528,79429068
371900,562900948,79083000
372000,563020045,78737619
372100,563141437,78394233
372200,563262514,78053650
372300,563386340,77713635
372400,563512975,77372707
372500,563640717,77037077
372600,563769410,76702637
372700,563902132,76368971
372800,564036211,76036891
372900,564171314,75706775
373000,564310135,75376101
373100,564449125,75047260
373200,564592167,74720682
373300,564736430,74396740
373400,564882573,74074471
373500,565029296,73752903
373600,565179711,73432684
373700,565332129,73114100
373800,565484793,72798871
373900,565640358,72483635
374000,565797040,72170213
374100,565957975,71856711
374200,566120888,71544887
374300,566283441,71236255
374400,566446705,70927765
374500,566612763,70621408
374600,566780014,70316256
374700,566948683,70012873
374800,567118498,69710979
374900,567292168,69409929
375000,567466535,69111095
375100,567642662,68812252
375200,567819863,68515954
375300,567998828,68220847
375400,568180895,67927032
375500,568363323,67634623
375600,568547927,67343083
375700,568733314,67054253
375800,568919736,66767817
375900,569110303,66480820
376000,569303264,66194494
376100,569495695,65911782
376200,569690313,65629964
376300,569886850,65347565
376400,570085334,65068799
376500,570284307,64789349
376600,570485351,64511236
376700,570689465,64234500
376800,570894939,63958497
376900,571100700,63684342
377000,571309830,63412710
377100,571520333,63142266
377200,571732801,62872066
377300,571946416,62603162
377400,572160726,62337556
377500,572375860,62071935
377600,572593051,61807304
377700,572812314,61545842
377800,573029945,61284328
377900,573252892,61022850
378000,573477541,60762954
378100,573702664,60504920
378200,573928811,60248868
378300,574157791,59992515
378400,574389648,59737498
378500,574621844,59483552
378600,574854413,59230217
378700,575089637,58978296
378800,575326793,58726804
378900,575564964,58477984
379000,575806384,58228491
379100,576047621,57982659
379200,576290899,57738791
379300,576534202,57496103
379400,576778726,57253791
379500,577024995,57012984
379600,577271895,56771163
379700,577519549,56531756
379800,577770915,56292612
379900,578024446,56056218
380000,578279202,55818361
380100,578536134,55583489
380200,578792565,55349864
380300,579052066,55116758
380400,579313857,54884926
380500,579574997,54654484
380600,579838424,54426437
380700,580102327,54199185
380800,580367609,53973414
380900,580635741,53749111
381000,580904690,53524306
381100,581174270,53301130
381200,581444932,53077591
381300,581719740,52856118
381400,581994935,52635194
381500,582271498,52415456
381600,582548750,52197447
381700,582827366,51979086
381800,583108226,51762880
381900,583390233,51547565
382000,583672873,51332797
382100,583956648,51119938
382200,584245313,50906846
382300,584532091,50695340
382400,584821156,50484457
382500,585110191,50276559
382600,585402750,50067879
382700,585695447,49860697
382800,585989668,49655025
382900,586284529,49449116
383000,586581022,49245368
383100,586879510,49042441
383200,587178712,48840111
383300,587480131,48638241
383400,587783751,48438371
383500,588087112,48239808
383600,588393084,48041715
383700,588699773,47845265
383800,589007281,47648997
383900,589316355,47452673
384000,589626433,47257936
384100,589936021,47065368
384200,590247676,46872854
384300,590560858,46680406
384400,590875150,46490498
384500,591191728,46300726
384600,591511020,46113708
384700,591829682,45926732
384800,592148802,45739930
384900,592470200,45553444
385000,592792900,45370104
385100,593117229,45184087
385200,593441745,45000717
385300,593768127,44819020
385400,594096524,44637268
385500,594425342,44455634
385600,594757605,44273815
385700,595089776,44094985
385800,595424028,43916202
385900,595759101,43738723
386000,596096774,43561540
386100,596434581,43387268
386200,596772922,43213652
386300,597110347,43039222
386400,597450437,42866270
386500,597791346,42694378
386600,598134155,42523753
386700,598478235,42353974
386800,598823510,42184861
386900,599168919,42015010
387000,599516369,41847682
387100,599865626,41679967
387200,600215813,41514023
387300,600567100,41349591
387400,600919036,41184701
387500,601273033,41021048
387600,601627837,40858029
387700,601984561,40696063
387800,602342122,40535076
387900,602701182,40374340
388000,603060257,40214533
388100,603422325,40055515
388200,603784160,39896245
388300,604147348,39738683
388400,604510379,39582375
388500,604875340,39425850
388600,605240996,39270742
388700,605610399,39116545
388800,605980152,38961018
388900,606350294,38809138
389000,606722863,38656459
389100,607096314,38505275
389200,607467956,38353359
389300,607843505,38201962
389400,608220709,38051685
389500,608597411,37903185
389600,608976538,37754666
389700,609355509,37607620
389800,609735456,37460611
389900,610118017,37313781
390000,610499808,37168825
390100,610884202,37023760
390200,611270786,36879877
390300,611658164,36736475
390400,612045117,36594432
390500,612433307,36453457
390600,612822911,36312721
390700,613213189,36172232
390800,613604158,36033111
390900,613997737,35894095
391000,614392594,35756326
391100,614788734,35619170
391200,615186270,35480876
391300,615584366,35344237
391400,615982676,35209169
391500,616381159,35074532
391600,616780017,34939939
391700,617183030,34806606
391800,617586264,34674563
391900,617990401,34543731
392000,618395405,34412225
392100,618799617,34281285
392200,619206289,34151047
392300,619615943,34020506
392400,620024654,33891953
392500,620435026,33763819
392600,620847285,33635238
392700,621260640,33507644
392800,621674110,33379918
392900,622090066,33253963
393000,622506513,33127419
393100,622922271,33002714
393200,623340488,32878701
393300,623757576,32756240
393400,624177710,32632858
393500,624597965,32510965
393600,625020080,32389189
393700,625443116,32268969
393800,625868011,32147072
393900,626292627,32027050
394000,626720958,31908191
394100,627147797,31789199
394200,627575255,31671335
394300,628004522,31554230
394400,628434549,31436431
394500,628865492,31320697
394600,629298910,31204702
394700,629733058,31088622
394800,630168986,30974075
394900,630605372,30858985
395000,631042050,30744047
395100,631480588,30631147
395200,631918757,30518402
395300,632359349,30405252
395400,632799740,30294486
395500,633239532,30184919
395600,633684076,30074314
395700,634128246,29964072
395800,634572706,29855622
395900,635018125,29747560
396000,635465380,29640189
396100,635913802,29532348
396200,636362416,29425452
396300,636812436,29318594
396400,637263574,29212706
396500,637714116,29107001
396600,638166335,29002048
396700,638619535,28897694
396800,639073872,28793587
396900,639528863,28690829
397000,639985281,28588148
397100,640442153,28486083
397200,640900200,28384055
397300,641359224,28281701
397400,641819832,28180680
397500,642282319,28079834
397600,642744989,27979696
397700,643208489,27879380
397800,643672214,27780653
397900,644138258,27682516
398000,644603335,27585299
398100,645069202,27487128
398200,645537042,27389442
398300,646007638,27291660
398400,646478199,27194808
398500,646950142,27098492
398600,647422636,27003238
398700,647895633,26907682
398800,648370372,26814005
398900,648845355,26719834
399000,649321913,26627487
399100,649798164,26533751
399200,650278161,26440907
399300,650756571,26348173
399400,651236404,26255846
399500,651719039,26164594
399600,652200274,26073970
399700,652683422,25982904
399800,653167838,25892159
399900,653651871,25803668
400000,654137361,25714494
400100,654624863,25625913
400200,655113480,25537777
400300,655602034,25449428
400400,656091148,25362717
400500,656583086,25274827
400600,657074583,25187932
400700,657566198,25102853
400800,658060533,25015954
400900,658554570,24931472
401000,659049531,24846793
401100,659547242,24760693
401200,660043987,24675732
401300,660543050,24591454
401400,661041512,24507836
401500,661542119,24423501
401600,662043302,24342331
401700,662545121,24259106
401800,663047214,24177509
401900,663551231,24095613
402000,664054747,24014218
402100,664560177,23933124
402200,665065263,23853255
