Time,H2O,OH-,H+,a,b,c,r,H2O:=C1_1,OH-:=C1_1,H+:=C1_1,a:=C1_1,b:=C1_1,c:=C1_1,en_X:=C1_1,en_Z:=C1_1,l:=C1_1,m:=C1_1,q:=C1_1,r:=C1_1,ATP:=C1_1,ADP:=C1_1,Pi:=C1_1,mem_P1:=C1_1,mem_P2:=C1_1,mem_P6:=C1_1,H2O:=C1_2,OH-:=C1_2,H+:=C1_2,a:=C1_2,b:=C1_2,c:=C1_2,en_X:=C1_2,en_Z:=C1_2,l:=C1_2,m:=C1_2,q:=C1_2,r:=C1_2,ATP:=C1_2,ADP:=C1_2,Pi:=C1_2,mem_P1:=C1_2,mem_P2:=C1_2,mem_P6:=C1_2,H2O:=C2_1,OH-:=C2_1,H+:=C2_1,a:=C2_1,b:=C2_1,c:=C2_1,en_X:=C2_1,en_Z:=C2_1,l:=C2_1,m:=C2_1,q:=C2_1,r:=C2_1,ATP:=C2_1,ADP:=C2_1,Pi:=C2_1,mem_P1:=C2_1,mem_P2:=C2_1,mem_P6:=C2_1,H2O:=C2_2,OH-:=C2_2,H+:=C2_2,a:=C2_2,b:=C2_2,c:=C2_2,en_X:=C2_2,en_Z:=C2_2,l:=C2_2,m:=C2_2,q:=C2_2,r:=C2_2,ATP:=C2_2,ADP:=C2_2,Pi:=C2_2,mem_P1:=C2_2,mem_P2:=C2_2,mem_P6:=C2_2,H2O:=C2_3,OH-:=C2_3,H+:=C2_3,a:=C2_3,b:=C2_3,c:=C2_3,en_X:=C2_3,en_Z:=C2_3,l:=C2_3,m:=C2_3,q:=C2_3,r:=C2_3,ATP:=C2_3,ADP:=C2_3,Pi:=C2_3,mem_P1:=C2_3,mem_P2:=C2_3,mem_P6:=C2_3,H2O::C1_1::M1_1,OH-::C1_1::M1_1,H+::C1_1::M1_1,l::C1_1::M1_1,m::C1_1::M1_1,n::C1_1::M1_1,q::C1_1::M1_1,en_Y::C1_1::M1_1,ATP::C1_1::M1_1,ADP::C1_1::M1_1,Pi::C1_1::M1_1,mem_P3::C1_1::M1_1,mem_P4::C1_1::M1_1,mem_P5::C1_1::M1_1,H2O::C1_1::M1_2,OH-::C1_1::M1_2,H+::C1_1::M1_2,l::C1_1::M1_2,m::C1_1::M1_2,n::C1_1::M1_2,q::C1_1::M1_2,en_Y::C1_1::M1_2,ATP::C1_1::M1_2,ADP::C1_1::M1_2,Pi::C1_1::M1_2,mem_P3::C1_1::M1_2,mem_P4::C1_1::M1_2,mem_P5::C1_1::M1_2,H2O::C1_2::M1_1,OH-::C1_2::M1_1,H+::C1_2::M1_1,l::C1_2::M1_1,m::C1_2::M1_1,n::C1_2::M1_1,q::C1_2::M1_1,en_Y::C1_2::M1_1,ATP::C1_2::M1_1,ADP::C1_2::M1_1,Pi::C1_2::M1_1,mem_P3::C1_2::M1_1,mem_P4::C1_2::M1_1,mem_P5::C1_2::M1_1,H2O::C1_2::M1_2,OH-::C1_2::M1_2,H+::C1_2::M1_2,l::C1_2::M1_2,m::C1_2::M1_2,n::C1_2::M1_2,q::C1_2::M1_2,en_Y::C1_2::M1_2,ATP::C1_2::M1_2,ADP::C1_2::M1_2,Pi::C1_2::M1_2,mem_P3::C1_2::M1_2,mem_P4::C1_2::M1_2,mem_P5::C1_2::M1_2,H2O::C1_1::M2_1,OH-::C1_1::M2_1,H+::C1_1::M2_1,l::C1_1::M2_1,m::C1_1::M2_1,n::C1_1::M2_1,q::C1_1::M2_1,en_Y::C1_1::M2_1,ATP::C1_1::M2_1,ADP::C1_1::M2_1,Pi::C1_1::M2_1,mem_P3::C1_1::M2_1,mem_P4::C1_1::M2_1,mem_P5::C1_1::M2_1,H2O::C1_2::M2_1,OH-::C1_2::M2_1,H+::C1_2::M2_1,l::C1_2::M2_1,m::C1_2::M2_1,n::C1_2::M2_1,q::C1_2::M2_1,en_Y::C1_2::M2_1,ATP::C1_2::M2_1,ADP::C1_2::M2_1,Pi::C1_2::M2_1,mem_P3::C1_2::M2_1,mem_P4::C1_2::M2_1,mem_P5::C1_2::M2_1,H2O::C2_1::M2_1,OH-::C2_1::M2_1,H+::C2_1::M2_1,l::C2_1::M2_1,m::C2_1::M2_1,n::C2_1::M2_1,q::C2_1::M2_1,en_Y::C2_1::M2_1,ATP::C2_1::M2_1,ADP::C2_1::M2_1,Pi::C2_1::M2_1,mem_P3::C2_1::M2_1,mem_P4::C2_1::M2_1,mem_P5::C2_1::M2_1,H2O::C2_2::M2_1,OH-::C2_2::M2_1,H+::C2_2::M2_1,l::C2_2::M2_1,m::C2_2::M2_1,n::C2_2::M2_1,q::C2_2::M2_1,en_Y::C2_2::M2_1,ATP::C2_2::M2_1,ADP::C2_2::M2_1,Pi::C2_2::M2_1,mem_P3::C2_2::M2_1,mem_P4::C2_2::M2_1,mem_P5::C2_2::M2_1,H2O::C2_3::M2_1,OH-::C2_3::M2_1,H+::C2_3::M2_1,l::C2_3::M2_1,m::C2_3::M2_1,n::C2_3::M2_1,q::C2_3::M2_1,en_Y::C2_3::M2_1,ATP::C2_3::M2_1,ADP::C2_3::M2_1,Pi::C2_3::M2_1,mem_P3::C2_3::M2_1,mem_P4::C2_3::M2_1,mem_P5::C2_3::M2_1
1000,9999999299491,800509,800509,952071,0,0,1836,9999960830,841,841,12,28856,0,3000,2000,615,91,6376,1662,9961571,10038429,10038429,1000,500,300,9999960710,798,798,0,28951,0,3000,2000,663,110,6465,1572,9961408,10038592,10038592,1000,500,300,9999991590,782,782,1898,0,0,3000,2000,748,38964,4893,1499,9992272,10007728,10007728,1000,100,300,9999991754,775,775,1971,0,0,3000,2000,618,38901,4550,1787,9992429,10007571,10007571,1000,100,300,9999991646,774,774,1855,0,0,3000,2000,710,38881,4706,1644,9992320,10007680,10007680,1000,100,300,999997161,96,96,5,39666,97005,152,10000,997157,1002843,1002843,5000,3000,2000,999997217,105,105,3,39934,97056,166,10000,997222,1002778,1002778,5000,3000,2000,999997160,100,100,0,39874,96983,177,10000,997160,1002840,1002840,5000,3000,2000,999997248,96,96,0,39740,97056,188,10000,997244,1002756,1002756,5000,3000,2000,999997174,94,94,4,11363,96993,175,10000,997168,1002832,1002832,5000,1000,2000,999997179,96,96,0,11298,96983,192,10000,997175,1002825,1002825,5000,1000,2000,999993300,97,97,3,54059,93023,274,10000,993297,1006703,1006703,5000,1000,2000,999993319,88,88,0,54146,93047,260,10000,993307,1006693,1006693,5000,1000,2000,999993280,100,100,3,54152,93033,247,10000,993280,1006720,1006720,5000,1000,2000
1100,9999999266720,833280,833280,947321,0,0,2081,9999960813,858,858,5,27879,0,3000,2000,616,47,7317,1628,9961571,10038429,10038429,1000,500,300,9999960675,833,833,12,28020,0,3000,2000,634,58,7438,1512,9961408,10038592,10038592,1000,500,300,9999991555,817,817,2805,0,0,3000,2000,444,35382,5309,1447,9992272,10007728,10007728,1000,100,300,9999991721,808,808,2950,0,0,3000,2000,380,35428,4906,1726,9992429,10007571,10007571,1000,100,300,9999991623,797,797,2806,0,0,3000,2000,409,35427,5098,1606,9992320,10007680,10007680,1000,100,300,999996853,97,97,3,39346,96667,183,10000,996850,1003150,1003150,5000,3000,2000,999996899,109,109,4,39620,96725,183,10000,996908,1003092,1003092,5000,3000,2000,999996856,98,98,5,39579,96666,188,10000,996854,1003146,1003146,5000,3000,2000,999996905,96,96,1,39433,96727,174,10000,996901,1003099,1003099,5000,3000,2000,999996847,101,101,1,11061,96682,166,10000,996848,1003152,1003152,5000,1000,2000,999996850,101,101,2,11000,96677,174,10000,996851,1003149,1003149,5000,1000,2000,999992879,102,102,0,57334,92716,165,10000,992881,1007119,1007119,5000,1000,2000,999992966,85,85,0,57381,92809,142,10000,992951,1007049,1007049,5000,1000,2000,999992888,100,100,4,57306,92733,155,10000,992888,1007112,1007112,5000,1000,2000
1200,9999999238238,861762,861762,942663,0,0,2335,9999960770,901,901,0,26955,0,3000,2000,621,21,8288,1582,9961571,10038429,10038429,1000,500,300,9999960644,864,864,9,27052,0,3000,2000,606,22,8431,1457,9961408,10038592,10038592,1000,500,300,9999991526,846,846,3686,0,0,3000,2000,269,32174,5552,1403,9992272,10007728,10007728,1000,100,300,9999991688,841,841,3921,0,0,3000,2000,245,32233,5098,1670,9992429,10007571,10007571,1000,100,300,9999991601,819,819,3728,0,0,3000,2000,225,32116,5342,1553,9992320,10007680,10007680,1000,100,300,999996507,107,107,4,39023,96327,187,10000,996514,1003486,1003486,5000,3000,2000,999996579,100,100,0,39327,96428,151,10000,996579,1003421,1003421,5000,3000,2000,999996506,105,105,3,39255,96325,186,10000,996511,1003489,1003489,5000,3000,2000,999996561,102,102,2,39102,96378,185,10000,996563,1003437,1003437,5000,3000,2000,999996540,102,102,0,10780,96396,146,10000,996542,1003458,1003458,5000,1000,2000,999996537,102,102,0,10692,96368,171,10000,996539,1003461,1003461,5000,1000,2000,999992629,109,109,0,60367,92541,97,10000,992638,1007362,1007362,5000,1000,2000,999992768,91,91,0,60441,92674,85,10000,992759,1007241,1007241,5000,1000,2000,999992646,98,98,1,60430,92546,98,10000,992644,1007356,1007356,5000,1000,2000
1300,9999999214218,885782,885782,937907,0,0,2562,9999960741,930,930,9,26080,0,3000,2000,630,10,9158,1531,9961571,10038429,10038429,1000,500,300,9999960630,878,878,1,26008,0,3000,2000,673,10,9396,1412,9961408,10038592,10038592,1000,500,300,9999991490,882,882,4619,0,0,3000,2000,163,29280,5692,1361,9992272,10007728,10007728,1000,100,300,9999991653,876,876,4869,0,0,3000,2000,147,29230,5228,1610,9992429,10007571,10007571,1000,100,300,9999991580,840,840,4683,0,0,3000,2000,125,29146,5479,1524,9992320,10007680,10007680,1000,100,300,999996180,107,107,0,38731,96029,158,10000,996187,1003813,1003813,5000,3000,2000,999996320,99,99,1,39057,96156,163,10000,996319,1003681,1003681,5000,3000,2000,999996159,110,110,1,38928,95992,177,10000,996169,1003831,1003831,5000,3000,2000,999996248,107,107,0,38783,96055,200,10000,996255,1003745,1003745,5000,3000,2000,999996265,94,94,0,10484,96097,162,10000,996259,1003741,1003741,5000,1000,2000,999996220,104,104,0,10369,96043,181,10000,996224,1003776,1003776,5000,1000,2000,999992495,103,103,1,63156,92436,62,10000,992498,1007502,1007502,5000,1000,2000,999992636,93,93,1,63347,92577,52,10000,992629,1007371,1007371,5000,1000,2000,999992511,96,96,0,63299,92445,62,10000,992507,1007493,1007493,5000,1000,2000
1400,9999999194657,905343,905343,933275,0,0,2776,9999960722,949,949,11,25131,0,3000,2000,695,3,10048,1481,9961571,10038429,10038429,1000,500,300,9999960628,880,880,0,25111,0,3000,2000,602,7,10396,1377,9961408,10038592,10038592,1000,500,300,9999991489,883,883,5541,0,0,3000,2000,109,26495,5785,1316,9992272,10007728,10007728,1000,100,300,9999991616,913,913,5785,0,0,3000,2000,84,26555,5309,1560,9992429,10007571,10007571,1000,100,300,9999991529,891,891,5630,0,0,3000,2000,77,26450,5560,1490,9992320,10007680,10007680,1000,100,300,999995883,108,108,4,38429,95724,167,10000,995891,1004109,1004109,5000,3000,2000,999996021,94,94,0,38773,95869,146,10000,996015,1003985,1003985,5000,3000,2000,999995829,107,107,5,38610,95672,164,10000,995836,1004164,1004164,5000,3000,2000,999995916,106,106,3,38469,95740,182,10000,995922,1004078,1004078,5000,3000,2000,999995974,95,95,0,10196,95808,161,10000,995969,1004031,1004031,5000,1000,2000,999995892,98,98,4,10047,95721,169,10000,995890,1004110,1004110,5000,1000,2000,999992403,102,102,1,65887,92382,23,10000,992405,1007595,1007595,5000,1000,2000,999992554,94,94,0,65958,92513,35,10000,992548,1007452,1007452,5000,1000,2000,999992430,96,96,0,65947,92397,29,10000,992426,1007574,1007574,5000,1000,2000
1500,9999999177658,922342,922342,928710,0,0,3002,9999960737,934,934,1,24186,0,3000,2000,645,1,10978,1435,9961571,10038429,10038429,1000,500,300,9999960632,876,876,13,24235,0,3000,2000,581,3,11306,1332,9961408,10038592,10038592,1000,500,300,9999991450,922,922,6424,0,0,3000,2000,53,24065,5835,1272,9992272,10007728,10007728,1000,100,300,9999991610,919,919,6706,0,0,3000,2000,49,24110,5355,1510,9992429,10007571,10007571,1000,100,300,9999991505,915,915,6567,0,0,3000,2000,46,24004,5601,1449,9992320,10007680,10007680,1000,100,300,999995569,109,109,1,38092,95386,192,10000,995578,1004422,1004422,5000,3000,2000,999995714,97,97,1,38447,95543,168,10000,995711,1004289,1004289,5000,3000,2000,999995527,111,111,3,38316,95376,162,10000,995538,1004462,1004462,5000,3000,2000,999995604,113,113,2,38177,95446,171,10000,995617,1004383,1004383,5000,3000,2000,999995655,101,101,5,9869,95480,176,10000,995656,1004344,1004344,5000,1000,2000,999995584,99,99,5,9738,95412,171,10000,995583,1004417,1004417,5000,1000,2000,999992354,101,101,0,68260,92325,30,10000,992355,1007645,1007645,5000,1000,2000,999992501,101,101,0,68368,92478,24,10000,992502,1007498,1007498,5000,1000,2000,999992386,99,99,0,68362,92366,19,10000,992385,1007615,1007615,5000,1000,2000
1600,9999999164090,935910,935910,924093,0,0,3201,9999960741,930,930,6,23253,0,3000,2000,625,1,11936,1398,9961571,10038429,10038429,1000,500,300,9999960601,907,907,1,23292,0,3000,2000,605,1,12231,1292,9961408,10038592,10038592,1000,500,300,9999991445,927,927,7367,0,0,3000,2000,24,21868,5880,1230,9992272,10007728,10007728,1000,100,300,9999991600,929,929,7581,0,0,3000,2000,28,21850,5388,1470,9992429,10007571,10007571,1000,100,300,9999991503,917,917,7497,0,0,3000,2000,36,21740,5620,1409,9992320,10007680,10007680,1000,100,300,999995229,111,111,2,37784,95078,162,10000,995240,1004760,1004760,5000,3000,2000,999995419,90,90,3,38147,95243,166,10000,995409,1004591,1004591,5000,3000,2000,999995230,108,108,1,38003,95062,176,10000,995238,1004762,1004762,5000,3000,2000,999995292,107,107,4,37879,95147,152,10000,995299,1004701,1004701,5000,3000,2000,999995339,99,99,4,9526,95137,201,10000,995338,1004662,1004662,5000,1000,2000,999995279,97,97,1,9428,95102,174,10000,995276,1004724,1004724,5000,1000,2000,999992317,93,93,0,70428,92296,14,10000,992310,1007690,1007690,5000,1000,2000,999992471,98,98,0,70607,92457,12,10000,992469,1007531,1007531,5000,1000,2000,999992367,99,99,1,70617,92357,9,10000,992366,1007634,1007634,5000,1000,2000
1700,9999999152632,947368,947368,919548,0,0,3399,9999960727,944,944,0,22348,0,3000,2000,618,0,12848,1365,9961571,10038429,10038429,1000,500,300,9999960583,925,925,0,22431,0,3000,2000,575,0,13127,1261,9961408,10038592,10038592,1000,500,300,9999991437,935,935,8316,0,0,3000,2000,15,19824,5899,1194,9992272,10007728,10007728,1000,100,300,9999991564,965,965,8485,0,0,3000,2000,17,19877,5404,1421,9992429,10007571,10007571,1000,100,300,9999991487,933,933,8430,0,0,3000,2000,20,19736,5637,1360,9992320,10007680,10007680,1000,100,300,999994947,108,108,2,37477,94770,185,10000,994955,1005045,1005045,5000,3000,2000,999995120,93,93,6,37864,94960,153,10000,995113,1004887,1004887,5000,3000,2000,999994900,106,106,5,37666,94725,181,10000,994906,1005094,1005094,5000,3000,2000,999995019,101,101,1,37599,94867,153,10000,995020,1004980,1004980,5000,3000,2000,999995016,91,91,0,9204,94815,192,10000,995007,1004993,1004993,5000,1000,2000,999994988,103,103,1,9156,94829,162,10000,994991,1005009,1005009,5000,1000,2000,999992303,88,88,0,72463,92287,4,10000,992291,1007709,1007709,5000,1000,2000,999992458,95,95,0,72569,92446,7,10000,992453,1007547,1007547,5000,1000,2000,999992357,92,92,0,72604,92340,9,10000,992349,1007651,1007651,5000,1000,2000
1800,9999999143494,956506,956506,914935,0,0,3619,9999960690,981,981,1,21430,0,3000,2000,635,0,13770,1318,9961571,10038429,10038429,1000,500,300,9999960573,935,935,1,21514,0,3000,2000,630,0,14025,1214,9961408,10038592,10038592,1000,500,300,9999991433,939,939,9293,0,0,3000,2000,8,18009,5906,1169,9992272,10007728,10007728,1000,100,300,9999991557,972,972,9324,0,0,3000,2000,9,18022,5417,1375,9992429,10007571,10007571,1000,100,300,9999991485,935,935,9390,0,0,3000,2000,9,17881,5650,1305,9992320,10007680,10007680,1000,100,300,999994624,109,109,6,37176,94469,164,10000,994633,1005367,1005367,5000,3000,2000,999994819,91,91,1,37549,94645,165,10000,994810,1005190,1005190,5000,3000,2000,999994593,109,109,0,37393,94452,150,10000,994602,1005398,1005398,5000,3000,2000,999994703,103,103,1,37267,94535,171,10000,994706,1005294,1005294,5000,3000,2000,999994714,96,96,1,8919,94530,180,10000,994710,1005290,1005290,5000,1000,2000,999994710,101,101,0,8893,94566,145,10000,994711,1005289,1005289,5000,1000,2000,999992303,81,81,1,74272,92281,3,10000,992284,1007716,1007716,5000,1000,2000,999992438,102,102,0,74416,92438,2,10000,992440,1007560,1007560,5000,1000,2000,999992348,88,88,0,74448,92329,7,10000,992336,1007664,1007664,5000,1000,2000
1900,9999999135597,964403,964403,910486,0,0,3785,9999960684,987,987,0,20527,0,3000,2000,599,0,14715,1286,9961571,10038429,10038429,1000,500,300,9999960566,942,942,8,20653,0,3000,2000,584,0,14892,1179,9961408,10038592,10038592,1000,500,300,9999991419,953,953,10186,0,0,3000,2000,7,16278,5910,1134,9992272,10007728,10007728,1000,100,300,9999991536,993,993,10215,0,0,3000,2000,5,16326,5423,1344,9992429,10007571,10007571,1000,100,300,9999991450,970,970,10285,0,0,3000,2000,2,16236,5660,1272,9992320,10007680,10007680,1000,100,300,999994331,105,105,1,36879,94172,164,10000,994336,1005664,1005664,5000,3000,2000,999994494,101,101,1,37219,94315,180,10000,994495,1005505,1005505,5000,3000,2000,999994312,111,111,3,37116,94175,148,10000,994323,1005677,1005677,5000,3000,2000,999994393,105,105,0,36951,94219,179,10000,994398,1005602,1005602,5000,3000,2000,999994385,92,92,0,8601,94212,165,10000,994377,1005623,1005623,5000,1000,2000,999994428,103,103,3,8584,94257,174,10000,994431,1005569,1005569,5000,1000,2000,999992298,82,82,0,76001,92279,1,10000,992280,1007720,1007720,5000,1000,2000,999992433,101,101,0,76108,92434,0,10000,992434,1007566,1007566,5000,1000,2000,999992330,96,96,0,76086,92322,4,10000,992326,1007674,1007674,5000,1000,2000
2000,9999999129371,970629,970629,905929,0,0,3986,9999960683,988,988,4,19620,0,3000,2000,603,0,15634,1238,9961571,10038429,10038429,1000,500,300,9999960551,957,957,2,19711,0,3000,2000,610,0,15772,1140,9961408,10038592,10038592,1000,500,300,9999991423,949,949,11063,0,0,3000,2000,4,14734,5913,1093,9992272,10007728,10007728,1000,100,300,9999991528,1001,1001,11140,0,0,3000,2000,2,14808,5424,1305,9992429,10007571,10007571,1000,100,300,9999991433,987,987,11193,0,0,3000,2000,1,14784,5664,1238,9992320,10007680,10007680,1000,100,300,999994034,104,104,4,36583,93876,162,10000,994038,1005962,1005962,5000,3000,2000,999994174,99,99,3,36901,93997,176,10000,994173,1005827,1005827,5000,3000,2000,999994025,116,116,1,36798,93857,184,10000,994041,1005959,1005959,5000,3000,2000,999994086,105,105,1,36630,93898,193,10000,994091,1005909,1005909,5000,3000,2000,999994085,93,93,1,8318,93929,149,10000,994078,1005922,1005922,5000,1000,2000,999994132,108,108,1,8304,93977,163,10000,994140,1005860,1005860,5000,1000,2000,999992287,90,90,0,77542,92276,1,10000,992277,1007723,1007723,5000,1000,2000,999992433,100,100,0,77623,92431,2,10000,992433,1007567,1007567,5000,1000,2000,999992324,98,98,1,77538,92322,0,10000,992322,1007678,1007678,5000,1000,2000
2100,9999999123395,976605,976605,901471,0,0,4181,9999960676,995,995,1,18718,0,3000,2000,594,0,16512,1198,9961571,10038429,10038429,1000,500,300,9999960540,968,968,0,18847,0,3000,2000,590,0,16694,1100,9961408,10038592,10038592,1000,500,300,9999991399,973,973,11954,0,0,3000,2000,2,13398,5916,1053,9992272,10007728,10007728,1000,100,300,9999991513,1016,1016,12044,0,0,3000,2000,1,13348,5426,1269,9992429,10007571,10007571,1000,100,300,9999991428,992,992,12095,0,0,3000,2000,1,13393,5664,1199,9992320,10007680,10007680,1000,100,300,999993730,101,101,3,36259,93552,179,10000,993731,1006269,1006269,5000,3000,2000,999993895,92,92,2,36612,93708,179,10000,993887,1006113,1006113,5000,3000,2000,999993734,108,108,4,36509,93568,174,10000,993742,1006258,1006258,5000,3000,2000,999993755,106,106,3,36331,93599,162,10000,993761,1006239,1006239,5000,3000,2000,999993796,97,97,3,8020,93631,162,10000,993793,1006207,1006207,5000,1000,2000,999993844,103,103,4,8016,93689,158,10000,993847,1006153,1006153,5000,1000,2000,999992278,96,96,0,78876,92274,0,10000,992274,1007726,1007726,5000,1000,2000,999992428,103,103,0,79082,92430,1,10000,992431,1007569,1007569,5000,1000,2000,999992323,99,99,0,78928,92321,1,10000,992322,1007678,1007678,5000,1000,2000
2200,9999999119383,980617,980617,896969,0,0,4357,9999960687,984,984,7,17850,0,3000,2000,564,0,17390,1167,9961571,10038429,10038429,1000,500,300,9999960536,972,972,0,17924,0,3000,2000,596,0,17594,1073,9961408,10038592,10038592,1000,500,300,9999991427,945,945,12869,0,0,3000,2000,1,12118,5917,1018,9992272,10007728,10007728,1000,100,300,9999991514,1015,1015,12954,0,0,3000,2000,0,12138,5428,1229,9992429,10007571,10007571,1000,100,300,9999991444,976,976,12975,0,0,3000,2000,0,12163,5666,1156,9992320,10007680,10007680,1000,100,300,999993422,106,106,5,35966,93259,169,10000,993428,1006572,1006572,5000,3000,2000,999993596,96,96,4,36314,93410,182,10000,993592,1006408,1006408,5000,3000,2000,999993432,107,107,1,36204,93263,176,10000,993439,1006561,1006561,5000,3000,2000,999993468,100,100,0,36026,93294,174,10000,993468,1006532,1006532,5000,3000,2000,999993514,99,99,2,7716,93327,186,10000,993513,1006487,1006487,5000,1000,2000,999993540,103,103,0,7699,93372,171,10000,993543,1006457,1006457,5000,1000,2000,999992275,98,98,0,80155,92273,0,10000,992273,1007727,1007727,5000,1000,2000,999992429,100,100,0,80291,92429,0,10000,992429,1007571,1007571,5000,1000,2000,999992321,99,99,0,80157,92320,0,10000,992320,1007680,1007680,5000,1000,2000
2300,9999999116010,983990,983990,892505,0,0,4521,9999960684,987,987,10,16967,0,3000,2000,588,0,18310,1135,9961571,10038429,10038429,1000,500,300,9999960522,986,986,0,16986,0,3000,2000,591,0,18544,1044,9961408,10038592,10038592,1000,500,300,9999991456,916,916,13767,0,0,3000,2000,1,10940,5917,983,9992272,10007728,10007728,1000,100,300,9999991493,1036,1036,13810,0,0,3000,2000,0,11032,5428,1193,9992429,10007571,10007571,1000,100,300,9999991432,988,988,13861,0,0,3000,2000,0,11013,5666,1124,9992320,10007680,10007680,1000,100,300,999993127,105,105,0,35702,92995,137,10000,993132,1006868,1006868,5000,3000,2000,999993285,93,93,1,35994,93090,188,10000,993278,1006722,1006722,5000,3000,2000,999993134,103,103,0,35900,92959,178,10000,993137,1006863,1006863,5000,3000,2000,999993137,99,99,1,35697,92965,171,10000,993136,1006864,1006864,5000,3000,2000,999993202,101,101,2,7433,93044,159,10000,993203,1006797,1006797,5000,1000,2000,999993224,103,103,0,7389,93062,165,10000,993227,1006773,1006773,5000,1000,2000,999992270,103,103,0,81333,92273,0,10000,992273,1007727,1007727,5000,1000,2000,999992432,97,97,0,81397,92429,0,10000,992429,1007571,1007571,5000,1000,2000,999992313,107,107,0,81307,92320,0,10000,992320,1007680,1007680,5000,1000,2000
2400,9999999113038,986962,986962,888140,0,0,4687,9999960689,982,982,9,16136,0,3000,2000,563,0,19146,1091,9961571,10038429,10038429,1000,500,300,9999960512,996,996,1,16046,0,3000,2000,627,0,19478,1024,9961408,10038592,10038592,1000,500,300,9999991440,932,932,14631,0,0,3000,2000,1,9898,5917,958,9992272,10007728,10007728,1000,100,300,9999991509,1020,1020,14655,0,0,3000,2000,0,10019,5428,1155,9992429,10007571,10007571,1000,100,300,9999991429,991,991,14746,0,0,3000,2000,0,10012,5666,1085,9992320,10007680,10007680,1000,100,300,999992886,107,107,1,35434,92727,166,10000,992893,1007107,1007107,5000,3000,2000,999992964,104,104,3,35696,92792,176,10000,992968,1007032,1007032,5000,3000,2000,999992796,100,100,1,35573,92632,164,10000,992796,1007204,1007204,5000,3000,2000,999992844,99,99,0,35427,92695,148,10000,992843,1007157,1007157,5000,3000,2000,999992912,104,104,2,7146,92757,159,10000,992916,1007084,1007084,5000,1000,2000,999992925,102,102,4,7086,92759,168,10000,992927,1007073,1007073,5000,1000,2000,999992268,105,105,0,82375,92273,0,10000,992273,1007727,1007727,5000,1000,2000,999992432,97,97,0,82410,92429,0,10000,992429,1007571,1007571,5000,1000,2000,999992316,104,104,0,82308,92320,0,10000,992320,1007680,1007680,5000,1000,2000
2500,9999999110948,989052,989052,883772,0,0,4847,9999960672,999,999,5,15266,0,3000,2000,571,0,20037,1053,9961571,10038429,10038429,1000,500,300,9999960479,1029,1029,3,15140,0,3000,2000,617,0,20418,1001,9961408,10038592,10038592,1000,500,300,9999991451,921,921,15534,0,0,3000,2000,1,8965,5917,934,9992272,10007728,10007728,1000,100,300,9999991512,1017,1017,15509,0,0,3000,2000,0,9080,5428,1113,9992429,10007571,10007571,1000,100,300,9999991441,979,979,15583,0,0,3000,2000,0,9099,5666,1052,9992320,10007680,10007680,1000,100,300,999992577,103,103,6,35107,92400,180,10000,992580,1007420,1007420,5000,3000,2000,999992671,111,111,2,35450,92546,136,10000,992682,1007318,1007318,5000,3000,2000,999992485,98,98,0,35283,92342,141,10000,992483,1007517,1007517,5000,3000,2000,999992525,102,102,2,35103,92371,156,10000,992527,1007473,1007473,5000,3000,2000,999992623,101,101,0,6859,92470,154,10000,992624,1007376,1007376,5000,1000,2000,999992620,96,96,5,6786,92459,157,10000,992616,1007384,1007384,5000,1000,2000,999992261,112,112,0,83308,92273,0,10000,992273,1007727,1007727,5000,1000,2000,999992430,99,99,0,83349,92429,0,10000,992429,1007571,1007571,5000,1000,2000,999992321,99,99,0,83221,92320,0,10000,992320,1007680,1007680,5000,1000,2000
2600,9999999108549,991451,991451,879339,0,0,5000,9999960674,997,997,13,14355,0,3000,2000,613,0,20906,1029,9961571,10038429,10038429,1000,500,300,9999960497,1011,1011,1,14254,0,3000,2000,577,0,21271,962,9961408,10038592,10038592,1000,500,300,9999991458,914,914,16419,0,0,3000,2000,1,8105,5917,910,9992272,10007728,10007728,1000,100,300,9999991507,1022,1022,16401,0,0,3000,2000,0,8205,5428,1074,9992429,10007571,10007571,1000,100,300,9999991445,975,975,16436,0,0,3000,2000,0,8233,5666,1025,9992320,10007680,10007680,1000,100,300,999992268,101,101,1,34799,92092,177,10000,992269,1007731,1007731,5000,3000,2000,999992402,101,101,0,35166,92262,141,10000,992403,1007597,1007597,5000,3000,2000,999992211,98,98,0,34968,92027,182,10000,992209,1007791,1007791,5000,3000,2000,999992239,105,105,1,34816,92084,160,10000,992244,1007756,1007756,5000,3000,2000,999992348,97,97,1,6576,92187,158,10000,992345,1007655,1007655,5000,1000,2000,999992322,98,98,8,6464,92137,183,10000,992320,1007680,1007680,5000,1000,2000,999992264,109,109,0,84168,92273,0,10000,992273,1007727,1007727,5000,1000,2000,999992425,104,104,0,84224,92429,0,10000,992429,1007571,1007571,5000,1000,2000,999992324,96,96,0,84087,92320,0,10000,992320,1007680,1007680,5000,1000,2000
