Time\ number,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000:=C1_2,r2_1_001:=C1_2,r2_2_100:=C1_2,rM_110:=C1_2,r1_1_120:=C1_2,r3_2_130:=C1_2,r3_2_140:=C1_2,r2_2_150:=C1_2,r1_2_000:=C2_1,r2_1_001:=C2_1,r2_2_100:=C2_1,rM_110:=C2_1,r1_1_120:=C2_1,r3_2_130:=C2_1,r3_2_140:=C2_1,r2_2_150:=C2_1,r1_2_000:=C2_2,r2_1_001:=C2_2,r2_2_100:=C2_2,rM_110:=C2_2,r1_1_120:=C2_2,r3_2_130:=C2_2,r3_2_140:=C2_2,r2_2_150:=C2_2,r1_2_000:=C2_3,r2_1_001:=C2_3,r2_2_100:=C2_3,rM_110:=C2_3,r1_1_120:=C2_3,r3_2_130:=C2_3,r3_2_140:=C2_3,r2_2_150:=C2_3,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r2_2_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1,r1_2_000::C1_1::M1_2,r2_1_001::C1_1::M1_2,r2_2_100::C1_1::M1_2,r2_2_110::C1_1::M1_2,rM_120::C1_1::M1_2,rM_130::C1_1::M1_2,r1_2_000::C1_2::M1_1,r2_1_001::C1_2::M1_1,r2_2_100::C1_2::M1_1,r2_2_110::C1_2::M1_1,rM_120::C1_2::M1_1,rM_130::C1_2::M1_1,r1_2_000::C1_2::M1_2,r2_1_001::C1_2::M1_2,r2_2_100::C1_2::M1_2,r2_2_110::C1_2::M1_2,rM_120::C1_2::M1_2,rM_130::C1_2::M1_2,r1_2_000::C1_1::M2_1,r2_1_001::C1_1::M2_1,r2_2_100::C1_1::M2_1,r2_2_110::C1_1::M2_1,rM_120::C1_1::M2_1,rM_130::C1_1::M2_1,r1_2_000::C1_2::M2_1,r2_1_001::C1_2::M2_1,r2_2_100::C1_2::M2_1,r2_2_110::C1_2::M2_1,rM_120::C1_2::M2_1,rM_130::C1_2::M2_1,r1_2_000::C2_1::M2_1,r2_1_001::C2_1::M2_1,r2_2_100::C2_1::M2_1,r2_2_110::C2_1::M2_1,rM_120::C2_1::M2_1,rM_130::C2_1::M2_1,r1_2_000::C2_2::M2_1,r2_1_001::C2_2::M2_1,r2_2_100::C2_2::M2_1,r2_2_110::C2_2::M2_1,rM_120::C2_2::M2_1,rM_130::C2_2::M2_1,r1_2_000::C2_3::M2_1,r2_1_001::C2_3::M2_1,r2_2_100::C2_3::M2_1,r2_2_110::C2_3::M2_1,rM_120::C2_3::M2_1,rM_130::C2_3::M2_1,Time\ Probability,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000:=C1_2,r2_1_001:=C1_2,r2_2_100:=C1_2,rM_110:=C1_2,r1_1_120:=C1_2,r3_2_130:=C1_2,r3_2_140:=C1_2,r2_2_150:=C1_2,r1_2_000:=C2_1,r2_1_001:=C2_1,r2_2_100:=C2_1,rM_110:=C2_1,r1_1_120:=C2_1,r3_2_130:=C2_1,r3_2_140:=C2_1,r2_2_150:=C2_1,r1_2_000:=C2_2,r2_1_001:=C2_2,r2_2_100:=C2_2,rM_110:=C2_2,r1_1_120:=C2_2,r3_2_130:=C2_2,r3_2_140:=C2_2,r2_2_150:=C2_2,r1_2_000:=C2_3,r2_1_001:=C2_3,r2_2_100:=C2_3,rM_110:=C2_3,r1_1_120:=C2_3,r3_2_130:=C2_3,r3_2_140:=C2_3,r2_2_150:=C2_3,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r2_2_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1,r1_2_000::C1_1::M1_2,r2_1_001::C1_1::M1_2,r2_2_100::C1_1::M1_2,r2_2_110::C1_1::M1_2,rM_120::C1_1::M1_2,rM_130::C1_1::M1_2,r1_2_000::C1_2::M1_1,r2_1_001::C1_2::M1_1,r2_2_100::C1_2::M1_1,r2_2_110::C1_2::M1_1,rM_120::C1_2::M1_1,rM_130::C1_2::M1_1,r1_2_000::C1_2::M1_2,r2_1_001::C1_2::M1_2,r2_2_100::C1_2::M1_2,r2_2_110::C1_2::M1_2,rM_120::C1_2::M1_2,rM_130::C1_2::M1_2,r1_2_000::C1_1::M2_1,r2_1_001::C1_1::M2_1,r2_2_100::C1_1::M2_1,r2_2_110::C1_1::M2_1,rM_120::C1_1::M2_1,rM_130::C1_1::M2_1,r1_2_000::C1_2::M2_1,r2_1_001::C1_2::M2_1,r2_2_100::C1_2::M2_1,r2_2_110::C1_2::M2_1,rM_120::C1_2::M2_1,rM_130::C1_2::M2_1,r1_2_000::C2_1::M2_1,r2_1_001::C2_1::M2_1,r2_2_100::C2_1::M2_1,r2_2_110::C2_1::M2_1,rM_120::C2_1::M2_1,rM_130::C2_1::M2_1,r1_2_000::C2_2::M2_1,r2_1_001::C2_2::M2_1,r2_2_100::C2_2::M2_1,r2_2_110::C2_2::M2_1,rM_120::C2_2::M2_1,rM_130::C2_2::M2_1,r1_2_000::C2_3::M2_1,r2_1_001::C2_3::M2_1,r2_2_100::C2_3::M2_1,r2_2_110::C2_3::M2_1,rM_120::C2_3::M2_1,rM_130::C2_3::M2_1
0,10000000000000.0,100999,10000000000.0,100,1000,500,8279.0,0,0,0,9999999548.0,103,1000,500,7498.0,12,0,0,9999999908.0,100,1000,100,6836.0,0,0,0,9999999912.0,100,1000,100,10000.0,0,0,0,10000000000.0,101,1000,100,9097.0,0,0,0,1000000000.0,100,0,3000,0,0,1000000000.0,100,0,3000,0,0,1000000000.0,100,0,3000,0,0,1000000000.0,100,0,3000,0,0,1000000000.0,100,0,1000,0,0,1000000000.0,100,0,1000,0,0,1000000000.0,100,0,1000,0,0,1000000002.0,100,0,1000,0,0,1000000000.0,100,0,1000,0,0,0,9.999999999e-11,0.00010098880023216535,9.999999999e-11,9.999000099990002e-05,0.009900725419005805,0.9075834553449779,0.09090909090909091,0.0,0.0,0.0002999100269919024,9.999999999e-11,0.00010298939209261447,0.00990042152697474,0.9079600116656913,0.09090909090909091,0.7924263674614306,0.0,0.0002999100269919024,9.999999999e-11,9.999000099990002e-05,0.009900901872357594,0.9081818181827264,0.09090909090909091,0.0,0.0,0.0002999100269919024,9.999999999e-11,9.999000099990002e-05,0.009900990099009901,0.9080329630313214,0.09090909090909091,0.0,0.013803540310006421,0.0002999100269919024,9.999999999e-11,0.00010098980003019696,0.009900568571529194,0.9081057975770626,0.09090909090909091,0.4529855868222375,0.0,0.0002999100269919024,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09070573964723021,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09061229983239984,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09047665389999063,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09067928076368391,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.0825695648583932,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.06821384541411628,0.017823529590001785,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.0,0.01782352959
100,9999999901834.0,198202,9999962685.0,182,1000,500,0.0,12,96,101,9999962559.0,208,1000,500,0.0,21,111,82,9999992413.0,198,1000,100,0.0,6,52,25,9999992556.0,197,1000,100,0.0,13,49,32,9999992502.0,182,1000,100,0.0,12,48,42,999999923.0,100,500,3000,1,74,999999945.0,98,508,3000,3,85,999999930.0,105,523,3000,3,81,999999929.0,99,506,3000,5,78,999999943.0,97,509,1000,4,92,999999941.0,103,504,1000,0,78,999999931.0,92,771,1000,1,113,999999916.0,103,781,1000,1,122,999999908.0,101,801,1000,5,116,100,9.999999999e-11,0.00019816272375182693,9.999999999e-11,0.000181966882027471,0.009853443457433353,0.25751607603126686,0.09090909090909091,0.9650821346497575,0.027534296129337457,0.0002999100269919024,9.999999999e-11,0.0002079567449970406,0.009853590515942024,0.24871743499229512,0.09090909090909091,0.9650901518057764,0.026327607499719324,0.0002999100269919024,9.999999999e-11,0.00019796080376085535,0.009853502280842063,0.25910942014398514,0.09090909090909091,0.9531543271708793,0.025243954179041152,0.0002999100269919024,9.999999999e-11,0.00019696119864386714,0.009853227771541614,0.25023651302338445,0.09090909090909091,0.9528030355844597,0.029050725236011342,0.0002999100269919024,9.999999999e-11,0.000181966882027471,0.009853365026210866,0.2410907096532153,0.09090909090909091,0.9529060940691252,0.02747619842993152,0.0002999100269919024,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.049414296618861715,0.8581482373463742,0.017823404816421504,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.04924438697654961,0.8584206744989699,0.0178234372268262,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.0496455653135837,0.8581641976378747,0.01782342426279649,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.04951458709963178,0.8577401680248211,0.017823416160197753,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.049278735312544855,0.7847856490554693,0.01782343236534295,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.049386283784811476,0.7838339532790807,0.017823438847306406,9.999999999e-11,0.0009191543779722655,0.0049751243781094535,0.08351892075188108,0.8070999770268806,0.017823404816435764,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.08352815997199263,0.8077381174426723,0.01782340319586516,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.08356679469238545,0.8071950321202205,0.017823386990196696
200,9999999807555.0,293419,9999961390.0,281,1000,0,0.0,8,314,300,9999961220.0,288,1000,0,0.0,9,248,300,9999992080.0,292,1000,0,0.0,0,156,297,9999992256.0,274,1000,0,0.0,0,154,300,9999992139.0,281,1000,0,0.0,13,144,293,999999711.0,107,605,3000,3,145,999999693.0,107,609,3000,8,170,999999731.0,107,636,3000,1,156,999999722.0,93,639,3000,5,138,999999675.0,103,607,1000,6,146,999999747.0,100,643,1000,6,162,999999552.0,88,1236,1000,14,250,999999531.0,101,1239,1000,5,262,999999553.0,107,1309,1000,12,271,200,9.999999999e-11,0.0002933329305448525,9.999999999e-11,0.00028092106118180794,0.009804950983166645,0.04757124523785097,0.09090909090909091,0.9650951561291028,0.021575113896868926,0.0005816614730227008,9.999999999e-11,0.00028791707988099424,0.009804578398257114,0.04757124445721554,0.09090909090909091,0.9651117016473154,0.020595968448729185,0.0005397085573790153,9.999999999e-11,0.00029191476088982017,0.009804676446944702,0.00989108146681557,0.09090909090909091,0.9512921320590219,0.021814705371110726,0.0002999100269919024,9.999999999e-11,0.0002739249445651891,0.00980478430047862,0.009891081622188084,0.09090909090909091,0.9507699618696327,0.025770000281793333,0.0003159001755445279,9.999999999e-11,0.00028092106118180794,0.009804882349125429,0.009891081514318518,0.09090909090909091,0.9509612534050801,0.02438677366114621,0.0002999100269919024,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.02578835641727823,0.8719193697720098,0.017823074162980998,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.025725712559856978,0.8721228438505985,0.01782304336058347,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.02579784720808276,0.8720484771501952,0.017823104964314187,9.999999999e-11,0.000929135903609643,0.0049751243781094535,0.02572761097693215,0.8720110473885962,0.017823077405301663,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.02564882045046204,0.8192468354355289,0.01782301255712868,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.025655465926684468,0.8195834825197844,0.01782311955406039,9.999999999e-11,0.0008792262808728319,0.0049751243781094535,0.07667562599084247,0.8480833106489792,0.017822795281457873,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.07670546350309027,0.8478763549405339,0.01782277095623236,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.07679666908238204,0.8476076648677517,0.017822816362729213
300,9999999718542.0,382449,9999961292.0,379,1000,0,0.0,0,536,300,9999961121.0,387,1000,0,0.0,1,546,300,9999991999.0,374,1000,0,0.0,10,286,300,9999992165.0,364,1000,0,0.0,1,261,300,9999992050.0,371,1000,0,0.0,1,258,300,999999415.0,99,649,3000,11,189,999999393.0,111,659,3000,2,137,999999438.0,107,676,3000,4,190,999999453.0,94,670,3000,1,157,999999368.0,103,653,1000,8,197,999999373.0,107,672,1000,2,170,999998998.0,89,1516,1000,16,388,999998931.0,101,1502,1000,10,395,999998958.0,106,1581,1000,11,380,300,9.999999999e-11,0.00038230278868077184,9.999999999e-11,0.0003788564134193141,0.00975587521494115,0.0475712452378505,0.09090909090909091,0.9650195062057776,0.0123599666697528,0.001254424442899718,9.999999999e-11,0.00038685028893818094,0.00975597327327411,0.04757124445721508,0.09090909090909091,0.9650372347139329,0.012030679779798355,0.0011526698190288407,9.999999999e-11,0.000373860176294066,0.009755924244110058,0.009891081466815489,0.09090909090909091,0.9480443589423715,0.0162862040963638,0.0007084976751483198,9.999999999e-11,0.0003638675522109952,0.009756081137417931,0.009891081622187993,0.09090909090909091,0.9471779334548894,0.019642437073629736,0.0007923716492821192,9.999999999e-11,0.00037086241004587303,0.009756159584053223,0.00989108151431843,0.09090909090909091,0.947538554784834,0.018333926664293346,0.0007534319123380971,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.013104005021326824,0.8758343442783518,0.017822579574828162,9.999999999e-11,0.0011087692661146129,0.0049751243781094535,0.01306601897479272,0.876079928235281,0.017822563354155115,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.013181915966519237,0.8759895312906095,0.0178226298569589,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.013155622397814733,0.8759053910579835,0.01782263310089405,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.013073811222732464,0.8288462935709153,0.01782250820174644,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.013189706384465236,0.8289951537685477,0.017822530911973652,9.999999999e-11,0.0008892086043421354,0.0049751243781094535,0.07036240991811753,0.8624794195008485,0.017821894806730226,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.07036413836700163,0.8622339188588835,0.017821797403610274,9.999999999e-11,0.0010588775897548597,0.0049751243781094535,0.07043327105236251,0.8622979560544105,0.017821849353244167
400,9999999637218.0,463826,9999961218.0,455,1000,0,0.0,7,250,300,9999961032.0,476,1000,0,0.0,1,252,300,9999991901.0,472,1000,0,0.0,9,578,300,9999992085.0,444,1000,0,0.0,11,449,300,9999991991.0,430,1000,0,0.0,18,480,300,999999102.0,104,649,3000,0,194,999999104.0,107,656,3000,8,163,999999115.0,100,683,3000,1,187,999999151.0,96,678,3000,3,178,999999047.0,101,662,1000,7,162,999999065.0,100,681,1000,5,169,999998215.0,93,1703,1000,14,443,999998187.0,98,1630,1000,13,458,999998199.0,100,1737,1000,4,453,400,9.999999999e-11,0.00046361096518046413,9.999999999e-11,0.0004547930691535351,0.009708402895541328,0.047571245237850154,0.09090909090909091,0.9649469322044005,0.013789518742738337,0.001732991526709632,9.999999999e-11,0.0004757735317988638,0.009708245987124902,0.047571244457214654,0.09090909090909091,0.9649613075624738,0.01472331114960343,0.0016243571708829732,9.999999999e-11,0.00047177732110443866,0.009708324441339329,0.009891081466815391,0.09090909090909091,0.9428898056563448,0.009374606769850259,0.0011706280239559238,9.999999999e-11,0.0004438029514895386,0.009708559803908036,0.009891081622187915,0.09090909090909091,0.9421943659093232,0.012001979707993073,0.0013072887590144502,9.999999999e-11,0.0004298151794728267,0.009708481349730898,0.00989108151431837,0.09090909090909091,0.9422414892260614,0.010801458898344714,0.0012643992705235173,9.999999999e-11,0.0010389195236953567,0.0049751243781094535,0.006699809783013573,0.8773089003322299,0.017822087958054157,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.006726448490820166,0.8775398269191904,0.017822089580992198,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.00668007648563411,0.8774727819658247,0.017822094449817104,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.00666231584761008,0.8774125590887093,0.017822146382169765,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.006705729619339837,0.8321784713909711,0.017821985706672393,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.006634686926021104,0.8322510219878617,0.017822018168701985,9.999999999e-11,0.000929135903609643,0.0049751243781094535,0.06437650986240721,0.8699139929001134,0.01782063748984644,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.06438001141456386,0.8698697611403542,0.017820603351895704,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.06449379759387805,0.8697668191284542,0.01782062285944657
500,9999999562780.0,537488,9999961127.0,547,1000,0,0.0,1,31,300,9999960955.0,554,1000,0,0.0,21,28,300,9999991822.0,550,1000,0,0.0,21,181,300,9999992005.0,524,1000,0,0.0,1,325,300,9999991905.0,515,1000,0,0.0,16,230,300,999998775.0,105,673,3000,7,180,999998793.0,102,669,3000,3,164,999998802.0,97,670,3000,3,167,999998829.0,96,665,3000,1,201,999998734.0,98,679,1000,2,174,999998723.0,104,668,1000,4,169,999997394.0,99,1835,1000,2,488,999997388.0,91,1721,1000,1,482,999997326.0,100,1757,1000,4,460,500,9.999999999e-11,0.0005371992618431505,9.999999999e-11,0.0005467009545778458,0.009661681217740595,0.04757124523784972,0.09090909090909091,0.9648651758659047,0.023592869201934357,0.0018874308682281804,9.999999999e-11,0.0005536932539373188,0.009661769487031438,0.047571244457214286,0.09090909090909091,0.9648820089649164,0.024483876471591882,0.0017818194522776843,9.999999999e-11,0.0005496976662835441,0.009661877371698874,0.009891081466815313,0.09090909090909091,0.9346680484201707,0.014847877573328479,0.0015476012181119265,9.999999999e-11,0.0005237255678024715,0.00966149487140826,0.009891081622187835,0.09090909090909091,0.933750297426833,0.012388534049183868,0.0017170466797108972,9.999999999e-11,0.0005147349115205669,0.009661573333030422,0.009891081514318285,0.09090909090909091,0.9343138893531673,0.013635111560003675,0.0016871487186654556,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.003381526480651151,0.8779060085913333,0.017821558721054793,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.003389472404352796,0.878098339385364,0.01782157495999264,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.0033398083023787285,0.8780758200704162,0.017821581455491786,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.0033239147443276666,0.8779825999629889,0.01782162205123792,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.0033924520930751724,0.8329984419602134,0.017821471025723908,9.999999999e-11,0.0010389195236953567,0.0049751243781094535,0.003327888181362431,0.8329588149671825,0.01782146452941894,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.05903873278864222,0.8742233858889517,0.017819311653917726,9.999999999e-11,0.0009091726528858739,0.0049751243781094535,0.05907149174805698,0.87422536363873,0.017819272581060815,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.0590776891324414,0.8741592773377523,0.0178192025712114
600,9999999494981.0,606001,9999961064.0,607,1000,0,0.0,8,1,300,9999960888.0,620,1000,0,0.0,13,2,300,9999991755.0,617,1000,0,0.0,14,22,300,9999991928.0,602,1000,0,0.0,6,61,300,9999991834.0,587,1000,0,0.0,25,35,300,999998449.0,108,635,1668,3,201,999998483.0,101,633,1672,3,165,999998480.0,96,645,1687,0,174,999998484.0,100,643,1696,0,184,999998400.0,98,631,1000,9,173,999998411.0,102,637,1000,7,189,999996522.0,101,1874,1000,3,521,999996540.0,88,1850,1000,2,510,999996456.0,105,1781,1000,1,507,600,9.999999999e-11,0.0006056339851993353,9.999999999e-11,0.0006066317745128707,0.009614494125493709,0.04757124523784941,0.09090909090909091,0.9647828419922985,0.03423387630777381,0.0018655133555384987,9.999999999e-11,0.0006196158381803281,0.009614660872252176,0.04757124445721397,0.09090909090909091,0.9647989499427589,0.03521571101821911,0.0017539183654319362,9.999999999e-11,0.0006166195457402783,0.009614572594563511,0.009891081466815247,0.09090909090909091,0.9185180323565124,0.023960384736136087,0.0016552555862380173,9.999999999e-11,0.0006016378140359503,0.009614709915405745,0.009891081622187759,0.09090909090909091,0.9152328776713984,0.020288073072193925,0.0019302668638852456,9.999999999e-11,0.0005866556331433449,0.00961479819306993,0.009891081514318216,0.09090909090909091,0.9183925252093238,0.02237901480391308,0.0018276535663200681,9.999999999e-11,0.0010788348583529788,0.0049751243781094535,0.0029910269192422734,0.8781028062223186,0.01782102916991897,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.0029910269192422734,0.8782759282951002,0.017821074665189316,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.0029910269192422734,0.8782505496021942,0.017821060041975416,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.0029910269192422734,0.8781541376420605,0.01782106979081012,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.0016662190803548877,0.8326503833632698,0.01782093004723688,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.0016831621885501043,0.8324176134537777,0.017820954422684922,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.053996015431216994,0.8771917973842072,0.01781789416955762,9.999999999e-11,0.0008792262808728319,0.0049751243781094535,0.05402196750187067,0.8771813571658432,0.017817892538994233,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.053961112125475025,0.8772066239993117,0.01781779143678941
700,9999999436058.0,664441,9999960967.0,704,1000,0,0.0,15,0,300,9999960821.0,687,1000,0,0.0,18,0,300,9999991691.0,681,1000,0,0.0,19,1,300,9999991884.0,646,1000,0,0.0,13,3,300,9999991783.0,638,1000,0,0.0,9,2,300,999998122.0,105,634,849,0,184,999998174.0,106,630,846,1,183,999998166.0,96,634,845,8,195,999998187.0,103,638,842,9,195,999998101.0,94,623,850,9,177,999998084.0,99,647,843,4,175,999995626.0,97,1857,1000,2,541,999995571.0,87,1825,1000,0,501,999995568.0,102,1825,1000,15,506,700,9.999999999e-11,0.000663999811301379,9.999999999e-11,0.0007035047326682016,0.009568617016882875,0.04757124523784896,0.09090909090909091,0.9646954646172718,0.043365145125890854,0.00180672981902756,9.999999999e-11,0.0006865283550201012,0.009568989779385851,0.047571244457213654,0.09090909090909091,0.9647102574804128,0.044189692337840494,0.0017100706489782999,9.999999999e-11,0.0006805365546063132,0.009568803398169436,0.009891081466815185,0.09090909090909091,0.8758386177741017,0.034054742202418845,0.0016363180746756067,9.999999999e-11,0.0006455829534120958,0.009568715112305597,0.009891081622187716,0.09090909090909091,0.8631211857018308,0.03118734081179212,0.0019252861230686005,9.999999999e-11,0.0006375932155284928,0.009568881874479634,0.009891081514318166,0.09090909090909091,0.8723979024312729,0.03245289096472862,0.0017947729981493275,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.0029910269192422734,0.8780976273485251,0.017820489549306224,9.999999999e-11,0.0010588775897548597,0.0049751243781094535,0.0029910269192422734,0.8782603341304228,0.017820583843897127,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.0029910269192422734,0.8782379918974694,0.017820546452423397,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0029910269192422734,0.8781630196363002,0.017820593597947035,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.0009990009990009992,0.8315864564710943,0.01782043589450808,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.0009990009990009992,0.8313203462012726,0.017820418008843278,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.04934652079839682,0.8792648247343517,0.017816409104724682,9.999999999e-11,0.0008692437579306005,0.0049751243781094535,0.049279639182608664,0.879289986896184,0.017816320902474158,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.04932573427703599,0.8792852917753604,0.017816327436246972
800,9999999384079.0,716435,9999960908.0,763,1000,0,0.0,16,0,300,9999960772.0,736,1000,0,0.0,15,0,300,9999991635.0,738,1000,0,0.0,24,0,300,9999991826.0,704,1000,0,0.0,0,0,300,9999991733.0,687,1000,0,0.0,11,0,300,999997787.0,103,643,420,5,191,999997833.0,103,632,422,7,163,999997838.0,96,683,435,3,209,999997876.0,94,688,434,3,153,999997793.0,97,639,422,0,160,999997786.0,95,686,433,6,169,999994697.0,96,1891,1000,12,508,999994694.0,87,1769,1000,1,489,999994641.0,103,1825,1000,15,484,800,9.999999999e-11,0.0007159220883586268,9.999999999e-11,0.0007624182748562846,0.009522411912767132,0.047571245237848676,0.09090909090909091,0.964600324214283,0.051811269611559053,0.00174793935818382,9.999999999e-11,0.0007354587023950372,0.009522647363715765,0.04757124445721342,0.09090909090909091,0.9646166587666617,0.05227636696408145,0.0016642257356985905,9.999999999e-11,0.0007374557576508538,0.009522500206885989,0.00989108146681513,0.09090909090909091,0.24011642008246423,0.04319158393836124,0.0015914632076470105,9.999999999e-11,0.0007035047326682016,0.009522264755867394,0.009891081622187659,0.09090909090909091,0.5628289917667701,0.040174053835256025,0.0018804572186001574,9.999999999e-11,0.0006865283550201012,0.009522137219852251,0.009891081514318115,0.09090909090909091,0.24011642008246423,0.0417478638884725,0.0017439533135612088,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0029910269192422734,0.8779809527330165,0.017819941468074897,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0029910269192422734,0.8781558438818661,0.01782001792689578,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.0029910269192422734,0.8781272082002574,0.017820013046753583,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.0029910269192422734,0.8780715619603637,0.017820071606852922,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.0009990009990009992,0.830407035490446,0.017819944721785802,9.999999999e-11,0.0009490983565612668,0.0049751243781094535,0.0009990009990009992,0.8300278910766637,0.017819926826291476,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.04501968214435101,0.8808179477280642,0.017814893758290047,9.999999999e-11,0.0008692437579306005,0.0049751243781094535,0.04500326608882998,0.8808478201770881,0.017814880669712943,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.044996881914819445,0.8808140269675923,0.017814808679002512
