Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,DHO:=Cell_1,OD-:=Cell_1,D+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,DHO::Cell_1::Mitochondria_1,DHO_created::Cell_1::Mitochondria_1,OD-::Cell_1::Mitochondria_1,D+::Cell_1::Mitochondria_1,D+_inter::Cell_1::Mitochondria_1,D+_inter_by_D+::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ATP_created_by_D+::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,Pi_in::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
107000,10730,63068,106000000,636000000,1000,6000,9997584321982,43341046,247112301,1339962271,5940,31809,956237,105989270,1000,6232,694715,210066066,26218876,1973781124,2025934943,953698341,1046301659,156800750,99953042160,45299170,429208,2617648,150365760,352154252,13385781,2714,53,306,13880,49172,613279758,635930700,86983541,16282242,48813666,8823,83717758,99998836,1164,131562775,6533828,2268,99997732,113132105,6963657,17884188,52570601,91462151,8537849,99055290,944710,26148564,1000,1000,1000,1000,1000,1000,1000
108000,10600,63176,107000000,642000000,1000,6000,9997582783842,44255237,250018152,1339963792,5792,30436,957899,106989400,1000,5878,688231,212063002,26213028,1973786972,2026470317,953298000,1046702000,158397328,99953363051,45619930,402134,2658825,150704154,354918744,13385639,2742,52,325,14004,49632,619119610,641930946,87184489,16259470,49398390,8907,83740530,99998946,1054,131056131,6621030,2321,99997679,113342091,6963674,18108158,52977443,91288317,8711683,99156984,843016,26157602,1000,1000,1000,1000,1000,1000,1000
109000,10360,62888,108000000,648000000,1000,6000,9997583899297,42521769,250283864,1339962429,6083,31508,957045,107989640,1000,5738,686019,214065190,26209728,1973790272,2027001803,952893678,1047106322,159995179,99953637432,45937846,417733,2740510,151044455,357679840,13385647,2770,51,338,13984,50008,624961066,647931374,87388439,16236336,49981689,9006,83763664,99998880,1120,130551013,6708629,2489,99997511,113555360,6963689,18329395,53383992,91112324,8887676,99252157,747843,26166921,1000,1000,1000,1000,1000,1000,1000
110000,10300,63892,109000000,654000000,1000,6000,9997582189425,43609738,253364249,1339962715,5572,31733,958282,108989700,1000,578,681539,216062836,26203631,1973796369,2027535892,952493602,1047506398,161592735,99953932613,46251876,408025,2806461,151373288,360434312,13385532,2810,50,318,14120,50516,630808187,653935530,87596533,16214337,50566089,9099,83785663,99998848,1152,130044988,6796668,2450,99997550,113773025,6963703,18545013,53788562,90932943,9067057,99339016,660984,26176492,1000,1000,1000,1000,1000,1000,1000
111000,10390,62470,110000000,660000000,1000,6000,9997584341070,40839522,252589816,1339962546,5439,32035,957873,109989610,1000,6785,677138,218063474,26200063,1973799937,2028066307,952094958,1047905042,163194710,99954232243,46565232,392402,2848443,151718670,363207000,13385497,2842,45,350,14128,50884,636646708,659930745,87809857,16193606,51150801,9189,83806394,99998813,1187,129538837,6885126,2482,99997518,113996156,6963722,18754367,54191626,90749040,9250960,99419415,580585,26186299,1000,1000,1000,1000,1000,1000,1000
112000,10710,62500,111000000,666000000,1000,6000,9997578710113,45853032,259597292,1339961194,5761,33065,958326,110989290,1000,6232,673376,220061928,26196832,1973803168,2028596588,951697032,1048302968,164795220,99954505530,46873656,397368,2927451,152046594,365960708,13385628,2864,62,366,13964,51140,642493008,665931268,88025741,16172878,51735198,9294,83827122,99998814,1186,129032516,6973322,2387,99997613,114222055,6963740,18960219,54593332,90563201,9436799,99492024,507976,26196314,1000,1000,1000,1000,1000,1000,1000
113000,10970,64089,112000000,672000000,1000,6000,9997580799486,43145091,258888173,1339963102,5688,31230,957631,111989030,1000,581,669585,222062798,26194043,1973805957,2029124827,951300621,1048699379,166399660,99954795395,47180058,383447,2977475,152382412,368723100,13385394,2914,45,357,14224,51724,648343844,671935330,88246345,16153706,52319718,9375,83846294,99998732,1268,128526156,7061816,2577,99997423,114452912,6963759,19160342,54993553,90373356,9626644,99557157,442843,26206567,1000,1000,1000,1000,1000,1000,1000
114000,10510,63048,113000000,678000000,1000,6000,9997582132845,41195670,258932677,1339961534,5628,32858,957968,112989490,1000,1089,664971,224063044,26189949,1973810051,2029654019,950906451,1049093549,168005717,99955080183,47484284,370782,3017908,152728202,371492156,13385530,2944,47,327,14116,52084,654192249,677935863,88471576,16134618,52903410,9492,83865382,99998766,1234,128020180,7150314,2632,99997368,114688808,6963778,19355244,55392356,90180120,9819880,99614778,385222,26217232,1000,1000,1000,1000,1000,1000,1000
115000,10040,62635,114000000,684000000,1000,6000,9997580510321,42198647,261927562,1339961542,6175,32303,960550,113989960,1000,660,660020,226058820,26184734,1973815266,2030183663,950514685,1049485315,169609708,99955394084,47785322,325980,3037742,153060378,374254904,13385505,2970,48,319,14148,52416,660042559,683936705,88700167,16116848,53488716,9567,83883152,99998729,1271,127513484,7239662,2533,99997467,114928062,6963797,19544715,55789092,89983518,10016482,99666005,333995,26227895,1000,1000,1000,1000,1000,1000,1000
116000,10830,64420,115000000,690000000,1000,6000,9997580404586,41687065,263411766,1339961300,5791,32929,959641,114989170,1000,1163,656598,228059058,26180384,1973819616,2030712500,950121923,1049878077,171217164,99955643620,48083706,341253,3111887,153397724,377018620,13385530,3002,42,388,14060,52796,665891063,689934417,88932352,16098809,54073032,9684,83901191,99998654,1346,127006961,7328768,2532,99997468,115171443,6963817,19731126,56185296,89784921,10215079,99709825,290175,26239091,1000,1000,1000,1000,1000,1000,1000
117000,10280,63246,116000000,696000000,1000,6000,9997579019999,42453875,266174838,1339962169,5394,32457,960222,115989720,1000,5895,652861,230058996,26176164,1973823836,2031240789,949730735,1050269265,172825900,99955880548,48379966,366501,3203666,153725968,379783284,13385499,3034,67,362,14092,53188,671739359,695930859,89167607,16084005,54659883,9774,83915995,99998620,1380,126497662,7417784,2715,99997285,115418072,6963831,19913558,56580235,89583788,10416212,99747917,252083,26250465,1000,1000,1000,1000,1000,1000,1000
118000,11090,62790,117000000,702000000,1000,6000,9997580537283,40318869,266038067,1339962692,5676,31652,959271,116988910,1000,1196,649751,232059278,26171551,1973828449,2031768480,949340613,1050659387,174436036,99956132619,48675220,374824,3257139,154074102,382556972,13385489,3066,46,373,14112,53544,677596871,701936014,89406604,16067481,55243965,9858,83932519,99998593,1407,125991081,7507010,2635,99997365,115668710,6963855,20091099,56973491,89379714,10620286,99780980,219020,26262106,1000,1000,1000,1000,1000,1000,1000
119000,10560,64199,118000000,708000000,1000,6000,9997580015077,40224084,267936801,1339962688,5725,31607,960923,117989440,1000,1096,645435,234057034,26167729,1973832271,2032295858,948953125,1051046875,176046289,99956374127,48967392,390398,3331606,154407022,385320084,13385604,3090,47,365,14004,53784,683449464,707934705,89647344,16051257,55829121,9945,83948743,99998584,1416,125483740,7596578,2758,99997242,115921116,6963870,20265510,57365310,89173972,10826028,99808966,191034,26273772,1000,1000,1000,1000,1000,1000,1000
120000,10370,62513,119000000,714000000,1000,6000,9997580397054,39228704,268935520,1339959763,5634,34623,961212,118989630,1000,6853,642857,236056836,26165313,1973834687,2032822321,948565819,1051434181,177658767,99956686181,49259540,334158,3330983,154741350,388098804,13385597,3124,53,374,13996,54148,689299302,713930634,89891739,16038081,56417730,10038,83961919,99998586,1414,124972871,7686534,2720,99997280,116177634,6963888,20435263,57755212,88965946,11034054,99832527,167473,26285895,1000,1000,1000,1000,1000,1000,1000
121000,10360,63278,120000000,720000000,1000,6000,9997577477063,41531282,273234087,1339961972,5245,32803,961336,119989640,1000,532,637663,238056608,26162969,1973837031,2033347656,948181508,1051818492,179274208,99956943940,49550416,330233,3360809,155097408,390879012,13385883,3146,39,374,13724,54368,695159409,719936190,90138241,16020618,57001203,10161,83979382,99998512,1488,124467269,7776792,2694,99997306,116436400,6963908,20602814,58144737,88756236,11243764,99852401,147599,26298159,1000,1000,1000,1000,1000,1000,1000
122000,10640,61263,121000000,726000000,1000,6000,9997576396369,41992148,275687090,1339960549,5607,33864,962892,120989360,1000,6988,634196,240052936,26155078,1973844922,2033878272,947797256,1052202744,180886259,99957194719,49841114,332699,3396263,155452023,393670548,13385736,3190,45,411,13828,54868,701009597,725931749,90387560,16006922,57587865,10260,83993078,99998507,1493,123958235,7867065,2700,99997300,116698265,6963933,20766331,58532481,88544555,11455445,99868701,131299,26310705,1000,1000,1000,1000,1000,1000,1000
123000,10380,61789,122000000,732000000,1000,6000,9997579517438,38255827,273951776,1339961026,5465,33529,961906,121989620,1000,632,632536,242055428,26152224,1973847776,2034402953,947412929,1052587071,182504406,99957415596,50130448,362752,3453592,155811023,396462004,13385878,3206,43,399,13700,55064,706870752,731937579,90638803,15993211,58173420,10341,84006789,99998463,1537,123450075,7957301,2567,99997433,116962268,6963951,20926613,58918486,88331592,11668408,99881403,118597,26323465,1000,1000,1000,1000,1000,1000,1000
124000,10370,63021,123000000,738000000,1000,6000,9997579602589,37555691,275246396,1339960933,5212,33875,961471,122989630,1000,1109,627024,244056318,26149049,1973850951,2034927849,947033049,1052966951,184125393,99957701227,50418802,327039,3450937,156163164,399251108,13385723,3258,43,394,13860,55620,712724840,737935870,90890644,15980678,58760052,10440,84019322,99998474,1526,122940898,8047736,2628,99997372,117226990,6963974,21085949,59303901,88118394,11881606,99892122,107878,26336346,1000,1000,1000,1000,1000,1000,1000
125000,10730,62890,124000000,744000000,1000,6000,9997575063732,41482123,281171469,1339960557,5737,33726,960519,123989270,1000,1119,623832,246057502,26148496,1973851504,2035449766,946652449,1053347551,185745952,99957968009,50707504,309806,3444696,156535989,402050344,13385693,3288,64,355,13908,55944,718580595,743935991,91144335,15966094,59344065,10509,84033906,99998467,1533,122434111,8138095,2640,99997360,117493745,6963999,21242203,59687718,87903895,12096105,99900998,99002,26349410,1000,1000,1000,1000,1000,1000,1000
126000,10680,63966,125000000,750000000,1000,6000,9997578223053,37708964,279392823,1339960377,5228,34415,960894,124989320,1000,6494,620209,248056852,26145737,1973854263,2035973756,946273481,1053726519,187366318,99958172107,50995100,353465,3510207,156896700,404843524,13385694,3320,49,385,13892,56300,724430330,749929540,91397951,15953139,59929548,10602,84046861,99998409,1591,121925777,8228632,2655,99997345,117760656,6964015,21397784,60070325,87690164,12309836,99908389,91611,26362705,1000,1000,1000,1000,1000,1000,1000
127000,10660,62412,126000000,756000000,1000,6000,9997576860550,38453353,282129639,1339960880,5352,33788,962241,125989340,1000,6292,614556,250054198,26138701,1973861299,2036499600,945898296,1054101704,188988462,99958445038,51282850,328337,3508739,157253921,407644928,13385701,3362,53,350,13916,56720,730288190,755931296,91653387,15944249,60517683,10701,84055751,99998410,1590,121415860,8320275,2644,99997356,118029418,6964032,21549855,60451180,87474706,12525294,99914087,85913,26376031,1000,1000,1000,1000,1000,1000,1000
128000,10500,62425,127000000,762000000,1000,6000,9997575673132,39031123,284707385,1339960422,5206,34392,962072,126989500,1000,5876,614645,252054856,26139143,1973860857,2037019212,945518429,1054481571,190609232,99958683763,51569780,336013,3534206,157615777,410441816,13385539,3406,30,407,14044,57196,736145106,761931699,91908716,15933278,61103781,10788,84066722,99998362,1638,120906729,8410915,2588,99997412,118298333,6964053,21701497,60830979,87260135,12739865,99918595,81405,26389617,1000,1000,1000,1000,1000,1000,1000
129000,10450,62279,128000000,768000000,1000,6000,9997575675865,38410699,286079056,1339960173,5492,34355,963856,127989550,1000,1080,609909,254051388,26132529,1973867471,2037545557,945144083,1054855917,192231394,99958948924,51857562,317708,3528245,157982660,413250052,13385584,3438,47,409,13980,57516,742006141,767936641,92165520,15923454,61691292,10884,84076546,99998339,1661,120396799,8502224,2546,99997454,118568769,6964077,21851063,61210085,87044227,12955773,99922359,77641,26403249,1000,1000,1000,1000,1000,1000,1000
130000,10370,62648,129000000,774000000,1000,6000,9997573345965,40131129,289793593,1339958811,5138,36071,964331,128989630,1000,649,606892,256050598,26131836,1973868164,2038065279,944769595,1055230405,193856100,99959212161,52146228,301283,3508494,158363484,416069336,13385597,3472,45,382,13996,57856,747861853,773936703,92423369,15913721,62278041,10965,84086279,99998310,1690,119887474,8593688,2578,99997422,118840577,6964093,21998653,61587606,86828255,13171745,99925244,74756,26417208,1000,1000,1000,1000,1000,1000,1000
131000,10940,62151,130000000,780000000,1000,6000,9997572448389,40413667,292071185,1339958935,5069,36016,963798,129989060,1000,1133,602055,258050524,26128777,1973871223,2038588322,944398379,1055601621,195484789,99959457915,52433910,301342,3510158,158737744,418881788,13385461,3524,39,388,14132,58376,753717999,779936716,92680908,15902492,62864604,11061,84097508,99998325,1675,119378734,8685628,2639,99997361,119112137,6964114,22145230,61963680,86612779,13387221,99927315,72685,26431229,1000,1000,1000,1000,1000,1000,1000
132000,10470,64824,131000000,786000000,1000,6000,9997572208065,40039091,293693182,1339959387,5577,35056,964782,130989530,1000,6418,598201,260049496,26126532,1973873468,2039110567,944027801,1055972199,197113170,99959702251,52720754,301856,3512675,159110173,421686344,13385358,3560,58,436,14168,58772,759566601,785928758,92937827,15889965,63449712,11151,84110035,99998257,1743,118871193,8777323,2587,99997413,119383094,6964127,22290832,62338125,86397974,13602026,99929239,70761,26445267,1000,1000,1000,1000,1000,1000,1000
133000,10580,63426,132000000,792000000,1000,6000,9997572786951,38848778,294503209,1339959382,5063,35575,963307,131989420,1000,6397,596861,262052226,26124920,1973875080,2039630405,943655519,1056344481,198743601,99959947077,53008378,301975,3511687,159484917,424501320,13385307,3604,49,392,14272,59212,765424186,791930177,93195968,15881018,64036743,11235,84118982,99998268,1732,118361925,8869431,2520,99997480,119655496,6964144,22434852,62711764,86182616,13817384,99930294,69706,26459528,1000,1000,1000,1000,1000,1000,1000
134000,10120,63070,133000000,798000000,1000,6000,9997573431359,37594148,295247284,1339959496,5169,35355,963506,132989880,1000,597,594731,264052748,26124927,1973875073,2040147956,943286594,1056713406,200375185,99960137809,53295140,355174,3571704,159849174,427306848,13385327,3630,40,385,14268,59484,771286948,797936333,93452946,15872603,64623948,11304,84127397,99998306,1694,117852820,8961882,2515,99997485,119926756,6964157,22577506,63082832,85968484,14031516,99931532,68468,26473810,1000,1000,1000,1000,1000,1000,1000
135000,10040,63398,134000000,804000000,1000,6000,9997573886015,36528570,296175549,1339959114,5268,35638,964170,133989960,1000,5831,589944,266051580,26124306,1973875694,2040667000,942921168,1057078832,202008573,99960429613,53582574,307889,3528905,160214789,430121160,13385208,3664,52,440,14320,59860,777137652,803930771,93711011,15865521,65213082,11385,84134479,99998241,1759,117341414,9054043,2550,99997450,120199173,6964175,22718376,63453063,85753475,14246525,99932178,67822,26488162,1000,1000,1000,1000,1000,1000,1000
136000,10610,63309,135000000,810000000,1000,6000,9997575561731,34238215,295879361,1339959382,5424,35214,964793,134989390,1000,6310,585935,268049194,26120621,1973879379,2041187850,942556556,1057443444,203641557,99960654684,53869078,325851,3546755,160583432,432927008,13385176,3702,33,423,14388,60264,782993991,809930381,93968185,15855598,65799042,11469,84144402,99998284,1716,116834215,9147408,2588,99997412,120470867,6964193,22858881,63821702,85539861,14460139,99932450,67550,26502682,1000,1000,1000,1000,1000,1000,1000
137000,10520,63278,136000000,816000000,1000,6000,9997573201790,35990463,299629242,1339958534,5000,36486,964254,135989480,1000,634,584016,270050452,26121630,1973878370,2041703767,942190310,1057809690,205276559,99960878699,54156066,344694,3567622,160949600,435738044,13385097,3752,45,422,14456,60800,788856179,815936088,94225834,15848364,66386997,11586,84151636,99998203,1797,116324442,9240456,2516,99997484,120743265,6964203,22998905,64189877,85326459,14673541,99932403,67597,26517431,1000,1000,1000,1000,1000,1000,1000
138000,10590,63843,137000000,822000000,1000,6000,9997571606248,36976215,302610362,1339957703,5043,37274,964375,136989410,1000,1205,580527,272050070,26122382,1973877618,2042221616,941826518,1058173482,206912369,99961175214,54443586,291550,3508891,161322455,438553792,13385103,3794,49,400,14468,61256,794711262,821934952,94483756,15839450,66974538,11697,84160550,99998240,1760,115814792,9333185,2559,99997441,121015914,6964219,23137734,64557174,85112718,14887282,99932530,67470,26532158,1000,1000,1000,1000,1000,1000,1000
139000,10670,62662,138000000,828000000,1000,6000,9997571028938,36939484,304569410,1339957542,5221,37257,964463,137989330,1000,6972,576470,274049734,26118389,1973881611,2042742406,941464837,1058535163,208550329,99961360991,54730402,349124,3567522,161686937,441362764,13385027,3842,39,378,14576,61748,800563244,827930366,94741144,15831904,67562352,11793,84168096,99998282,1718,115305583,9426419,2685,99997315,121287835,6964242,23275173,64922935,84898929,15101071,99932791,67209,26546691,1000,1000,1000,1000,1000,1000,1000
140000,10710,63484,139000000,834000000,1000,6000,9997573277888,34072631,303697215,1339959068,5027,35925,966047,138989290,1000,5911,573255,276046486,26111333,1973888667,2043265126,941102740,1058897260,210184967,99961644633,55017696,308467,3519567,162059690,444176412,13384988,3874,46,438,14548,62080,806419820,833930605,94998993,15824056,68149113,11883,84175944,99998307,1693,114797792,9520270,2534,99997466,121560475,6964259,23412235,65288264,84685453,15314547,99932820,67180,26561482,1000,1000,1000,1000,1000,1000,1000
141000,10200,62922,140000000,840000000,1000,6000,9997568488539,38250869,309870053,1339958461,5366,36193,967523,139989800,1000,1112,569735,278044554,26109954,1973890046,2043783239,940743450,1059256550,211823726,99961870956,55304426,324077,3527257,162430864,446984620,13385197,3904,45,422,14356,62392,812281801,839935966,95256309,15814869,68735055,12009,84185131,99998179,1821,114290117,9613536,2316,99997684,121832664,6964278,23547494,65651093,84472756,15527244,99932717,67283,26576355,1000,1000,1000,1000,1000,1000,1000
142000,10460,63362,141000000,846000000,1000,6000,9997573480321,32648281,306265343,1339958981,4731,36308,967128,140989540,1000,1107,568107,280044824,26108852,1973891148,2044300550,940383814,1059616186,213464346,99962121873,55589600,313163,3528571,162779858,449777352,13385155,3934,42,419,14404,62716,818138764,845935531,95511663,15807747,69322587,12078,84192253,99998193,1807,113781044,9707146,2324,99997676,122103100,6964292,23683582,66012371,84262648,15737352,99932381,67619,26591437,1000,1000,1000,1000,1000,1000,1000
143000,10940,63810,142000000,852000000,1000,6000,9997569541143,35975655,311588317,1339957997,5000,37023,966959,141989060,1000,6948,564789,282044202,26106484,1973893516,2044819206,940026680,1059973320,215106576,99962357044,55875798,319480,3530047,163144807,452579572,13385052,3972,46,414,14508,63096,823989357,851929242,95767733,15798459,69908439,12147,84201541,99998186,1814,113274037,9801009,2587,99997413,122374119,6964306,23817876,66372837,84051425,15948575,99932372,67628,26606386,1000,1000,1000,1000,1000,1000,1000
144000,10300,62632,143000000,858000000,1000,6000,9997566950737,37959655,315571593,1339957734,5166,37120,967110,142989700,1000,553,563032,284045180,26108705,1973891295,2045331798,939669045,1060330955,216749905,99962616647,56162814,301211,3503090,163512920,455389732,13384953,4020,50,389,14628,63600,829853398,857936815,96024624,15792142,70495473,12243,84207858,99998188,1812,112765543,9894920,2477,99997523,122646285,6964320,23950941,66732243,83840359,16159641,99932091,67909,26621661,1000,1000,1000,1000,1000,1000,1000
145000,10720,61510,144000000,864000000,1000,6000,9997570923565,33376762,312986452,1339958237,5155,36628,965861,143989280,1000,6109,558674,286046838,26108413,1973891587,2045846967,939314834,1060685166,218397323,99962823828,56448382,334456,3539888,163868336,458185156,13385092,4050,56,412,14460,63924,835706165,863932381,96280346,15784401,71081874,12366,84215599,99998195,1805,112258414,9989324,2257,99997743,122917016,6964349,24083835,67090841,83629664,16370336,99932140,67860,26636670,1000,1000,1000,1000,1000,1000,1000
146000,10440,63106,145000000,870000000,1000,6000,9997566038326,37652172,319258104,1339957471,4971,37578,965889,144989560,1000,6946,555559,288047342,26106488,1973893512,2046363144,938961192,1061038808,220044172,99963063577,56734192,334851,3537117,164227998,460983152,13385089,4082,64,399,14468,64268,841560811,869929948,96535637,15776789,71667807,12450,84223211,99998189,1811,111751768,10083926,2544,99997456,123187538,6964362,24215776,67447611,83420066,16579934,99931929,68071,26651901,1000,1000,1000,1000,1000,1000,1000
147000,10730,63732,146000000,876000000,1000,6000,9997566792539,36283295,319883391,1339958624,4431,36965,967386,145989270,1000,6845,553241,290043768,26101102,1973898898,2046882234,938608857,1061391143,221688246,99963320904,57019368,316503,3515535,164585961,463775956,13385079,4114,43,398,14500,64600,847417682,875929423,96790783,15768575,72252777,12525,84231425,99998175,1825,111246264,10178887,2433,99997567,123458104,6964379,24346140,67802281,83211180,16788820,99931245,68755,26667321,1000,1000,1000,1000,1000,1000,1000
148000,10610,63956,147000000,882000000,1000,6000,9997569289712,33174301,318771502,1339957942,4601,37477,967738,146989390,1000,594,551170,292043304,26097019,1973902981,2047399108,938256861,1061743139,223335768,99963576826,57305862,301010,3490447,164949530,466579400,13384925,4160,42,393,14660,65060,853280439,881935450,97046554,15761984,72838881,12600,84238016,99998233,1767,110740122,10274346,2388,99997612,123729297,6964397,24475298,68156366,83001675,16998325,99931197,68803,26682743,1000,1000,1000,1000,1000,1000,1000
149000,10680,61503,148000000,888000000,1000,6000,9997563817204,38036594,325624494,1339956019,4648,39353,968748,147989320,1000,6306,545871,294041144,26094269,1973905731,2047916175,937909374,1062090626,224986108,99963753044,57591282,363850,3553423,165302190,469373324,13385019,4186,34,383,14584,65356,859134457,887932191,97301412,15754658,73425441,12693,84245342,99998161,1839,110233059,10369370,2469,99997531,123999589,6964410,24604107,68509165,82793119,17206881,99930823,69177,26698177,1000,1000,1000,1000,1000,1000,1000
150000,10480,62565,149000000,894000000,1000,6000,9997564220869,37025937,326613051,1339955842,5090,39088,969036,148989520,1000,6988,544571,296040968,26096172,1973903828,2048427617,937558687,1062441313,226635228,99964023743,57875940,331711,3522271,165653441,472159548,13385091,4210,55,398,14476,65608,864990372,893930447,97555768,15746378,74010363,12783,84253622,99998156,1844,109727989,10464655,2349,99997651,124269288,6964427,24732441,68861169,82584792,17415208,99930566,69434,26713520,1000,1000,1000,1000,1000,1000,1000
151000,10620,62448,150000000,900000000,1000,6000,9997566846327,33789860,325377375,1339955662,5107,39251,968191,149989380,1000,6666,543724,298042378,26094446,1973905554,2048942755,937208466,1062791534,228286401,99964266707,58161058,327149,3519428,166002901,474948396,13385144,4252,44,392,14440,66040,870848231,899930886,97809824,15738884,74596299,12900,84261116,99998093,1907,109222008,10560299,2285,99997715,124538916,6964443,24860613,69212253,82377452,17622548,99930574,69426,26729092,1000,1000,1000,1000,1000,1000,1000
152000,10400,63182,151000000,906000000,1000,6000,9997566046607,33982584,327568428,1339956290,4616,39114,967367,150989600,1000,5749,540344,300044466,26096343,1973903657,2049453720,936861660,1063138340,229941658,99964489540,58446500,343038,3527385,166360943,477742872,13385134,4282,43,403,14440,66340,876705678,905931069,98064609,15730914,75181434,12975,84269086,99998082,1918,108717105,10656193,2374,99997626,124809288,6964468,24987213,69562464,82169428,17830572,99929973,70027,26744679,1000,1000,1000,1000,1000,1000,1000
153000,11130,63585,152000000,912000000,1000,6000,9997563933214,35487969,331071438,1339955954,5002,39064,966417,151988870,1000,631,537112,302044906,26096651,1973903349,2049965900,936516123,1063483877,231596542,99964740294,58731068,329871,3518030,166706201,480527496,13385277,4306,39,408,14296,66580,882568097,911935784,98318443,15724288,75767331,13071,84275712,99998107,1893,108211268,10751971,2227,99997773,125078744,6964487,25113411,69911252,81962460,18037540,99929615,70385,26760301,1000,1000,1000,1000,1000,1000,1000
154000,10860,64082,153000000,918000000,1000,6000,9997566754653,32056904,329636787,1339956932,4845,38243,967084,152989140,1000,1060,533677,304044112,26094925,1973905075,2050478056,936171253,1063828747,233250857,99964958183,59016720,350552,3523522,167069800,483322416,13385476,4340,30,382,14132,66920,888424328,917934858,98572969,15716714,76350999,13197,84283286,99998176,1824,107708481,10848620,2324,99997676,125348912,6964508,25238495,70259578,81754860,18245140,99929373,70627,26775943,1000,1000,1000,1000,1000,1000,1000
155000,10820,63976,154000000,924000000,1000,6000,9997565365205,32840702,332418354,1339955741,4898,39381,966858,153989180,1000,1110,532012,306044644,26095500,1973904500,2050988826,935826169,1064173831,234906292,99965245857,59301888,301167,3466307,167424290,486112612,13385279,4384,50,383,14308,67396,894281778,923934914,98827161,15710022,76935921,13272,84289978,99998150,1850,107203802,10944638,2269,99997731,125618804,6964521,25362465,70606340,81547768,18452232,99929035,70965,26791643,1000,1000,1000,1000,1000,1000,1000
156000,10940,61534,155000000,930000000,1000,6000,9997563429128,34168625,335742566,1339955441,4633,39946,966861,154989060,1000,6348,529396,308044398,26095215,1973904785,2051501694,935483223,1064516777,236563081,99965474777,59585712,309067,3482633,167761295,488889176,13385146,4424,43,399,14432,67808,900137050,929932118,99079859,15703269,77521848,13344,84296731,99998104,1896,106697926,11040489,2272,99997728,125887230,6964540,25486804,70951921,81342254,18657746,99928723,71277,26807371,1000,1000,1000,1000,1000,1000,1000
157000,10960,62220,156000000,936000000,1000,6000,9997558976396,38007188,341574466,1339955577,5261,39182,968299,155989040,1000,634,524273,310041482,26089526,1973910474,2052018730,935143973,1064856027,238220899,99965693364,59870262,327787,3503315,168103682,491672612,13385182,4456,38,384,14416,68128,905999787,935937146,99333095,15697498,78108018,13428,84302502,99998047,1953,106192293,11136858,2338,99997662,126156214,6964556,25609453,71296310,81136262,18863738,99928491,71509,26823119,1000,1000,1000,1000,1000,1000,1000
158000,10290,61856,157000000,942000000,1000,6000,9997563619947,32757981,338325140,1339956575,4369,39076,968488,156989710,1000,6766,523992,312042444,26091674,1973908326,2052527195,934801407,1065198593,239879281,99965894357,60154850,363096,3532474,168452753,494455624,13385281,4490,52,435,14252,68480,911851708,941931378,99585853,15690266,78692232,13557,84309734,99998101,1899,105688966,11233943,2405,99997595,126425041,6964570,25731694,71639171,80931711,19068289,99928136,71864,26839188,1000,1000,1000,1000,1000,1000,1000
159000,10650,63059,158000000,948000000,1000,6000,9997565081032,30686686,338246575,1339955053,4569,40398,969435,157989350,1000,5847,520476,314039830,26086497,1973913503,2053041770,934462876,1065537124,241538118,99966179262,60439506,315034,3464546,168814688,497239792,13385113,4544,54,373,14480,69020,917709069,947931094,99839104,15681301,79273551,13635,84318699,99998083,1917,105188515,11330900,2237,99997763,126694303,6964588,25852530,71981236,80726493,19273507,99927723,72277,26855199,1000,1000,1000,1000,1000,1000,1000
