Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,DHO:=Cell_1,OD-:=Cell_1,D+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,DHO::Cell_1::Mitochondria_1,DHO_created::Cell_1::Mitochondria_1,OD-::Cell_1::Mitochondria_1,D+::Cell_1::Mitochondria_1,D+_inter::Cell_1::Mitochondria_1,D+_inter_by_D+::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ATP_created_by_D+::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,Pi_in::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
324000,10830,63327,323000000,1938000000,1000,6000,9997483789368,16672509,653862891,1339933031,2092,64897,1022953,322989170,1000,1060,287737,643932434,25056321,1974943679,2130276119,889482033,1110517967,526447483,100000284439,102220984,461051,2404926,215236089,904997900,13384288,9730,73,283,15376,122944,1886820256,1937935613,136598201,9717377,165083730,26892,90282623,99998795,1205,34948978,29426891,1664,99998336,165965492,6966984,39333595,117197214,51503672,48496328,99929283,70717,29367291,1000,1000,1000,1000,1000,1000,1000
325000,10310,62879,324000000,1944000000,1000,6000,9997483442020,16516649,655703836,1339930208,2720,67092,1023854,323989690,1000,1179,286885,645931672,25040328,1974959672,2130661434,889259458,1110740542,528224132,100000473394,102425878,442907,2377731,215468661,907001520,13384279,9754,55,286,15400,123208,1892718126,1943935942,136780528,9652114,165496470,26952,90347886,99998764,1236,34644888,29546979,1539,99998461,166159197,6966998,39397465,117420655,51355479,48644521,99929229,70771,29378669,1000,1000,1000,1000,1000,1000,1000
326000,10620,63085,325000000,1950000000,1000,6000,9997478518648,20937595,662121021,1339929078,2898,68044,1024641,324989380,1000,538,286104,647929478,25024545,1974975455,2131043910,889038350,1110961650,530000818,100000603761,102629978,483244,2404460,215704083,908997140,13384172,9790,75,289,15484,123580,1898616493,1949936377,136962117,9585568,165906294,27024,90414432,99998744,1256,34344721,29667881,1559,99998441,166351959,6967010,39460123,117642556,51207409,48792591,99929398,70602,29389842,1000,1000,1000,1000,1000,1000,1000
327000,10440,62954,326000000,1956000000,1000,6000,9997480749457,18203887,661385217,1339930490,2578,66952,1025634,325989560,1000,632,284869,649927852,25007798,1974992202,2131425333,888817738,1111182262,531778573,100000803296,102832208,452438,2371051,215928495,910973348,13384102,9816,63,291,15564,123876,1904515402,1955936414,137141698,9519601,166314147,27078,90480399,99998727,1273,34045995,29788265,1510,99998490,166542743,6967017,39524802,117864410,51061437,48938563,99929709,70291,29401045,1000,1000,1000,1000,1000,1000,1000
328000,10640,64362,327000000,1962000000,1000,6000,9997482360875,16095404,661271742,1339927569,2798,69653,1026090,326989360,1000,1067,283685,651926540,24992462,1975007538,2131804475,888597496,1111402504,533557004,100000986619,103035182,438517,2339842,216166831,912958944,13383848,9852,55,325,15792,124236,1910412054,1961934571,137322244,9453176,166720806,27111,90546824,99998750,1250,33748637,29908889,1633,99998367,166734579,6967032,39588277,118085851,50914761,49085239,99929455,70545,29412335,1000,1000,1000,1000,1000,1000,1000
329000,10930,62877,328000000,1968000000,1000,6000,9997475655338,22297514,669475338,1339929862,2868,67290,1026070,327989070,1000,6417,283294,653926000,24974135,1975025865,2132184632,888378036,1111621964,535336988,100001138310,103236702,455393,2344925,216398744,914929160,13383954,9870,55,303,15708,124416,1916307420,1967930706,137501712,9385802,167125155,27177,90614198,99998743,1257,33454174,30029796,1486,99998514,166925002,6967048,39650586,118305718,50768158,49231842,99929746,70254,29423290,1000,1000,1000,1000,1000,1000,1000
330000,10600,64248,329000000,1974000000,1000,6000,9997473375475,24077858,673253889,1339931536,2448,66036,1027247,328989400,1000,1031,282376,655924306,24956475,1975043525,2132561379,888158606,1111841394,537115849,100001305198,103436940,456183,2339954,216624730,916887124,13383938,9896,59,295,15728,124676,1922211303,1973934721,137679861,9318851,167527770,27237,90681149,99998856,1144,33162151,30151314,1616,99998384,167114017,6967063,39714532,118526081,50622607,49377393,99929984,70016,29434156,1000,1000,1000,1000,1000,1000,1000
331000,10630,62570,330000000,1980000000,1000,6000,9997479269372,17687706,668860016,1339931770,2734,65516,1028568,329989370,1000,579,280560,657921604,24939637,1975060363,2132935946,887940030,1112059970,538894562,100001461400,103636990,467151,2339769,216856370,918843732,13383953,9926,68,271,15728,124988,1928113393,1979936851,137858053,9251888,167928720,27315,90748112,99998800,1200,32871329,30272482,1563,99998437,167303171,6967072,39778665,118746482,50477301,49522699,99929992,70008,29445118,1000,1000,1000,1000,1000,1000,1000
332000,10530,63256,331000000,1986000000,1000,6000,9997478821018,17642583,670814643,1339931308,2817,65895,1029071,330989470,1000,1180,281428,659920798,24921890,1975078110,2133308944,887720167,1112279833,540673877,100001589703,103835552,505368,2372199,217081200,920785660,13383827,9954,74,291,15828,125280,1934012811,1985935564,138035123,9185630,168327780,27363,90814370,99998813,1187,32582349,30393340,1417,99998583,167490971,6967088,39842066,118965493,50332421,49667579,99930182,69818,29455848,1000,1000,1000,1000,1000,1000,1000
333000,10460,63197,332000000,1992000000,1000,6000,9997472343942,23629236,678795307,1339928501,2930,68589,1030571,331989540,1000,1103,280892,661917938,24905186,1975094814,2133680465,887502356,1112497644,542453194,100001815735,104034214,446093,2297174,217314932,922729200,13383720,9984,58,306,15936,125580,1939913601,1991935700,138212109,9117050,168724833,27411,90882950,99998859,1141,32296158,30514936,1655,99998345,167678643,6967100,39904811,119183852,50187493,49812507,99930266,69734,29466534,1000,1000,1000,1000,1000,1000,1000
334000,10350,62903,333000000,1998000000,1000,6000,9997480145357,15331736,672495149,1339932042,2189,65789,1032108,332989650,1000,1159,279040,663915084,24885632,1975114368,2134051882,887286395,1112713605,544234368,100001946628,104231912,481048,2316650,217548316,924662572,13383706,10004,64,306,15944,125780,1945814980,1997935938,138388371,9048506,169119363,27459,90951494,99998842,1158,32012822,30636804,1572,99998428,167865531,6967111,39967625,119401676,50043109,49956891,99930542,69458,29477160,1000,1000,1000,1000,1000,1000,1000
335000,11020,62304,334000000,2004000000,1000,6000,9997479040529,15951609,675117151,1339932646,2520,64854,1030951,333988980,1000,6897,278940,665916058,24873570,1975126430,2134413877,887068175,1112931825,546017111,100002120327,104427638,472204,2303254,217771171,926577040,13383613,10030,55,292,16060,126040,1951711965,2003930799,138563164,8979343,169511760,27495,91020657,99998871,1129,31732081,30758829,1489,99998511,168050657,6967122,40031829,119620007,49899315,50100685,99930907,69093,29487493,1000,1000,1000,1000,1000,1000,1000
336000,10810,62181,335000000,2010000000,1000,6000,9997475707083,18802122,679961246,1339926814,3302,69904,1031930,334989190,1000,6388,278342,667914520,24855426,1975144574,2134779563,886851091,1113148909,547798475,100002314471,104624160,443272,2265697,217997482,928499628,13383654,10044,75,295,15996,126180,1957614329,2009931431,138738516,8913512,169905255,27546,91086488,99998912,1088,31450411,30881126,1580,99998420,168236430,6967136,40095015,119837703,49755226,50244774,99931144,68856,29497914,1000,1000,1000,1000,1000,1000,1000
337000,10720,63014,336000000,2016000000,1000,6000,9997472451196,21568146,684719662,1339928690,2028,69302,1035046,335989280,1000,1059,277478,669908468,24834342,1975165658,2135147262,886634608,1113365392,549575920,100002415721,104819264,506720,2318346,218225544,930408424,13383561,10072,53,274,16132,126472,1963521259,2015935927,138912920,8845326,170295048,27585,91154674,99998888,1112,31171958,31002688,1547,99998453,168421017,6967156,40158344,120055070,49611371,50388629,99931519,68481,29508097,1000,1000,1000,1000,1000,1000,1000
338000,10220,63382,337000000,2022000000,1000,6000,9997473145272,20390500,685539068,1339928698,2094,69228,1036514,336989780,1000,6833,276337,671906532,24816767,1975183233,2135508885,886418684,1113581316,551358049,100002584005,105014116,502563,2307883,218449003,932314752,13383496,10094,61,267,16196,126692,1969417680,2021929785,139087093,8779892,170685297,27624,91220108,99998819,1181,30893275,31124561,1421,99998579,168605458,6967167,40221783,120272146,49468002,50531998,99931799,68201,29518365,1000,1000,1000,1000,1000,1000,1000
339000,10720,61621,338000000,2028000000,1000,6000,9997468794218,24263672,691414118,1339928252,2959,68809,1035602,337989280,1000,567,276116,673907356,24803314,1975196686,2135864632,886202830,1113797170,553143010,100002768225,105207370,481278,2276002,218675323,934205256,13383390,10120,50,280,16300,126964,1975329067,2027937812,139259472,8711760,171070914,27666,91288240,99998884,1116,30619178,31246277,1653,99998347,168787991,6967176,40285796,120488230,49326085,50673915,99932151,67849,29528519,1000,1000,1000,1000,1000,1000,1000
340000,10720,62429,339000000,2034000000,1000,6000,9997474862955,17715566,686869804,1339931659,2253,66108,1034188,338989280,1000,6316,275097,675910184,24789942,1975210058,2136218759,885986978,1114013022,554929974,100002944471,105401910,469145,2235939,218920342,936109416,13383392,10142,77,247,16304,127208,1981225229,2033931255,139433728,8642778,171455064,27726,91357222,99998848,1152,30347369,31368818,1503,99998497,168972387,6967188,40348703,120705113,49182249,50817751,99932315,67685,29538659,1000,1000,1000,1000,1000,1000,1000
341000,10690,63053,340000000,2040000000,1000,6000,9997474159728,17940067,689088829,1339927914,3216,68890,1035652,339989310,1000,611,274314,677907316,24768530,1975231470,2136578360,885772834,1114227166,556712956,100003096831,105593106,477914,2233630,219146143,937980692,13383346,10166,64,294,16316,127460,1987134700,2039936336,139604586,8573780,171835956,27786,91426220,99998944,1056,30078274,31490725,1641,99998359,169153295,6967194,40412878,120920046,49041541,50958459,99932433,67567,29548709,1000,1000,1000,1000,1000,1000,1000
342000,10560,63115,341000000,2046000000,1000,6000,9997472953376,18670704,691814445,1339926654,3075,70291,1036804,340989440,1000,6434,272896,679905272,24750239,1975249761,2136933189,885558785,1114441215,558496846,100003239857,105783698,495686,2244502,219368652,939845492,13383434,10176,65,297,16224,127560,1993033514,2045930451,139775021,8504846,172215957,27834,91495154,99998881,1119,29810607,31613012,1606,99998394,169333635,6967211,40477737,121135530,48900821,51099179,99932808,67192,29558614,1000,1000,1000,1000,1000,1000,1000
343000,10250,62625,342000000,2052000000,1000,6000,9997470938790,20207866,695344949,1339927343,2371,70306,1039310,341989750,1000,700,271367,681900880,24729305,1975270695,2137288133,885346451,1114653549,560280102,100003392617,105974858,504308,2230810,219604893,941716348,13383434,10202,67,275,16244,127820,1998944145,2051936675,139946111,8436409,172593987,27894,91563591,99998925,1075,29545078,31735507,1564,99998436,169514659,6967229,40540396,121349411,48759533,51240467,99933060,66940,29568548,1000,1000,1000,1000,1000,1000,1000
344000,10570,63659,343000000,2058000000,1000,6000,9997469767924,20905343,698041726,1339927584,2701,69735,1040498,342989430,1000,6931,272792,683897864,24711131,1975288869,2137638587,885130736,1114869264,562061361,100003559202,106164018,497688,2216009,219827373,943568380,13383453,10232,62,297,16208,128144,2004842285,2057929410,140115658,8368463,172970784,27984,91631537,99998999,1001,29280818,31857871,1574,99998426,169693943,6967239,40604623,121563711,48619197,51380803,99933209,66791,29578285,1000,1000,1000,1000,1000,1000,1000
345000,10690,63142,344000000,2064000000,1000,6000,9997468815974,21389845,700525767,1339926684,2720,70616,1039551,343989310,1000,1104,271553,685899518,24695063,1975304937,2137984473,884917753,1115082247,563850018,100003720281,106352466,496151,2194361,220061886,945412388,13383451,10258,82,283,16204,128428,2010754392,2063935754,140284496,8297589,173342547,28056,91702411,99998913,1087,29021788,31980314,1446,99998554,169872419,6967253,40669297,121777947,48479273,51520727,99933683,66317,29587923,1000,1000,1000,1000,1000,1000,1000
346000,10630,63492,345000000,2070000000,1000,6000,9997470350710,19383189,700519012,1339929337,3047,67636,1041012,344989370,1000,6196,270964,687896716,24676340,1975323660,2138330048,884705478,1115294522,565634926,100003875287,106539698,499303,2190998,220281289,947245208,13383488,10286,74,262,16196,128720,2016655320,2069930312,140452166,8229664,173715060,28131,91770336,99998926,1074,28762874,32103679,1458,99998542,170049780,6967268,40733888,121990826,48340676,51659324,99933864,66136,29597614,1000,1000,1000,1000,1000,1000,1000
347000,10450,63603,346000000,2076000000,1000,6000,9997471873283,17398385,700534019,1339930662,2005,67353,1040808,345989550,1000,631,270783,689897484,24662082,1975337918,2138668918,884492764,1115507236,567422963,100004040807,106726748,492145,2169448,220508535,949075612,13383424,10312,82,274,16240,128980,2022567236,2075935766,140619601,8161635,174085080,28185,91838365,99998923,1077,28506288,32226757,1468,99998532,170226805,6967285,40798545,122203738,48202011,51797989,99934298,65702,29607204,1000,1000,1000,1000,1000,1000,1000
348000,10970,62171,347000000,2082000000,1000,6000,9997473481925,15326672,700452160,1339925987,2141,71892,1042383,346989030,1000,6212,269241,691893294,24641145,1975358855,2139013190,884282744,1115717256,569208742,100004183181,106912738,507371,2173202,220731605,950897120,13383570,10328,61,253,16136,129164,2028470084,2081931617,140786498,8093281,174453855,28257,91906719,99998968,1032,28251352,32350095,1547,99998453,170403129,6967296,40862075,122415311,48063395,51936605,99934463,65537,29616631,1000,1000,1000,1000,1000,1000,1000
349000,10660,64235,348000000,2088000000,1000,6000,9997465135980,23204200,710332208,1339929540,2485,67995,1043587,347989340,1000,5922,269315,693891506,24620237,1975379763,2139354596,884071358,1115928642,570995561,100004322646,107098092,524653,2176230,220957403,952712216,13383710,10346,76,278,15956,129356,2034375624,2087929843,140952820,8025729,174820401,28350,91974271,99998899,1101,27998337,32473209,1492,99998508,170578941,6967303,40926052,122626630,47925543,52074457,99934581,65419,29626121,1000,1000,1000,1000,1000,1000,1000
350000,11070,63584,349000000,2094000000,1000,6000,9997464911523,22973434,712099936,1339925338,3005,71677,1042374,348988930,1000,1135,269377,695893112,24603785,1975396215,2139690040,883859765,1116140235,572785562,100004488270,107282076,514956,2157204,221178294,954513332,13383786,10364,67,295,15872,129548,2040289061,2093935281,141117757,7956965,175184592,28419,92043035,99998992,1008,27748202,32596670,1531,99998469,170753214,6967315,40991330,122838173,47788614,52211386,99934923,65077,29635457,1000,1000,1000,1000,1000,1000,1000
351000,10500,62358,350000000,2100000000,1000,6000,9997472412105,15012792,706135157,1339925968,2408,71644,1044042,349989500,1000,1177,268015,697890916,24583673,1975416327,2140027176,883650101,1116349899,574573687,100004661505,107465870,497595,2136170,221393139,956313316,13383834,10382,63,263,15860,129740,2046198339,2099936465,141282861,7891970,175550154,28470,92108030,99999001,999,27496182,32719561,1440,99998560,170927616,6967330,41055863,123049214,47651404,52348596,99935111,64889,29644755,1000,1000,1000,1000,1000,1000,1000
352000,10600,62594,351000000,2106000000,1000,6000,9997465653789,21306626,714428848,1339930067,3161,66792,1046223,350989400,1000,6281,266842,699886354,24561744,1975438256,2140362867,883441110,1116558890,576360121,100004777833,107648846,536929,2154258,221624444,958105620,13383801,10404,66,265,15888,129960,2052101500,2105931125,141447269,7822727,175909419,28518,92177273,99999024,976,27251686,32843500,1531,99998469,171101146,6967343,41119876,123259391,47514362,52485638,99935353,64647,29653877,1000,1000,1000,1000,1000,1000,1000
353000,10830,63371,352000000,2112000000,1000,6000,9997472097179,14411981,709527810,1339925563,2872,71585,1046493,351989170,1000,6801,266546,701885354,24540718,1975459282,2140695557,883231001,1116768999,578148997,100004985691,107830158,483758,2100668,221835334,959881368,13383839,10426,74,263,15844,130192,2058009536,2111929828,141610378,7757010,176269794,28587,92242990,99999018,982,27005733,32966858,1534,99998466,171273122,6967358,41184921,123469811,47377854,52622146,99935826,64174,29662744,1000,1000,1000,1000,1000,1000,1000
354000,10410,64279,353000000,2118000000,1000,6000,9997462446698,23608336,720723944,1339927602,2756,69662,1047420,352989590,1000,6355,265544,703884340,24522301,1975477699,2141024007,883022057,1116977943,579939027,100005088376,108011544,535488,2139631,222058141,961658544,13383823,10450,67,250,15880,130444,2063918369,2117929366,141773714,7689941,176627448,28641,92310059,99999021,979,26762772,33090611,1422,99998578,171445464,6967370,41249555,123679769,47241536,52758464,99935988,64012,29671750,1000,1000,1000,1000,1000,1000,1000
355000,10680,63818,354000000,2124000000,1000,6000,9997468867555,16738039,715850476,1339926082,3034,70904,1048139,353989320,1000,602,265327,705882362,24503780,1975496220,2141350398,882812244,1117187756,581727224,100005230578,108192794,547497,2143625,222276118,963434380,13383849,10468,65,298,15808,130624,2069833949,2123935580,141936691,7625232,176985840,28704,92374768,99999007,993,26519597,33214902,1524,99998476,171617452,6967382,41314642,123889811,47105592,52894408,99936143,63857,29680761,1000,1000,1000,1000,1000,1000,1000
356000,10400,63039,355000000,2130000000,1000,6000,9997464336490,20818543,721925991,1339924859,2790,72371,1049617,354989600,1000,6427,264463,707879966,24481036,1975518964,2141678440,882604010,1117395990,583516576,100005376343,108373062,555052,2131717,222504860,965201128,13383921,10480,85,290,15724,130756,2075738763,2129930534,142099068,7558500,177339345,28758,92441500,99999044,956,26281068,33338888,1473,99998527,171788785,6967400,41379293,124098927,46970083,53029917,99936167,63833,29689717,1000,1000,1000,1000,1000,1000,1000
357000,10300,62325,356000000,2136000000,1000,6000,9997463026992,21676432,724780950,1339925699,2020,72301,1050945,355989700,1000,1088,264697,709877510,24456492,1975543508,2142006297,882395601,1117604399,585305703,100005577274,108551728,506171,2073085,222722754,966950736,13383986,10492,68,290,15676,130888,2081655477,2135936587,142259547,7492434,177691353,28803,92507566,99999060,940,26043837,33462570,1544,99998456,171958124,6967408,41444717,124307110,46836184,53163816,99936567,63433,29698577,1000,1000,1000,1000,1000,1000,1000
358000,10620,63320,357000000,2142000000,1000,6000,9997461829777,22427518,727531114,1339924598,3175,72247,1051028,356989380,1000,598,263384,711876704,24435480,1975564520,2142328504,882189099,1117810901,587098383,100005722469,108730184,513122,2067121,222943602,968699224,13383996,10516,73,263,15688,131128,2087565732,2141936082,142420310,7427155,178042296,28860,92572845,99999071,929,25807932,33586438,1458,99998542,172127660,6967420,41509327,124514937,46701740,53298260,99936812,63188,29707350,1000,1000,1000,1000,1000,1000,1000
359000,10770,63180,358000000,2148000000,1000,6000,9997464996312,18814720,725918297,1339928792,2030,69198,1051362,357989230,1000,7016,262436,713875736,24415886,1975584114,2142647538,881982623,1118017377,588890932,100005863912,108907976,523768,2066959,223161782,970440832,13383863,10546,76,249,15832,131452,2093470543,2147929804,142580500,7361982,178392108,28905,92638018,99999040,960,25573634,33710618,1390,99998610,172296471,6967427,41573810,124722368,46567413,53432587,99937263,62737,29715971,1000,1000,1000,1000,1000,1000,1000
360000,10670,63516,359000000,2154000000,1000,6000,9997465725743,17645903,726742851,1339925133,2452,72435,1052793,358989330,1000,1134,261307,715873074,24394535,1975605465,2142965365,881776191,1118223809,590681815,100005984914,109084940,553742,2077403,223388854,972175604,13383934,10564,58,268,15760,131644,2099387598,2153935350,142740017,7295154,178737834,28971,92704846,99999041,959,25343987,33835414,1467,99998533,172464639,6967450,41639179,124929952,46433849,53566151,99937326,62674,29724622,1000,1000,1000,1000,1000,1000,1000
361000,10700,63143,360000000,2160000000,1000,6000,9997466196560,16733547,727827686,1339926950,1951,71119,1054428,359989300,1000,1144,261027,717869744,24373152,1975626848,2143281111,881569849,1118430151,592472129,100006160415,109260316,528109,2041917,223605381,973893764,13383933,10584,81,250,15756,131844,2105300263,2159935713,142897990,7229226,179082123,29022,92770774,99999111,889,25115622,33959891,1474,99998526,172631114,6967464,41704846,125136588,46301382,53698618,99937724,62276,29733124,1000,1000,1000,1000,1000,1000,1000
362000,10580,62596,361000000,2166000000,1000,6000,9997467377151,15116160,728204800,1339924384,1929,73707,1055591,360989420,1000,1185,260237,719867658,24350292,1975649708,2143596029,881363947,1118636053,594264128,100006304387,109436298,534727,2026308,223834435,975619292,13383979,10604,70,255,15716,132056,2111212768,2165936219,143057048,7164225,179425125,29085,92835775,99999110,890,24888564,34084357,1376,99998624,172798631,6967477,41769411,125343293,46167701,53832299,99937835,62165,29741583,1000,1000,1000,1000,1000,1000,1000
363000,10640,63429,362000000,2172000000,1000,6000,9997459206513,22850432,737937325,1339923417,2932,73671,1056637,361989360,1000,610,259674,721865446,24328606,1975671394,2143907518,881158155,1118841845,596056113,100006443029,109609892,544679,2030380,224046482,977320784,13383780,10638,73,255,15912,132420,2117125696,2171935961,143213643,7099158,179766276,29127,92900842,99999084,916,24663802,34209198,1382,99998618,172963636,6967488,41836002,125549659,46036336,53963664,99938031,61969,29749993,1000,1000,1000,1000,1000,1000,1000
364000,10040,63471,363000000,2178000000,1000,6000,9997463241637,18380445,735463903,1339925355,2625,72040,1058937,362989960,1000,6469,258338,723862046,24306859,1975693141,2144216173,880953369,1119046631,597847904,100006609382,109783290,526639,2000277,224264581,979019880,13383811,10648,72,281,15856,132556,2123033091,2177930060,143369823,7035210,180105381,29175,92964790,99999113,887,24440871,34333775,1520,99998480,173128171,6967511,41902677,125755804,45905221,54094779,99938388,61612,29758348,1000,1000,1000,1000,1000,1000,1000
365000,10610,61944,364000000,2184000000,1000,6000,9997459956028,21236912,740319174,1339924493,2984,72543,1058859,363989390,1000,1211,258284,725861062,24286546,1975713454,2144520888,880748417,1119251583,599641954,100006751199,109955350,532316,1992908,224482935,980706420,13384008,10660,75,261,15676,132688,2128953840,2183936845,143525328,6969908,180441195,29253,93030092,99999125,875,24221783,34458705,1435,99998565,173291802,6967525,41968444,125960824,45774094,54225906,99938774,61226,29766474,1000,1000,1000,1000,1000,1000,1000
366000,10570,62938,365000000,2190000000,1000,6000,9997466853615,13912024,734992182,1339925480,2380,72160,1059350,364989430,1000,697,257312,727860160,24267275,1975732725,2144822367,880543828,1119456172,601436454,100006901485,110127882,530082,1979972,224699196,982397676,13384007,10682,56,241,15716,132908,2134867083,2189936365,143681211,6907860,180778584,29298,93092140,99999116,884,24001614,34584144,1407,99998593,173455859,6967534,42034479,126166394,45642733,54357267,99939116,60884,29774648,1000,1000,1000,1000,1000,1000,1000
367000,10730,62771,366000000,2196000000,1000,6000,9997462129855,18208970,741286187,1339924440,2699,72881,1060421,365989270,1000,1113,257242,729857698,24245011,1975754989,2145124640,880340008,1119659992,603230165,100007055730,110298018,521459,1969739,224904626,984065252,13384019,10698,73,256,15672,133068,2140781758,2195936116,143834620,6845025,181112805,29349,93154975,99999113,887,23784437,34709406,1530,99998470,173617435,6967541,42101301,126370291,45513825,54486175,99939395,60605,29782815,1000,1000,1000,1000,1000,1000,1000
368000,10600,63856,367000000,2202000000,1000,6000,9997462064107,17849251,742920972,1339925017,2488,72515,1062539,366989400,1000,544,255581,731853722,24222357,1975777643,2145424220,880137326,1119862674,605023493,100007182695,110468416,540458,1978085,225119721,985735324,13384032,10722,74,266,15648,133320,2146696031,2201935600,143988476,6783205,181445169,29418,93216795,99999159,841,23569377,34834927,1460,99998540,173779439,6967555,42168098,126574648,45384413,54615587,99939721,60279,29790963,1000,1000,1000,1000,1000,1000,1000
369000,10530,63215,368000000,2208000000,1000,6000,9997466010062,13479145,740550826,1339925529,2379,72112,1063241,367989470,1000,6565,256520,733852458,24199581,1975800419,2145722095,879932310,1120067690,606817204,100007332593,110638020,536542,1964109,225333992,987397748,13384007,10744,76,249,15688,133540,2152605838,2207930220,144141946,6720773,181775739,29463,93279227,99999195,805,23356746,34960800,1314,99998686,173940798,6967564,42234492,126778734,45254610,54745390,99940236,59764,29798852,1000,1000,1000,1000,1000,1000,1000
370000,10700,62473,369000000,2214000000,1000,6000,9997463181262,15889442,744955758,1339922014,3124,74882,1064095,368989300,1000,6753,255237,735850410,24176635,1975823365,2146018231,879730768,1120269232,608613605,100007483704,110808082,531459,1936967,225558819,989066068,13383972,10766,65,243,15740,133772,2158521350,2213930774,144295906,6660084,182105328,29508,93339916,99999165,835,23144215,35085937,1323,99998677,174102792,6967573,42299434,126981568,45124752,54875248,99940274,59726,29806886,1000,1000,1000,1000,1000,1000,1000
371000,10760,63422,370000000,2220000000,1000,6000,9997463560139,15091661,746157503,1339925389,2411,72220,1064803,369989240,1000,656,254367,737848874,24156770,1975843230,2146308752,879528158,1120471842,610409442,100007611110,110974940,547626,1952162,225763266,990702976,13384020,10780,75,261,15664,133912,2164443062,2219935922,144447006,6598181,182432013,29562,93401819,99999153,847,22935450,35211658,1413,99998587,174261639,6967590,42367325,127185065,44996893,55003107,99940445,59555,29814633,1000,1000,1000,1000,1000,1000,1000
372000,10720,63433,371000000,2226000000,1000,6000,9997463585301,14657647,747721783,1339923469,2483,74068,1065262,370989280,1000,1095,255286,739848036,24140638,1975859362,2146594238,879324842,1120675158,612205277,100007748468,111142484,554955,1946029,225979112,992345880,13383953,10802,71,232,15764,134132,2170358829,2225935472,144598828,6536797,182757474,29592,93463203,99999196,804,22727523,35336872,1362,99998638,174421111,6967601,42433211,127387473,44868021,55131979,99940929,59071,29822283,1000,1000,1000,1000,1000,1000,1000
373000,10960,63064,372000000,2232000000,1000,6000,9997463409175,14415605,749482252,1339928603,1845,69572,1065083,371989040,1000,1033,254069,741847914,24119364,1975880636,2146882461,879124278,1120875722,614004583,100007888691,111309098,557847,1931524,226198279,993980292,13383869,10834,70,213,15868,134452,2176275937,2231935903,144749729,6474678,183079923,29646,93525322,99999100,900,22522597,35462321,1295,99998705,174579884,6967609,42499843,127589262,44740736,55259264,99940989,59011,29830155,1000,1000,1000,1000,1000,1000,1000
374000,10350,62712,373000000,2238000000,1000,6000,9997460112645,17302537,754356717,1339921075,2523,76422,1068268,372989650,1000,1035,252937,743842764,24092155,1975907845,2147173169,878923377,1121076623,615798519,100008040007,111474280,548702,1921221,226401251,995600804,13383727,10864,69,248,15976,134764,2182193681,2237936253,144899288,6416168,183402873,29697,93583832,99999100,900,22317608,35588061,1383,99998617,174737171,6967622,42567786,127791308,44614361,55385639,99941085,58915,29837883,1000,1000,1000,1000,1000,1000,1000
375000,10630,62571,374000000,2244000000,1000,6000,9997461830475,15173045,754226676,1339924513,2514,72993,1068764,373989370,1000,6874,250532,745841212,24071057,1975928943,2147455188,878724015,1121275985,617597593,100008176472,111639114,554104,1916127,226613545,997218536,13383707,10884,84,245,15984,134988,2188105556,2243930555,145048829,6356634,183722679,29751,93643366,99999177,823,22116298,35714275,1374,99998626,174894376,6967634,42635352,127993087,44487812,55512188,99941067,58933,29845547,1000,1000,1000,1000,1000,1000,1000
