Time,H2O,OH-,H+,a,b,c,r,H2O:=C1_1,OH-:=C1_1,H+:=C1_1,a:=C1_1,b:=C1_1,c:=C1_1,en_X:=C1_1,en_Z:=C1_1,l:=C1_1,m:=C1_1,q:=C1_1,r:=C1_1,ATP:=C1_1,ADP:=C1_1,Pi:=C1_1,mem_P1:=C1_1,mem_P2:=C1_1,mem_P6:=C1_1,H2O:=C1_2,OH-:=C1_2,H+:=C1_2,a:=C1_2,b:=C1_2,c:=C1_2,en_X:=C1_2,en_Z:=C1_2,l:=C1_2,m:=C1_2,q:=C1_2,r:=C1_2,ATP:=C1_2,ADP:=C1_2,Pi:=C1_2,mem_P1:=C1_2,mem_P2:=C1_2,mem_P6:=C1_2,H2O:=C2_1,OH-:=C2_1,H+:=C2_1,a:=C2_1,b:=C2_1,c:=C2_1,en_X:=C2_1,en_Z:=C2_1,l:=C2_1,m:=C2_1,q:=C2_1,r:=C2_1,ATP:=C2_1,ADP:=C2_1,Pi:=C2_1,mem_P1:=C2_1,mem_P2:=C2_1,mem_P6:=C2_1,H2O:=C2_2,OH-:=C2_2,H+:=C2_2,a:=C2_2,b:=C2_2,c:=C2_2,en_X:=C2_2,en_Z:=C2_2,l:=C2_2,m:=C2_2,q:=C2_2,r:=C2_2,ATP:=C2_2,ADP:=C2_2,Pi:=C2_2,mem_P1:=C2_2,mem_P2:=C2_2,mem_P6:=C2_2,H2O:=C2_3,OH-:=C2_3,H+:=C2_3,a:=C2_3,b:=C2_3,c:=C2_3,en_X:=C2_3,en_Z:=C2_3,l:=C2_3,m:=C2_3,q:=C2_3,r:=C2_3,ATP:=C2_3,ADP:=C2_3,Pi:=C2_3,mem_P1:=C2_3,mem_P2:=C2_3,mem_P6:=C2_3,H2O::C1_1::M1_1,OH-::C1_1::M1_1,H+::C1_1::M1_1,l::C1_1::M1_1,m::C1_1::M1_1,n::C1_1::M1_1,q::C1_1::M1_1,en_Y::C1_1::M1_1,ATP::C1_1::M1_1,ADP::C1_1::M1_1,Pi::C1_1::M1_1,mem_P3::C1_1::M1_1,mem_P4::C1_1::M1_1,mem_P5::C1_1::M1_1,H2O::C1_1::M1_2,OH-::C1_1::M1_2,H+::C1_1::M1_2,l::C1_1::M1_2,m::C1_1::M1_2,n::C1_1::M1_2,q::C1_1::M1_2,en_Y::C1_1::M1_2,ATP::C1_1::M1_2,ADP::C1_1::M1_2,Pi::C1_1::M1_2,mem_P3::C1_1::M1_2,mem_P4::C1_1::M1_2,mem_P5::C1_1::M1_2,H2O::C1_2::M1_1,OH-::C1_2::M1_1,H+::C1_2::M1_1,l::C1_2::M1_1,m::C1_2::M1_1,n::C1_2::M1_1,q::C1_2::M1_1,en_Y::C1_2::M1_1,ATP::C1_2::M1_1,ADP::C1_2::M1_1,Pi::C1_2::M1_1,mem_P3::C1_2::M1_1,mem_P4::C1_2::M1_1,mem_P5::C1_2::M1_1,H2O::C1_2::M1_2,OH-::C1_2::M1_2,H+::C1_2::M1_2,l::C1_2::M1_2,m::C1_2::M1_2,n::C1_2::M1_2,q::C1_2::M1_2,en_Y::C1_2::M1_2,ATP::C1_2::M1_2,ADP::C1_2::M1_2,Pi::C1_2::M1_2,mem_P3::C1_2::M1_2,mem_P4::C1_2::M1_2,mem_P5::C1_2::M1_2,H2O::C1_1::M2_1,OH-::C1_1::M2_1,H+::C1_1::M2_1,l::C1_1::M2_1,m::C1_1::M2_1,n::C1_1::M2_1,q::C1_1::M2_1,en_Y::C1_1::M2_1,ATP::C1_1::M2_1,ADP::C1_1::M2_1,Pi::C1_1::M2_1,mem_P3::C1_1::M2_1,mem_P4::C1_1::M2_1,mem_P5::C1_1::M2_1,H2O::C1_2::M2_1,OH-::C1_2::M2_1,H+::C1_2::M2_1,l::C1_2::M2_1,m::C1_2::M2_1,n::C1_2::M2_1,q::C1_2::M2_1,en_Y::C1_2::M2_1,ATP::C1_2::M2_1,ADP::C1_2::M2_1,Pi::C1_2::M2_1,mem_P3::C1_2::M2_1,mem_P4::C1_2::M2_1,mem_P5::C1_2::M2_1,H2O::C2_1::M2_1,OH-::C2_1::M2_1,H+::C2_1::M2_1,l::C2_1::M2_1,m::C2_1::M2_1,n::C2_1::M2_1,q::C2_1::M2_1,en_Y::C2_1::M2_1,ATP::C2_1::M2_1,ADP::C2_1::M2_1,Pi::C2_1::M2_1,mem_P3::C2_1::M2_1,mem_P4::C2_1::M2_1,mem_P5::C2_1::M2_1,H2O::C2_2::M2_1,OH-::C2_2::M2_1,H+::C2_2::M2_1,l::C2_2::M2_1,m::C2_2::M2_1,n::C2_2::M2_1,q::C2_2::M2_1,en_Y::C2_2::M2_1,ATP::C2_2::M2_1,ADP::C2_2::M2_1,Pi::C2_2::M2_1,mem_P3::C2_2::M2_1,mem_P4::C2_2::M2_1,mem_P5::C2_2::M2_1,H2O::C2_3::M2_1,OH-::C2_3::M2_1,H+::C2_3::M2_1,l::C2_3::M2_1,m::C2_3::M2_1,n::C2_3::M2_1,q::C2_3::M2_1,en_Y::C2_3::M2_1,ATP::C2_3::M2_1,ADP::C2_3::M2_1,Pi::C2_3::M2_1,mem_P3::C2_3::M2_1,mem_P4::C2_3::M2_1,mem_P5::C2_3::M2_1
1000,9999999338254,761746,761746,956325,0,0,1609,9999960821,769,769,3,29787,0,3000,2000,636,207,5805,1494,9961490,10038510,10038510,1000,500,300,9999960899,749,749,0,29707,0,3000,2000,668,199,5264,1885,9961548,10038452,10038452,1000,500,300,9999991708,769,769,1113,0,0,3000,2000,1065,43076,4081,1731,9992377,10007623,10007623,1000,100,300,9999991575,764,764,1076,0,0,3000,2000,1110,43011,4281,1653,9992239,10007761,10007761,1000,100,300,9999991689,757,757,977,0,0,3000,2000,1163,42850,4177,1628,9992346,10007654,10007654,1000,100,300,999997433,86,86,5,40074,97228,191,10000,997419,1002581,1002581,5000,3000,2000,999997560,90,90,5,40262,97393,157,10000,997550,1002450,1002450,5000,3000,2000,999997461,99,99,0,40242,97286,174,10000,997460,1002540,1002540,5000,3000,2000,999997520,115,115,3,39936,97355,180,10000,997535,1002465,1002465,5000,3000,2000,999997468,99,99,0,11380,97302,165,10000,997467,1002533,1002533,5000,1000,2000,999997459,100,100,3,11552,97288,171,10000,997459,1002541,1002541,5000,1000,2000,999993833,91,91,0,50366,93442,382,10000,993824,1006176,1006176,5000,1000,2000,999993761,100,100,0,50338,93349,412,10000,993761,1006239,1006239,5000,1000,2000,999993921,96,96,0,50659,93509,408,10000,993917,1006083,1006083,5000,1000,2000
1100,9999999300056,799944,799944,951640,0,0,1897,9999960807,783,783,14,28826,0,3000,2000,627,110,6753,1442,9961490,10038510,10038510,1000,500,300,9999960882,766,766,0,28755,0,3000,2000,644,105,6234,1815,9961548,10038452,10038452,1000,500,300,9999991680,797,797,1991,0,0,3000,2000,659,39038,4636,1672,9992377,10007623,10007623,1000,100,300,9999991527,812,812,2014,0,0,3000,2000,663,39068,4868,1600,9992239,10007761,10007761,1000,100,300,9999991630,816,816,1922,0,0,3000,2000,709,38900,4781,1574,9992346,10007654,10007654,1000,100,300,999997114,82,82,3,39804,96914,182,10000,997096,1002904,1002904,5000,3000,2000,999997268,90,90,1,39994,97088,170,10000,997258,1002742,1002742,5000,3000,2000,999997137,93,93,0,39952,96957,173,10000,997130,1002870,1002870,5000,3000,2000,999997195,111,111,1,39659,97034,172,10000,997206,1002794,1002794,5000,3000,2000,999997130,104,104,8,11047,96953,181,10000,997134,1002866,1002866,5000,1000,2000,999997147,101,101,1,11233,96958,190,10000,997148,1002852,1002852,5000,1000,2000,999993281,88,88,0,53998,93036,233,10000,993269,1006731,1006731,5000,1000,2000,999993177,97,97,4,53838,92906,268,10000,993174,1006826,1006826,5000,1000,2000,999993320,93,93,1,54156,93056,257,10000,993313,1006687,1006687,5000,1000,2000
1200,9999999267006,832994,832994,947014,0,0,2116,9999960751,839,839,9,27881,0,3000,2000,646,45,7712,1398,9961490,10038510,10038510,1000,500,300,9999960849,799,799,2,27827,0,3000,2000,662,45,7188,1757,9961548,10038452,10038452,1000,500,300,9999991649,828,828,2897,0,0,3000,2000,384,35475,5014,1631,9992377,10007623,10007623,1000,100,300,9999991495,844,844,2928,0,0,3000,2000,419,35495,5237,1557,9992239,10007761,10007761,1000,100,300,9999991595,851,851,2858,0,0,3000,2000,411,35313,5160,1541,9992346,10007654,10007654,1000,100,300,999996808,86,86,0,39533,96617,177,10000,996794,1003206,1003206,5000,3000,2000,999996956,94,94,1,39724,96789,161,10000,996950,1003050,1003050,5000,3000,2000,999996816,96,96,2,39671,96652,160,10000,996812,1003188,1003188,5000,3000,2000,999996876,115,115,1,39394,96747,144,10000,996891,1003109,1003109,5000,3000,2000,999996785,100,100,0,10716,96612,173,10000,996785,1003215,1003215,5000,1000,2000,999996827,100,100,0,10930,96641,186,10000,996827,1003173,1003173,5000,1000,2000,999992901,90,90,2,57288,92763,128,10000,992891,1007109,1007109,5000,1000,2000,999992808,97,97,0,57163,92658,147,10000,992805,1007195,1007195,5000,1000,2000,999992937,97,97,1,57445,92758,176,10000,992934,1007066,1007066,5000,1000,2000
1300,9999999238613,861387,861387,942337,0,0,2383,9999960721,869,869,10,26920,0,3000,2000,648,24,8625,1345,9961490,10038510,10038510,1000,500,300,9999960808,840,840,2,26887,0,3000,2000,636,20,8111,1694,9961548,10038452,10038452,1000,500,300,9999991604,873,873,3826,0,0,3000,2000,241,32259,5194,1577,9992377,10007623,10007623,1000,100,300,9999991473,866,866,3865,0,0,3000,2000,252,32286,5441,1514,9992239,10007761,10007761,1000,100,300,9999991562,884,884,3767,0,0,3000,2000,252,31994,5400,1487,9992346,10007654,10007654,1000,100,300,999996495,92,92,0,39240,96313,174,10000,996487,1003513,1003513,5000,3000,2000,999996653,89,89,0,39387,96444,198,10000,996642,1003358,1003358,5000,3000,2000,999996516,96,96,1,39366,96336,176,10000,996512,1003488,1003488,5000,3000,2000,999996593,116,116,2,39096,96440,169,10000,996609,1003391,1003391,5000,3000,2000,999996484,103,103,1,10408,96302,185,10000,996487,1003513,1003513,5000,1000,2000,999996488,98,98,1,10593,96299,187,10000,996486,1003514,1003514,5000,1000,2000,999992718,93,93,1,60360,92619,92,10000,992711,1007289,1007289,5000,1000,2000,999992603,98,98,2,60207,92493,108,10000,992601,1007399,1007399,5000,1000,2000,999992698,96,96,1,60605,92599,95,10000,992694,1007306,1007306,5000,1000,2000
1400,9999999214993,885007,885007,937699,0,0,2604,9999960680,910,910,0,26008,0,3000,2000,613,17,9600,1294,9961490,10038510,10038510,1000,500,300,9999960774,874,874,10,25963,0,3000,2000,621,10,9062,1649,9961548,10038452,10038452,1000,500,300,9999991590,887,887,4762,0,0,3000,2000,148,29315,5321,1526,9992377,10007623,10007623,1000,100,300,9999991438,901,901,4811,0,0,3000,2000,156,29251,5582,1472,9992239,10007761,10007761,1000,100,300,9999991538,908,908,4689,0,0,3000,2000,164,29013,5528,1455,9992346,10007654,10007654,1000,100,300,999996171,94,94,1,38903,95970,195,10000,996165,1003835,1003835,5000,3000,2000,999996327,86,86,0,39093,96149,164,10000,996313,1003687,1003687,5000,3000,2000,999996205,97,97,0,39064,96027,175,10000,996202,1003798,1003798,5000,3000,2000,999996290,113,113,1,38781,96123,180,10000,996303,1003697,1003697,5000,3000,2000,999996160,103,103,3,10102,95996,167,10000,996163,1003837,1003837,5000,1000,2000,999996151,100,100,3,10281,95986,165,10000,996151,1003849,1003849,5000,1000,2000,999992591,93,93,1,63211,92526,58,10000,992584,1007416,1007416,5000,1000,2000,999992460,100,100,0,63144,92395,65,10000,992460,1007540,1007540,5000,1000,2000,999992569,97,97,1,63498,92511,55,10000,992566,1007434,1007434,5000,1000,2000
1500,9999999195385,904615,904615,933181,0,0,2837,9999960669,921,921,8,25118,0,3000,2000,620,4,10539,1258,9961490,10038510,10038510,1000,500,300,9999960763,885,885,0,25005,0,3000,2000,660,5,9990,1589,9961548,10038452,10038452,1000,500,300,9999991562,915,915,5676,0,0,3000,2000,91,26564,5405,1479,9992377,10007623,10007623,1000,100,300,9999991399,940,940,5653,0,0,3000,2000,102,26545,5669,1425,9992239,10007761,10007761,1000,100,300,9999991499,947,947,5605,0,0,3000,2000,100,26289,5611,1412,9992346,10007654,10007654,1000,100,300,999995858,91,91,2,38609,95671,178,10000,995849,1004151,1004151,5000,3000,2000,999996032,88,88,3,38826,95874,146,10000,996020,1003980,1003980,5000,3000,2000,999995894,98,98,1,38745,95705,187,10000,995892,1004108,1004108,5000,3000,2000,999995984,100,100,4,38483,95823,161,10000,995984,1004016,1004016,5000,3000,2000,999995827,106,106,3,9797,95691,142,10000,995833,1004167,1004167,5000,1000,2000,999995849,103,103,0,9985,95690,162,10000,995852,1004148,1004148,5000,1000,2000,999992506,94,94,0,65904,92468,32,10000,992500,1007500,1007500,5000,1000,2000,999992369,104,104,0,65796,92341,32,10000,992373,1007627,1007627,5000,1000,2000,999992483,100,100,0,66157,92446,37,10000,992483,1007517,1007517,5000,1000,2000
1600,9999999178495,921505,921505,928582,0,0,3065,9999960659,931,931,1,24184,0,3000,2000,603,4,11409,1220,9961490,10038510,10038510,1000,500,300,9999960736,912,912,0,24095,0,3000,2000,639,2,10934,1538,9961548,10038452,10038452,1000,500,300,9999991566,911,911,6572,0,0,3000,2000,57,24120,5446,1437,9992377,10007623,10007623,1000,100,300,9999991367,972,972,6592,0,0,3000,2000,70,24099,5714,1375,9992239,10007761,10007761,1000,100,300,9999991513,933,933,6532,0,0,3000,2000,63,23824,5657,1365,9992346,10007654,10007654,1000,100,300,999995558,91,91,5,38302,95364,185,10000,995549,1004451,1004451,5000,3000,2000,999995742,92,92,0,38488,95536,198,10000,995734,1004266,1004266,5000,3000,2000,999995567,97,97,5,38437,95395,169,10000,995564,1004436,1004436,5000,3000,2000,999995669,104,104,2,38173,95513,160,10000,995673,1004327,1004327,5000,3000,2000,999995540,109,109,3,9491,95385,164,10000,995549,1004451,1004451,5000,1000,2000,999995541,106,106,0,9677,95381,166,10000,995547,1004453,1004453,5000,1000,2000,999992460,99,99,0,68314,92434,25,10000,992459,1007541,1007541,5000,1000,2000,999992330,98,98,0,68210,92309,19,10000,992328,1007672,1007672,5000,1000,2000,999992438,99,99,1,68586,92410,27,10000,992437,1007563,1007563,5000,1000,2000
1700,9999999165049,934951,934951,924110,0,0,3278,9999960628,962,962,8,23281,0,3000,2000,599,2,12373,1174,9961490,10038510,10038510,1000,500,300,9999960729,919,919,1,23194,0,3000,2000,612,1,11874,1497,9961548,10038452,10038452,1000,500,300,9999991559,918,918,7493,0,0,3000,2000,33,21844,5477,1394,9992377,10007623,10007623,1000,100,300,9999991359,980,980,7471,0,0,3000,2000,44,21884,5749,1331,9992239,10007761,10007761,1000,100,300,9999991516,930,930,7392,0,0,3000,2000,33,21633,5697,1326,9992346,10007654,10007654,1000,100,300,999995234,92,92,1,38001,95063,163,10000,995226,1004774,1004774,5000,3000,2000,999995383,90,90,0,38173,95219,154,10000,995373,1004627,1004627,5000,3000,2000,999995253,98,98,0,38134,95092,159,10000,995251,1004749,1004749,5000,3000,2000,999995365,101,101,2,37869,95208,158,10000,995366,1004634,1004634,5000,3000,2000,999995262,107,107,2,9197,95091,178,10000,995269,1004731,1004731,5000,1000,2000,999995224,103,103,0,9352,95056,171,10000,995227,1004773,1004773,5000,1000,2000,999992430,98,98,0,70566,92410,18,10000,992428,1007572,1007572,5000,1000,2000,999992293,100,100,0,70399,92283,10,10000,992293,1007707,1007707,5000,1000,2000,999992394,103,103,0,70746,92379,18,10000,992397,1007603,1007603,5000,1000,2000
1800,9999999153499,946501,946501,919598,0,0,3483,9999960613,977,977,5,22379,0,3000,2000,584,1,13264,1138,9961490,10038510,10038510,1000,500,300,9999960706,942,942,0,22394,0,3000,2000,532,1,12732,1450,9961548,10038452,10038452,1000,500,300,9999991554,923,923,8435,0,0,3000,2000,17,19877,5501,1350,9992377,10007623,10007623,1000,100,300,9999991355,984,984,8411,0,0,3000,2000,23,19774,5768,1292,9992239,10007761,10007761,1000,100,300,9999991509,937,937,8324,0,0,3000,2000,21,19650,5721,1287,9992346,10007654,10007654,1000,100,300,999994931,87,87,4,37683,94744,174,10000,994918,1005082,1005082,5000,3000,2000,999995085,98,98,3,37856,94902,181,10000,995083,1004917,1004917,5000,3000,2000,999994972,95,95,0,37833,94791,176,10000,994967,1005033,1005033,5000,3000,2000,999995084,91,91,1,37560,94899,176,10000,995075,1004925,1004925,5000,3000,2000,999994967,109,109,1,8921,94815,161,10000,994976,1005024,1005024,5000,1000,2000,999994941,103,103,0,9081,94785,159,10000,994944,1005056,1005056,5000,1000,2000,999992401,103,103,0,72517,92394,10,10000,992404,1007596,1007596,5000,1000,2000,999992279,95,95,0,72488,92262,12,10000,992274,1007726,1007726,5000,1000,2000,999992374,99,99,0,72717,92367,6,10000,992373,1007627,1007627,5000,1000,2000
1900,9999999144025,955975,955975,915005,0,0,3670,9999960606,984,984,3,21487,0,3000,2000,625,1,14162,1104,9961490,10038510,10038510,1000,500,300,9999960691,957,957,6,21458,0,3000,2000,584,1,13621,1413,9961548,10038452,10038452,1000,500,300,9999991558,919,919,9374,0,0,3000,2000,8,17981,5514,1314,9992377,10007623,10007623,1000,100,300,9999991327,1012,1012,9311,0,0,3000,2000,13,17978,5785,1246,9992239,10007761,10007761,1000,100,300,9999991500,946,946,9246,0,0,3000,2000,11,17836,5732,1253,9992346,10007654,10007654,1000,100,300,999994621,88,88,0,37384,94445,164,10000,994609,1005391,1005391,5000,3000,2000,999994775,106,106,4,37603,94649,132,10000,994781,1005219,1005219,5000,3000,2000,999994686,99,99,3,37566,94524,161,10000,994685,1005315,1005315,5000,3000,2000,999994769,97,97,0,37261,94600,166,10000,994766,1005234,1005234,5000,3000,2000,999994679,110,110,4,8622,94516,173,10000,994689,1005311,1005311,5000,1000,2000,999994647,99,99,1,8766,94470,176,10000,994646,1005354,1005354,5000,1000,2000,999992393,98,98,0,74404,92385,6,10000,992391,1007609,1007609,5000,1000,2000,999992265,92,92,0,74274,92252,5,10000,992257,1007743,1007743,5000,1000,2000,999992366,96,96,0,74521,92357,5,10000,992362,1007638,1007638,5000,1000,2000
2000,9999999136381,963619,963619,910311,0,0,3877,9999960592,998,998,1,20504,0,3000,2000,630,1,15094,1071,9961490,10038510,10038510,1000,500,300,9999960716,932,932,18,20547,0,3000,2000,612,0,14522,1364,9961548,10038452,10038452,1000,500,300,9999991543,934,934,10262,0,0,3000,2000,8,16254,5519,1270,9992377,10007623,10007623,1000,100,300,9999991334,1005,1005,10242,0,0,3000,2000,6,16290,5795,1203,9992239,10007761,10007761,1000,100,300,9999991502,944,944,10217,0,0,3000,2000,6,16196,5738,1215,9992346,10007654,10007654,1000,100,300,999994270,93,93,0,37028,94089,174,10000,994263,1005737,1005737,5000,3000,2000,999994515,99,99,1,37298,94344,170,10000,994514,1005486,1005486,5000,3000,2000,999994393,99,99,2,37267,94224,168,10000,994392,1005608,1005608,5000,3000,2000,999994489,98,98,1,36997,94336,151,10000,994487,1005513,1005513,5000,3000,2000,999994365,105,105,3,8301,94195,175,10000,994370,1005630,1005630,5000,1000,2000,999994322,95,95,1,8447,94151,166,10000,994317,1005683,1005683,5000,1000,2000,999992382,104,104,0,76131,92385,1,10000,992386,1007614,1007614,5000,1000,2000,999992249,98,98,0,75955,92245,2,10000,992247,1007753,1007753,5000,1000,2000,999992352,104,104,0,76156,92352,4,10000,992356,1007644,1007644,5000,1000,2000
2100,9999999129988,970012,970012,905843,0,0,4071,9999960599,991,991,0,19628,0,3000,2000,577,0,16053,1040,9961490,10038510,10038510,1000,500,300,9999960703,945,945,12,19624,0,3000,2000,624,0,15409,1323,9961548,10038452,10038452,1000,500,300,9999991546,931,931,11169,0,0,3000,2000,4,14701,5523,1227,9992377,10007623,10007623,1000,100,300,9999991326,1013,1013,11133,0,0,3000,2000,2,14727,5798,1166,9992239,10007761,10007761,1000,100,300,9999991500,946,946,11095,0,0,3000,2000,1,14707,5746,1173,9992346,10007654,10007654,1000,100,300,999993932,100,100,3,36699,93760,172,10000,993932,1006068,1006068,5000,3000,2000,999994199,94,94,0,37000,94045,148,10000,994193,1005807,1005807,5000,3000,2000,999994096,106,106,2,36975,93932,170,10000,994102,1005898,1005898,5000,3000,2000,999994193,99,99,0,36693,94032,160,10000,994192,1005808,1005808,5000,3000,2000,999994058,105,105,4,8003,93897,166,10000,994063,1005937,1005937,5000,1000,2000,999994024,91,91,6,8136,93840,175,10000,994015,1005985,1005985,5000,1000,2000,999992381,101,101,0,77680,92381,1,10000,992382,1007618,1007618,5000,1000,2000,999992252,92,92,0,77514,92241,3,10000,992244,1007756,1007756,5000,1000,2000,999992339,109,109,0,77640,92347,1,10000,992348,1007652,1007652,5000,1000,2000
2200,9999999125313,974687,974687,901360,0,0,4245,9999960583,1007,1007,2,18774,0,3000,2000,548,0,16943,1007,9961490,10038510,10038510,1000,500,300,9999960673,975,975,2,18693,0,3000,2000,619,0,16294,1295,9961548,10038452,10038452,1000,500,300,9999991544,933,933,12041,0,0,3000,2000,1,13299,5526,1185,9992377,10007623,10007623,1000,100,300,9999991338,1001,1001,12047,0,0,3000,2000,1,13399,5801,1128,9992239,10007761,10007761,1000,100,300,9999991478,968,968,12015,0,0,3000,2000,0,13335,5748,1140,9992346,10007654,10007654,1000,100,300,999993619,95,95,0,36394,93455,159,10000,993614,1006386,1006386,5000,3000,2000,999993913,95,95,1,36697,93742,166,10000,993908,1006092,1006092,5000,3000,2000,999993786,107,107,0,36632,93589,204,10000,993793,1006207,1006207,5000,3000,2000,999993918,94,94,4,36403,93742,170,10000,993912,1006088,1006088,5000,3000,2000,999993770,106,106,2,7724,93618,158,10000,993776,1006224,1006224,5000,1000,2000,999993730,89,89,2,7831,93535,184,10000,993719,1006281,1006281,5000,1000,2000,999992378,101,101,0,79079,92378,1,10000,992379,1007621,1007621,5000,1000,2000,999992256,85,85,0,78841,92240,1,10000,992241,1007759,1007759,5000,1000,2000,999992339,107,107,0,79011,92346,0,10000,992346,1007654,1007654,5000,1000,2000
2300,9999999120881,979119,979119,896715,0,0,4411,9999960594,996,996,13,17848,0,3000,2000,605,0,17808,976,9961490,10038510,10038510,1000,500,300,9999960683,965,965,11,17765,0,3000,2000,627,0,17245,1256,9961548,10038452,10038452,1000,500,300,9999991527,950,950,13004,0,0,3000,2000,1,12033,5527,1150,9992377,10007623,10007623,1000,100,300,9999991322,1017,1017,12931,0,0,3000,2000,1,12126,5802,1098,9992239,10007761,10007761,1000,100,300,9999991470,976,976,12939,0,0,3000,2000,0,12111,5748,1109,9992346,10007654,10007654,1000,100,300,999993350,96,96,1,36097,93158,188,10000,993346,1006654,1006654,5000,3000,2000,999993630,88,88,3,36417,93462,156,10000,993618,1006382,1006382,5000,3000,2000,999993448,112,112,3,36324,93281,179,10000,993460,1006540,1006540,5000,3000,2000,999993621,98,98,0,36099,93438,181,10000,993619,1006381,1006381,5000,3000,2000,999993459,110,110,2,7435,93329,140,10000,993469,1006531,1006531,5000,1000,2000,999993406,88,88,0,7520,93224,170,10000,993394,1006606,1006606,5000,1000,2000,999992370,108,108,0,80345,92378,0,10000,992378,1007622,1007622,5000,1000,2000,999992252,88,88,0,80114,92240,0,10000,992240,1007760,1007760,5000,1000,2000,999992334,112,112,0,80235,92346,0,10000,992346,1007654,1007654,5000,1000,2000
2400,9999999116946,983054,983054,892305,0,0,4570,9999960621,969,969,1,16946,0,3000,2000,588,0,18722,954,9961490,10038510,10038510,1000,500,300,9999960686,962,962,11,16882,0,3000,2000,587,0,18201,1215,9961548,10038452,10038452,1000,500,300,9999991511,966,966,13859,0,0,3000,2000,1,10922,5527,1117,9992377,10007623,10007623,1000,100,300,9999991303,1036,1036,13821,0,0,3000,2000,1,11001,5802,1066,9992239,10007761,10007761,1000,100,300,9999991481,965,965,13831,0,0,3000,2000,0,10987,5748,1078,9992346,10007654,10007654,1000,100,300,999993007,100,100,6,35785,92846,161,10000,993007,1006993,1006993,5000,3000,2000,999993352,88,88,1,36122,93167,173,10000,993340,1006660,1006660,5000,3000,2000,999993131,115,115,0,36021,92978,168,10000,993146,1006854,1006854,5000,3000,2000,999993307,98,98,0,35804,93143,162,10000,993305,1006695,1006695,5000,3000,2000,999993163,109,109,2,7126,93020,152,10000,993172,1006828,1006828,5000,1000,2000,999993077,89,89,3,7195,92899,167,10000,993066,1006934,1006934,5000,1000,2000,999992373,105,105,0,81456,92378,0,10000,992378,1007622,1007622,5000,1000,2000,999992245,95,95,0,81239,92240,0,10000,992240,1007760,1007760,5000,1000,2000,999992333,113,113,0,81359,92346,0,10000,992346,1007654,1007654,5000,1000,2000
2500,9999999114434,985566,985566,887888,0,0,4724,9999960614,976,976,13,16073,0,3000,2000,596,0,19610,926,9961490,10038510,10038510,1000,500,300,9999960685,963,963,10,15982,0,3000,2000,577,0,19056,1179,9961548,10038452,10038452,1000,500,300,9999991491,986,986,14754,0,0,3000,2000,0,9882,5528,1087,9992377,10007623,10007623,1000,100,300,9999991299,1040,1040,14706,0,0,3000,2000,1,9926,5802,1036,9992239,10007761,10007761,1000,100,300,9999991483,963,963,14684,0,0,3000,2000,0,9927,5748,1048,9992346,10007654,10007654,1000,100,300,999992704,98,98,1,35476,92537,165,10000,992702,1007298,1007298,5000,3000,2000,999993057,89,89,0,35859,92904,142,10000,993046,1006954,1006954,5000,3000,2000,999992836,114,114,2,35700,92657,193,10000,992850,1007150,1007150,5000,3000,2000,999993036,98,98,2,35500,92839,195,10000,993034,1006966,1006966,5000,3000,2000,999992880,103,103,1,6826,92720,163,10000,992883,1007117,1007117,5000,1000,2000,999992782,96,96,1,6912,92616,162,10000,992778,1007222,1007222,5000,1000,2000,999992374,103,103,0,82495,92377,0,10000,992377,1007623,1007623,5000,1000,2000,999992241,99,99,0,82314,92240,0,10000,992240,1007760,1007760,5000,1000,2000,999992328,118,118,0,82419,92346,0,10000,992346,1007654,1007654,5000,1000,2000
2600,9999999111066,988934,988934,883447,0,0,4901,9999960635,955,955,8,15208,0,3000,2000,576,0,20484,893,9961490,10038510,10038510,1000,500,300,9999960679,969,969,1,15071,0,3000,2000,592,0,20020,1138,9961548,10038452,10038452,1000,500,300,9999991494,983,983,15662,0,0,3000,2000,0,8960,5528,1049,9992377,10007623,10007623,1000,100,300,9999991311,1028,1028,15620,0,0,3000,2000,1,8989,5802,1011,9992239,10007761,10007761,1000,100,300,9999991476,970,970,15541,0,0,3000,2000,0,8990,5748,1008,9992346,10007654,10007654,1000,100,300,999992427,94,94,1,35196,92257,164,10000,992421,1007579,1007579,5000,3000,2000,999992754,92,92,0,35551,92596,150,10000,992746,1007254,1007254,5000,3000,2000,999992516,106,106,1,35409,92366,156,10000,992522,1007478,1007478,5000,3000,2000,999992715,94,94,2,35207,92546,163,10000,992709,1007291,1007291,5000,3000,2000,999992587,103,103,0,6528,92422,168,10000,992590,1007410,1007410,5000,1000,2000,999992475,92,92,6,6604,92308,159,10000,992467,1007533,1007533,5000,1000,2000,999992377,100,100,0,83417,92377,0,10000,992377,1007623,1007623,5000,1000,2000,999992245,95,95,0,83251,92240,0,10000,992240,1007760,1007760,5000,1000,2000,999992335,111,111,0,83356,92346,0,10000,992346,1007654,1007654,5000,1000,2000
