Time,Hb,O2,Hb-O2,Hb-(O2)2,Hb-(O2)3,Hb-(O2)4
4720,103003512,960492490764,25812039,1358844,322911,9869502694
4730,102021079,960487786460,25563575,1344411,322597,9870748338
4740,101046492,960483134699,25320418,1349590,288297,9871995203
4750,100080864,960478501222,25079492,1327760,283770,9873228114
4760,99126042,960473988761,24837705,1329685,312108,9874394460
4770,98180657,960469455348,24600216,1310011,312050,9875597066
4780,97243033,960464929381,24365970,1294368,270603,9876826026
4790,96313242,960460506047,24133720,1288363,275193,9877989482
4800,95394152,960456123408,23901242,1245950,351174,9879107482
4810,94481860,960451686436,23672969,1232658,274773,9880337740
4820,93578090,960447439414,23447627,1232196,319781,9881422306
4830,92685633,960443117535,23223090,1216217,273299,9882601761
4840,91800520,960438913630,23001129,1215314,277535,9883705502
4850,90922706,960434769961,22781873,1202575,328368,9884764478
4860,90056544,960430544509,22562866,1171418,286899,9885922273
4870,89194399,960426486905,22349664,1180710,298897,9886976330
4880,88342353,960422370952,22134697,1185894,225661,9888111395
4890,87498852,960418390075,21922418,1156442,314529,9889107759
4900,86661830,960414359313,21714562,1129539,309229,9890184840
4910,85833895,960410374992,21509180,1111732,288408,9891256785
4920,85013540,960406462333,21303494,1129158,239375,9892314433
4930,84202709,960402586719,21099523,1113001,251312,9893333455
4940,83398030,960398769895,20896955,1107325,272260,9894325430
4950,82599153,960394940848,20699672,1096151,252918,9895352106
4960,81810699,960391191303,20500702,1091323,263755,9896333521
4970,81028982,960387447860,20304879,1071169,274957,9897320013
4980,80253621,960383748527,20113158,1057141,280287,9898295793
4990,79488591,960380060791,19919171,1048959,250996,9899292283
5000,78728208,960376403690,19730089,1035949,228693,9900277061
5010,77975593,960372847374,19540973,1031511,259061,9901192862
5020,77230348,960369251743,19354947,1009031,247448,9902158226
5030,76490598,960365704088,19170142,990917,249436,9903098907
5040,75760724,960362255956,18987181,1013675,224167,9904014253
5050,75037697,960358839669,18804281,1009870,256298,9904891854
5060,74320962,960355360204,18624798,989177,223608,9905841455
5070,73610322,960351970052,18446506,961047,267152,9906714973
5080,72906911,960348568026,18270037,956453,217365,9907649234
5090,72210118,960345245611,18094983,963174,193842,9908537883
5100,71521138,960341957306,17919710,960316,192992,9909405844
5110,70838613,960338682489,17747335,943768,198496,9910271788
5120,70161435,960335459440,17579543,929205,216661,9911113156
5130,69489640,960332284008,17414329,915759,250943,9911929329
5140,68826260,960329043089,17248972,905575,179983,9912839210
5150,68168297,960325941826,17085581,901794,208307,9913636021
5160,67517172,960322825263,16923626,892433,200831,9914465938
5170,66872521,960319721142,16760324,881969,186148,9915299038
5180,66233462,960316699789,16599808,868942,228633,9916069155
5190,65600541,960313697693,16439902,884049,207725,9916867783
5200,64973123,960310703461,16283998,863511,231953,9917647415
5210,64352911,960307719598,16128833,850814,219827,9918447615
5220,63736830,960304723605,15977271,840491,163490,9919281918
5230,63127825,960301874626,15824717,834807,219561,9919993090
5240,62526222,960298947293,15672021,827233,171876,9920802648
5250,61929539,960296100915,15521611,825891,166144,9921556815
5260,61337537,960293289309,15375794,809250,193279,9922284140
5270,60749943,960290507424,15230923,799282,216319,9923003533
5280,60168136,960287735899,15087038,797493,207255,9923740078
5290,59593759,960284959544,14942270,794076,169546,9924500349
5300,59022801,960282258093,14800658,780695,203525,9925192321
5310,58458628,960279540337,14660226,775150,174847,9925931149
5320,57900459,960276879984,14519452,779416,160960,9926639713
5330,57348399,960274237249,14379142,761419,183389,9927327651
5340,56800637,960271632432,14240256,763920,181276,9928013911
5350,56258092,960269024564,14103183,746274,190099,9928702352
5360,55721019,960266454174,13968531,737736,189033,9929383681
5370,55188982,960263902147,13833621,718159,209038,9930050200
5380,54661867,960261355426,13701746,728867,144986,9930762534
5390,54139768,960258855997,13572289,719581,140896,9931427466
5400,53621414,960256390147,13444273,705531,160610,9932068172
5410,53109682,960253972294,13315578,699299,188234,9932687207
5420,52602402,960251518521,13189064,685951,169819,9933352764
5430,52099215,960249101681,13062635,678799,159318,9934000033
5440,51602116,960246738573,12938244,666216,182945,9934610479
5450,51110752,960244388050,12812965,673420,159307,9935243556
5460,50622821,960242081870,12690653,677708,163211,9935845607
5470,50139774,960239743040,12568908,667743,141734,9936481841
5480,49660903,960237448317,12448858,653549,151033,9937085657
5490,49186645,960235188000,12328650,659625,136220,9937688860
5500,48716254,960232926883,12211377,640440,146856,9938285073
5510,48249654,960230709445,12095533,640296,143638,9938870879
5520,47789124,960228490479,11979421,630040,135640,9939465775
5530,47332229,960226340784,11865147,625691,165045,9940011888
5540,46880336,960224167241,11752833,618535,150328,9940597968
5550,46432411,960222035920,11640993,613022,157253,9941156321
5560,45988813,960219883448,11529502,600696,138298,9941742691
5570,45548095,960217806048,11421304,603296,143164,9942284141
5580,45112735,960215718170,11311673,595797,140617,9942839178
5590,44682587,960213643259,11202082,586508,133649,9943395174
5600,44255718,960211594562,11094969,576826,133131,9943939356
5610,43832810,960209601494,10987991,575456,155369,9944448374
5620,43414344,960207587801,10882706,576467,129373,9944997110
5630,42999141,960205620463,10777751,571224,148198,9945503686
5640,42587105,960203623478,10675363,562912,123145,9946051475
5650,42179435,960201682260,10573407,562155,119989,9946565014
5660,41777536,960199775999,10470668,551995,149861,9947049940
5670,41379386,960197830347,10369950,534307,134339,9947582018
5680,40984438,960195941538,10272117,537830,111775,9948093840
5690,40592781,960194090348,10173379,535232,128623,9948569985
5700,40205607,960192245817,10076390,536053,122113,9949059837
5710,39820316,960190409012,9982024,533090,115496,9949549074
5720,39440166,960188606258,9885111,525789,138683,9950010251
5730,39063099,960186782437,9790560,516296,125769,9950504276
5740,38689298,960184993232,9697496,510252,123048,9950979906
5750,38320013,960183226417,9604612,501763,129003,9951444609
5760,37953268,960181479264,9514149,505349,113047,9951914187
5770,37591563,960179729953,9422316,489540,117673,9952378908
5780,37232541,960178028901,9331670,496611,110505,9952828673
5790,36876455,960176327785,9243588,485029,121143,9953273785
5800,36524330,960174627701,9155329,479188,106018,9953735135
5810,36176559,960172965483,9066963,469158,120042,9954167278
5820,35831528,960171316295,8979548,468453,114633,9954605838
5830,35489403,960169681052,8891869,478400,91033,9955049295
5840,35150565,960168073777,8806758,466988,117267,9955458422
5850,34814259,960166460447,8723381,463651,105966,9955892743
5860,34481441,960164869856,8641921,462988,92353,9956321297
5870,34151260,960163302686,8559805,453205,111821,9956723909
5880,33825912,960161738652,8477552,451983,98382,9957146171
5890,33502637,960160200248,8396993,451577,95567,9957553226
5900,33182827,960158663869,8317260,444353,92075,9957963485
5910,32864644,960157161676,8238780,440827,105106,9958350643
5920,32552094,960155647958,8159764,432676,94938,9958760528
5930,32241337,960154171449,8081275,428822,104632,9959143934
5940,31933174,960152705610,8004765,427143,104333,9959530585
5950,31627313,960151245903,7928417,421040,109320,9959913910
5960,31325211,960149797530,7852266,421680,96528,9960304315
5970,31026592,960148363893,7777260,414572,96601,9960684975
5980,30730336,960146941338,7702127,409364,94885,9961063288
5990,30437348,960145546928,7627271,405396,104931,9961425054
6000,30147448,960144134980,7553786,398662,86506,9961813598
6010,29859979,960142778493,7481266,395353,104073,9962159329
6020,29574246,960141386438,7410430,388168,81828,9962545328
6030,29292173,960140053222,7339056,387417,92528,9962888826
6040,29012616,960138710087,7268305,379439,95830,9963243810
6050,28735426,960137364936,7199946,371488,80418,9963612722
6060,28460748,960136082790,7132446,372702,97056,9963937048
6070,28188229,960134783862,7064940,371164,93798,9964281869
6080,27919706,960133493773,6997038,364910,94015,9964624331
6090,27654014,960132213259,6929681,361267,85626,9964969412
6100,27390580,960130951318,6863461,361473,75669,9965308817
6110,27129185,960129708609,6797075,363432,73780,9965636528
6120,26870995,960128486265,6730537,359114,92446,9965946908
6130,26614050,960127239423,6666417,353802,76368,9966289363
6140,26359937,960126038079,6602937,354922,79676,9966602528
6150,26108744,960124826878,6540309,352403,66169,9966932375
6160,25859281,960123636715,6477868,349737,66513,9967246601
6170,25611679,960122467680,6416970,339845,90364,9967541142
6180,25368423,960121291448,6354718,336398,80806,9967859655
6190,25126180,960120127100,6293431,338723,64641,9968177025
6200,24885677,960118992023,6234431,330848,84326,9968464718
6210,24647607,960117853643,6175398,323429,90163,9968763403
6220,24412518,960116716586,6116678,319290,77900,9969073614
6230,24179752,960115607509,6058441,317876,77426,9969366505
6240,23948813,960114506592,6001988,316316,72744,9969660139
6250,23719856,960113404480,5944214,313431,65552,9969956947
6260,23492754,960112342592,5887390,315205,78996,9970225655
6270,23268728,960111271836,5831357,308532,85789,9970505594
6280,23045786,960110209116,5776317,306929,83163,9970787805
6290,22824744,960109138451,5722171,301739,69484,9971081862
6300,22606723,960108095612,5667286,299108,68646,9971358237
6310,22391182,960107070513,5612418,294795,78941,9971622664
6320,22177938,960106037003,5557748,291865,68277,9971904172
6330,21966037,960105023079,5505069,287142,69440,9972172312
6340,21756020,960104025195,5453239,288811,63776,9972438154
6350,21548022,960103041333,5401089,286601,72776,9972691512
6360,21341732,960102049565,5349382,281050,72391,9972955445
6370,21138643,960101061183,5297739,274768,63858,9973224992
6380,20936895,960100100557,5247677,272978,63990,9973478460
6390,20737070,960099152179,5197780,276697,57165,9973731288
6400,20538808,960098212329,5148000,276797,59503,9973976892
6410,20343425,960097278303,5097079,272799,67768,9974218929
6420,20149551,960096342919,5049035,265990,65630,9974469794
6430,19956769,960095426999,5001944,265450,63191,9974712646
6440,19765584,960094506936,4954451,261894,57459,9974960612
6450,19576703,960093599380,4906423,259583,54133,9975203158
6460,19390517,960092709604,4859133,256944,56249,9975437157
6470,19205220,960091832078,4812801,258007,56781,9975667191
6480,19022288,960090954882,4766524,252061,62036,9975897091
6490,18840986,960090095329,4720703,250285,68706,9976119320
6500,18661562,960089215050,4675833,246757,47789,9976368059
6510,18483524,960088369153,4631323,241353,58382,9976585418
6520,18307301,960087532148,4587209,239226,62865,9976803399
6530,18132069,960086703361,4544265,240619,61052,9977021995
6540,17958652,960085863839,4501019,237921,50332,9977252076
6550,17786684,960085053503,4458698,235670,59333,9977459615
6560,17616775,960084244104,4416693,232567,61791,9977672174
6570,17448842,960083440690,4374521,234106,53547,9977888984
6580,17282147,960082643076,4332118,230875,56384,9978098476
6590,17117749,960081849408,4290160,231287,45358,9978315446
6600,16954262,960081060522,4249448,222859,49412,9978524019
6610,16791428,960080296975,4209250,222922,57669,9978718731
6620,16631087,960079526709,4168518,220292,56223,9978923880
6630,16471922,960078765072,4128214,217711,57320,9979124833
6640,16314397,960078003309,4089481,213751,49776,9979332595
6650,16158155,960077259807,4051204,214066,45443,9979531132
6660,16003231,960076525945,4013387,211248,50364,9979721770
6670,15850506,960075804299,3975066,211074,54929,9979908425
6680,15699010,960075064903,3936631,207894,43182,9980113283
6690,15549062,960074360598,3900088,208929,46228,9980295693
6700,15400052,960073651694,3863102,207309,47562,9980481975
6710,15253588,960072945812,3825709,204243,45847,9980670613
6720,15107576,960072241449,3789974,196620,47983,9980857847
6730,14962879,960071548664,3753646,194565,47080,9981041830
6740,14820358,960070868552,3717441,192538,49721,9981219942
6750,14678821,960070197773,3681624,193744,50129,9981395682
6760,14538372,960069523726,3646346,194870,41460,9981578952
6770,14399446,960068859219,3611741,194181,37850,9981756782
6780,14261615,960068207311,3577999,191526,43802,9981925058
6790,14125253,960067550422,3543561,187753,43221,9982100212
6800,13990091,960066907991,3510240,186810,43287,9982269572
6810,13857278,960066275746,3476033,186575,45385,9982434729
6820,13724829,960065634875,3442598,184909,37947,9982609717
6830,13593371,960065013199,3408809,183075,47138,9982767607
6840,13463166,960064386380,3376988,178357,46038,9982935451
6850,13334730,960063761732,3344632,174535,39846,9983106257
6860,13207326,960063159859,3313072,173788,43763,9983262051
6870,13081309,960062556660,3280825,173913,41123,9983422830
6880,12956027,960061963450,3250007,172299,44723,9983576944
6890,12831821,960061361023,3218800,169104,39131,9983741144
6900,12709103,960060778215,3188339,166810,43166,9983892582
6910,12588710,960060189707,3156591,164002,37090,9984053607
6920,12467879,960059618205,3127372,162087,40399,9984202263
6930,12348855,960059049468,3097741,161315,38195,9984353894
6940,12231361,960058493249,3067662,161452,41915,9984497610
6950,12114561,960057939489,3038137,162280,42274,9984642748
6960,11999036,960057377858,3009358,161100,31440,9984799066
6970,11884732,960056829962,2980501,158114,33303,9984943350
6980,11770692,960056293354,2952317,157870,37895,9985081226
6990,11658571,960055750781,2923542,154533,36805,9985226549
7000,11547264,960055212838,2895525,152488,32231,9985372492
7010,11436232,960054690568,2867885,150962,40061,9985504860
7020,11327703,960054168869,2840310,150332,36463,9985645192
7030,11219865,960053645129,2812900,147761,31447,9985788027
7040,11112490,960053139055,2785912,145210,40939,9985915449
7050,11005782,960052627047,2759566,144975,35271,9986054406
7060,10900955,960052125287,2733321,145770,29964,9986189990
7070,10797431,960051634680,2706352,145016,35868,9986315333
7080,10694569,960051135950,2680097,141836,33711,9986449787
7090,10592078,960050645429,2655298,139517,32189,9986580918
7100,10491996,960050158645,2628644,137541,29647,9986712172
7110,10392068,960049685529,2603333,134612,38034,9986831953
7120,10292373,960049207320,2578772,135560,30392,9986962903
7130,10195217,960048742415,2553237,133066,35704,9987082776
7140,10097383,960048278838,2529368,132589,36024,9987204636
7150,10000984,960047808300,2505759,129166,28755,9987335336
7160,9905710,960047361088,2481937,130081,32275,9987449997
7170,9810855,960046911581,2458986,129990,31223,9987568946
7180,9716844,960046461219,2436051,128403,28884,9987689818
7190,9624106,960046022601,2412717,127372,33282,9987802523
7200,9531611,960045578167,2390360,125043,30557,9987922429
7210,9440526,960045145173,2367224,123642,34113,9988034495
7220,9350667,960044709289,2343981,122520,29638,9988153194
7230,9261052,960044285185,2321722,123125,29561,9988264540
7240,9172375,960043863230,2300023,119886,33889,9988373827
7250,9085042,960043439492,2277746,120238,25610,9988491364
7260,8998221,960043025169,2256662,118580,25139,9988601398
7270,8912043,960042620315,2235547,118354,28794,9988705262
7280,8826937,960042215202,2213980,118629,28256,9988812198
7290,8742544,960041809620,2192751,118247,24697,9988921761
7300,8659244,960041415731,2171643,116008,31810,9989021295
7310,8576987,960041017401,2150786,113993,29109,9989129125
7320,8495589,960040623910,2129459,112834,27509,9989234609
7330,8414315,960040234875,2108926,111929,26979,9989337851
7340,8334651,960039848662,2088112,111064,23594,9989442579
7350,8254860,960039469072,2068209,110244,24517,9989542170
7360,8176177,960039093405,2048228,107543,28927,9989639125
7370,8098510,960038720170,2027829,107269,28105,9989738287
7380,8021260,960038348276,2008735,105167,26697,9989838141
7390,7944215,960037981965,1989944,104792,25689,9989935360
7400,7868337,960037619175,1970948,102507,27969,9990030239
7410,7793672,960037258327,1952033,101532,24476,9990128287
7420,7719035,960036904222,1933991,101065,23979,9990221930
7430,7645402,960036550167,1914964,100265,23137,9990316232
7440,7572327,960036200675,1896533,100018,21732,9990409390
7450,7499577,960035860730,1878832,101519,22888,9990497184
7460,7428027,960035519887,1861006,99110,26541,9990585316
7470,7357167,960035176284,1843084,98178,22008,9990679563
7480,7286467,960034843186,1826138,96279,26346,9990764770
7490,7216558,960034509736,1809270,94994,25706,9990853472
7500,7147683,960034178541,1792048,94574,22517,9990943178
7510,7079611,960033850395,1774381,94518,19772,9991031718
7520,7011714,960033526438,1757042,92405,23646,9991115193
7530,6944808,960033210510,1740211,93691,23263,9991198027
7540,6878564,960032888119,1723486,91590,20225,9991286135
7550,6813396,960032574342,1706652,89228,22346,9991368378
7560,6748226,960032266238,1690750,88750,23584,9991448690
7570,6683970,960031958736,1674577,88387,22351,9991530715
7580,6620106,960031648630,1658474,86167,20450,9991614803
7590,6556905,960031347810,1642505,85676,21323,9991693591
7600,6494530,960031046927,1626530,85348,18521,9991775071
7610,6432696,960030750895,1610696,84629,18765,9991853214
7620,6371328,960030459448,1594937,85254,18817,9991929664
7630,6310424,960030169678,1580130,85184,17224,9992007038
7640,6249885,960029882683,1565556,83382,19711,9992081466
7650,6190078,960029594321,1550814,82176,17215,9992159717
7660,6130601,960029315649,1536388,81216,21649,9992230146
7670,6071683,960029033250,1522245,79688,20407,9992305977
7680,6013657,960028753373,1507439,78823,18782,9992381299
7690,5956149,960028479685,1492869,78597,19288,9992453097
7700,5899382,960028209424,1478462,78701,19108,9992524347
7710,5843267,960027938257,1464328,76553,19099,9992596753
7720,5787313,960027670178,1450890,75650,16956,9992669191
7730,5732402,960027407399,1436970,74195,18491,9992737942
7740,5677188,960027147985,1423755,74490,18988,9992805579
7750,5623308,960026886236,1409833,73568,16369,9992876922
7760,5569871,960026633512,1396120,73934,17800,9992942275
7770,5516363,960026380727,1383213,72892,19852,9993007680
7780,5463862,960026125860,1369796,72290,16444,9993077608
7790,5411645,960025874688,1356216,71842,15776,9993144521
7800,5359972,960025629996,1343368,71113,17778,9993207769
7810,5308459,960025382344,1330645,70296,15981,9993274619
7820,5257770,960025141969,1318110,69726,17107,9993337287
7830,5207516,960024899498,1306054,67365,16542,9993402523
7840,5157762,960024663427,1294108,66412,17231,9993464487
7850,5108503,960024431012,1282256,66163,17906,9993525172
7860,5059861,960024197593,1269383,67183,15634,9993587939
7870,5011303,960023966560,1257413,66526,16057,9993648701
7880,4963431,960023738079,1245650,66309,14787,9993709823
7890,4916240,960023510091,1233335,65949,13228,9993771248
7900,4869641,960023285138,1221319,64941,12735,9993831364
7910,4823337,960023065034,1209432,64117,15156,9993887958
7920,4777179,960022845861,1198219,63285,15918,9993945399
7930,4731316,960022625718,1186775,62893,14343,9994004673
7940,4686249,960022411407,1175269,62359,15886,9994060237
7950,4641528,960022196589,1164219,60983,15854,9994117416
7960,4597142,960021987110,1153469,60931,16273,9994172185
7970,4553259,960021773729,1142292,60136,13545,9994230768
7980,4509923,960021565938,1131198,59395,13862,9994285622
7990,4466594,960021361525,1120883,58884,14732,9994338907
8000,4423870,960021156313,1110224,58298,13565,9994394043
8010,4381423,960020955077,1099599,57316,15956,9994445706
8020,4339343,960020753673,1089162,57441,13933,9994500121
8030,4298027,960020554729,1078604,57362,12085,9994553922
8040,4257219,960020361005,1067903,57174,14072,9994603632
8050,4216739,960020164495,1057501,55963,13110,9994656687
8060,4176776,960019972765,1047522,54999,13097,9994707606
8070,4136727,960019783984,1037841,54530,14493,9994756409
8080,4097226,960019593176,1027603,54233,12997,9994807941
8090,4058266,960019405411,1017144,54247,12421,9994857922
8100,4019417,960019221077,1007780,53755,12559,9994906489
8110,3981166,960019038330,997895,53265,13451,9994954223
8120,3942973,960018855508,988746,51683,14012,9995002586
8130,3905444,960018674303,979422,51459,11343,9995052332
8140,3868039,960018496146,970189,50900,11623,9995099249
8150,3831320,960018319520,960438,51402,10122,9995146718
8160,3794537,960018146258,951425,50257,13321,9995190460
8170,3758111,960017971555,942386,49763,12427,9995237313
8180,3722035,960017799190,933636,49021,12100,9995283208
8190,3686519,960017628076,924358,48867,11192,9995329064
8200,3651021,960017459071,915691,48417,11080,9995373791
8210,3616099,960017293389,906950,48475,11193,9995417283
8220,3581299,960017128236,898844,47339,11830,9995460688
8230,3547141,960016965061,890109,47089,11992,9995503669
8240,3513533,960016802302,881554,46392,10724,9995547797
8250,3479992,960016642975,873334,46443,10119,9995590112
8260,3447016,960016484062,864487,45598,11341,9995631558
8270,3413984,960016323984,856250,44954,9390,9995675422
8280,3381301,960016169031,847933,44431,11166,9995715169
8290,3348915,960016014422,839853,44085,11033,9995756114
8300,3317187,960015861223,831616,43404,10819,9995796974
8310,3285376,960015709438,823966,43180,9676,9995837802
8320,3253845,960015562775,816343,43374,11618,9995874820
8330,3222735,960015411239,808398,42410,10285,9995916172
8340,3191543,960015265057,801222,42655,9909,9995954671
8350,3161082,960015117963,793616,41933,8921,9995994448
8360,3130702,960014972523,786211,40381,10320,9996032386
8370,3100829,960014831159,778174,41072,11177,9996068748
8380,3071159,960014687924,770265,41187,10119,9996107270
8390,3041760,960014546604,762792,40516,10156,9996144776
8400,3012569,960014407066,755677,39991,9777,9996181986
8410,2983937,960014269750,748726,39616,8592,9996219129
8420,2955432,960014133201,741523,39177,8550,9996255318
8430,2927131,960013997792,734542,39003,7636,9996291688
8440,2899166,960013863837,727363,38512,8060,9996326899
8450,2871615,960013732246,720385,37828,8975,9996361197
8460,2844163,960013601840,713636,37587,9106,9996395508
8470,2816842,960013472089,707291,37259,8330,9996430278
8480,2790012,960013343017,700247,36927,8374,9996464440
8490,2763624,960013214907,692993,36623,8186,9996498574
8500,2737133,960013089055,686707,36550,7302,9996532308
8510,2711284,960012964750,679702,36148,8212,9996564654
8520,2685221,960012840443,673356,35036,9419,9996596968
8530,2659450,960012716890,666934,34671,8946,9996629999
8540,2633885,960012595192,660858,34845,7388,9996663024
8550,2608838,960012476516,654420,35117,7670,9996693955
8560,2583769,960012357056,648473,34171,8219,9996725368
8570,2558986,960012237827,642333,33271,8342,9996757068
8580,2534355,960012121263,636155,33986,7406,9996788098
8590,2510348,960012007025,629804,33644,8933,9996817271
8600,2486450,960011891060,623848,32685,8346,9996848671
8610,2462680,960011778673,617995,32386,9196,9996877743
8620,2439288,960011663812,611697,32068,7433,9996909514
8630,2416130,960011551687,605497,32154,6368,9996939851
8640,2392693,960011442860,600071,31921,8033,9996967282
8650,2369649,960011333158,594773,31073,8097,9996996408
8660,2347186,960011224313,588886,31314,6283,9997026331
8670,2324802,960011117564,582939,30577,8385,9997053297
8680,2302606,960011010094,577349,30730,6163,9997083152
8690,2280584,960010906101,572028,30137,7407,9997109844
8700,2258902,960010802765,566393,30393,7192,9997137120
8710,2237306,960010698621,561042,29622,7027,9997165003
8720,2215893,960010597023,555541,29854,7120,9997191592
8730,2194776,960010494671,550248,28999,6825,9997219152
8740,2173623,960010394090,544939,29294,6193,9997245951
8750,2152696,960010294802,540024,28435,7076,9997271769
8760,2131950,960010196827,534919,28452,7366,9997297313
8770,2111791,960010099076,529683,27942,6979,9997323605
8780,2091796,960010002886,524531,28048,6013,9997349612
8790,2071886,960009906585,519568,27072,6193,9997375281
8800,2052080,960009812448,514765,26612,6609,9997399934
8810,2032310,960009718529,509838,26776,6223,9997424853
8820,2012723,960009626000,505125,26564,6605,9997448983
8830,1993504,960009533843,500393,25997,6654,9997473452
8840,1974491,960009441752,495492,26006,5300,9997498711
8850,1955739,960009352795,490462,26269,5915,9997521615
8860,1937100,960009263148,485637,25759,6319,9997545185
8870,1918480,960009175403,481344,25287,6877,9997568012
8880,1900062,960009088314,476975,25580,5981,9997591402
8890,1882186,960009001614,472254,25259,5590,9997614711
8900,1864528,960008915212,467396,24296,6320,9997637460
8910,1846672,960008830514,462972,24275,6360,9997659721
8920,1828897,960008745882,458653,24246,5843,9997682361
8930,1811551,960008662940,454342,23734,6242,9997704131
8940,1794237,960008580068,450239,23452,5499,9997726573
8950,1777156,960008497544,445913,23256,4669,9997749006
8960,1760321,960008418060,441612,23030,5880,9997769157
8970,1743167,960008338041,437708,23130,5989,9997790006
8980,1726488,960008258034,433774,22719,5322,9997811697
8990,1710134,960008178912,429222,22847,5016,9997832781
9000,1693957,960008100337,424888,22541,4763,9997853851
9010,1677721,960008022568,420847,22112,4919,9997874401
9020,1661714,960007946311,416964,21767,5029,9997894526
9030,1645783,960007869560,412875,21769,4265,9997915308
9040,1629996,960007795983,408903,22116,5058,9997933927
9050,1614284,960007720680,405209,21238,5441,9997953828
9060,1599078,960007647219,401091,21242,5150,9997973439
9070,1583941,960007573945,396977,21136,4978,9997992968
9080,1568830,960007501066,393243,20797,4423,9998012707
9090,1553895,960007430596,389615,20952,4267,9998031271
9100,1538916,960007359652,385962,20901,4300,9998049921
9110,1524262,960007289117,382189,20653,4196,9998068700
9120,1509626,960007220073,378592,20207,5379,9998086196
9130,1495103,960007150482,375062,19964,4956,9998104915
9140,1480861,960007081774,371544,19564,4570,9998123461
9150,1466475,960007014582,368271,19508,4853,9998140893
9160,1452479,960006948014,364917,19408,4531,9998158665
9170,1438678,960006880653,361255,18941,4294,9998176832
9180,1425130,960006815128,357387,18929,4589,9998193965
9190,1411670,960006749781,353829,18547,4520,9998211434
9200,1398154,960006684712,350062,18789,4332,9998228663
9210,1384613,960006620383,346817,18849,3782,9998245939
9220,1371307,960006557486,343601,18497,4461,9998262134
9230,1358011,960006493648,340507,17860,4363,9998279259
9240,1345147,960006431245,337142,17606,4019,9998296086
9250,1332382,960006370854,334042,17234,4732,9998311610
9260,1319478,960006309040,330802,17256,4210,9998328254
9270,1306853,960006248383,327603,17028,4106,9998344410
9280,1294461,960006188647,324493,16882,3560,9998360604
9290,1282242,960006129923,320934,17114,3925,9998375785
9300,1270069,960006071141,317816,16886,3645,9998391584
9310,1258003,960006012907,314516,16821,3705,9998406955
9320,1245729,960005954854,311811,16530,3445,9998422485
9330,1233862,960005898091,308855,16273,3532,9998437478
9340,1222154,960005842634,305707,16275,4347,9998451517
9350,1210737,960005786605,302696,15746,4077,9998466744
9360,1199184,960005731828,300017,15403,4235,9998481161
9370,1187600,960005676597,297300,15392,3513,9998496195
9380,1176265,960005623116,294466,15205,4248,9998509816
9390,1165119,960005569424,291777,15094,3429,9998524581
9400,1153975,960005516586,289076,15002,3454,9998538493
9410,1143033,960005464450,286311,15015,3355,9998552286
9420,1132288,960005413111,283440,14907,3825,9998565540
9430,1121547,960005360969,280489,14995,3324,9998579645
9440,1110876,960005310980,278111,14755,3633,9998592625
9450,1100334,960005259796,275337,14627,3195,9998606507
9460,1089840,960005208897,272694,14130,3195,9998620141
9470,1079510,960005159787,270003,14134,3470,9998632883
9480,1069121,960005110772,267572,13878,3816,9998645613
9490,1059157,960005061859,264842,13857,2991,9998659153
9500,1048812,960005013233,262499,13631,3226,9998671832
9510,1038923,960004966152,259984,13644,3220,9998684229
9520,1028886,960004919241,257756,13390,3649,9998696319
9530,1018999,960004872274,255311,13478,3389,9998708823
9540,1009139,960004825574,252970,13519,3070,9998721302
9550,999508,960004779799,250584,13117,3781,9998733010
9560,990045,960004733885,248271,12907,3078,9998745699
9570,980529,960004688927,246006,12944,2905,9998757616
9580,971007,960004644224,243855,13005,2621,9998769512
9590,961694,960004599620,241385,12775,3139,9998781007
9600,952588,960004555507,239128,12491,2789,9998793004
9610,943571,960004512384,236799,12387,2929,9998804314
9620,934492,960004469011,234548,12269,2861,9998815830
9630,925585,960004426168,232168,12247,2830,9998827170
9640,916712,960004384031,229948,12071,3197,9998838072
9650,908078,960004342565,227655,12030,3228,9998849009
9660,899598,960004300929,225224,11797,3271,9998860110
9670,890950,960004259679,222859,12035,3232,9998870924
9680,882535,960004219107,220739,12032,2686,9998882008
9690,874089,960004178171,218690,11565,2615,9998893041
9700,865674,960004138211,216558,11623,2595,9998903550
9710,857335,960004098507,214637,11081,3094,9998913853
9720,849127,960004059520,212571,11274,2751,9998924277
9730,840953,960004020745,210670,11096,2731,9998934550
9740,832857,960003982436,208837,10776,2945,9998944585
9750,825018,960003944668,206869,10531,2927,9998954655
9760,817131,960003907331,204871,10669,2856,9998964473
9770,809211,960003870379,203161,10593,2866,9998974169
9780,801483,960003833505,201191,10496,3008,9998983822
9790,794014,960003796023,198938,10430,2293,9998994325
9800,786592,960003760735,196824,10587,2721,9999003276
9810,778967,960003724664,195123,10440,2547,9999012923
9820,771600,960003688758,193047,10420,2377,9999022556
9830,764102,960003653080,191231,10325,2329,9999032013
9840,756842,960003617591,189230,10156,2221,9999041551
9850,749588,960003582553,187567,9629,2242,9999050974
9860,742516,960003549186,185817,9721,2229,9999059717
9870,735434,960003515255,183991,9706,2134,9999068735
9880,728525,960003482049,182263,9560,2040,9999077612
9890,721547,960003448930,180649,9416,1963,9999086425
9900,714696,960003416850,178921,9522,2259,9999094602
9910,708041,960003384482,177031,9412,2401,9999103115
9920,701298,960003351997,175489,9144,2050,9999112019
9930,694539,960003320131,174084,8874,1975,9999120528
9940,687818,960003289388,172563,9046,2335,9999128238
