Time\ number,r2_1_100,r2_1_200,r2_1_300,r2_1_400,Time\ Probability,r2_1_100,r2_1_200,r2_1_300,r2_1_400
310,7342100313,1303541159,73420523,20505543,310,0.0009924210758680697,0.004942583728485251,0.09036499631270296,0.3318665038106133
320,7269562333,1318514355,74382317,13520362,320,0.0009921760054070808,0.004941211638829131,0.09034205781938695,0.3318085602686896
330,7197758194,1325193209,75031342,22461041,330,0.0009919129935745236,0.00493992958304271,0.09032062601084706,0.33174676730281677
340,7126696788,1323780631,68621553,23980002,340,0.000991628156590021,0.0049385843240378,0.09029985261947611,0.3316908422133523
350,7056337513,1335509023,68888646,16183956,350,0.000991375694894089,0.0049372341805851965,0.09027662679835177,0.3316323073768009
360,6986705506,1339164730,68776167,18957433,360,0.0009911104918771771,0.0049359190365102935,0.09025464009478408,0.33157315425188677
370,6917771374,1335136307,70625443,23204889,370,0.0009908312025582176,0.004934631197640078,0.0902337611880379,0.3315124182023184
380,6849550722,1337289343,76615915,16904995,380,0.000990572581740992,0.004933376133218089,0.09021004178008918,0.33145257472487066
390,6782014864,1338657885,69271885,17798628,390,0.0009902999594463685,0.004931995999895284,0.09018905647464316,0.3313944609592476
400,6715162586,1339383751,69371604,23736434,400,0.0009900331722047177,0.004930711532247015,0.0901675801643135,0.3313322724566467
410,6648984086,1345940242,70601975,21954673,410,0.0009897901445499264,0.0049293702062320555,0.09014516147248283,0.33127169239609017
420,6583472006,1345125496,77491494,14967167,420,0.0009895213382931022,0.004928068587875385,0.09012232126860743,0.3312169506023347
430,6518635622,1343790482,70014835,16573271,430,0.0009892580857169915,0.004926731781459482,0.09010103768606202,0.3311580754529214
440,6454434193,1335425623,77247843,17675349,440,0.000988984583620321,0.004925505210674939,0.09007945866648266,0.3310998825712659
450,6390890677,1333041178,76347182,17966798,450,0.0009887222868139786,0.004924203553269013,0.09005769096171523,0.33104108242310004
460,6327990348,1336498433,69381030,15864303,460,0.0009884792586541294,0.004922843537798445,0.09003600594728779,0.33098085266047794
470,6265733540,1333098195,68638298,17398860,470,0.0009882207946882943,0.004921559526204765,0.09001452510000917,0.3309229057884629
480,6204106648,1329265537,69522879,13909619,480,0.0009879509199526033,0.004920280146089632,0.08999363986069533,0.33086618935636697
490,6143085940,1318983603,77480257,13310233,490,0.0009876902221760216,0.004919105681926524,0.08997206731298132,0.33080782164281436
500,6082684716,1314387190,69939605,18001872,500,0.0009874370706302077,0.004917793455724481,0.08995154002080269,0.3307526668768658
510,6022894191,1315415873,68883468,25470931,510,0.0009872014996904824,0.00491649100239748,0.0899304421734921,0.33069289165127647
520,5963708083,1304277069,74008228,17458211,520,0.0009869264756340894,0.004915321805011295,0.08990866217706042,0.33063666743288606
530,5905118905,1304598757,74362919,14147620,530,0.000986687639420259,0.004914014824102365,0.08988727523578197,0.3305813154639501
540,5847110489,1292917706,67782171,25395861,540,0.0009864272281849117,0.0049127832997588996,0.08986840204128338,0.3305251029391199
550,5789681837,1286805248,75061397,24967432,550,0.0009861800284762248,0.004911631072639204,0.08984740080651138,0.33046813671653924
560,5732848304,1286170321,73553157,13867944,560,0.000985943673303208,0.004910325068292663,0.08982554907355346,0.3304142289425943
570,5676573589,1273963445,72780144,17466309,570,0.000985699882294895,0.004909174612701392,0.08980536229452898,0.3303571839433917
580,5620870422,1272643977,72980787,13366711,580,0.0009854551390059997,0.004907902113254627,0.0897850112395073,0.3303044422073613
590,5565739777,1260031653,66881672,20384000,590,0.0009852007194324237,0.004906697977119509,0.08976643355949263,0.3302491763156863
600,5511153572,1252852097,67042722,22650133,600,0.000984963147124321,0.004905519248328333,0.08974677139709099,0.3301959441192647
610,5457106961,1245450403,72936091,13421548,610,0.000984724119143118,0.004904387671031108,0.08972584219102717,0.33014162215854
620,5403606019,1237883608,66308128,19743498,620,0.0009844857784710157,0.004903183007288682,0.08970704776982757,0.3300870389579529
630,5350646354,1230250181,71653618,14867302,630,0.0009842587949702517,0.00490202450196901,0.08968622908401741,0.3300369928598097
640,5298216908,1222427285,71048337,14108000,640,0.0009840244653411018,0.0049008848917447365,0.08966677647770858,0.3299828859552078
650,5246309392,1219637855,69700304,20789479,650,0.000983801851537779,0.00489970227375963,0.0896478009451869,0.32992786881548447
660,5194931409,1211437517,69425735,23744288,660,0.0009835748406256185,0.004898576357287055,0.08962895733431536,0.329876825717473
670,5144068971,1203148918,63640467,20971180,670,0.000983332583406983,0.004897374782218898,0.08961080135409145,0.3298277511880945
680,5093717665,1189810058,69854999,19858599,680,0.0009830998844135848,0.004896337687408502,0.08959149216682093,0.3297753038112522
690,5043871521,1181456248,68986103,13825390,690,0.0009828765716144781,0.004895196810488474,0.0895723966870779,0.3297272859395876
700,4994513635,1173031946,68153795,16185526,700,0.0009826605082598786,0.004894120575232216,0.08955353306897093,0.3296761394020348
710,4945657674,1169427610,66591844,14892061,710,0.0009824468325003494,0.004892957345180621,0.08953490925939037,0.32962574553674723
720,4897296967,1160862068,66770314,11895762,720,0.000982225710306031,0.0048918849080530485,0.08951663217783251,0.3295746918329045
730,4849420233,1152173082,60200285,20794991,730,0.0009820050559893624,0.004890790495379517,0.08949994529437559,0.3295250218276757
740,4802007351,1138746968,59979733,17745491,740,0.0009817749994371016,0.004889729276586393,0.08948177985141922,0.32947685855962805
750,4755059977,1130066840,64282351,16577036,750,0.0009815633764442536,0.004888705789938192,0.08946328623872804,0.32943039528986745
760,4708595417,1126012517,58487010,13179952,760,0.000981355128120324,0.004887566908986136,0.08944594356308459,0.3293831106277018
770,4662591343,1112644730,64556410,14469065,770,0.0009811519662435656,0.004886608832679406,0.08942785734841902,0.32933415194535753
780,4617063342,1108421199,58267762,19508868,780,0.0009809475648643723,0.004885519667113579,0.08941127509611557,0.32928570987152606
790,4571987322,1099613388,58577327,12335716,790,0.0009807359739233217,0.0048844700416184866,0.0893936992761387,0.32924234281438763
800,4527345165,1090813600,63981521,13103499,800,0.0009805322143101704,0.004883485335302825,0.0893763320675407,0.32919646876339015
810,4483147598,1077554239,62851835,12508015,810,0.0009803215901864589,0.0048825088521826515,0.0893592771625942,0.3291489402042445
820,4439382024,1073129552,61616088,14457548,820,0.0009801294839567988,0.00488146425531268,0.08934248946931954,0.3291037188007155
830,4396066866,1064320491,61226862,17971715,830,0.0009799276784403835,0.004880486901151883,0.08932612252002335,0.32905582016785995
840,4353183591,1055556236,55156885,19994711,840,0.00097971970188289,0.004879455321515481,0.08931058210590966,0.32901376268378857
850,4310720526,1042507921,61146078,14241620,850,0.000979521147505117,0.0048785667800327545,0.08929358118720121,0.3289697787408899
860,4268688189,1037921344,60257632,13057316,860,0.0009793393852707527,0.004877547731152529,0.08927690083676877,0.32892555002726814
870,4227075221,1029155935,53082656,18808769,870,0.0009791439168773844,0.0048765759510975655,0.0892614356091594,0.3288792563779657
880,4185870144,1016298753,53063360,18815002,880,0.0009789374488670358,0.004875620153520023,0.0892459368053733,0.32883830636264605
890,4145073331,1011738428,53602767,16846032,890,0.00097875338118343,0.0048746623558464965,0.08923017775351749,0.32879550276431807
900,4104670927,1003075931,57519738,18090941,900,0.000978575529125105,0.004873780218011224,0.08921380065760207,0.32875094859302684
910,4064680571,990440245,52300947,15956729,910,0.0009783730481203522,0.004872819483329688,0.08919893237289438,0.3287106715758592
920,4025090182,985774966,52681603,16215720,920,0.000978204926242249,0.004871892350246018,0.0891834088496214,0.3286684991169537
930,3985895236,973254553,56144768,14061593,930,0.00097800841082508,0.004871057721451411,0.08916781587059115,0.32862824194989815
940,3947084552,968636640,50157340,11637269,940,0.0009778292449930544,0.00487007862483499,0.08915287841293429,0.3285874819464788
950,3908662609,956320352,54589788,14056839,950,0.0009776466675731012,0.004869261947651051,0.08913773374652208,0.32854651413262903
960,3870617187,947894644,55032465,15422566,960,0.0009774665483476283,0.00486837055308036,0.08912318371092072,0.3285048330177961
970,3832947923,939509375,53232317,18603623,970,0.0009773008590581093,0.00486749900412564,0.08910827155494387,0.32846434577256306
980,3795659207,931145023,53730297,10363039,980,0.000977116424977322,0.004866607462002358,0.089093646363041,0.32842745928013833
990,3758732372,926547308,52859163,11219980,990,0.000976952420912841,0.00486572950839362,0.0890789352736955,0.32838836314512987
1000,3722175135,918255291,52694769,9809093,1000,0.0009767837860153459,0.0048648771149405415,0.08906465423252442,0.32834860275604827
1010,3685976218,906433587,47398382,15980463,1010,0.0009766012017189676,0.004864027082159513,0.0890515646253011,0.32831033582300523
1020,3650134505,898255276,52526046,10284314,1020,0.0009764351395520982,0.004863226133222496,0.08903699345280187,0.3282734214445202
1030,3614651834,890190869,47382025,13092491,1030,0.0009762701553261056,0.004862384294824915,0.08902359666100991,0.328236221875729
1040,3579528720,882107027,50466939,17543929,1040,0.0009761118320917483,0.004861598622351473,0.08900943242394782,0.3281957265454576
1050,3544746233,874122728,50943456,10616680,1050,0.0009759442194476675,0.004860766881261738,0.08899549780849274,0.3281613748754707
1060,3510309514,866230091,45743438,10016583,1060,0.0009757767930472369,0.004859936039616412,0.08898254964849356,0.32812437834122316
1070,3476202843,861723683,45487541,13608217,1070,0.0009756275599820521,0.004859115869897177,0.0889691704336864,0.3280863369136149
1080,3442437088,853875255,49614035,11024593,1080,0.0009754707858519848,0.00485836249672289,0.08895549132090266,0.3280517984119274
1090,3409009302,846077869,44155437,16405652,1090,0.0009753036306637554,0.004857551276496717,0.0889432860788144,0.32801595907631004
1100,3375900990,835015623,48373192,14548667,1100,0.0009751425654010307,0.004856833682560505,0.08892987149578187,0.3279793827541395
1110,3343130470,827325963,47449619,10092118,1110,0.0009749883844194713,0.004856044508781061,0.08891664543162396,0.32794602721665866
1120,3310685568,819697459,47011383,11464489,1120,0.0009748441304194699,0.004855307768169823,0.08890371756957108,0.32791004899912857
1130,3278564581,815361151,41913763,12392727,1130,0.0009746923031605924,0.004854480425326007,0.08889140461295301,0.3278748561179956
1140,3246748445,807796309,41784788,14362315,1140,0.0009745444464781584,0.004853743874480578,0.08887910915686935,0.3278414012553708
1150,3215247993,800289636,42272572,10141702,1150,0.0009743896999962698,0.004853017994563018,0.08886681230980278,0.32780952825583004
1160,3184053843,789763826,46122181,10123558,1160,0.0009742388973885676,0.004852341039698164,0.08885429675959908,0.32777546615696046
1170,3153165565,785485149,45016065,10691411,1170,0.0009741032003786006,0.004851579549731262,0.08884180647369454,0.32774237553708563
1180,3122584688,778147964,40234699,13688227,1180,0.0009739531605392613,0.00485085267168986,0.08883048489520519,0.3277075583160045
1190,3092309370,770891890,39861474,9558437,1190,0.0009738097997156036,0.004850124040724538,0.0888180126487536,0.32767734332851234
1200,3062327077,763679333,44003534,14651400,1200,0.0009736737770209896,0.0048494668658945,0.08880639195518888,0.32764343689193026
1210,3032646059,753574746,39526152,14201753,1210,0.0009735205727367355,0.004848739634944026,0.08879518306715552,0.32761301134467824
1220,3003263061,749465006,39277812,14002861,1220,0.0009733898594329109,0.00484805857078737,0.08878361705988154,0.3275800443202625
1230,2974153087,739547268,39184997,11474089,1230,0.000973242679311359,0.004847379178462772,0.0887719812810837,0.3275490361217056
1240,2945353723,735472376,38824085,9326313,1240,0.0009731152778726104,0.004846679504576895,0.08876024569877386,0.32752001463413566
1250,2916821126,725724582,41823696,10030475,1250,0.0009729729915959454,0.004846040620530613,0.08874895381261365,0.3274894638598019
1260,2888571822,721725561,38102236,12863420,1260,0.0009728493597750353,0.0048453399402679466,0.08873812600799966,0.32745767275577053
1270,2860599430,712122213,40770892,13584137,1270,0.0009727128295891032,0.004844731170832145,0.08872676867373458,0.32742668696047317
1280,2832902190,705436705,36296802,12553419,1280,0.0009725763809808679,0.004844054046467034,0.08871619789671145,0.3273965882595398
1290,2805466924,701542868,36239417,12866313,1290,0.0009724538622416015,0.004843378990627648,0.08870522584828174,0.32736809931195077
1300,2778309396,694918949,36201813,12764339,1300,0.000972325513733682,0.004842742524378439,0.08869454832348268,0.32733901333677046
1310,2751415052,685684003,39401705,11583078,1310,0.0009721900747195403,0.0048421542703888775,0.08868379264592266,0.3273090432382444
1320,2724787728,681834459,39448183,9009785,1320,0.0009720721751289565,0.00484152247962399,0.08867295307186818,0.32728157444650335
1330,2698415319,675328741,38591868,8617143,1330,0.000971945446327646,0.004840893865365061,0.08866242252807392,0.32725285428100515
1340,2672294866,666343029,38509426,10513662,1340,0.0009718138938881861,0.004840287045342237,0.08865248256755652,0.3272237715958179
1350,2646440823,662614189,34238790,11979220,1350,0.0009716981931890904,0.0048396329514094885,0.08864235686828131,0.32719685310564633
1360,2620841332,653792176,37243896,10514337,1360,0.0009715720725901655,0.004839070080190771,0.08863186361280924,0.3271681972801304
1370,2595490272,650102493,33972997,10609504,1370,0.0009714491286713733,0.0048384319457816525,0.08862238192528366,0.327142422693667
1380,2570378332,643935684,37051529,11062259,1380,0.0009713370711118788,0.00483787611971115,0.08861205134170438,0.3271142062816761
1390,2545519658,635341077,36839481,7363878,1390,0.0009712133400333648,0.004837289822547559,0.08860201444256088,0.327089394798791
1400,2520913523,631739138,33319576,10893335,1400,0.0009711021569599654,0.004836696249309736,0.0885927631959881,0.3270610169355017
1410,2496543354,623299765,33118682,7022488,1410,0.000970977374963961,0.004836118818637487,0.0885830751590503,0.32703648835579996
1420,2472404238,617378306,32525204,10596207,1420,0.0009708651575093566,0.0048355619071963,0.0885737282622325,0.32700861733849973
1430,2448505287,611491579,35510203,11312612,1430,0.0009707487012431521,0.004835017874558331,0.08856411662490928,0.32698357339621725
1440,2424847620,605659093,35119853,9959145,1440,0.0009706352626780388,0.004834452550462838,0.08855463515823443,0.32695773132639755
1450,2401412793,599921522,31652494,9399056,1450,0.000970523709185768,0.004833882644993703,0.08854555002227796,0.3269323736307706
1460,2378208445,596542173,30858507,10011707,1460,0.0009704191720221782,0.004833322990499951,0.0885363465840004,0.326906775586571
1470,2355236725,588536689,31296112,10639817,1470,0.0009703089872934391,0.004832801846984376,0.08852741460671659,0.3268824247428232
1480,2332484126,585194794,33761679,10770715,1480,0.0009702061713470904,0.0048322664302383345,0.08851796665420798,0.3268577741683971
1490,2309954423,579593712,30507185,10448996,1490,0.0009700925313099928,0.0048317027303416,0.08850943806016022,0.3268345808835826
1500,2287650022,574042932,29968490,10293596,1500,0.0009699918542495598,0.004831173546740314,0.08850036470279593,0.3268098475717001
1510,2265561552,568544689,29683039,7565286,1510,0.0009698841544611544,0.004830656076860638,0.08849140090502504,0.32678705924846063
1520,2243686113,563088791,30120077,5773319,1520,0.0009697821076502319,0.004830140367100339,0.08848275098806344,0.32676283538625184
1530,2222022845,557716965,32351636,6300524,1530,0.000969679203858835,0.004829642270653156,0.08847394811240884,0.32673947360381284
1540,2200564636,550269524,31273572,10184279,1540,0.0009695713103021801,0.00482915467763268,0.08846576959142297,0.3267149766877575
1550,2179324251,545023406,28388111,10018079,1550,0.0009694674515765255,0.004828641785928006,0.08845759294320053,0.3266926162470763
1560,2158284581,541904917,27972699,10416135,1560,0.0009693758586594055,0.0048281186276388196,0.08844909400822723,0.3266700357655954
1570,2137454327,536748418,27504489,10277322,1570,0.0009692738713000234,0.004827625213806815,0.08844097921106724,0.3266474373769331
1580,2116830209,529540759,30008440,7092153,1580,0.0009691702081617388,0.004827175045873948,0.088432367001135,0.32662548648363127
1590,2096401220,526521121,27492380,9439548,1590,0.0009690810304601227,0.0048266732048902515,0.08842455271541126,0.32660251284075503
1600,2076172347,521478877,27077574,9590280,1600,0.0009689790867866434,0.004826179568975251,0.08841669314020366,0.3265816517561663
1610,2056145551,514458571,29467881,6851869,1610,0.0009688818041991137,0.004825743155350322,0.08840835067885569,0.3265599384494778
1620,2036304792,511501733,26822087,5841684,1620,0.0009687919125672226,0.004825239341422016,0.08840048557274974,0.3265388482164871
1630,2016665665,504644048,29023280,5959657,1630,0.0009686980111310212,0.004824807034883969,0.08839250703569741,0.3265166364845201
1640,1997218329,499845582,26713222,7952351,1640,0.0009686009630377214,0.0048243382676923414,0.08838536268302549,0.32649561477815203
1650,1977955839,495072092,28449413,6522352,1650,0.0009685122307163145,0.004823895623099699,0.08837720280113885,0.3264753450028977
1660,1958877019,490327827,28320955,7257169,1660,0.0009684245354525707,0.00482344985336197,0.08836970520176815,0.3264545015715065
1670,1939989442,485609774,25392240,6878310,1670,0.0009683290482537227,0.004822975976713804,0.08836248997721613,0.32643477935128973
1680,1921289610,480949036,27892940,5827971,1680,0.0009682398980343482,0.0048225551596166195,0.08835488985276005,0.3264139566781935
1690,1902769571,478178194,25242629,7587250,1690,0.0009681576893096127,0.004822081743940068,0.08834768646223654,0.3263933555064909
1700,1884438235,471745810,24933449,5892658,1700,0.0009680642938848283,0.004821662057640252,0.08834043427342689,0.3263745012372064
1710,1866281211,469032322,24837899,7528520,1710,0.0009679792713963939,0.004821220013620638,0.08833336858117369,0.3263542782661867
1720,1848295183,464544496,24442080,8539061,1720,0.0009678968159948919,0.004820810993880633,0.08832629513847788,0.32633406044966357
1730,1830486044,460086924,24170943,5322670,1730,0.0009678112582105331,0.004820376036915908,0.08831884352358618,0.3263159168150097
1740,1812853989,453906820,25818690,8415335,1740,0.0009677219347743065,0.004819987887467752,0.08831196959579896,0.326295836135043
1750,1795380255,449572549,23327130,8675820,1750,0.0009676392195078853,0.004819566542078294,0.0883052500880873,0.3262770473931194
1760,1778088232,445254704,25550691,7252288,1760,0.000967556085214783,0.004819162828674666,0.08829812427000672,0.32625803726943764
1770,1760963483,440972468,25326652,5183787,1770,0.000967475387364576,0.004818758909715766,0.0882912052097789,0.3262400402617255
1780,1743990319,436767627,24755488,7015856,1780,0.0009673975310425525,0.0048183530625029915,0.08828439498260966,0.3262205637054262
1790,1727197797,434228459,24939833,5386236,1790,0.0009673191811366641,0.004817945645749914,0.08827769736021523,0.32620402250787356
1800,1710568023,430076483,22307584,6905883,1800,0.0009672386649711353,0.004817535056593661,0.08827146752398615,0.3261849337625606
1810,1694084958,424323023,24192713,5912371,1810,0.0009671611739824449,0.004817180063495643,0.08826455381962187,0.32616731241985936
1820,1677773741,420257777,22258408,5294755,1820,0.0009670798188923694,0.0048167763233712725,0.08825840559386566,0.3261504747194785
1830,1661618377,417829288,21742402,6857942,1830,0.0009670056399781078,0.004816379230934987,0.0882520554995282,0.32613193853180006
1840,1645624118,412217481,24051513,5241098,1840,0.0009669289724524252,0.004816027704317293,0.08824537798446654,0.3261157006039506
1850,1629786860,408267436,23574287,5935768,1850,0.0009668534960143951,0.0048156627039525265,0.08823909299451807,0.3260981300971875
1860,1614098822,404326885,23638601,4167387,1860,0.000966775974579791,0.004815285460705647,0.08823294016552355,0.3260808349331765
1870,1598558387,400459957,21138090,6870198,1870,0.000966701448883763,0.004814898545570429,0.08822706073009445,0.3260640426126531
1880,1583174760,396616543,20904962,4872516,1880,0.0009666286125029751,0.004814537088760209,0.08822080472738116,0.326047736634408
1890,1567939625,392774897,22729236,5402399,1890,0.0009665583706088261,0.00481418847649409,0.08821451557093132,0.32603136896003504
1900,1552850419,389020191,20559165,5934778,1900,0.0009664830824432375,0.004813814840011767,0.08820883790694355,0.32601427143793194
1910,1537901126,386783925,20340378,7160238,1910,0.000966414553111692,0.004813458193234441,0.08820300544488624,0.3259983418187656
1920,1523102843,383068122,21709407,4538637,1920,0.0009663467356668716,0.004813121785170997,0.08819661403581439,0.3259816231591222
1930,1508448029,379369331,21755137,5619751,1930,0.0009662765800560196,0.0048127737679247015,0.08819089585669461,0.32596682523659454
1940,1493936800,374278489,19767573,6356070,1940,0.0009662047324726268,0.004812433424972009,0.08818547857291202,0.32594972943823813
1950,1479569579,372114782,19758240,4551532,1950,0.0009661368584108228,0.0048120806778216875,0.08817967474670597,0.3259353401857264
1960,1465338617,368525449,19745815,6073474,1960,0.0009660705615749362,0.004811741989838081,0.08817415214543285,0.3259191946706987
1970,1451241645,364967902,19482167,4310059,1970,0.0009660048688404108,0.004811410459366022,0.08816830130310839,0.32590424396250744
1980,1437284237,361457707,19237224,6701328,1980,0.0009659388888789217,0.0048110794258840826,0.08816292295954932,0.3258888419986359
1990,1423465977,357976808,20948268,4257691,1990,0.0009658725642774231,0.004810769622990735,0.08815714003930092,0.32587373917831186
2000,1409776429,354526578,18783060,4470589,2000,0.0009658054988990702,0.004810428746865793,0.08815181284664006,0.32585950596044166
2010,1396220258,349778310,18805281,4017537,2010,0.0009657376399486841,0.004810115336118846,0.08814655087962227,0.32584478213087964
2020,1382790952,347763189,18503083,4275637,2020,0.0009656769047556615,0.004809790971306379,0.0881411021205485,0.32583021316952815
2030,1369498998,343076478,19995619,4395723,2030,0.0009656133462246614,0.004809498479464389,0.08813568902268688,0.3258151232054169
2040,1356324658,339793569,19568670,4449779,2040,0.0009655470130254816,0.004809177792514114,0.08813053481086543,0.3258014113333819
2050,1343282948,336546297,19255383,4553253,2050,0.0009654847343669453,0.004808868602844693,0.08812534429552099,0.32578722855135067
2060,1330369044,333324628,19121968,5151943,2060,0.0009654253972826613,0.004808565718531685,0.08812015272367162,0.32577194927092407
2070,1317579534,331393614,17561660,3548211,2070,0.0009653665211091294,0.004808245959971783,0.0881151526188041,0.3257589275631494
2080,1304918773,328208341,17277568,6159180,2080,0.0009653054740498616,0.004807946588412673,0.08811039497151295,0.3257450272752124
2090,1292380104,325050944,16922702,5639155,2090,0.0009652463262143692,0.004807655739261414,0.08810523665475711,0.3257308647036325
2100,1279953651,320689605,18288563,4190433,2100,0.0009651841850275159,0.004807375358908223,0.0881000603870172,0.32571799945736024
2110,1267653255,318847056,18199725,5334135,2110,0.0009651281734670539,0.00480707699732968,0.0880952669497066,0.3257039399514285
2120,1255471591,314568377,18002437,5103589,2120,0.0009650650856392628,0.004806793601279288,0.0880905098190495,0.3256909385050488
2130,1243406961,311540792,18065667,3540018,2130,0.0009650085372400301,0.004806504776194023,0.0880856605757662,0.32567864444399464
2140,1231453790,308558814,17855529,3897681,2140,0.0009649517831409396,0.00480622928859341,0.0880809302289796,0.325665397285321
2150,1219624075,306779293,15998822,3849961,2150,0.0009648992187384187,0.004805928044607332,0.08807621757033746,0.3256525088190587
2160,1207908306,303825678,15965654,4260543,2160,0.0009648426012089656,0.004805653432894823,0.08807160558377095,0.32564019378895565
2170,1196306254,299744620,17335319,3223300,2170,0.0009647852776394111,0.0048053888675109215,0.08806682998390475,0.325627384229487
2180,1184814370,298014658,15767790,3549760,2180,0.0009647333445155395,0.004805105801698106,0.08806240760815962,0.3256147262181285
2190,1173432419,294028969,17140946,4896164,2190,0.0009646746484273295,0.004804855207967956,0.08805796624704806,0.32560197576550726
2200,1162159359,292325690,15495746,4658005,2200,0.0009646237665967914,0.004804574824130201,0.08805358191249125,0.3255894450197293
2210,1150996232,289503028,15576265,4745955,2210,0.0009645723945950418,0.0048043055520303034,0.08804909545195107,0.3255777497837291
2220,1139939011,286736974,16673752,3691360,2220,0.0009645185536615651,0.004804052903588314,0.08804449523011192,0.32556631879476516
2230,1128997880,283974845,16312785,3374292,2230,0.0009644668274222647,0.004803796313164433,0.08804009572534069,0.3255537007638129
2240,1118148811,280184239,16137278,3562892,2240,0.0009644113827511963,0.0048035403002238,0.08803588905705625,0.32554251653947064
2250,1107411074,277496877,15889485,5269630,2250,0.0009643615018654491,0.004803292637565857,0.08803173080191974,0.325530013248661
2260,1096780010,275893730,15682413,3508033,2260,0.0009643130532234501,0.004803033500774096,0.0880272841436792,0.32551867286157005
2270,1086253220,273249263,14172762,4382478,2270,0.0009642624018599031,0.004802776055970758,0.08802326946366582,0.3255068508332111
2280,1075827526,270632032,15326860,3010292,2280,0.000964212561030892,0.004802534993583107,0.08801892752064644,0.3254957808069515
2290,1065495838,268036672,15289508,3361744,2290,0.0009641638612513959,0.004802287977291879,0.08801486106421158,0.32548497825355904
2300,1055269466,264438776,15062745,3303992,2300,0.0009641112036527648,0.004802050083072513,0.08801086712123808,0.3254740453846705
2310,1045140497,261894835,15061561,2942735,2310,0.0009640642599694891,0.004801815291773007,0.08800676097413355,0.3254627280949535
2320,1035105416,260382700,13643365,2728850,2320,0.000964016274683945,0.004801561273969857,0.08800294595098239,0.32545204729136695
2330,1025166520,256900805,14878097,3545482,2330,0.0009639683741591324,0.004801346862924013,0.08799896318960615,0.32544121342139615
2340,1015327026,254444241,14515521,4785233,2340,0.0009639234699798683,0.004801111805627164,0.0879950307550964,0.3254299034546244
2350,1005581030,252019260,14207342,3346729,2350,0.0009638765601136304,0.004800878994831514,0.08799103163547577,0.32541950246528767
2360,995929998,250563871,14420498,2826282,2360,0.0009638310093712564,0.004800642241746264,0.08798722702978143,0.32540954792657956
2370,986373597,248148769,14333033,3170870,2370,0.0009637867627562824,0.004800422752914946,0.08798345544630219,0.3253987640222358
2380,976909648,245762016,14111815,3019766,2380,0.0009637403131517521,0.0048001923344352096,0.08797967208513302,0.32538888539018296
2390,967539912,242458195,13937687,3555785,2390,0.0009636934912724503,0.004799976508386198,0.08797604818431484,0.3253787931108553
2400,958257287,240147462,13802872,4086809,2400,0.0009636509749167157,0.004799759429234023,0.08797232627131486,0.32536780638032453
2410,949060631,237840154,12524068,3318842,2410,0.0009636053778661061,0.0047995331295312945,0.08796878925512162,0.3253586520662201
2420,939952518,236464008,12512417,4025142,2420,0.0009635639865376496,0.004799317634602271,0.08796524478827833,0.32534799398355263
2430,930940058,234190454,12284368,4258976,2430,0.0009635210434943061,0.004799097749818986,0.08796166425263664,0.3253384627945809
2440,922015502,231041497,13226215,2566605,2440,0.0009634756969484041,0.004798895303162887,0.08795789175700096,0.3253290337540697
2450,913166663,228820546,13296773,3956066,2450,0.0009634349480674776,0.004798693088159263,0.08795449618569438,0.32531883421277763
2460,904411623,226634069,12953699,3785291,2460,0.0009633914494799815,0.004798483171896849,0.08795097090196492,0.3253093952142334
2470,895735002,224461172,11899270,3052224,2470,0.000963351119333226,0.004798271268265055,0.08794758890116391,0.32530062669185245
2480,887142129,222314281,12767186,3125657,2480,0.0009633099711824714,0.004798077650393467,0.0879440762215728,0.3252910208363424
2490,878631914,221027647,11733577,3855613,2490,0.0009632725729684604,0.004797860702080313,0.08794079553863464,0.3252815769398021
2500,870206381,218066721,11597406,2490508,2500,0.0009632291293976568,0.004797665839328979,0.08793741694070152,0.32527275171913683
2510,861860261,215993635,11397628,3531725,2510,0.0009631900798991876,0.004797472039077141,0.08793415991748425,0.3252630018840752
2520,853598427,214746959,12355982,3775442,2520,0.000963152950899843,0.004797278617628326,0.08793074175056086,0.3252540534311757
2530,845413217,212680113,11216298,2682955,2530,0.0009631120267995373,0.004797075600081844,0.08792756696678222,0.32524581178106493
2540,837305999,209840218,11060431,3487912,2540,0.0009630718635193043,0.004796885344772271,0.08792439650091269,0.3252367154154042
2550,829277592,207826436,10908503,3647111,2550,0.0009630336249064387,0.004796695566871122,0.08792121155886926,0.32522800255951106
2560,821324338,206624897,10769200,2519499,2560,0.0009629977723295048,0.004796504120295418,0.08791789592497114,0.3252195143564213
2570,813452168,203850868,11724615,3006319,2570,0.0009629606937156599,0.004796333610794147,0.08791472479348053,0.32521069142897124
2580,805654281,202672881,10581712,2667428,2580,0.0009629240216779212,0.004796134064648686,0.0879116780028647,0.32520232771047175
2590,797935134,199949356,10632668,3726283,2590,0.0009628845011579451,0.004795955471711424,0.08790877895800475,0.3251939833433994
2600,790285078,198787955,10570986,2401536,2600,0.0009628490784752439,0.004795771190533481,0.08790564550964919,0.3251857982265583
2610,782704758,196133713,11376900,2468811,2610,0.0009628119210363472,0.0047956041767527316,0.08790255412319314,0.3251773419818618
2620,775196574,194261876,11300146,3653087,2620,0.0009627772063302705,0.004795427895972354,0.08789966015889657,0.3251688419621734
2630,767763186,193141506,11043040,3244114,2630,0.0009627429954053512,0.004795244951460066,0.08789658710784572,0.32516060615530984
2640,760407342,190557031,9968738,3414545,2640,0.0009627062871244833,0.0047950710013826316,0.08789381506377263,0.32515266521073843
