Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3,H2O::Cell_1::Mitochondria_4,H2O_created::Cell_1::Mitochondria_4,OH-::Cell_1::Mitochondria_4,H+::Cell_1::Mitochondria_4,H+_inter::Cell_1::Mitochondria_4,H+_inter_created::Cell_1::Mitochondria_4,O2::Cell_1::Mitochondria_4,O2_in::Cell_1::Mitochondria_4,CO2::Cell_1::Mitochondria_4,ATP::Cell_1::Mitochondria_4,ATP_created::Cell_1::Mitochondria_4,ADP::Cell_1::Mitochondria_4,GDP::Cell_1::Mitochondria_4,GTP::Cell_1::Mitochondria_4,Pi::Cell_1::Mitochondria_4,NAD+::Cell_1::Mitochondria_4,NADH::Cell_1::Mitochondria_4,NADH_created::Cell_1::Mitochondria_4,NADH_in::Cell_1::Mitochondria_4,Pyruvate-::Cell_1::Mitochondria_4,Pyruvate-_in::Cell_1::Mitochondria_4,CoA-SH::Cell_1::Mitochondria_4,Acetyl_CoA::Cell_1::Mitochondria_4,FAD::Cell_1::Mitochondria_4,FADH2::Cell_1::Mitochondria_4,FADH2_created::Cell_1::Mitochondria_4,Pyruvate_transport::Cell_1::Mitochondria_4,ATP_synthase::Cell_1::Mitochondria_4,ADP_ATP_transport::Cell_1::Mitochondria_4,NADH_shuttle::Cell_1::Mitochondria_4,Pi_transport::Cell_1::Mitochondria_4,Commp1-3-4::Cell_1::Mitochondria_4,Commp2-3-4::Cell_1::Mitochondria_4,H2O::Cell_1::Mitochondria_5,H2O_created::Cell_1::Mitochondria_5,OH-::Cell_1::Mitochondria_5,H+::Cell_1::Mitochondria_5,H+_inter::Cell_1::Mitochondria_5,H+_inter_created::Cell_1::Mitochondria_5,O2::Cell_1::Mitochondria_5,O2_in::Cell_1::Mitochondria_5,CO2::Cell_1::Mitochondria_5,ATP::Cell_1::Mitochondria_5,ATP_created::Cell_1::Mitochondria_5,ADP::Cell_1::Mitochondria_5,GDP::Cell_1::Mitochondria_5,GTP::Cell_1::Mitochondria_5,Pi::Cell_1::Mitochondria_5,NAD+::Cell_1::Mitochondria_5,NADH::Cell_1::Mitochondria_5,NADH_created::Cell_1::Mitochondria_5,NADH_in::Cell_1::Mitochondria_5,Pyruvate-::Cell_1::Mitochondria_5,Pyruvate-_in::Cell_1::Mitochondria_5,CoA-SH::Cell_1::Mitochondria_5,Acetyl_CoA::Cell_1::Mitochondria_5,FAD::Cell_1::Mitochondria_5,FADH2::Cell_1::Mitochondria_5,FADH2_created::Cell_1::Mitochondria_5,Pyruvate_transport::Cell_1::Mitochondria_5,ATP_synthase::Cell_1::Mitochondria_5,ADP_ATP_transport::Cell_1::Mitochondria_5,NADH_shuttle::Cell_1::Mitochondria_5,Pi_transport::Cell_1::Mitochondria_5,Commp1-3-4::Cell_1::Mitochondria_5,Commp2-3-4::Cell_1::Mitochondria_5
171000,97470,628677,1700000000,10200000000,10000,60000,9950319994327,94980378,107073815,9838,1699902530,2000,5724,1037653,3399785384,2615308105,17384691895,24879595395,9990679187,9320813,1734971,102023243736,4740590800,103485,688665162,3809900,41972315200,307022,2031002872,2038053584,1442125,7742789400,998557875,999999632,368,15207,986985023,13014977,2717402077,677805500,2,679356600,999991895,8105,999850607,149393,679348493,1000,1000,1000,1000,1000,1000,1000,102030729261,4748203500,1494,684360016,557900,42048541400,148168,2034656568,2038288647,640154,7758678300,999359846,999999539,461,42785,994518238,5481762,2717717662,677594200,4043,679434660,999998398,1602,999757685,242315,679429015,1000,1000,1000,1000,1000,1000,1000,102035977405,4753874200,1487,679334195,987400,42103502800,431828,2037666478,2038494952,1021275,7769308500,998978725,999999839,161,46364,999184312,815688,2717992088,677888000,3740,679504420,999996456,3544,999907764,92236,679497136,1000,1000,1000,1000,1000,1000,1000,102036029825,4753599200,103546,678997774,748500,42101306400,19818626,2056950376,2038135185,931358,7769030100,999068642,999999615,385,16157,999742172,257828,2717512228,677673400,3801,679384900,999995944,4056,999958657,41343,679377043,1000,1000,1000,1000,1000,1000,1000,102035940194,4753298300,101990,679013963,753800,42098790200,2077205,2039089305,2037987521,924737,7768610100,999075263,999998665,1335,13628,999666407,333593,2717315193,677768500,3,679332180,999995495,4505,999946428,53572,679327672,1000,1000,1000,1000,1000,1000,1000
172000,95840,637097,1710000000,10260000000,10000,60000,9950079820004,94996058,107100960,11983,1709904160,2000,0,1035248,3419784354,2615252762,17384747238,24879535338,9990675512,9324488,1745166,102034945457,4768267900,101678,695198602,1540800,42217272600,150466,2042696516,2050047589,1459420,7786653900,998540580,999988265,11735,58845,986712556,13287444,2733396244,681807500,1,683350280,999998376,1624,999827145,172855,683348655,1000,1000,1000,1000,1000,1000,1000,102042696344,4776244600,103032,687962853,966000,42296932400,254917,2046782617,2050265513,765127,7802673600,999234873,999999819,181,44192,994601679,5398321,2733684521,681580000,3,683427500,999991511,8489,999770192,229808,683419008,1000,1000,1000,1000,1000,1000,1000,102048108708,4782052000,1488,683469732,734600,42353152000,386103,2049701603,2050522976,996024,7813673400,999003976,999998956,1044,17132,999309656,690344,2734030244,681870100,4060,683512500,999998828,1172,999913732,86268,683507268,1000,1000,1000,1000,1000,1000,1000,102048088536,4781712200,103847,682757264,997100,42350354800,20003506,2069186656,2050180278,894372,7813169400,999105628,999999033,967,43661,999746483,253517,2733571917,681702000,0,683397000,999994639,5361,999954261,45739,683391639,1000,1000,1000,1000,1000,1000,1000,102047892526,4781187000,102486,682752314,997700,42345814000,2030511,2050995511,2049936772,863800,7812381600,999136200,999998904,1096,54304,999669132,330868,2733248768,681755100,3880,683316660,999999216,784,999945004,54996,683311996,1000,1000,1000,1000,1000,1000,1000
173000,94840,634774,1720000000,10320000000,10000,60000,9949843689186,90997141,103188965,1329,1719905160,2000,0,1056962,3439807662,2615561627,17384438373,24879905373,9990620878,9379122,1755740,102045951484,4795103400,102407,700778955,759700,42454862000,114711,2054155661,2062030425,533429,7828917300,999466571,999992026,7974,43797,985908172,14091828,2749373428,685778800,1,687344420,999998584,1416,999678497,321503,687343003,1000,1000,1000,1000,1000,1000,1000,102055602344,4805083300,2823,690674536,1355900,42553104200,227812,2059161412,2062264702,947650,7848203100,999052350,999996839,3161,15189,995399387,4600613,2749685713,685566000,4320,687427000,999998331,1669,999795089,204911,687421011,1000,1000,1000,1000,1000,1000,1000,102060202295,4810134000,1549,687443085,696400,42601925600,482479,2061836079,2062513844,1119376,7857831300,998880624,999997824,2176,10448,999373004,626996,2750015296,685892100,0,687510940,999990512,9488,999925348,74652,687501452,1000,1000,1000,1000,1000,1000,1000,102060049007,4809623000,102352,686725992,1013500,42597531600,20476809,2081619659,2062139913,865548,7857013200,999134452,999999901,99,49853,999750040,249960,2749518360,685680000,4161,687387180,999995428,4572,999958853,41147,687378447,1000,1000,1000,1000,1000,1000,1000,102059890192,4809208000,101184,686992968,786200,42593956800,1621115,2062592415,2061956456,920570,7856449500,999079430,999999562,438,13292,999647436,352564,2749273864,685755900,3780,687325420,999995768,4232,999947992,52008,687317408,1000,1000,1000,1000,1000,1000,1000
174000,94520,621492,1730000000,10380000000,10000,60000,9949600660327,94067238,106192140,11311,1729905480,2000,56,1044264,3459788338,2611520365,17388479635,24883696135,9990685536,9314464,1766174,102058561928,4823693600,1479,703868312,1145900,42707807200,210532,2066486782,2073993522,1281387,7873693800,998718613,999999756,244,15669,986324147,13675853,2765323553,689763700,3420,691336880,999996571,3429,999811069,188931,691330031,1000,1000,1000,1000,1000,1000,1000,102065825886,4831297600,103482,697536714,162900,42784122400,32992,2070128442,2074264528,461078,7889176500,999538922,999999234,766,15956,993830928,6169072,2765685372,689567900,4220,691427060,999998004,1996,999685856,314144,691420844,1000,1000,1000,1000,1000,1000,1000,102071494246,4837357800,2986,691895314,925600,42842545200,317390,2073306740,2074490092,1096446,7900367700,998903554,999999190,810,12344,998683852,1316148,2765984248,689931500,0,691501780,999992376,7624,999884944,115056,691494156,1000,1000,1000,1000,1000,1000,1000,102072050978,4837604900,103144,690769442,960400,42845392200,22014810,2095151210,2074128812,875572,7901003400,999124428,999999846,154,48974,999755662,244338,2765502038,689683000,0,691382360,999990866,9134,999958874,41126,691373226,1000,1000,1000,1000,1000,1000,1000,102071851539,4837190300,102148,690740301,1094300,42841791800,1342078,2074305278,2073978962,921989,7900347600,999078011,999999418,582,51529,999597367,402633,2765303533,689761600,0,691329820,999994751,5249,999939329,60671,691324571,1000,1000,1000,1000,1000,1000,1000
175000,95630,632046,1740000000,10440000000,10000,60000,9949362524637,92521221,104672141,10809,1739904370,2000,469,1039898,3479787122,2611243958,17388756042,24883826942,9990665522,9334478,1776544,102070468554,4851607900,1470,708146066,1007600,42954892600,95639,2078325439,2085998864,1371700,7917522900,998628300,999999508,492,50508,986190644,13809356,2781329056,693791600,4360,695342840,999991712,8288,999818108,181892,695330192,1000,1000,1000,1000,1000,1000,1000,102077815195,4859254500,2969,701326324,438200,43031085800,93067,2082129117,2086261683,706276,7932825300,999293724,999999364,636,8388,993663505,6336495,2781679995,693546200,1,695425060,999993253,6747,999764088,235912,695418312,1000,1000,1000,1000,1000,1000,1000,102083690151,4865520000,1494,695855349,720300,43092262400,315067,2085391467,2086463970,900344,7944766800,999099656,999989559,10441,17515,998915045,1084955,2781951355,693919200,0,695489200,999998185,1815,999879815,120185,695487385,1000,1000,1000,1000,1000,1000,1000,102084025700,4865609300,101527,694922439,822000,43093429800,22839856,2107978056,2086150541,918175,7945041600,999081825,999996184,3816,19009,999744768,255232,2781533932,693664800,3921,695387680,999999632,368,999949509,50491,695383391,1000,1000,1000,1000,1000,1000,1000,102083655399,4864955700,102206,695241361,746700,43087633800,685756,2085543406,2085960990,906694,7944022200,999093306,999999029,971,14135,999440045,559955,2781280555,693754300,4040,695325900,999997705,2295,999920835,79165,695319565,1000,1000,1000,1000,1000,1000,1000
176000,95820,633974,1750000000,10500000000,10000,60000,9949121405460,93684798,105809687,10408,1749904180,2000,5934,1033045,3499787544,2615323858,17384676142,24880126342,9990694935,9305065,1786779,102083695577,4880942300,103372,711363123,533300,43216447800,130363,2091040563,2098029274,926719,7964361300,999073281,999998302,1698,35783,987558509,12441491,2797370091,697769900,3920,699351560,999993177,6823,999781083,218917,699340817,1000,1000,1000,1000,1000,1000,1000,102089615196,4887003400,2857,705279142,658300,43276678800,150190,2094067190,2098227516,644703,7976312400,999355297,999999754,246,36451,993481635,6518365,2797633165,697549800,2,699416220,999989431,10569,999763751,236249,699405649,1000,1000,1000,1000,1000,1000,1000,102096310805,4894280100,103923,698952193,1048400,43347443400,1152446,2098582646,2098451346,954296,7990066800,999045704,999999272,728,60576,999590230,409770,2797933570,697916900,2,699486900,999995326,4674,999937476,62524,699482224,1000,1000,1000,1000,1000,1000,1000,102096033908,4893608200,101967,698977751,763900,43341390800,21116570,2118252470,2098141369,906080,7989042000,999093920,999999505,495,19525,999747956,252044,2797520344,697667100,4221,699387640,999995556,4444,999957425,42575,699378975,1000,1000,1000,1000,1000,1000,1000,102095664420,4892956200,102746,699159780,852300,43335666000,557623,2097417223,2097956456,947688,7988012700,999052312,999995710,4290,10522,999416066,583934,2797274134,697792000,4300,699325400,999996578,3422,999919322,80678,699317678,1000,1000,1000,1000,1000,1000,1000
177000,95460,630901,1760000000,10560000000,10000,60000,9948881282812,93977453,106093701,11040,1759904540,2000,62747,1030048,3519787000,2610180165,17389819835,24884687935,9990710892,9289108,1797092,102093142261,4906290600,2779,716936278,1504300,43437951600,248566,2101834216,2110030159,1215204,8002874700,998784796,999993784,6216,15580,984907521,15092479,2813372579,701771900,1,703345320,999997101,2899,999776880,223120,703342420,1000,1000,1000,1000,1000,1000,1000,102101551479,4915069900,102569,709243581,784000,43524963800,93308,2106019808,2110209948,1035663,8020285800,998964337,999998079,1921,49416,993484968,6515032,2813609932,701541200,0,703409980,999990004,9996,999816916,183084,703399984,1000,1000,1000,1000,1000,1000,1000,102108499337,4922399800,2877,703042222,793400,43596539600,1898458,2111382208,2110470103,911408,8034330000,999088592,999999246,754,13638,999659835,340165,2813958865,701916500,1,703492580,999996183,3817,999943538,56462,703488762,1000,1000,1000,1000,1000,1000,1000,102108108156,4921591800,1488,702856524,803600,43589265200,20039354,2129169454,2110152044,942563,8033014800,999057437,999994511,5489,14148,999725704,274296,2813535896,701667000,0,703384340,999999512,488,999947748,52252,703383852,1000,1000,1000,1000,1000,1000,1000,102107953629,4921296500,103607,702957750,819500,43586801800,1887616,2110900666,2109974215,901884,8032605300,999098116,999992096,7904,10112,999653997,346003,2813297503,701804200,1,703327640,999995649,4351,999947112,52888,703323288,1000,1000,1000,1000,1000,1000,1000
178000,95830,623721,1770000000,10620000000,10000,60000,9948641424309,93807255,106005371,1229,1769904170,2000,5,1057134,3539805882,2616132064,17383867936,24879037136,9990666326,9333674,1807308,102108488803,4937775600,102467,716754917,2378100,43720378400,246619,2115548319,2122019380,1326662,8053511700,998673338,999999752,248,70890,988316910,11683090,2829357090,705757200,3500,707347460,999993750,6250,999834490,165510,707337710,1000,1000,1000,1000,1000,1000,1000,102113479647,4942750200,2861,713303351,651300,43770428400,127460,2117935460,2122137626,610488,8063910300,999389512,999997424,2576,42236,993433810,6566190,2829515790,705532200,4302,707385600,999996866,3134,999756036,243964,707378164,1000,1000,1000,1000,1000,1000,1000,102120181011,4950080400,1348,707221407,918800,43841497600,471644,2121805194,2122489432,855003,8077710900,999144997,999997156,2844,49253,999363721,636279,2829984679,705905400,3642,707502580,999996309,3691,999918053,81947,707495247,1000,1000,1000,1000,1000,1000,1000,102120136746,4949614200,1515,706889314,762300,43837449200,19796400,2140935200,2122144806,930227,8077054200,999069773,999999614,386,16187,999734481,265519,2829524919,705681600,0,707384580,999995533,4467,999956487,43513,707380113,1000,1000,1000,1000,1000,1000,1000,102119940337,4949250900,102873,706959023,790200,43834414600,2157551,2123152101,2121948300,909213,8076544800,999090787,999999383,617,13970,999674870,325130,2829263930,705788500,4180,707321220,999998590,1410,999946170,53830,707315630,1000,1000,1000,1000,1000,1000,1000
179000,95850,623000,1780000000,10680000000,10000,60000,9948402575231,92122370,104354813,10845,1779904150,2000,5554,1037233,3559786610,2617872601,17382127399,24877458999,9990622427,9377573,1817637,102120990086,4966141100,102025,722096612,387200,43972913400,79181,2127618631,2133994024,758260,8098962600,999241740,999999697,303,10737,988953713,11046287,2845323287,709739700,2,711335500,999993765,6235,999732937,267063,711329263,1000,1000,1000,1000,1000,1000,1000,102125828080,4971174600,1504,715545698,2122200,44022231600,387090,2130379740,2134164382,1053390,8108315400,998946610,999999918,82,11028,993726846,6273154,2845549954,709519200,2,711393240,999992334,7666,999803728,196272,711385572,1000,1000,1000,1000,1000,1000,1000,102132333181,4978363100,102746,711047559,928400,44092109400,1285160,2134746610,2134495302,883638,8122198200,999116362,999994847,5153,52809,999630107,369893,2845991293,709861300,0,711503320,999992671,7329,999944209,55791,711495991,1000,1000,1000,1000,1000,1000,1000,102132042405,4977587300,102259,710787155,942700,44085233000,19007553,2152136203,2134114924,881343,8120977500,999118657,999992431,7569,51588,999748964,251036,2845486136,709692200,4060,711376560,999998712,1288,999958788,41212,711371212,1000,1000,1000,1000,1000,1000,1000,102131901350,4977205200,102454,710760088,1021500,44081998400,1516012,2134490262,2133953582,899301,8120413800,999100699,999999269,731,52468,999643986,356014,2845268814,709779000,2,711323120,999992114,7886,999941468,58532,711315232,1000,1000,1000,1000,1000,1000,1000
180000,94750,633866,1790000000,10740000000,10000,60000,9948159701910,94656962,106869637,10636,1789905250,2000,0,1043647,3579789228,2615911772,17384088228,24879097828,9990658753,9341247,1827781,102132590276,4993717100,1420,725857844,1092000,44216167800,173398,2139469248,2146001856,1111853,8141794200,998888147,999998985,1015,18732,988390376,11609624,2861335524,713740400,4280,715338800,999999148,852,999791732,208268,715333668,1000,1000,1000,1000,1000,1000,1000,102137932655,4999256700,1441,719927725,1619200,44271119000,285449,2142323299,2146149276,1026588,8152604100,998973412,999995920,4080,12432,993842056,6157944,2861530144,713522500,0,715387540,999993328,6672,999800132,199868,715380868,1000,1000,1000,1000,1000,1000,1000,102144266116,5006165100,2801,715301103,752500,44338328600,593998,2145968898,2146482321,936788,8165915100,999063212,999999227,773,14839,999447418,552582,2861976282,713910800,3821,715498220,999999562,438,999921339,78661,715493961,1000,1000,1000,1000,1000,1000,1000,102144120708,5005525500,2803,714848590,769600,44332689400,20042369,2165144769,2146090724,911669,8164925400,999088331,999999206,794,7837,999753813,246187,2861451487,713678800,2,715369200,999991565,8435,999959937,40063,715360763,1000,1000,1000,1000,1000,1000,1000,102143890351,5005197900,103532,715016488,766000,44329902200,1490770,2146459920,2145950777,925435,8164449300,999074565,999999396,604,16961,999645084,354916,2861265916,713767700,3541,715324040,999994640,5360,999944461,55539,715315139,1000,1000,1000,1000,1000,1000,1000
181000,94800,629971,1800000000,10800000000,10000,60000,9947920831054,93251289,105468790,10978,1799905200,2000,49,1037257,3599788444,2615227643,17384772357,24879998857,9990657863,9342137,1838107,102144752557,5021903500,1393,729184123,1640200,44465910200,228924,2151610374,2158014680,1037849,8186015400,998962151,999999599,401,12750,988522470,11477530,2877351330,717748500,4020,719345400,999995270,4730,999803950,196050,719336650,1000,1000,1000,1000,1000,1000,1000,102149591670,5026890100,1468,725266969,610400,44515737000,156406,2154028706,2158161227,933728,8196169800,999066272,999999674,326,20446,993517019,6482981,2877545381,717536700,1,719392920,999991235,8765,999761346,238654,719384154,1000,1000,1000,1000,1000,1000,1000,102156335262,5034343700,103486,719292556,697100,44588001800,1215755,2158672905,2158477126,970420,8210244900,999029580,999995236,4764,11616,999611190,388810,2877969310,717904400,4602,719497360,999999426,574,999937216,62784,719492184,1000,1000,1000,1000,1000,1000,1000,102155919832,5033387500,102965,718957786,776200,44579433400,20620429,2177661579,2158062060,904287,8208691200,999095713,999991886,8114,16499,999724039,275961,2877415561,717637500,2,719355060,999998443,1557,999951699,48301,719353501,1000,1000,1000,1000,1000,1000,1000,102155623213,5032908000,102149,719229966,804900,44575229600,558066,2157396416,2157957231,834470,8207941800,999165530,999992624,7376,10454,999389623,610377,2877274677,717781100,1,719322340,999995107,4893,999913854,86146,719317446,1000,1000,1000,1000,1000,1000,1000
182000,94780,622974,1810000000,10860000000,10000,60000,9947683014664,91027134,103331865,1262,1809905220,2000,41,1061415,3619807916,2613915998,17386084002,24881074802,9990604985,9395015,1848301,102156305229,5049406400,2648,734412731,811600,44709433600,176173,2163339973,2170025382,763167,8229359400,999236833,999995026,4974,11959,988127177,11872823,2893365623,721756000,3960,723348860,999995341,4659,999738559,261441,723340241,1000,1000,1000,1000,1000,1000,1000,102162066021,5055468600,1421,727075479,2419900,44768742000,277295,2166390095,2170162832,1516817,8240680500,998483183,999999231,769,75214,993900582,6099418,2893549218,721532800,4480,723394540,999996326,3674,999856614,143386,723386386,1000,1000,1000,1000,1000,1000,1000,102168031236,5061851700,2807,723504124,716600,44831471400,411096,2169646596,2170440658,782850,8253396600,999217150,999999431,569,8281,999268423,731577,2893919977,721901900,4320,723486340,999997299,2701,999901381,98619,723479319,1000,1000,1000,1000,1000,1000,1000,102167914984,5061299200,103144,722961234,713200,44826648800,21605949,2190609099,2170000806,913297,8252568300,999086703,999999473,527,6976,999770070,229930,2893330530,721612800,2,723341360,999988366,11634,999963176,36824,723329724,1000,1000,1000,1000,1000,1000,1000,102167652578,5060940800,102015,723148801,847700,44823508000,539572,2169391222,2169955517,870603,8251973700,999129397,999997034,2966,50231,999432614,567386,2893272086,721761100,4721,723327100,999994190,5810,999920931,79069,723316569,1000,1000,1000,1000,1000,1000,1000
183000,95860,627263,1820000000,10920000000,10000,60000,9947442164094,91783426,104049900,1410,1819904140,2000,62587,1058214,3639805460,2613555420,17386444580,24882494180,9990650306,9349694,1858566,102166789986,5075819800,2801,740337033,333700,44942022800,50863,2174449813,2182007461,501627,8270441700,999498373,999996256,3744,13829,986672768,13327232,2909342832,725760400,3981,727340700,999998652,1348,999686529,313471,727335371,1000,1000,1000,1000,1000,1000,1000,102176051502,5085400500,2716,730421058,1038000,45036469000,184037,2179288287,2182156548,892161,8288969400,999107839,999993267,6733,46906,995934258,4065742,2909541642,725540600,4240,727390600,999998734,1266,999806906,193094,727385094,1000,1000,1000,1000,1000,1000,1000,102180286489,5090270100,104247,727057831,962300,45083317000,959437,2182382987,2182458056,914404,8298057300,999085596,999996016,3984,44412,999574456,425544,2909943844,725905800,3860,727490340,999999308,692,999937212,62788,727485788,1000,1000,1000,1000,1000,1000,1000,102179904299,5089354300,102951,726949119,775000,45075119000,22075050,2203100700,2182048658,922541,8296633800,999077459,999994391,5609,8650,999730792,269208,2909397008,725620500,2,727351960,999996392,3608,999954650,45350,727348350,1000,1000,1000,1000,1000,1000,1000,102177882251,5087004200,102286,728978669,626900,45053314800,131713,2180088363,2181930782,571265,8292563700,999428735,999999544,456,14079,997811797,2188203,2909240703,725769900,4140,727315080,999998981,1019,999780979,219021,727309921,1000,1000,1000,1000,1000,1000,1000
184000,92810,628177,1830000000,10980000000,10000,60000,9947196790838,97522525,109769455,1162,1829907190,2000,483,1053074,3659812056,2607491463,17392508537,24888183137,9990674946,9325054,1868802,102177917087,5103060700,102305,744688132,858400,45182448600,151183,2186171633,2194026471,329875,8312817300,999670125,999998839,1161,44064,985904593,14095407,2925367307,729749200,4021,731348820,999996037,3963,999678964,321036,731340836,1000,1000,1000,1000,1000,1000,1000,102187487674,5112891600,103728,734785786,1225500,45279260800,186377,2191028727,2194099312,1211678,8331872700,998788322,999993612,6388,65634,995466422,4533578,2925464078,729547300,4200,731373980,999994986,5014,999842134,157866,731364766,1000,1000,1000,1000,1000,1000,1000,102192328270,5118360600,103411,730992749,1010700,45332118000,1262128,2194724428,2194494945,899187,8342187300,999100813,999993514,6486,56827,999602682,397318,2925992918,729893000,3721,731502720,999998974,1026,999938027,61973,731497973,1000,1000,1000,1000,1000,1000,1000,102191918546,5117338900,103364,730892974,807100,45323008200,23224239,2216244889,2194027420,927045,8340612900,999072955,999999115,885,10870,999750450,249550,2925367550,729625700,0,731347160,999992970,7030,999957470,42530,731340130,1000,1000,1000,1000,1000,1000,1000,102188123722,5113254400,101934,734803378,602800,45283816800,119913,2191201663,2193943396,747652,8333069100,999252348,999992504,7496,10152,996013256,3986744,2925256344,729803000,0,731317500,999995448,4552,999777952,222048,731312948,1000,1000,1000,1000,1000,1000,1000
