Time,H2O,OH-,H+,a,b,c,r,H2O:=C1_1,OH-:=C1_1,H+:=C1_1,a:=C1_1,b:=C1_1,c:=C1_1,en_X:=C1_1,en_Z:=C1_1,l:=C1_1,m:=C1_1,q:=C1_1,r:=C1_1,ATP:=C1_1,ADP:=C1_1,Pi:=C1_1,mem_P1:=C1_1,mem_P2:=C1_1,mem_P6:=C1_1,H2O:=C1_2,OH-:=C1_2,H+:=C1_2,a:=C1_2,b:=C1_2,c:=C1_2,en_X:=C1_2,en_Z:=C1_2,l:=C1_2,m:=C1_2,q:=C1_2,r:=C1_2,ATP:=C1_2,ADP:=C1_2,Pi:=C1_2,mem_P1:=C1_2,mem_P2:=C1_2,mem_P6:=C1_2,H2O:=C2_1,OH-:=C2_1,H+:=C2_1,a:=C2_1,b:=C2_1,c:=C2_1,en_X:=C2_1,en_Z:=C2_1,l:=C2_1,m:=C2_1,q:=C2_1,r:=C2_1,ATP:=C2_1,ADP:=C2_1,Pi:=C2_1,mem_P1:=C2_1,mem_P2:=C2_1,mem_P6:=C2_1,H2O:=C2_2,OH-:=C2_2,H+:=C2_2,a:=C2_2,b:=C2_2,c:=C2_2,en_X:=C2_2,en_Z:=C2_2,l:=C2_2,m:=C2_2,q:=C2_2,r:=C2_2,ATP:=C2_2,ADP:=C2_2,Pi:=C2_2,mem_P1:=C2_2,mem_P2:=C2_2,mem_P6:=C2_2,H2O:=C2_3,OH-:=C2_3,H+:=C2_3,a:=C2_3,b:=C2_3,c:=C2_3,en_X:=C2_3,en_Z:=C2_3,l:=C2_3,m:=C2_3,q:=C2_3,r:=C2_3,ATP:=C2_3,ADP:=C2_3,Pi:=C2_3,mem_P1:=C2_3,mem_P2:=C2_3,mem_P6:=C2_3,H2O::C1_1::M1_1,OH-::C1_1::M1_1,H+::C1_1::M1_1,l::C1_1::M1_1,m::C1_1::M1_1,n::C1_1::M1_1,q::C1_1::M1_1,en_Y::C1_1::M1_1,ATP::C1_1::M1_1,ADP::C1_1::M1_1,Pi::C1_1::M1_1,mem_P3::C1_1::M1_1,mem_P4::C1_1::M1_1,mem_P5::C1_1::M1_1,H2O::C1_1::M1_2,OH-::C1_1::M1_2,H+::C1_1::M1_2,l::C1_1::M1_2,m::C1_1::M1_2,n::C1_1::M1_2,q::C1_1::M1_2,en_Y::C1_1::M1_2,ATP::C1_1::M1_2,ADP::C1_1::M1_2,Pi::C1_1::M1_2,mem_P3::C1_1::M1_2,mem_P4::C1_1::M1_2,mem_P5::C1_1::M1_2,H2O::C1_2::M1_1,OH-::C1_2::M1_1,H+::C1_2::M1_1,l::C1_2::M1_1,m::C1_2::M1_1,n::C1_2::M1_1,q::C1_2::M1_1,en_Y::C1_2::M1_1,ATP::C1_2::M1_1,ADP::C1_2::M1_1,Pi::C1_2::M1_1,mem_P3::C1_2::M1_1,mem_P4::C1_2::M1_1,mem_P5::C1_2::M1_1,H2O::C1_2::M1_2,OH-::C1_2::M1_2,H+::C1_2::M1_2,l::C1_2::M1_2,m::C1_2::M1_2,n::C1_2::M1_2,q::C1_2::M1_2,en_Y::C1_2::M1_2,ATP::C1_2::M1_2,ADP::C1_2::M1_2,Pi::C1_2::M1_2,mem_P3::C1_2::M1_2,mem_P4::C1_2::M1_2,mem_P5::C1_2::M1_2,H2O::C2_1::M2_1,OH-::C2_1::M2_1,H+::C2_1::M2_1,l::C2_1::M2_1,m::C2_1::M2_1,n::C2_1::M2_1,q::C2_1::M2_1,en_Y::C2_1::M2_1,ATP::C2_1::M2_1,ADP::C2_1::M2_1,Pi::C2_1::M2_1,mem_P3::C2_1::M2_1,mem_P4::C2_1::M2_1,mem_P5::C2_1::M2_1,H2O::C2_2::M2_1,OH-::C2_2::M2_1,H+::C2_2::M2_1,l::C2_2::M2_1,m::C2_2::M2_1,n::C2_2::M2_1,q::C2_2::M2_1,en_Y::C2_2::M2_1,ATP::C2_2::M2_1,ADP::C2_2::M2_1,Pi::C2_2::M2_1,mem_P3::C2_2::M2_1,mem_P4::C2_2::M2_1,mem_P5::C2_2::M2_1,H2O::C2_3::M2_1,OH-::C2_3::M2_1,H+::C2_3::M2_1,l::C2_3::M2_1,m::C2_3::M2_1,n::C2_3::M2_1,q::C2_3::M2_1,en_Y::C2_3::M2_1,ATP::C2_3::M2_1,ADP::C2_3::M2_1,Pi::C2_3::M2_1,mem_P3::C2_3::M2_1,mem_P4::C2_3::M2_1,mem_P5::C2_3::M2_1
3000,9999999104276,995724,995724,865915,0,0,5351,9999960608,978,978,0,11850,0,3000,2000,849,0,23362,923,9961486,10038514,10038514,1000,500,300,9999960728,959,959,0,11633,0,3000,2000,846,0,23349,959,9961587,10038413,10038413,1000,500,300,9999991454,1011,1011,19310,0,0,3000,2000,0,6018,5803,834,9992365,10007635,10007635,1000,100,300,9999991383,994,994,18934,0,0,3000,2000,0,6007,5807,908,9992277,10007723,10007723,1000,100,300,9999991380,1005,1005,19324,0,0,3000,2000,0,6032,5506,1025,9992285,10007715,10007715,1000,100,300,999987393,101,101,4,37079,87158,236,10000,987394,1012606,1012606,5000,3000,2000,999987307,101,101,0,37110,87031,277,10000,987308,1012692,1012692,5000,3000,2000,999987229,103,103,0,36989,86984,248,10000,987232,1012768,1012768,5000,3000,2000,999987306,106,106,1,37078,87083,229,10000,987312,1012688,1012688,5000,3000,2000,999992363,102,102,0,86347,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992278,99,99,0,86270,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992289,96,96,0,86253,92285,0,10000,992285,1007715,1007715,5000,1000,2000
3100,9999999103076,996924,996924,861614,0,0,5497,9999960611,975,975,7,10984,0,3000,2000,889,0,24236,895,9961486,10038514,10038514,1000,500,300,9999960712,975,975,10,10746,0,3000,2000,883,0,24194,934,9961587,10038413,10038413,1000,500,300,9999991452,1013,1013,20148,0,0,3000,2000,0,5459,5803,799,9992365,10007635,10007635,1000,100,300,9999991366,1011,1011,19744,0,0,3000,2000,0,5462,5807,881,9992277,10007723,10007723,1000,100,300,9999991398,987,987,20207,0,0,3000,2000,0,5440,5506,994,9992285,10007715,10007715,1000,100,300,999986982,103,103,0,36675,86754,231,10000,986985,1013015,1013015,5000,3000,2000,999986844,99,99,0,36684,86605,238,10000,986843,1013157,1013157,5000,3000,2000,999986790,105,105,4,36571,86566,229,10000,986795,1013205,1013205,5000,3000,2000,999986903,101,101,1,36650,86655,249,10000,986904,1013096,1013096,5000,3000,2000,999992371,94,94,0,86906,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992280,97,97,0,86815,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992290,95,95,0,86845,92285,0,10000,992285,1007715,1007715,5000,1000,2000
3200,9999999102178,997822,997822,857455,0,0,5618,9999960614,972,972,11,10136,0,3000,2000,832,0,25081,867,9961486,10038514,10038514,1000,500,300,9999960722,965,965,0,9900,0,3000,2000,857,0,25068,906,9961587,10038413,10038413,1000,500,300,9999991432,1033,1033,20973,0,0,3000,2000,0,4945,5803,778,9992365,10007635,10007635,1000,100,300,9999991357,1020,1020,20551,0,0,3000,2000,0,4925,5807,865,9992277,10007723,10007723,1000,100,300,9999991384,1001,1001,21046,0,0,3000,2000,0,4936,5506,966,9992285,10007715,10007715,1000,100,300,999986570,102,102,0,36235,86314,258,10000,986572,1013428,1013428,5000,3000,2000,999986415,96,96,0,36219,86140,271,10000,986411,1013589,1013589,5000,3000,2000,999986363,100,100,1,36151,86146,217,10000,986363,1013637,1013637,5000,3000,2000,999986460,102,102,6,36200,86205,257,10000,986462,1013538,1013538,5000,3000,2000,999992366,99,99,0,87420,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992276,101,101,0,87352,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992285,100,100,0,87349,92285,0,10000,992285,1007715,1007715,5000,1000,2000
3300,9999999101579,998421,998421,853313,0,0,5759,9999960613,973,973,7,9328,0,3000,2000,795,0,25964,839,9961486,10038514,10038514,1000,500,300,9999960715,972,972,0,9040,0,3000,2000,864,0,25923,878,9961587,10038413,10038413,1000,500,300,9999991440,1025,1025,21782,0,0,3000,2000,0,4502,5803,759,9992365,10007635,10007635,1000,100,300,9999991366,1011,1011,21365,0,0,3000,2000,0,4447,5807,833,9992277,10007723,10007723,1000,100,300,9999991388,997,997,21901,0,0,3000,2000,0,4482,5506,932,9992285,10007715,10007715,1000,100,300,999986144,107,107,1,35807,85886,265,10000,986151,1013849,1013849,5000,3000,2000,999985959,90,90,0,35803,85724,225,10000,985949,1014051,1014051,5000,3000,2000,999985968,99,99,9,35739,85734,233,10000,985967,1014033,1014033,5000,3000,2000,999985998,105,105,1,35762,85767,236,10000,986003,1013997,1013997,5000,3000,2000,999992371,94,94,0,87863,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992274,103,103,0,87830,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992285,100,100,0,87803,92285,0,10000,992285,1007715,1007715,5000,1000,2000
3400,9999999101412,998588,998588,849058,0,0,5886,9999960624,962,962,0,8450,0,3000,2000,807,0,26830,813,9961486,10038514,10038514,1000,500,300,9999960679,1008,1008,1,8169,0,3000,2000,880,0,26809,856,9961587,10038413,10038413,1000,500,300,9999991461,1004,1004,22595,0,0,3000,2000,0,4087,5803,734,9992365,10007635,10007635,1000,100,300,9999991352,1025,1025,22230,0,0,3000,2000,0,4016,5807,805,9992277,10007723,10007723,1000,100,300,9999991388,997,997,22735,0,0,3000,2000,0,4070,5506,906,9992285,10007715,10007715,1000,100,300,999985691,105,105,0,35370,85449,247,10000,985696,1014304,1014304,5000,3000,2000,999985543,95,95,2,35375,85296,242,10000,985538,1014462,1014462,5000,3000,2000,999985552,96,96,3,35323,85318,230,10000,985548,1014452,1014452,5000,3000,2000,999985528,108,108,1,35317,85322,214,10000,985536,1014464,1014464,5000,3000,2000,999992373,92,92,0,88278,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992275,102,102,0,88261,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992290,95,95,0,88215,92285,0,10000,992285,1007715,1007715,5000,1000,2000
3500,9999999101369,998631,998631,844948,0,0,5997,9999960612,974,974,14,7608,0,3000,2000,800,0,27695,791,9961486,10038514,10038514,1000,500,300,9999960672,1015,1015,13,7377,0,3000,2000,819,0,27623,827,9961587,10038413,10038413,1000,500,300,9999991458,1007,1007,23432,0,0,3000,2000,0,3666,5803,709,9992365,10007635,10007635,1000,100,300,9999991360,1017,1017,23026,0,0,3000,2000,0,3620,5807,789,9992277,10007723,10007723,1000,100,300,9999991350,1035,1035,23552,0,0,3000,2000,0,3699,5506,887,9992285,10007715,10007715,1000,100,300,999985251,100,100,5,34945,85024,227,10000,985251,1014749,1014749,5000,3000,2000,999985125,93,93,1,34955,84876,242,10000,985118,1014882,1014882,5000,3000,2000,999985132,96,96,3,34879,84874,254,10000,985128,1014872,1014872,5000,3000,2000,999985136,106,106,0,34907,84912,230,10000,985142,1014858,1014858,5000,3000,2000,999992374,91,91,0,88699,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992276,101,101,0,88657,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992288,97,97,0,88586,92285,0,10000,992285,1007715,1007715,5000,1000,2000
3600,9999999101705,998295,998295,840791,0,0,6114,9999960601,985,985,1,6721,0,3000,2000,866,0,28510,771,9961486,10038514,10038514,1000,500,300,9999960676,1011,1011,0,6541,0,3000,2000,858,0,28457,798,9961587,10038413,10038413,1000,500,300,9999991467,998,998,24258,0,0,3000,2000,0,3293,5803,693,9992365,10007635,10007635,1000,100,300,9999991365,1012,1012,23888,0,0,3000,2000,0,3249,5807,773,9992277,10007723,10007723,1000,100,300,9999991346,1039,1039,24324,0,0,3000,2000,0,3357,5506,851,9992285,10007715,10007715,1000,100,300,999984831,106,106,3,34519,84598,239,10000,984837,1015163,1015163,5000,3000,2000,999984718,99,99,0,34557,84478,239,10000,984717,1015283,1015283,5000,3000,2000,999984719,94,94,5,34493,84488,225,10000,984713,1015287,1015287,5000,3000,2000,999984715,108,108,1,34499,84504,219,10000,984723,1015277,1015277,5000,3000,2000,999992375,90,90,0,89072,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992278,99,99,0,89028,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992289,96,96,0,88928,92285,0,10000,992285,1007715,1007715,5000,1000,2000
3700,9999999101403,998597,998597,836579,0,0,6235,9999960582,1004,1004,0,5857,0,3000,2000,869,0,29383,754,9961486,10038514,10038514,1000,500,300,9999960676,1011,1011,8,5659,0,3000,2000,885,0,29311,763,9961587,10038413,10038413,1000,500,300,9999991467,998,998,25088,0,0,3000,2000,0,2976,5803,672,9992365,10007635,10007635,1000,100,300,9999991359,1018,1018,24697,0,0,3000,2000,0,2935,5807,749,9992277,10007723,10007723,1000,100,300,9999991331,1054,1054,25144,0,0,3000,2000,0,3049,5506,827,9992285,10007715,10007715,1000,100,300,999984394,109,109,3,34086,84165,238,10000,984403,1015597,1015597,5000,3000,2000,999984273,105,105,0,34129,84050,228,10000,984278,1015722,1015722,5000,3000,2000,999984300,89,89,4,34070,84065,224,10000,984289,1015711,1015711,5000,3000,2000,999984284,109,109,2,34067,84072,221,10000,984293,1015707,1015707,5000,3000,2000,999992376,89,89,0,89389,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992282,95,95,0,89342,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992292,93,93,0,89236,92285,0,10000,992285,1007715,1007715,5000,1000,2000
3800,9999999101582,998418,998418,832492,0,0,6348,9999960574,1012,1012,1,5022,0,3000,2000,857,0,30249,727,9961486,10038514,10038514,1000,500,300,9999960673,1014,1014,5,4872,0,3000,2000,842,0,30135,739,9961587,10038413,10038413,1000,500,300,9999991467,998,998,25942,0,0,3000,2000,0,2694,5803,652,9992365,10007635,10007635,1000,100,300,9999991368,1009,1009,25538,0,0,3000,2000,0,2654,5807,732,9992277,10007723,10007723,1000,100,300,9999991362,1023,1023,25916,0,0,3000,2000,0,2740,5506,802,9992285,10007715,10007715,1000,100,300,999983972,105,105,5,33666,83745,232,10000,983977,1016023,1016023,5000,3000,2000,999983838,100,100,5,33709,83630,208,10000,983838,1016162,1016162,5000,3000,2000,999983881,96,96,1,33654,83649,228,10000,983877,1016123,1016123,5000,3000,2000,999983870,111,111,3,33651,83656,225,10000,983881,1016119,1016119,5000,3000,2000,999992369,96,96,0,89671,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992281,96,96,0,89623,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992291,94,94,0,89545,92285,0,10000,992285,1007715,1007715,5000,1000,2000
3900,9999999100792,999208,999208,828420,0,0,6470,9999960569,1017,1017,1,4268,0,3000,2000,827,0,31051,697,9961486,10038514,10038514,1000,500,300,9999960677,1010,1010,0,4022,0,3000,2000,849,0,30960,706,9961587,10038413,10038413,1000,500,300,9999991484,981,981,26788,0,0,3000,2000,0,2452,5803,639,9992365,10007635,10007635,1000,100,300,9999991363,1014,1014,26343,0,0,3000,2000,0,2394,5807,705,9992277,10007723,10007723,1000,100,300,9999991341,1044,1044,26738,0,0,3000,2000,0,2466,5506,783,9992285,10007715,10007715,1000,100,300,999983577,103,103,2,33301,83380,200,10000,983580,1016420,1016420,5000,3000,2000,999983430,103,103,1,33283,83204,229,10000,983433,1016567,1016567,5000,3000,2000,999983484,94,94,2,33254,83249,229,10000,983478,1016522,1016522,5000,3000,2000,999983442,113,113,0,33206,83211,244,10000,983455,1016545,1016545,5000,3000,2000,999992364,101,101,0,89913,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992278,99,99,0,89883,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992294,91,91,0,89819,92285,0,10000,992285,1007715,1007715,5000,1000,2000
4000,9999999100243,999757,999757,824343,0,0,6573,9999960577,1009,1009,0,3495,0,3000,2000,823,0,31837,679,9961486,10038514,10038514,1000,500,300,9999960675,1012,1012,0,3186,0,3000,2000,827,0,31831,681,9961587,10038413,10038413,1000,500,300,9999991490,975,975,27620,0,0,3000,2000,0,2229,5803,621,9992365,10007635,10007635,1000,100,300,9999991365,1012,1012,27152,0,0,3000,2000,0,2168,5807,678,9992277,10007723,10007723,1000,100,300,9999991341,1044,1044,27566,0,0,3000,2000,0,2238,5506,768,9992285,10007715,10007715,1000,100,300,999983205,111,111,4,32941,83020,196,10000,983216,1016784,1016784,5000,3000,2000,999983007,104,104,4,32871,82792,219,10000,983011,1016989,1016989,5000,3000,2000,999983044,92,92,0,32800,82795,241,10000,983036,1016964,1016964,5000,3000,2000,999983012,114,114,0,32800,82805,221,10000,983026,1016974,1016974,5000,3000,2000,999992362,103,103,0,90136,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992282,95,95,0,90109,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992294,91,91,0,90047,92285,0,10000,992285,1007715,1007715,5000,1000,2000
4100,9999999100236,999764,999764,820245,0,0,6681,9999960598,988,988,11,2674,0,3000,2000,838,0,32615,663,9961486,10038514,10038514,1000,500,300,9999960678,1009,1009,6,2423,0,3000,2000,777,0,32639,649,9961587,10038413,10038413,1000,500,300,9999991497,968,968,28463,0,0,3000,2000,0,2012,5803,605,9992365,10007635,10007635,1000,100,300,9999991378,999,999,27988,0,0,3000,2000,0,1959,5807,652,9992277,10007723,10007723,1000,100,300,9999991362,1023,1023,28384,0,0,3000,2000,0,2015,5506,750,9992285,10007715,10007715,1000,100,300,999982822,109,109,6,32543,82622,209,10000,982831,1017169,1017169,5000,3000,2000,999982621,97,97,1,32462,82383,235,10000,982618,1017382,1017382,5000,3000,2000,999982646,90,90,2,32414,82409,227,10000,982636,1017364,1017364,5000,3000,2000,999982609,109,109,4,32379,82384,234,10000,982618,1017382,1017382,5000,3000,2000,999992365,100,100,0,90353,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992284,93,93,0,90318,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992295,90,90,0,90270,92285,0,10000,992285,1007715,1007715,5000,1000,2000
4200,9999999099201,1000799,1000799,816133,0,0,6770,9999960601,985,985,13,1851,0,3000,2000,822,0,33434,646,9961486,10038514,10038514,1000,500,300,9999960687,1000,1000,2,1606,0,3000,2000,819,0,33448,627,9961587,10038413,10038413,1000,500,300,9999991490,975,975,29286,0,0,3000,2000,0,1822,5803,588,9992365,10007635,10007635,1000,100,300,9999991358,1019,1019,28795,0,0,3000,2000,0,1759,5807,633,9992277,10007723,10007723,1000,100,300,9999991356,1029,1029,29228,0,0,3000,2000,0,1824,5506,736,9992285,10007715,10007715,1000,100,300,999982421,114,114,6,32139,82218,217,10000,982435,1017565,1017565,5000,3000,2000,999982194,101,101,2,32028,81949,246,10000,982195,1017805,1017805,5000,3000,2000,999982232,86,86,0,31994,81989,229,10000,982218,1017782,1017782,5000,3000,2000,999982224,103,103,4,32022,82027,200,10000,982227,1017773,1017773,5000,3000,2000,999992368,97,97,0,90543,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992280,97,97,0,90518,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992291,94,94,0,90461,92285,0,10000,992285,1007715,1007715,5000,1000,2000
4300,9999999099736,1000264,1000264,812086,0,0,6863,9999960581,1005,1005,8,1043,0,3000,2000,831,0,34232,626,9961486,10038514,10038514,1000,500,300,9999960677,1010,1010,6,770,0,3000,2000,852,0,34238,614,9961587,10038413,10038413,1000,500,300,9999991505,960,960,30079,0,0,3000,2000,0,1646,5803,564,9992365,10007635,10007635,1000,100,300,9999991375,1002,1002,29570,0,0,3000,2000,0,1593,5807,618,9992277,10007723,10007723,1000,100,300,9999991344,1041,1041,30064,0,0,3000,2000,0,1638,5506,715,9992285,10007715,10007715,1000,100,300,999982038,119,119,5,31752,81831,226,10000,982057,1017943,1017943,5000,3000,2000,999981772,103,103,2,31615,81536,239,10000,981775,1018225,1018225,5000,3000,2000,999981822,91,91,3,31602,81597,216,10000,981813,1018187,1018187,5000,3000,2000,999981840,102,102,0,31610,81615,227,10000,981842,1018158,1018158,5000,3000,2000,999992368,97,97,0,90719,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992285,92,92,0,90684,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992289,96,96,0,90647,92285,0,10000,992285,1007715,1007715,5000,1000,2000
4400,9999999100092,999908,999908,808066,0,0,6959,9999960570,1016,1016,2,281,0,3000,2000,807,0,35027,602,9961486,10038514,10038514,1000,500,300,9999960690,997,997,42,11,0,3000,2000,789,0,35043,595,9961587,10038413,10038413,1000,500,300,9999991507,958,958,30881,0,0,3000,2000,0,1484,5803,548,9992365,10007635,10007635,1000,100,300,9999991372,1005,1005,30390,0,0,3000,2000,0,1445,5807,599,9992277,10007723,10007723,1000,100,300,9999991353,1032,1032,30911,0,0,3000,2000,0,1470,5506,697,9992285,10007715,10007715,1000,100,300,999981643,115,115,2,31345,81424,234,10000,981658,1018342,1018342,5000,3000,2000,999981388,91,91,0,31231,81152,227,10000,981379,1018621,1018621,5000,3000,2000,999981426,86,86,8,31176,81171,241,10000,981412,1018588,1018588,5000,3000,2000,999981432,106,106,3,31222,81227,211,10000,981438,1018562,1018562,5000,3000,2000,999992368,97,97,0,90881,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992290,87,87,0,90832,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992287,98,98,0,90815,92285,0,10000,992285,1007715,1007715,5000,1000,2000
4500,9999999099650,1000350,1000350,804117,0,0,7056,9999960562,1024,1024,490,0,0,3000,2000,395,0,35795,576,9961486,10038514,10038514,1000,500,300,9999960698,989,989,811,0,0,3000,2000,306,0,35709,571,9961587,10038413,10038413,1000,500,300,9999991489,976,976,31688,0,0,3000,2000,0,1367,5803,533,9992365,10007635,10007635,1000,100,300,9999991381,996,996,31213,0,0,3000,2000,0,1312,5807,583,9992277,10007723,10007723,1000,100,300,9999991357,1028,1028,31681,0,0,3000,2000,0,1334,5506,681,9992285,10007715,10007715,1000,100,300,999981248,112,112,4,30991,81070,190,10000,981260,1018740,1018740,5000,3000,2000,999981014,95,95,0,30894,80815,194,10000,981009,1018991,1018991,5000,3000,2000,999981081,90,90,1,30941,80936,135,10000,981071,1018929,1018929,5000,3000,2000,999981110,103,103,0,30953,80958,155,10000,981113,1018887,1018887,5000,3000,2000,999992374,91,91,0,90998,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992292,85,85,0,90965,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992291,94,94,0,90951,92285,0,10000,992285,1007715,1007715,5000,1000,2000
4600,9999999099510,1000490,1000490,800127,0,0,7140,9999960574,1012,1012,1305,0,0,3000,2000,162,0,36260,560,9961486,10038514,10038514,1000,500,300,9999960697,990,990,1579,0,0,3000,2000,118,0,36050,557,9961587,10038413,10038413,1000,500,300,9999991498,967,967,32461,0,0,3000,2000,0,1221,5803,523,9992365,10007635,10007635,1000,100,300,9999991367,1010,1010,32041,0,0,3000,2000,0,1179,5807,563,9992277,10007723,10007723,1000,100,300,9999991373,1012,1012,32487,0,0,3000,2000,0,1213,5506,657,9992285,10007715,10007715,1000,100,300,999981028,108,108,1,30879,80958,78,10000,981036,1018964,1018964,5000,3000,2000,999980780,88,88,0,30770,80691,77,10000,980768,1019232,1019232,5000,3000,2000,999980926,93,93,0,30857,80852,67,10000,980919,1019081,1019081,5000,3000,2000,999980918,106,106,0,30848,80853,71,10000,980924,1019076,1019076,5000,3000,2000,999992374,91,91,0,91144,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992287,90,90,0,91098,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992287,98,98,0,91072,92285,0,10000,992285,1007715,1007715,5000,1000,2000
4700,9999999100075,999925,999925,796088,0,0,7251,9999960570,1016,1016,2092,0,0,3000,2000,70,0,36452,544,9961486,10038514,10038514,1000,500,300,9999960695,992,992,2347,0,0,3000,2000,49,0,36203,537,9961587,10038413,10038413,1000,500,300,9999991506,959,959,33270,0,0,3000,2000,0,1116,5803,504,9992365,10007635,10007635,1000,100,300,9999991385,992,992,32897,0,0,3000,2000,0,1055,5807,538,9992277,10007723,10007723,1000,100,300,9999991370,1015,1015,33306,0,0,3000,2000,0,1101,5506,626,9992285,10007715,10007715,1000,100,300,999980922,110,110,0,30824,80903,29,10000,980932,1019068,1019068,5000,3000,2000,999980685,95,95,0,30732,80653,27,10000,980680,1019320,1019320,5000,3000,2000,999980848,100,100,0,30820,80815,33,10000,980848,1019152,1019152,5000,3000,2000,999980843,99,99,0,30816,80821,21,10000,980842,1019158,1019158,5000,3000,2000,999992374,91,91,0,91249,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992283,94,94,0,91222,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992282,103,103,0,91184,92285,0,10000,992285,1007715,1007715,5000,1000,2000
4800,9999999100223,999777,999777,792041,0,0,7352,9999960575,1011,1011,2876,0,0,3000,2000,30,0,36526,525,9961486,10038514,10038514,1000,500,300,9999960701,986,986,3143,0,0,3000,2000,20,0,36265,517,9961587,10038413,10038413,1000,500,300,9999991503,962,962,34093,0,0,3000,2000,0,1023,5803,486,9992365,10007635,10007635,1000,100,300,9999991388,989,989,33737,0,0,3000,2000,0,956,5807,524,9992277,10007723,10007723,1000,100,300,9999991378,1007,1007,34110,0,0,3000,2000,0,1011,5506,596,9992285,10007715,10007715,1000,100,300,999980882,112,112,0,30806,80885,9,10000,980894,1019106,1019106,5000,3000,2000,999980645,99,99,0,30710,80631,13,10000,980644,1019356,1019356,5000,3000,2000,999980799,111,111,0,30805,80800,10,10000,980810,1019190,1019190,5000,3000,2000,999980815,103,103,0,30802,80807,11,10000,980818,1019182,1019182,5000,3000,2000,999992377,88,88,0,91342,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992283,94,94,0,91321,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992284,101,101,0,91274,92285,0,10000,992285,1007715,1007715,5000,1000,2000
4900,9999999099738,1000262,1000262,788144,0,0,7423,9999960567,1019,1019,3632,0,0,3000,2000,9,0,36555,510,9961486,10038514,10038514,1000,500,300,9999960704,983,983,3922,0,0,3000,2000,7,0,36292,504,9961587,10038413,10038413,1000,500,300,9999991490,975,975,34873,0,0,3000,2000,0,940,5803,476,9992365,10007635,10007635,1000,100,300,9999991359,1018,1018,34509,0,0,3000,2000,0,848,5807,505,9992277,10007723,10007723,1000,100,300,9999991371,1014,1014,34920,0,0,3000,2000,0,926,5506,582,9992285,10007715,10007715,1000,100,300,999980876,107,107,0,30794,80873,10,10000,980883,1019117,1019117,5000,3000,2000,999980627,99,99,0,30701,80622,4,10000,980626,1019374,1019374,5000,3000,2000,999980790,108,108,0,30801,80796,2,10000,980798,1019202,1019202,5000,3000,2000,999980799,104,104,0,30793,80798,5,10000,980803,1019197,1019197,5000,3000,2000,999992378,87,87,0,91425,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992285,92,92,0,91429,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992284,101,101,0,91359,92285,0,10000,992285,1007715,1007715,5000,1000,2000
