Time,H2O,OH-,H+,a,b,c,r,H2O:=C1_1,OH-:=C1_1,H+:=C1_1,a:=C1_1,b:=C1_1,c:=C1_1,en_X:=C1_1,en_Z:=C1_1,l:=C1_1,m:=C1_1,q:=C1_1,r:=C1_1,ATP:=C1_1,ADP:=C1_1,Pi:=C1_1,mem_P1:=C1_1,mem_P2:=C1_1,mem_P6:=C1_1,H2O:=C1_2,OH-:=C1_2,H+:=C1_2,a:=C1_2,b:=C1_2,c:=C1_2,en_X:=C1_2,en_Z:=C1_2,l:=C1_2,m:=C1_2,q:=C1_2,r:=C1_2,ATP:=C1_2,ADP:=C1_2,Pi:=C1_2,mem_P1:=C1_2,mem_P2:=C1_2,mem_P6:=C1_2,H2O:=C2_1,OH-:=C2_1,H+:=C2_1,a:=C2_1,b:=C2_1,c:=C2_1,en_X:=C2_1,en_Z:=C2_1,l:=C2_1,m:=C2_1,q:=C2_1,r:=C2_1,ATP:=C2_1,ADP:=C2_1,Pi:=C2_1,mem_P1:=C2_1,mem_P2:=C2_1,mem_P6:=C2_1,H2O:=C2_2,OH-:=C2_2,H+:=C2_2,a:=C2_2,b:=C2_2,c:=C2_2,en_X:=C2_2,en_Z:=C2_2,l:=C2_2,m:=C2_2,q:=C2_2,r:=C2_2,ATP:=C2_2,ADP:=C2_2,Pi:=C2_2,mem_P1:=C2_2,mem_P2:=C2_2,mem_P6:=C2_2,H2O:=C2_3,OH-:=C2_3,H+:=C2_3,a:=C2_3,b:=C2_3,c:=C2_3,en_X:=C2_3,en_Z:=C2_3,l:=C2_3,m:=C2_3,q:=C2_3,r:=C2_3,ATP:=C2_3,ADP:=C2_3,Pi:=C2_3,mem_P1:=C2_3,mem_P2:=C2_3,mem_P6:=C2_3,H2O::C1_1::M1_1,OH-::C1_1::M1_1,H+::C1_1::M1_1,l::C1_1::M1_1,m::C1_1::M1_1,n::C1_1::M1_1,q::C1_1::M1_1,en_Y::C1_1::M1_1,ATP::C1_1::M1_1,ADP::C1_1::M1_1,Pi::C1_1::M1_1,mem_P3::C1_1::M1_1,mem_P4::C1_1::M1_1,mem_P5::C1_1::M1_1,H2O::C1_1::M1_2,OH-::C1_1::M1_2,H+::C1_1::M1_2,l::C1_1::M1_2,m::C1_1::M1_2,n::C1_1::M1_2,q::C1_1::M1_2,en_Y::C1_1::M1_2,ATP::C1_1::M1_2,ADP::C1_1::M1_2,Pi::C1_1::M1_2,mem_P3::C1_1::M1_2,mem_P4::C1_1::M1_2,mem_P5::C1_1::M1_2,H2O::C1_2::M1_1,OH-::C1_2::M1_1,H+::C1_2::M1_1,l::C1_2::M1_1,m::C1_2::M1_1,n::C1_2::M1_1,q::C1_2::M1_1,en_Y::C1_2::M1_1,ATP::C1_2::M1_1,ADP::C1_2::M1_1,Pi::C1_2::M1_1,mem_P3::C1_2::M1_1,mem_P4::C1_2::M1_1,mem_P5::C1_2::M1_1,H2O::C1_2::M1_2,OH-::C1_2::M1_2,H+::C1_2::M1_2,l::C1_2::M1_2,m::C1_2::M1_2,n::C1_2::M1_2,q::C1_2::M1_2,en_Y::C1_2::M1_2,ATP::C1_2::M1_2,ADP::C1_2::M1_2,Pi::C1_2::M1_2,mem_P3::C1_2::M1_2,mem_P4::C1_2::M1_2,mem_P5::C1_2::M1_2,H2O::C2_1::M2_1,OH-::C2_1::M2_1,H+::C2_1::M2_1,l::C2_1::M2_1,m::C2_1::M2_1,n::C2_1::M2_1,q::C2_1::M2_1,en_Y::C2_1::M2_1,ATP::C2_1::M2_1,ADP::C2_1::M2_1,Pi::C2_1::M2_1,mem_P3::C2_1::M2_1,mem_P4::C2_1::M2_1,mem_P5::C2_1::M2_1,H2O::C2_2::M2_1,OH-::C2_2::M2_1,H+::C2_2::M2_1,l::C2_2::M2_1,m::C2_2::M2_1,n::C2_2::M2_1,q::C2_2::M2_1,en_Y::C2_2::M2_1,ATP::C2_2::M2_1,ADP::C2_2::M2_1,Pi::C2_2::M2_1,mem_P3::C2_2::M2_1,mem_P4::C2_2::M2_1,mem_P5::C2_2::M2_1,H2O::C2_3::M2_1,OH-::C2_3::M2_1,H+::C2_3::M2_1,l::C2_3::M2_1,m::C2_3::M2_1,n::C2_3::M2_1,q::C2_3::M2_1,en_Y::C2_3::M2_1,ATP::C2_3::M2_1,ADP::C2_3::M2_1,Pi::C2_3::M2_1,mem_P3::C2_3::M2_1,mem_P4::C2_3::M2_1,mem_P5::C2_3::M2_1
1000,9999999338285,761715,761715,956564,0,0,1547,9999960814,772,772,10,30030,0,3000,2000,951,515,5065,1626,9961486,10038514,10038514,1000,500,300,9999960928,759,759,2,29660,0,3000,2000,953,524,5128,1777,9961587,10038413,10038413,1000,500,300,9999991702,763,763,1107,0,0,3000,2000,1060,42814,4378,1544,9992365,10007635,10007635,1000,100,300,9999991604,773,773,1013,0,0,3000,2000,1150,43153,4265,1620,9992277,10007723,10007723,1000,100,300,9999991607,778,778,994,0,0,3000,2000,1145,43117,3904,1886,9992285,10007715,10007715,1000,100,300,999996453,87,87,4,45874,96202,238,10000,996440,1003560,1003560,5000,3000,2000,999996557,102,102,2,46084,96271,288,10000,996559,1003441,1003441,5000,3000,2000,999996375,98,98,6,45847,96093,280,10000,996373,1003627,1003627,5000,3000,2000,999996387,105,105,2,45837,96115,277,10000,996392,1003608,1003608,5000,3000,2000,999993797,93,93,10,50621,93435,355,10000,993790,1006210,1006210,5000,1000,2000,999993829,90,90,0,50274,93427,392,10000,993819,1006181,1006181,5000,1000,2000,999993883,104,104,1,50314,93431,456,10000,993887,1006113,1006113,5000,1000,2000
1100,9999999299859,800141,800141,951701,0,0,1772,9999960774,812,812,0,29019,0,3000,2000,986,297,6015,1586,9961486,10038514,10038514,1000,500,300,9999960886,801,801,1,28712,0,3000,2000,949,307,6099,1732,9961587,10038413,10038413,1000,500,300,9999991656,809,809,2107,0,0,3000,2000,644,38815,4939,1495,9992365,10007635,10007635,1000,100,300,9999991563,814,814,1957,0,0,3000,2000,714,39246,4825,1571,9992277,10007723,10007723,1000,100,300,9999991576,809,809,1965,0,0,3000,2000,695,39194,4554,1844,9992285,10007715,10007715,1000,100,300,999995996,90,90,1,45477,95705,281,10000,995986,1004014,1004014,5000,3000,2000,999996061,102,102,10,45728,95797,266,10000,996063,1003937,1003937,5000,3000,2000,999995905,102,102,0,45490,95627,280,10000,995907,1004093,1004093,5000,3000,2000,999995886,101,101,0,45451,95621,266,10000,995887,1004113,1004113,5000,3000,2000,999993241,88,88,2,54196,93011,218,10000,993229,1006771,1006771,5000,1000,2000,999993268,91,91,6,53751,92997,262,10000,993259,1006741,1006741,5000,1000,2000,999993226,111,111,6,53792,92986,251,10000,993237,1006763,1006763,5000,1000,2000
1200,9999999266075,833925,833925,947085,0,0,2007,9999960751,835,835,0,28106,0,3000,2000,942,164,6998,1553,9961486,10038514,10038514,1000,500,300,9999960860,827,827,0,27806,0,3000,2000,961,162,7025,1677,9961587,10038413,10038413,1000,500,300,9999991621,844,844,3025,0,0,3000,2000,375,35256,5260,1450,9992365,10007635,10007635,1000,100,300,9999991530,847,847,2900,0,0,3000,2000,425,35638,5204,1527,9992277,10007723,10007723,1000,100,300,9999991559,826,826,2902,0,0,3000,2000,405,35564,4928,1786,9992285,10007715,10007715,1000,100,300,999995501,93,93,2,45065,95225,269,10000,995494,1004506,1004506,5000,3000,2000,999995576,96,96,4,45311,95315,257,10000,995572,1004428,1004428,5000,3000,2000,999995431,103,103,2,45112,95178,256,10000,995434,1004566,1004566,5000,3000,2000,999995436,98,98,0,45082,95178,256,10000,995434,1004566,1004566,5000,3000,2000,999992921,87,87,2,57486,92742,166,10000,992908,1007092,1007092,5000,1000,2000,999992889,91,91,2,57066,92704,176,10000,992880,1007120,1007120,5000,1000,2000,999992854,109,109,1,57127,92691,172,10000,992863,1007137,1007137,5000,1000,2000
1300,9999999237476,862524,862524,942402,0,0,2215,9999960728,858,858,13,27189,0,3000,2000,936,86,7945,1518,9961486,10038514,10038514,1000,500,300,9999960829,858,858,12,26829,0,3000,2000,1018,90,7952,1629,9961587,10038413,10038413,1000,500,300,9999991596,869,869,3938,0,0,3000,2000,224,32023,5479,1402,9992365,10007635,10007635,1000,100,300,9999991514,863,863,3815,0,0,3000,2000,238,32451,5459,1492,9992277,10007723,10007723,1000,100,300,9999991539,846,846,3838,0,0,3000,2000,251,32268,5154,1744,9992285,10007715,10007715,1000,100,300,999995049,96,96,5,44653,94773,272,10000,995045,1004955,1004955,5000,3000,2000,999995079,95,95,1,44878,94844,230,10000,995074,1004926,1004926,5000,3000,2000,999994959,105,105,4,44682,94713,251,10000,994964,1005036,1005036,5000,3000,2000,999994980,97,97,0,44666,94725,252,10000,994977,1005023,1005023,5000,3000,2000,999992696,93,93,1,60567,92590,99,10000,992689,1007311,1007311,5000,1000,2000,999992636,89,89,0,60064,92515,110,10000,992625,1007375,1007375,5000,1000,2000,999992635,102,102,1,60269,92537,100,10000,992637,1007363,1007363,5000,1000,2000
1400,9999999214195,885805,885805,937681,0,0,2440,9999960703,883,883,0,26248,0,3000,2000,901,44,8892,1476,9961486,10038514,10038514,1000,500,300,9999960814,873,873,0,25856,0,3000,2000,989,46,8908,1577,9961587,10038413,10038413,1000,500,300,9999991558,907,907,4870,0,0,3000,2000,141,29058,5618,1366,9992365,10007635,10007635,1000,100,300,9999991489,888,888,4732,0,0,3000,2000,144,29446,5610,1458,9992277,10007723,10007723,1000,100,300,9999991514,871,871,4821,0,0,3000,2000,169,29280,5284,1683,9992285,10007715,10007715,1000,100,300,999994557,95,95,3,44186,94286,266,10000,994552,1005448,1005448,5000,3000,2000,999994623,97,97,0,44408,94352,268,10000,994620,1005380,1005380,5000,3000,2000,999994481,103,103,6,44208,94221,263,10000,994484,1005516,1005516,5000,3000,2000,999994496,105,105,12,44196,94229,272,10000,994501,1005499,1005499,5000,3000,2000,999992548,102,102,0,63448,92506,44,10000,992550,1007450,1007450,5000,1000,2000,999992475,99,99,0,62975,92421,53,10000,992474,1007526,1007526,5000,1000,2000,999992510,97,97,0,63174,92454,53,10000,992507,1007493,1007493,5000,1000,2000
1500,9999999194625,905375,905375,933054,0,0,2676,9999960700,886,886,1,25309,0,3000,2000,931,21,9810,1434,9961486,10038514,10038514,1000,500,300,9999960784,903,903,15,24900,0,3000,2000,973,24,9897,1523,9961587,10038413,10038413,1000,500,300,9999991535,930,930,5782,0,0,3000,2000,97,26341,5683,1333,9992365,10007635,10007635,1000,100,300,9999991481,896,896,5632,0,0,3000,2000,83,26756,5686,1416,9992277,10007723,10007723,1000,100,300,9999991502,883,883,5725,0,0,3000,2000,106,26590,5361,1618,9992285,10007715,10007715,1000,100,300,999994130,86,86,0,43775,93865,251,10000,994116,1005884,1005884,5000,3000,2000,999994148,90,90,3,43933,93864,274,10000,994138,1005862,1005862,5000,3000,2000,999993997,102,102,1,43721,93726,273,10000,993999,1006001,1006001,5000,3000,2000,999993996,101,101,3,43719,93738,259,10000,993997,1006003,1006003,5000,3000,2000,999992485,100,100,0,66121,92462,23,10000,992485,1007515,1007515,5000,1000,2000,999992401,97,97,1,65605,92361,37,10000,992398,1007602,1007602,5000,1000,2000,999992435,95,95,0,65801,92391,39,10000,992430,1007570,1007570,5000,1000,2000
1600,9999999177948,922052,922052,928352,0,0,2878,9999960688,898,898,10,24385,0,3000,2000,933,9,10733,1395,9961486,10038514,10038514,1000,500,300,9999960766,921,921,1,23919,0,3000,2000,998,14,10836,1483,9961587,10038413,10038413,1000,500,300,9999991529,936,936,6701,0,0,3000,2000,57,23876,5724,1296,9992365,10007635,10007635,1000,100,300,9999991459,918,918,6573,0,0,3000,2000,52,24261,5741,1378,9992277,10007723,10007723,1000,100,300,9999991479,906,906,6667,0,0,3000,2000,65,24067,5419,1570,9992285,10007715,10007715,1000,100,300,999993686,87,87,7,43352,93437,236,10000,993673,1006327,1006327,5000,3000,2000,999993663,95,95,1,43451,93375,283,10000,993658,1006342,1006342,5000,3000,2000,999993525,99,99,1,43254,93256,268,10000,993524,1006476,1006476,5000,3000,2000,999993530,103,103,4,43241,93253,280,10000,993533,1006467,1006467,5000,3000,2000,999992448,96,96,0,68546,92422,22,10000,992444,1007556,1007556,5000,1000,2000,999992340,103,103,0,68068,92329,14,10000,992343,1007657,1007657,5000,1000,2000,999992377,95,95,0,68283,92350,22,10000,992372,1007628,1007628,5000,1000,2000
1700,9999999164284,935716,935716,923624,0,0,3113,9999960651,935,935,9,23408,0,3000,2000,949,5,11661,1358,9961486,10038514,10038514,1000,500,300,9999960759,928,928,1,22941,0,3000,2000,970,5,11838,1439,9961587,10038413,10038413,1000,500,300,9999991516,949,949,7635,0,0,3000,2000,37,21685,5755,1250,9992365,10007635,10007635,1000,100,300,9999991451,926,926,7458,0,0,3000,2000,35,21919,5764,1324,9992277,10007723,10007723,1000,100,300,9999991450,935,935,7622,0,0,3000,2000,43,21806,5453,1516,9992285,10007715,10007715,1000,100,300,999993235,81,81,7,42858,92941,275,10000,993216,1006784,1006784,5000,3000,2000,999993195,92,92,9,42996,92918,269,10000,993187,1006813,1006813,5000,3000,2000,999993032,104,104,9,42766,92763,273,10000,993036,1006964,1006964,5000,3000,2000,999993004,115,115,5,42741,92749,270,10000,993019,1006981,1006981,5000,3000,2000,999992420,93,93,0,70717,92402,11,10000,992413,1007587,1007587,5000,1000,2000,999992318,102,102,0,70393,92312,8,10000,992320,1007680,1007680,5000,1000,2000,999992334,104,104,0,70522,92328,10,10000,992338,1007662,1007662,5000,1000,2000
1800,9999999152476,947524,947524,919043,0,0,3335,9999960649,937,937,7,22545,0,3000,2000,904,3,12604,1313,9961486,10038514,10038514,1000,500,300,9999960764,923,923,0,22040,0,3000,2000,949,4,12797,1396,9961587,10038413,10038413,1000,500,300,9999991508,957,957,8563,0,0,3000,2000,23,19708,5770,1203,9992365,10007635,10007635,1000,100,300,9999991427,950,950,8384,0,0,3000,2000,21,19941,5779,1280,9992277,10007723,10007723,1000,100,300,9999991449,936,936,8588,0,0,3000,2000,31,19744,5467,1473,9992285,10007715,10007715,1000,100,300,999992750,84,84,5,42406,92487,247,10000,992734,1007266,1007266,5000,3000,2000,999992736,90,90,4,42535,92457,269,10000,992726,1007274,1007274,5000,3000,2000,999992527,101,101,5,42270,92266,262,10000,992528,1007472,1007472,5000,3000,2000,999992561,107,107,3,42310,92318,250,10000,992568,1007432,1007432,5000,3000,2000,999992400,98,98,1,72681,92389,9,10000,992398,1007602,1007602,5000,1000,2000,999992306,99,99,0,72357,92298,7,10000,992305,1007695,1007695,5000,1000,2000,999992317,107,107,0,72572,92316,8,10000,992324,1007676,1007676,5000,1000,2000
1900,9999999143333,956667,956667,914536,0,0,3535,9999960631,955,955,0,21651,0,3000,2000,864,2,13527,1275,9961486,10038514,10038514,1000,500,300,9999960746,941,941,9,21144,0,3000,2000,924,0,13725,1353,9961587,10038413,10038413,1000,500,300,9999991498,967,967,9463,0,0,3000,2000,14,17833,5784,1169,9992365,10007635,10007635,1000,100,300,9999991430,947,947,9280,0,0,3000,2000,14,18053,5791,1236,9992277,10007723,10007723,1000,100,300,9999991446,939,939,9507,0,0,3000,2000,22,17873,5477,1432,9992285,10007715,10007715,1000,100,300,999992297,87,87,0,41926,92006,278,10000,992284,1007716,1007716,5000,3000,2000,999992262,91,91,0,42073,91995,258,10000,992253,1007747,1007747,5000,3000,2000,999992042,105,105,5,41815,91810,237,10000,992047,1007953,1007953,5000,3000,2000,999992108,113,113,2,41847,91852,269,10000,992121,1007879,1007879,5000,3000,2000,999992387,97,97,0,74546,92379,5,10000,992384,1007616,1007616,5000,1000,2000,999992294,99,99,0,74238,92291,2,10000,992293,1007707,1007707,5000,1000,2000,999992309,105,105,0,74434,92307,7,10000,992314,1007686,1007686,5000,1000,2000
2000,9999999135745,964255,964255,909984,0,0,3723,9999960624,962,962,0,20721,0,3000,2000,898,2,14467,1230,9961486,10038514,10038514,1000,500,300,9999960736,951,951,0,20197,0,3000,2000,903,0,14658,1314,9961587,10038413,10038413,1000,500,300,9999991483,982,982,10398,0,0,3000,2000,5,16199,5790,1144,9992365,10007635,10007635,1000,100,300,9999991419,958,958,10165,0,0,3000,2000,6,16431,5799,1198,9992277,10007723,10007723,1000,100,300,9999991430,955,955,10371,0,0,3000,2000,16,16232,5487,1391,9992285,10007715,10007715,1000,100,300,999991841,84,84,11,41527,91607,218,10000,991825,1008175,1008175,5000,3000,2000,999991784,88,88,0,41587,91509,263,10000,991772,1008228,1008228,5000,3000,2000,999991582,103,103,0,41328,91323,262,10000,991585,1008415,1008415,5000,3000,2000,999991633,117,117,0,41359,91364,286,10000,991650,1008350,1008350,5000,3000,2000,999992378,100,100,0,76171,92370,8,10000,992378,1007622,1007622,5000,1000,2000,999992279,106,106,0,75852,92283,2,10000,992285,1007715,1007715,5000,1000,2000,999992304,100,100,0,76069,92301,3,10000,992304,1007696,1007696,5000,1000,2000
2100,9999999128853,971147,971147,905666,0,0,3924,9999960603,983,983,1,19843,0,3000,2000,866,1,15380,1194,9961486,10038514,10038514,1000,500,300,9999960737,950,950,0,19412,0,3000,2000,798,0,15615,1272,9961587,10038413,10038413,1000,500,300,9999991481,984,984,11289,0,0,3000,2000,3,14704,5800,1114,9992365,10007635,10007635,1000,100,300,9999991428,949,949,11024,0,0,3000,2000,3,14887,5802,1156,9992277,10007723,10007723,1000,100,300,9999991428,957,957,11275,0,0,3000,2000,8,14697,5494,1340,9992285,10007715,10007715,1000,100,300,999991398,84,84,1,41071,91151,231,10000,991382,1008618,1008618,5000,3000,2000,999991310,92,92,3,41127,91048,254,10000,991302,1008698,1008698,5000,3000,2000,999991101,108,108,2,40898,90893,216,10000,991109,1008891,1008891,5000,3000,2000,999991152,117,117,2,40903,90908,261,10000,991169,1008831,1008831,5000,3000,2000,999992369,99,99,0,77664,92368,0,10000,992368,1007632,1007632,5000,1000,2000,999992281,101,101,0,77393,92280,2,10000,992282,1007718,1007718,5000,1000,2000,999992295,102,102,0,77596,92293,4,10000,992297,1007703,1007703,5000,1000,2000
2200,9999999123852,976148,976148,901204,0,0,4113,9999960595,991,991,9,18982,0,3000,2000,894,1,16241,1156,9961486,10038514,10038514,1000,500,300,9999960728,959,959,1,18535,0,3000,2000,851,0,16469,1233,9961587,10038413,10038413,1000,500,300,9999991452,1013,1013,12187,0,0,3000,2000,2,13289,5800,1082,9992365,10007635,10007635,1000,100,300,9999991418,959,959,11951,0,0,3000,2000,0,13431,5804,1122,9992277,10007723,10007723,1000,100,300,9999991418,967,967,12165,0,0,3000,2000,5,13340,5501,1294,9992285,10007715,10007715,1000,100,300,999990974,88,88,6,40649,90729,233,10000,990962,1009038,1009038,5000,3000,2000,999990872,89,89,1,40719,90640,221,10000,990861,1009139,1009139,5000,3000,2000,999990686,107,107,3,40483,90478,215,10000,990693,1009307,1009307,5000,3000,2000,999990720,111,111,6,40499,90504,227,10000,990731,1009269,1009269,5000,3000,2000,999992367,101,101,0,79078,92367,1,10000,992368,1007632,1007632,5000,1000,2000,999992278,102,102,0,78846,92277,3,10000,992280,1007720,1007720,5000,1000,2000,999992293,97,97,0,78950,92290,0,10000,992290,1007710,1007710,5000,1000,2000
2300,9999999119471,980529,980529,896711,0,0,4284,9999960593,993,993,7,18062,0,3000,2000,906,1,17060,1121,9961486,10038514,10038514,1000,500,300,9999960696,991,991,0,17690,0,3000,2000,825,0,17318,1204,9961587,10038413,10038413,1000,500,300,9999991432,1033,1033,13131,0,0,3000,2000,1,12092,5802,1046,9992365,10007635,10007635,1000,100,300,9999991397,980,980,12810,0,0,3000,2000,0,12140,5807,1092,9992277,10007723,10007723,1000,100,300,9999991420,965,965,13093,0,0,3000,2000,4,12057,5501,1253,9992285,10007715,10007715,1000,100,300,999990557,89,89,0,40187,90267,279,10000,990546,1009454,1009454,5000,3000,2000,999990467,91,91,3,40269,90190,268,10000,990458,1009542,1009542,5000,3000,2000,999990249,104,104,1,40037,90032,221,10000,990253,1009747,1009747,5000,3000,2000,999990315,107,107,2,40068,90073,249,10000,990322,1009678,1009678,5000,3000,2000,999992358,108,108,0,80274,92366,0,10000,992366,1007634,1007634,5000,1000,2000,999992269,108,108,0,80137,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992294,96,96,0,80232,92289,1,10000,992290,1007710,1007710,5000,1000,2000
2400,9999999115661,984339,984339,892178,0,0,4465,9999960586,1000,1000,0,17124,0,3000,2000,923,1,18024,1086,9961486,10038514,10038514,1000,500,300,9999960682,1005,1005,7,16764,0,3000,2000,863,0,18150,1165,9961587,10038413,10038413,1000,500,300,9999991413,1052,1052,14004,0,0,3000,2000,1,10925,5802,1018,9992365,10007635,10007635,1000,100,300,9999991397,980,980,13684,0,0,3000,2000,0,11002,5807,1056,9992277,10007723,10007723,1000,100,300,9999991427,958,958,14015,0,0,3000,2000,1,10929,5503,1210,9992285,10007715,10007715,1000,100,300,999990078,97,97,3,39733,89813,262,10000,990075,1009925,1009925,5000,3000,2000,999989972,93,93,5,39807,89728,237,10000,989965,1010035,1010035,5000,3000,2000,999989834,109,109,7,39603,89598,245,10000,989843,1010157,1010157,5000,3000,2000,999989891,109,109,3,39621,89626,274,10000,989900,1010100,1010100,5000,3000,2000,999992358,108,108,0,81441,92366,0,10000,992366,1007634,1007634,5000,1000,2000,999992270,107,107,0,81275,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992295,93,93,1,81358,92287,1,10000,992288,1007712,1007712,5000,1000,2000
2500,9999999112950,987050,987050,887703,0,0,4645,9999960595,991,991,14,16280,0,3000,2000,852,0,18939,1059,9961486,10038514,10038514,1000,500,300,9999960713,974,974,6,15875,0,3000,2000,879,0,19082,1123,9961587,10038413,10038413,1000,500,300,9999991426,1039,1039,14983,0,0,3000,2000,1,9866,5802,975,9992365,10007635,10007635,1000,100,300,9999991405,972,972,14545,0,0,3000,2000,0,9956,5807,1022,9992277,10007723,10007723,1000,100,300,9999991408,977,977,14904,0,0,3000,2000,1,9852,5505,1176,9992285,10007715,10007715,1000,100,300,999989626,90,90,7,39286,89365,251,10000,989616,1010384,1010384,5000,3000,2000,999989513,96,96,4,39343,89264,245,10000,989509,1010491,1010491,5000,3000,2000,999989384,110,110,4,39156,89151,243,10000,989394,1010606,1010606,5000,3000,2000,999989414,103,103,1,39190,89195,222,10000,989417,1010583,1010583,5000,3000,2000,999992356,110,110,0,82500,92366,0,10000,992366,1007634,1007634,5000,1000,2000,999992275,102,102,0,82321,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992292,94,94,0,82434,92286,0,10000,992286,1007714,1007714,5000,1000,2000
2600,9999999110240,989760,989760,883318,0,0,4790,9999960601,985,985,1,15368,0,3000,2000,871,0,19831,1027,9961486,10038514,10038514,1000,500,300,9999960719,968,968,0,15040,0,3000,2000,867,0,19916,1095,9961587,10038413,10038413,1000,500,300,9999991414,1051,1051,15863,0,0,3000,2000,1,8951,5802,938,9992365,10007635,10007635,1000,100,300,9999991403,974,974,15425,0,0,3000,2000,0,9005,5807,1005,9992277,10007723,10007723,1000,100,300,9999991404,981,981,15801,0,0,3000,2000,1,8903,5505,1145,9992285,10007715,10007715,1000,100,300,999989179,94,94,3,38813,88892,281,10000,989173,1010827,1010827,5000,3000,2000,999989059,101,101,0,38915,88836,224,10000,989060,1010940,1010940,5000,3000,2000,999988958,108,108,0,38724,88719,247,10000,988966,1011034,1011034,5000,3000,2000,999989009,102,102,3,38773,88778,233,10000,989011,1010989,1010989,5000,3000,2000,999992362,104,104,0,83415,92366,0,10000,992366,1007634,1007634,5000,1000,2000,999992273,104,104,0,83272,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992292,94,94,0,83383,92286,0,10000,992286,1007714,1007714,5000,1000,2000
2700,9999999108417,991583,991583,878960,0,0,4924,9999960611,975,975,2,14479,0,3000,2000,871,0,20717,1006,9961486,10038514,10038514,1000,500,300,9999960714,973,973,1,14214,0,3000,2000,874,0,20752,1056,9961587,10038413,10038413,1000,500,300,9999991414,1051,1051,16734,0,0,3000,2000,0,8105,5802,905,9992365,10007635,10007635,1000,100,300,9999991372,1005,1005,16310,0,0,3000,2000,0,8122,5807,985,9992277,10007723,10007723,1000,100,300,9999991421,964,964,16686,0,0,3000,2000,0,8090,5506,1124,9992285,10007715,10007715,1000,100,300,999988693,103,103,5,38351,88430,266,10000,988696,1011304,1011304,5000,3000,2000,999988646,105,105,1,38491,88412,239,10000,988651,1011349,1011349,5000,3000,2000,999988543,106,106,2,38315,88310,239,10000,988549,1011451,1011451,5000,3000,2000,999988589,103,103,1,38363,88368,224,10000,988592,1011408,1011408,5000,3000,2000,999992371,95,95,0,84260,92365,1,10000,992366,1007634,1007634,5000,1000,2000,999992277,100,100,0,84155,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992288,97,97,0,84195,92285,0,10000,992285,1007715,1007715,5000,1000,2000
2800,9999999106696,993304,993304,874619,0,0,5065,9999960598,988,988,2,13623,0,3000,2000,872,0,21602,974,9961486,10038514,10038514,1000,500,300,9999960704,983,983,8,13353,0,3000,2000,833,0,21598,1026,9961587,10038413,10038413,1000,500,300,9999991438,1027,1027,17597,0,0,3000,2000,0,7361,5803,880,9992365,10007635,10007635,1000,100,300,9999991368,1009,1009,17191,0,0,3000,2000,0,7374,5807,964,9992277,10007723,10007723,1000,100,300,9999991401,984,984,17559,0,0,3000,2000,0,7356,5506,1091,9992285,10007715,10007715,1000,100,300,999988252,101,101,1,37939,88018,235,10000,988253,1011747,1011747,5000,3000,2000,999988209,100,100,1,38044,87965,244,10000,988209,1011791,1011791,5000,3000,2000,999988114,104,104,1,37847,87842,276,10000,988118,1011882,1011882,5000,3000,2000,999988173,104,104,0,37927,87932,245,10000,988177,1011823,1011823,5000,3000,2000,999992366,99,99,0,85004,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992277,100,100,0,84903,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992289,96,96,0,84929,92285,0,10000,992285,1007715,1007715,5000,1000,2000
2900,9999999105600,994400,994400,870193,0,0,5216,9999960600,986,986,0,12731,0,3000,2000,844,0,22466,949,9961486,10038514,10038514,1000,500,300,9999960723,964,964,12,12461,0,3000,2000,871,0,22510,989,9961587,10038413,10038413,1000,500,300,9999991451,1014,1014,18444,0,0,3000,2000,0,6666,5803,853,9992365,10007635,10007635,1000,100,300,9999991368,1009,1009,18080,0,0,3000,2000,0,6679,5807,940,9992277,10007723,10007723,1000,100,300,9999991384,1001,1001,18463,0,0,3000,2000,0,6655,5506,1053,9992285,10007715,10007715,1000,100,300,999987832,99,99,4,37497,87576,255,10000,987831,1012169,1012169,5000,3000,2000,999987766,101,101,13,37581,87502,265,10000,987767,1012233,1012233,5000,3000,2000,999987660,100,100,8,37430,87425,235,10000,987660,1012340,1012340,5000,3000,2000,999987716,107,107,9,37506,87511,212,10000,987723,1012277,1012277,5000,3000,2000,999992364,101,101,0,85699,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992280,97,97,0,85598,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992289,96,96,0,85630,92285,0,10000,992285,1007715,1007715,5000,1000,2000
